year,son_DET are_NOUN,son_DET rare_ADJ
1840,6.369688498875092e-09,2.0574093895220358e-07
1841,1.3483151484194877e-08,1.4574645845755185e-07
1842,1.475818312002275e-08,1.5630257088616872e-07
1843,1.8311424432315704e-08,2.646296026753703e-07
1844,5.488561161115513e-09,1.9813705609550425e-07
1845,9.486387508861327e-09,1.9921413541013067e-07
1846,1.2879903366069811e-08,2.2071469985007752e-07
1847,6.47186837454683e-09,1.8768417842096596e-07
1848,1.206783295515379e-08,2.236571567948431e-07
1849,4.1897072478036534e-09,1.3407063681469822e-07
1850,1.425689166723032e-08,2.681653343827861e-07
1851,7.094382636907426e-09,2.302449590985134e-07
1852,1.6276363368206148e-08,2.3763491441286533e-07
1853,8.360704129017904e-09,3.0038817211419655e-07
1854,1.4028293915391288e-08,3.294051253988073e-07
1855,1.3798036491152743e-08,3.433588382506514e-07
1856,8.283502495043393e-09,2.6869611247093417e-07
1857,9.274867207587079e-09,3.124165726120509e-07
1858,7.3405139189297586e-09,3.293444059693229e-07
1859,8.14747713739905e-09,3.6409038983720166e-07
1860,8.238931314963338e-09,2.792082192115686e-07
1861,1.0846716413936974e-08,3.2775948355379114e-07
1862,1.1746764505549123e-08,3.239396031418096e-07
1863,1.0988166210257333e-08,2.762025177460714e-07
1864,9.58945578499737e-09,2.982320701505614e-07
1865,1.2708479713019472e-08,3.162999515637921e-07
1866,7.298419646417642e-09,2.5593122909839394e-07
1867,1.4073153309368536e-08,2.431258501189859e-07
1868,8.39778580008499e-09,2.28716166006393e-07
1869,1.0743742562269176e-08,2.4759443384425595e-07
1870,7.454263428741115e-09,3.3200142901534946e-07
1871,7.434824311758348e-09,1.6037977346172738e-07
1872,4.837871325769072e-09,1.8807224666517186e-07
1873,7.183205141814142e-09,1.9933394845850216e-07
1874,5.974608974224083e-09,2.3659452086377541e-07
1875,5.721527251978387e-09,2.443092057546892e-07
1876,6.04601479992084e-09,2.067737092659172e-07
1877,4.9478527941460015e-09,2.746058260783002e-07
1878,1.2078177347163432e-08,2.8746062419315876e-07
1879,6.109325489944695e-09,2.3337622501173882e-07
1880,1.0910338854586143e-08,2.701913244251841e-07
1881,5.578006112560985e-09,2.2312024672288544e-07
1882,3.9932310791357395e-09,2.7819510250992607e-07
1883,6.319339107552224e-09,2.123297937473012e-07
1884,8.582206056928499e-09,1.8946870916636271e-07
1885,9.023890135129164e-09,1.7467672197568618e-07
1886,8.38950331427668e-09,2.2587123016393207e-07
1887,1.1752064432712928e-08,1.9913219695411044e-07
1888,8.876860135842435e-09,1.921206305155465e-07
1889,7.518164202302557e-09,1.7229126125783978e-07
1890,8.520702365899524e-09,1.3633123963074922e-07
1891,5.736797814570593e-09,1.3194636050428699e-07
1892,3.761107425503951e-09,2.0560720592754933e-07
1893,5.542574843531156e-09,1.4102774148483377e-07
1894,4.411077725308132e-09,1.7014155595518332e-07
1895,8.426059849853118e-09,1.3602068094087372e-07
1896,7.66613794667137e-09,1.780902731951528e-07
1897,2.9133566670225264e-09,1.479985245467219e-07
1898,6.2241901632731356e-09,1.6578979389336723e-07
1899,7.738609753005221e-09,1.2823981876408652e-07
1900,6.2292638824956725e-09,1.0485927637304826e-07
1901,5.029864968975062e-09,1.3468860876608701e-07
1902,5.4013122863239005e-09,9.6732591714499e-08
1903,1.1340462346964841e-08,1.2096492718605134e-07
1904,5.912087708281888e-09,8.868131384787148e-08
1905,2.5803795211665204e-09,1.0063479871647019e-07
1906,5.658602919567102e-09,1.0699903629785013e-07
1907,8.742833457198174e-09,1.105711309179469e-07
1908,7.858222295098471e-09,1.2131131121861927e-07
1909,2.7504918342913243e-09,1.1442045977361204e-07
1910,1.1757131934686527e-08,1.1543365641131231e-07
1911,5.852411444351446e-09,9.523469435279708e-08
1912,8.8560158095774e-09,1.2346328470691503e-07
1913,1.484837142129436e-08,9.757501384655143e-08
1914,8.705767051697677e-09,1.1317496717566655e-07
1915,1.1780761921542648e-09,5.890381116202548e-08
1916,7.69122365795738e-09,5.933229574317522e-08
1917,5.483212217605171e-09,4.825226584959097e-08
1918,1.1486376294556067e-09,7.466144591461443e-08
1919,1.1970203106503874e-08,9.299927150596687e-08
1920,6.057785384427916e-09,8.556621633459827e-08
1921,6.815472852750304e-09,6.966927618146102e-08
1922,6.640141769764796e-09,7.894390713358845e-08
1923,5.307974060286824e-09,1.0828267260620805e-07
1924,6.445812328337297e-09,1.0055467036806931e-07
1925,8.798542117105512e-09,8.468596890409685e-08
1926,3.343841648018042e-09,9.808602108307696e-08
1927,4.4596899506643695e-09,8.250426741795991e-08
1928,3.4278122562625413e-09,7.084145448033041e-08
1929,3.342121912552898e-09,1.1586022941045826e-07
1930,9.453243188239924e-09,9.243171428252595e-08
1931,3.4216069977333063e-09,8.32591009469752e-08
1932,3.287861094491973e-09,7.78127131617623e-08
1933,1.7205992852709073e-08,8.717703003924271e-08
1934,3.5944740517379614e-09,6.829500698302127e-08
1935,2.393656828303392e-09,5.6250937241486554e-08
1936,3.6374143697059935e-09,6.668593055536576e-08
1937,2.5182236296217297e-09,4.280980003823487e-08
1938,5.186085783037697e-09,4.6674770715071645e-08
1939,0.0,3.823512795264605e-08
1940,0.0,5.0715657229361e-08
1941,5.9030051957620344e-09,5.01755446080665e-08
1942,9.102635312174812e-09,6.978686917236132e-08
1943,2.9032352077962287e-09,5.516146828199453e-08
1944,3.2131861615880553e-09,8.354284375400312e-08
1945,0.0,4.574858669670334e-08
1946,8.352662561605939e-09,5.568441707737293e-08
1947,3.5762612871081956e-09,5.4836005958236456e-08
1948,3.2615663503321457e-09,4.674911635582646e-08
1949,1.9634016634739737e-09,3.043272656100271e-08
1950,4.2541445921528975e-09,2.6588404367089424e-08
1951,0.0,4.797630781538942e-08
1952,1.0544803918932644e-09,6.115986384003236e-08
1953,3.232148326759443e-09,3.016671668021331e-08
1954,1.9545072227344917e-09,3.322662278648636e-08
1955,7.508486277174597e-09,5.3497966501225847e-08
1956,2.616342476002842e-09,3.750090837861819e-08
1957,4.417518795207798e-09,3.268963910674216e-08
1958,3.3088973783179654e-09,5.2115132875840686e-08
1959,2.325224457422337e-09,2.945284249822322e-08
1960,6.920833350854139e-10,3.806458326316431e-08
1961,1.3896318540318475e-09,5.419564219621975e-08
1962,3.170978146727066e-09,4.249110663323563e-08
1963,1.2932106496776896e-09,4.073613357746808e-08
1964,3.6503808864551957e-09,4.258777841492645e-08
1965,4.377634699181954e-09,4.870118530675427e-08
1966,2.215629901769489e-09,4.265087660826339e-08
1967,2.4651677366094304e-09,8.775997573096106e-08
1968,3.143991039733507e-09,8.982831589676721e-08
1969,4.087581995104728e-09,5.677197267850431e-08
1970,1.3796175035718505e-09,5.3805082611546595e-08
1971,5.138397485282553e-10,7.810363977789336e-08
1972,2.0520587451500205e-09,8.464742506930634e-08
1973,5.513203893414698e-09,5.347807663369508e-08
1974,1.6876715580593782e-09,3.206575849290516e-08
1975,2.2845920710778955e-09,3.084199207137317e-08
1976,5.713526873840635e-10,3.713792429138607e-08
1977,5.289103655048422e-09,2.3507126578614645e-08
1978,1.7821774056514528e-09,3.445542873237173e-08
1979,1.1703946700691858e-09,3.3941445209961785e-08
1980,1.1370301367108482e-09,3.75219948445249e-08
1981,1.897664858585557e-09,3.795329694966654e-08
1982,1.8622506869903077e-09,2.296775836185816e-08
1983,1.2630632095778083e-09,2.7155859783078995e-08
1984,1.7397025486864948e-09,1.971662860755785e-08
1985,3.609334831011779e-09,1.9249785765396155e-08
1986,1.1988970927134801e-09,2.5776287104761764e-08
1987,1.2221633705067347e-09,2.933192072562818e-08
1988,0.0,3.897759937032674e-08
1989,1.6464366536794728e-09,3.786804292360557e-08
1990,1.089730194969718e-09,2.6153525123362442e-08
1991,2.344586080837985e-09,2.285971467674841e-08
1992,1.1019888335184191e-09,2.369276075331328e-08
1993,2.2156830259412175e-09,2.9911721100006616e-08
1994,0.0,2.5319648377930548e-08
1995,1.626735190995987e-09,3.253470326480823e-08
1996,2.135236876199542e-09,2.9893316044748985e-08
1997,0.0,1.8220598585472203e-08
1998,4.768129224785866e-10,2.717833713639095e-08
1999,1.8280804647829996e-09,2.4222066796752983e-08
2000,3.97622823555821e-09,2.385737030152768e-08
2001,1.7524847129024579e-09,2.7163513882655366e-08
2002,3.9430991805033955e-09,3.023042838279366e-08
2003,8.333845835650777e-10,3.1251921051023146e-08
2004,2.2023955992267474e-09,2.9952580332670564e-08
2005,2.251874686720612e-09,2.657212350154481e-08
2006,2.058944903460258e-09,1.8118714972814587e-08
2007,1.1983438685803094e-09,2.6363564498144143e-08
2008,0.0,3.5336750747738677e-08
2009,2.384096253749135e-09,2.9085974961873262e-08
2010,1.8895172093635892e-09,1.8422792014138878e-08
2011,7.64794394481072e-10,2.4855818625546533e-08
2012,1.0212758139171996e-09,2.4510619645035092e-08
2013,0.0,2.5659950053658065e-08
2014,0.0,2.7934243473914933e-08
2015,1.5516027351836215e-09,3.169702744720837e-08
2016,2.0713400439298368e-10,6.607574754013967e-08
2017,5.031222660711876e-10,1.660303472483804e-08
2018,7.744400121190154e-10,1.9102853743291348e-08
2019,1.53059265262101e-09,1.7601816060253128e-08
