year,bien_ADV entré_VERB,bien_ADV rentré_VERB
1861,4.527325359049428e-08,3.301174722469824e-09
1862,3.5692092836825395e-08,3.6143890103090826e-09
1863,2.3974180862751382e-08,8.990317823531768e-09
1864,4.17141343689309e-08,5.753673537611803e-09
1865,5.554076309977063e-08,1.1767111340876824e-08
1866,3.308616669528419e-08,5.838735717134114e-09
1867,3.591080499631971e-08,1.1161466417775046e-08
1868,2.4699369660652337e-08,8.89177353968762e-09
1869,2.0510780629479086e-08,7.325278605918584e-09
1870,4.4152177025580386e-08,2.5803219116937726e-08
1871,2.973929724703339e-08,2.1242354542039266e-09
1872,6.168286148522384e-08,1.0280476914203973e-08
1873,5.207823861042016e-08,1.6760813181804224e-08
1874,5.377148326601855e-08,3.5847653734322193e-09
1875,6.865832347102696e-08,7.437985338754061e-09
1876,3.9903696347209916e-08,4.232210359944588e-09
1877,2.288381928394756e-08,1.5462040536817767e-08
1878,3.5026715750063886e-08,2.4156354694326865e-09
1879,4.093248051617593e-08,2.1382637882538802e-08
1880,3.9790645445236805e-08,1.2835692730917003e-08
1881,2.3009274485730202e-08,1.045876146799074e-08
1882,4.791877472598571e-08,7.320923423037584e-09
1883,3.222862687835004e-08,5.0554711528150165e-09
1884,6.271611852071146e-08,6.601696966868076e-09
1885,3.0294486919046903e-08,7.7347630522695e-09
1886,4.065682190912412e-08,9.034849313138693e-09
1887,3.852065688647599e-08,1.240495717258483e-08
1888,4.1848057463766963e-08,2.4094335415725254e-08
1889,6.954302023132186e-08,2.192797943223468e-08
1890,6.423298515301212e-08,1.8352281472289178e-08
1891,4.971891698346553e-08,2.4859458491732767e-08
1892,5.0774950466347946e-08,7.522214851007902e-09
1893,3.1407925149551374e-08,1.3548516086814288e-08
1894,5.419323656496999e-08,2.5836310868498913e-08
1895,2.9491211250842753e-08,1.023164486468886e-08
1896,4.009979548413867e-08,9.435246361988447e-09
1897,4.603103676004139e-08,8.740070223112184e-09
1898,4.9793523970720344e-08,7.355861253444118e-09
1899,4.145683618617113e-08,7.738609753005221e-09
1900,3.7894686499839736e-08,8.30568502863116e-09
1901,3.073806453812722e-08,1.5089595351014395e-08
1902,2.7006560543441083e-08,6.874397606715377e-09
1903,2.1060859722865644e-08,3.7801539676252105e-09
1904,3.278521276683932e-08,1.0211787859759625e-08
1905,3.612531429553201e-08,9.805442346966231e-09
1906,4.6812079546043606e-08,4.629765903985117e-09
1907,4.988558188756542e-08,5.142843484406967e-09
1908,3.437972395659017e-08,7.858222517143076e-09
1909,4.455796798197298e-08,8.251475669407426e-09
1910,4.275320719671072e-08,8.550640973048473e-09
1911,2.8197982615552064e-08,1.5961122423746588e-08
1912,2.917275843117295e-08,9.897900277167082e-09
1913,3.712092677687906e-08,1.5378670781274195e-08
1914,5.2904276515164383e-08,1.2054139020278853e-08
1915,1.6493066468115103e-08,0.0
1916,3.4061130804730055e-08,3.2962386153911893e-09
1917,4.276905585243185e-08,1.0966424435210342e-09
1918,2.756730310693456e-08,1.378365155346728e-08
1919,2.4861190439651182e-08,2.762354434082681e-08
1920,4.0890050456710014e-08,8.329454459499175e-09
1921,3.937828552125211e-08,1.6660044011018726e-08
1922,6.271245212019494e-08,1.1804696775641332e-08
1923,4.458698299458774e-08,1.3800733000834953e-08
1924,3.9964035636330664e-08,1.4180787211159895e-08
1925,2.4195990988573612e-08,6.598906754362588e-09
1926,2.452150482668003e-08,1.4489979882625903e-08
1927,3.7907366134959375e-08,1.2264147031260109e-08
1928,4.570416578530967e-08,3.6563331917705e-08
1929,4.4561623724348465e-08,2.785101571589621e-08
1930,4.20144132817768e-08,7.352522590764465e-09
1931,4.790249619190945e-08,1.9389106320488736e-08
1932,3.3974561830518724e-08,6.575722188983946e-09
1933,3.4411986149507356e-08,2.6382522833046096e-08
1934,3.354842448288764e-08,1.4377896206951846e-08
1935,4.188899538348778e-08,1.3165112555668657e-08
1936,2.9099314957647948e-08,1.576212937948185e-08
1937,1.888667711114067e-08,1.8886676889096066e-08
1938,3.630260181353151e-08,1.1668693011834819e-08
1939,1.988226472349197e-08,1.6823456405745674e-08
1940,2.028626333583361e-08,1.2678914806940611e-08
1941,2.3612020783048138e-08,1.1806010391524069e-08
1942,5.158160121254696e-08,1.517105907566929e-08
1943,2.322588166236983e-08,1.1612940831184915e-08
1944,2.2492303131116387e-08,9.639558484764166e-09
1945,1.742803235060819e-08,1.742803235060819e-08
1946,2.227376683094917e-08,2.3665876369705074e-08
1947,2.1457568166738383e-08,1.907339353124371e-08
1948,2.9354097819123126e-08,1.0871888278529696e-08
1949,3.7304630495782476e-08,1.3743811422273211e-08
1950,3.296961992305114e-08,1.1698897850465073e-08
1951,2.6653504292539765e-08,6.396841278899501e-09
1952,4.323369751091377e-08,2.5307528517259925e-08
1953,3.770839640537815e-08,1.400597604561682e-08
1954,3.615838295445428e-08,9.772536557761669e-09
1955,4.129667274810345e-08,1.970977647758332e-08
1956,5.6687419203171885e-08,1.7442283395396885e-08
1957,3.710716001137371e-08,1.5903067862588216e-08
1958,2.5643954515430778e-08,1.0753916868111446e-08
1959,3.642851353902188e-08,2.6352541926399908e-08
1960,3.460416664324839e-08,2.1454582610491713e-08
1961,2.91822690456911e-08,1.459113452284555e-08
1962,4.249110929777089e-08,2.0928456134772233e-08
1963,4.6555584276575246e-08,1.3578711488548834e-08
1964,3.9545792418493875e-08,1.3993127545575135e-08
1965,3.6662690661160013e-08,1.8057743744748223e-08
1966,5.317511764246774e-08,2.326411374653503e-08
1967,4.437302081328198e-08,1.0846738618397467e-08
1968,2.919420261093819e-08,1.0779397818794223e-08
1969,3.587988572917311e-08,1.9075383050903838e-08
1970,2.713247759800197e-08,2.0694262303777577e-08
1971,3.494110245583215e-08,1.1304474467621617e-08
1972,3.693705608043274e-08,1.4364410994005539e-08
1973,1.874489363729026e-08,1.7642252103655665e-08
1974,2.3627400480563665e-08,1.2376257352286757e-08
1975,3.484002775167028e-08,1.3707552426467373e-08
1976,2.513951891103261e-08,1.085570122683066e-08
1977,2.938390863960194e-08,8.815172591880582e-09
1978,2.8514838490423244e-08,1.544553818177974e-08
1979,2.691907674545746e-08,1.404473604083023e-08
1980,2.8425754194927322e-08,1.2507331170752423e-08
1981,3.352541355639005e-08,1.2651098946214745e-08
1982,2.7933760193832313e-08,1.738100596782033e-08
1983,2.9681984869966982e-08,1.0104505676622466e-08
1984,3.131464509920079e-08,1.4497521405587577e-08
1985,3.66949031160857e-08,1.2031115659283387e-08
1986,2.45773907892044e-08,1.7983456612746807e-08
1987,3.6053819485459826e-08,1.4665960890170027e-08
1988,2.818380373525997e-08,1.3192418601981615e-08
1989,3.347754429228189e-08,2.4147738031388144e-08
1990,3.378163526690514e-08,2.070487403749155e-08
1991,2.989347080983862e-08,3.106576684785978e-08
1992,3.361066092111287e-08,2.2039776725879534e-08
1993,2.7142116110212555e-08,2.7142116110212555e-08
1994,3.323203756622206e-08,1.8989736005892155e-08
1995,2.8738989854559804e-08,1.7351842629409475e-08
1996,3.790045610685411e-08,1.1743802375008272e-08
1997,2.5892429533769246e-08,1.9659067485022774e-08
1998,3.337690301918883e-08,2.050295544453462e-08
1999,3.427650696607998e-08,1.8280805230697084e-08
2000,3.755326716259333e-08,1.502130719810424e-08
2001,2.93541191354052e-08,2.7601634533525043e-08
2002,4.162160394116654e-08,1.182929815213285e-08
2003,3.166861262116072e-08,2.541823018731293e-08
2004,2.95121012072741e-08,1.850012304460691e-08
2005,4.2335244643254555e-08,1.7564623533417034e-08
2006,3.459027553276428e-08,2.4295550460351478e-08
2007,3.435252438066527e-08,3.1556386670406056e-08
2008,3.8316958494988285e-08,2.682186917013496e-08
2009,3.766871969901331e-08,3.623826216880843e-08
2010,3.4011311100812236e-08,4.7237928679777497e-08
2011,3.6327733710095345e-08,5.4300401286511146e-08
2012,6.195740098746683e-08,7.217015518534708e-08
2013,4.155796418103819e-08,6.88913870394714e-08
2014,4.460817137896811e-08,7.492440268208611e-08
2015,5.1867864669929986e-08,7.492024567401501e-08
2016,4.909075812520314e-08,6.897562143670655e-08
2017,4.352007465513452e-08,9.458698713160629e-08
2018,5.395265390006898e-08,9.835387926315775e-08
2019,4.999936109584269e-08,1.0127421035122097e-07
