year,en_ADP aigles_NOUN,en_ADP règle_NOUN
1980,1.7055452605774235e-09,6.6106930489695515e-06
1981,4.427884725544118e-09,6.932802421033557e-06
1982,6.828252629986764e-09,7.007028671068838e-06
1983,4.4207211225000265e-09,6.984739570725651e-06
1984,2.3196033982486597e-09,6.748306077497546e-06
1985,6.015558051686298e-10,6.882400157337543e-06
1986,5.994485574589703e-09,6.921233079992817e-06
1987,6.721898593298192e-09,6.724342938468908e-06
1988,3.597932174415064e-09,7.064539886414423e-06
1989,2.7440609784434855e-09,6.602759867746499e-06
1990,3.814055737905164e-09,6.596681600967713e-06
1991,2.9307325455363298e-09,6.704929774059565e-06
1992,2.2039776670368383e-09,6.614136964344652e-06
1993,6.093128224193833e-09,6.798823164899659e-06
1994,2.637463358823311e-09,6.714981509503559e-06
1995,5.964696070392961e-09,6.7178743847762235e-06
1996,3.736664311304594e-09,6.526885499624768e-06
1997,9.110299514780706e-09,6.669218805654964e-06
1998,4.768129224785866e-10,6.646295219070453e-06
1999,3.1991407301035224e-09,6.817826033511665e-06
2000,5.743440834038438e-09,6.815696906414814e-06
2001,1.3143635069212678e-09,7.112897264960338e-06
2002,3.9430991805033955e-09,6.729118240400567e-06
2003,2.083461403401543e-09,6.739997957083688e-06
2004,1.7619165015858584e-09,6.445530857490667e-06
2005,6.30524943368016e-09,6.6430307015252765e-06
2006,4.11788997345397e-09,6.311901870503789e-06
2007,2.7961356841021967e-09,6.491828230537067e-06
2008,3.405951742863067e-09,6.713556672366394e-06
2009,6.675469288452973e-09,6.652105412285891e-06
2010,3.7790344187271785e-09,6.4664004639780615e-06
2011,4.5887662558641296e-09,7.065553063512198e-06
2012,4.765953853791416e-09,6.523909746647405e-06
2013,4.462600067256517e-09,6.470491257459798e-06
2014,7.362513709807672e-09,6.042241693648975e-06
2015,6.871383906315032e-09,6.001156066304247e-06
2016,4.764082017771898e-09,5.678578531842504e-06
2017,3.773417134311785e-09,5.4835293212818215e-06
2018,6.195519930418669e-09,5.451799552247394e-06
2019,6.632568272380013e-09,5.321105277289462e-06
