year,rien_PRON emporté_VERB,rien_PRON remporté_VERB
1879,1.710611030603104e-08,5.498392852132383e-09
1880,2.0537108014195837e-08,1.2835692508872398e-09
1881,2.719277958362909e-08,2.091752326904839e-09
1882,1.9300616216355593e-08,0.0
1883,1.579834751908038e-08,0.0
1884,1.9144920315739e-08,0.0
1885,3.93183761104865e-08,0.0
1886,9.680196200179125e-09,0.0
1887,2.154545164501087e-08,0.0
1888,1.6485598663962264e-08,0.0
1889,2.8819629349641218e-08,0.0
1890,3.9326319978272295e-08,0.0
1891,1.0198752065093686e-08,0.0
1892,1.4417578242387208e-08,0.0
1893,1.1700991287000306e-08,6.158416554491453e-10
1894,2.520615716150587e-08,0.0
1895,1.6852119699706236e-08,0.0
1896,1.2383760683576384e-08,0.0
1897,1.5149455023788505e-08,2.9133566670225264e-09
1898,1.640922953072277e-08,0.0
1899,3.427098604902312e-08,0.0
1900,2.2321527737290126e-08,1.038210628578895e-09
1901,7.265360757457984e-09,0.0
1902,1.6694965410124496e-08,0.0
1903,1.0800440541913758e-08,1.0800440541913758e-09
1904,1.9886112312406112e-08,0.0
1905,1.3934049469810361e-08,0.0
1906,1.7490227932626112e-08,0.0
1907,3.085705913008496e-08,0.0
1908,3.1432890068572306e-08,0.0
1909,2.0353638774395222e-08,0.0
1910,1.2825961626106164e-08,0.0
1911,1.276889793899727e-08,0.0
1912,2.7609932118366487e-08,0.0
1913,3.0227042202568555e-08,0.0
1914,2.4108278040557707e-08,0.0
1915,2.4739600590351074e-08,0.0
1916,2.966614687238689e-08,0.0
1917,6.57985488317081e-09,0.0
1918,2.8715941624568586e-08,0.0
1919,1.6574126959767455e-08,9.207848372660976e-10
1920,1.2872794385998532e-08,7.572231730534895e-10
1921,1.060184651180407e-08,0.0
1922,1.549366501762961e-08,1.4755870969551665e-09
1923,2.7601466001669905e-08,0.0
1924,2.1915761649893284e-08,0.0
1925,1.3197813508725176e-08,0.0
1926,1.5604593173179637e-08,0.0
1927,1.1149224654616319e-08,0.0
1928,1.5996457491951332e-08,1.1426041224282812e-09
1929,2.33948540540041e-08,1.1140406375176326e-09
1930,8.402882833991043e-09,0.0
1931,1.3686427990933225e-08,0.0
1932,8.767629289252454e-09,0.0
1933,2.064719240024715e-08,0.0
1934,2.6359476379411717e-08,0.0
1935,1.3165112555668657e-08,0.0
1936,8.487299751891442e-09,6.0623572828433225e-09
1937,1.6368453259474336e-08,0.0
1938,1.5558256905023882e-08,0.0
1939,1.8352860564618823e-08,9.176430282309411e-09
1940,2.2822046474857416e-08,5.0715658339584024e-09
1941,1.1806010391524069e-08,0.0
1942,2.4273694165799498e-08,0.0
1943,3.4838823381733164e-08,0.0
1944,1.927911696952833e-08,0.0
1945,2.178504132643866e-08,0.0
1946,3.480275978517966e-08,0.0
1947,3.099426493236024e-08,0.0
1948,1.6307831529616124e-08,0.0
1949,1.3743811422273211e-08,0.0
1950,1.914365022059883e-08,0.0
1951,3.5182626589858046e-08,0.0
1952,1.5817205323287453e-08,0.0
1953,2.3702419582605216e-08,0.0
1954,1.7590565448699635e-08,0.0
1955,2.0648336374051723e-08,2.815682353940474e-09
1956,3.488456457034772e-08,0.0
1957,1.501956425897788e-08,0.0
1958,2.9780077070995503e-08,0.0
1959,1.007597205671118e-08,0.0
1960,2.2146666722733244e-08,0.0
1961,2.501337270643944e-08,0.0
1962,2.473363025501385e-08,1.9025869768540815e-09
1963,2.3277792138287623e-08,0.0
1964,2.311907998375773e-08,0.0
1965,1.2585699593614663e-08,0.0
1966,1.5509408868297214e-08,0.0
1967,1.4791006641701188e-08,0.0
1968,1.7067380397861598e-08,0.0
1969,9.083515273289322e-09,4.5417578031781147e-10
1970,2.0694262303777577e-08,9.197450023812337e-10
1971,2.1581270104320538e-08,1.0276794970565106e-09
1972,1.898154344814884e-08,0.0
1973,1.7642252103655665e-08,0.0
1974,1.1251143128276908e-08,5.06301445213353e-09
1975,9.138368284311582e-09,0.0
1976,1.542652228181396e-08,0.0
1977,1.057820764316375e-08,0.0
1978,1.4257419245211622e-08,0.0
1979,2.1067103617156135e-08,1.1703946700691858e-09
1980,2.1035058139773355e-08,1.7055452605774235e-09
1981,1.5813874654213578e-08,0.0
1982,1.3035754697909852e-08,0.0
1983,2.1472073896688926e-08,0.0
1984,1.6237223121606803e-08,0.0
1985,2.1054452403745927e-08,6.015558051686298e-10
1986,3.057187569766029e-08,0.0
1987,1.9554613928107756e-08,0.0
1988,1.4991384134077634e-08,4.197587610832443e-09
1989,2.030605195102453e-08,5.488122178931576e-10
1990,2.7788120249283565e-08,1.089730194969718e-09
1991,1.817054240405014e-08,5.861465202094962e-10
1992,1.8182815253453555e-08,5.509944167592096e-10
1993,2.1048988330107932e-08,0.0
1994,2.004472143823932e-08,1.0549853213248639e-09
1995,1.4640617607142303e-08,0.0
1996,1.4412848692302305e-08,5.338092190498855e-10
1997,1.7261619689179497e-08,9.58978896292706e-10
1998,2.0979769033147022e-08,0.0
1999,1.1882523409667556e-08,9.140402323914998e-10
2000,2.164835422036049e-08,4.4180314962005696e-10
2001,2.015357480900093e-08,1.3143635069212678e-09
2002,2.234422957769766e-08,0.0
2003,2.1667998950647416e-08,0.0
2004,2.5547789661573006e-08,1.3214374039449694e-09
2005,1.3961623857028371e-08,4.5037495954858286e-10
2006,2.2648395159308166e-08,2.4707338397433887e-09
2007,3.395307501818934e-08,3.994479469415779e-10
2008,4.172290957171754e-08,4.257439678578834e-10
2009,3.385416746937153e-08,1.907277002999308e-09
2010,4.534841480108298e-08,1.8895172093635892e-09
2011,5.20060190467575e-08,2.2943831279320648e-09
2012,6.808505759181571e-08,3.063827413996023e-09
2013,7.697985182630873e-08,2.5102124823206395e-09
2014,8.899979775378597e-08,3.031623174720721e-09
2015,6.649726458363148e-08,2.438232948875907e-09
2016,7.829665094050142e-08,2.6927420293532123e-09
2017,7.068867802217937e-08,7.54683426862357e-10
2018,7.74439996575893e-08,4.64663996169179e-09
2019,8.95396681244165e-08,2.2958890344426663e-09
