year,on_PRON éveille_VERB,on_PRON réveille_VERB
1898,2.99892799482393e-08,4.3003496763560634e-08
1899,3.040168117252051e-08,5.417026827103655e-08
1900,4.152842336679896e-08,6.384995376862435e-08
1901,5.085752263767063e-08,3.856229868759442e-08
1902,3.928227165772569e-08,5.3031065760933416e-08
1903,4.482182758280828e-08,1.1016449263934192e-07
1904,4.8909088334880835e-08,6.772027738577435e-08
1905,2.8900251081154238e-08,6.450948752956265e-08
1906,4.3211151101729683e-08,6.018695763998494e-08
1907,3.239991386294605e-08,4.217131599482116e-08
1908,3.634427736542989e-08,3.6835417382974356e-08
1909,3.850688601314545e-08,6.931239315832727e-08
1910,2.939282861547099e-08,6.199214830360233e-08
1911,3.3518356645778624e-08,4.681929155481157e-08
1912,3.125652803248613e-08,4.8968558097328696e-08
1913,3.871182446824051e-08,5.568139371803227e-08
1914,3.147469618269838e-08,3.616241528447972e-08
1915,2.827382927783617e-08,2.1205371680821372e-08
1916,2.0876177675432928e-08,4.1752355350865855e-08
1917,2.9609346086090227e-08,3.728584285767056e-08
1918,2.1824115847834946e-08,3.675640414257941e-08
1919,3.867296172188617e-08,5.4326305232166305e-08
1920,3.407504278740703e-08,6.057785517654679e-08
1921,2.574734114801913e-08,5.452378015746717e-08
1922,2.87739485571592e-08,6.19746582941616e-08
1923,2.866306036963806e-08,1.5923922180860473e-08
1924,2.191576142784868e-08,7.606058538556226e-08
1925,2.6395627239494956e-08,4.06932585406139e-08
1926,4.56991671171636e-08,5.684530623994988e-08
1927,4.5711822327376694e-08,5.686104742608222e-08
1928,2.2852082781632532e-08,7.084145803304409e-08
1929,3.564929929034122e-08,5.3473951489024785e-08
1930,3.676261295382233e-08,3.361153133596417e-08
1931,1.4826963656844327e-08,2.167017765231094e-08
1932,2.4110980323399644e-08,3.8358378695591e-08
1933,2.4088391059606806e-08,3.785318547500083e-08
1934,8.38710612072191e-09,5.511526701695857e-08
1935,2.154291145473053e-08,4.547948062594287e-08
1936,2.424942868728408e-08,3.3949200783922606e-08
1937,2.392312481447334e-08,3.27369078512163e-08
1938,2.8523471029551217e-08,6.612259451088676e-08
1939,2.141167065872196e-08,5.047036744088018e-08
1940,1.0143131667916805e-08,4.05725257834888e-08
1941,2.6563523825018365e-08,2.6563522936839945e-08
1942,4.551317678291866e-08,1.8205270624349623e-08
1943,2.6129117536299873e-08,4.93549991986697e-08
1944,2.5705489292704442e-08,4.819779242382083e-08
1945,3.267756021330115e-08,4.7927089852350946e-08
1946,1.5313215584455975e-08,4.1763312808029696e-08
1947,2.5033828343623554e-08,4.887557114585661e-08
1948,1.7395020091015567e-08,3.696441996936528e-08
1949,2.1597417632079896e-08,3.435952855568303e-08
1950,1.3825969702452312e-08,4.785912466331865e-08
1951,1.9190523392609293e-08,1.4925962243950153e-08
1952,3.057993103183776e-08,2.4253049346611988e-08
1953,1.723812381726475e-08,1.723812381726475e-08
1954,2.834035517373934e-08,2.34540866728139e-08
1955,1.8771215692936494e-08,2.815682309531553e-08
1956,1.744228317335228e-08,3.575667939514915e-08
1957,2.9155624137189307e-08,2.5621609722747962e-08
1958,2.150783356968944e-08,1.9853384047863187e-08
1959,1.6276570535822543e-08,2.6352543258667538e-08
1960,2.768333273728274e-08,3.8064584373387333e-08
1961,2.36237411854745e-08,2.848745239703021e-08
1962,1.8391672906847845e-08,2.8538803320543593e-08
1963,1.3578711932638043e-08,3.620989730279689e-08
1964,2.4944270426985327e-08,3.041984175666812e-08
1965,1.915215230852141e-08,2.8454625322638094e-08
1966,1.60633170098734e-08,2.4925835617750636e-08
1967,2.021437595089992e-08,2.6130778429944712e-08
1968,2.4702787815300553e-08,3.682960958428794e-08
1969,2.1800437677299556e-08,2.5433843475752838e-08
1970,2.4833114786737553e-08,2.8971967047652925e-08
1971,1.6956712034499333e-08,3.083038535578453e-08
1972,2.205963234302999e-08,2.411169108818001e-08
1973,1.7642252103655665e-08,2.9219980213213148e-08
1974,1.2376257574331362e-08,2.6440186484677497e-08
1975,9.138368284311582e-09,2.1132476213381324e-08
1976,1.4283817573179647e-08,3.199575093759677e-08
1977,1.586731068758951e-08,2.703319612606947e-08
1978,1.2475241728537867e-08,2.613860150546543e-08
1979,2.2822695622259914e-08,2.867466974976196e-08
1980,1.4212877097463661e-08,3.0699813802215203e-08
1981,1.8344093466460265e-08,3.352541178003321e-08
1982,1.0552754226011984e-08,4.593551761189474e-08
1983,1.3893695527400496e-08,2.7787389722533362e-08
1984,8.698512798943625e-09,2.9574942939092352e-08
1985,1.0828004493035337e-08,2.7671567259801577e-08
1986,1.0190625343575732e-08,3.356911815188823e-08
1987,8.555143815591748e-09,2.688759392910356e-08
1988,1.679035033230747e-08,2.99827696004229e-08
1989,1.1525056353711705e-08,3.128229675297689e-08
1990,1.5256222951620657e-08,2.5063795483504236e-08
1991,1.1722930459701075e-08,2.6962739152480708e-08
1992,1.2672871252394913e-08,2.975369817193041e-08
1993,8.862731881720265e-09,2.5480353826878854e-08
1994,1.5824780152939866e-08,3.0594574873532565e-08
1995,1.030265628365612e-08,3.253470470809816e-08
1996,1.1209993822092201e-08,2.2953797085278893e-08
1997,1.1987236092636522e-08,2.972834600711849e-08
1998,1.5258013519314773e-08,3.576096974100551e-08
1999,1.4624644162353206e-08,2.1936964689217575e-08
2000,7.952456804183328e-09,2.960081069147691e-08
2001,2.01535734767333e-08,2.93541191354052e-08
2002,1.2267420579359367e-08,3.504977375001772e-08
2003,1.1250691711595096e-08,2.7501692478892892e-08
2004,1.101197855124525e-08,4.140503850891264e-08
2005,1.936612359365597e-08,3.963299732845371e-08
2006,1.3589036340633243e-08,4.735573355674205e-08
2007,1.2782334302130494e-08,3.235528334144533e-08
2008,8.94062351930458e-09,4.38516281064949e-08
2009,1.4781396551200032e-08,3.6715082529781284e-08
2010,1.7005655106316908e-08,3.448368968150817e-08
2011,1.2619107481182112e-08,4.703485689816489e-08
2012,1.497871149336305e-08,4.119145824432735e-08
2013,1.6176925299316025e-08,4.685730026210422e-08
2014,1.6890472132047307e-08,7.102660148916584e-08
2015,1.728928800126539e-08,5.2754493218287735e-08
2016,2.278474076078396e-08,4.9297891990818243e-08
2017,1.1068690242144186e-08,5.509188660823838e-08
2018,1.858656073494558e-08,4.775713469129528e-08
2019,1.6836518845764203e-08,5.7652322027479386e-08
