year,en_ADP établissement_NOUN,en_ADP etablissement_NOUN,en_ADP rétablissement_NOUN
1990,5.268845484351914e-07,2.3429198747759727e-08,1.0897301727652575e-08
1991,5.023275768678559e-07,1.758439527321798e-08,1.1722930182145319e-08
1992,3.074548879933303e-07,1.4325854502672541e-08,1.3774860363469088e-08
1993,5.611216877809966e-07,5.539207592608619e-09,1.661762283333701e-08
1994,6.081990440165441e-07,5.802419267286751e-09,1.318731612798274e-08
1995,5.059146666042125e-07,5.4224507106681585e-09,2.4943274112843028e-08
1996,4.489335507784631e-07,1.6548085568501847e-08,1.868332333287981e-08
1997,4.1907377479333263e-07,5.753873377756236e-09,1.6782131240233866e-08
1998,5.96016155540724e-07,8.582632493592257e-09,2.6701524546979272e-08
1999,6.306877857742421e-07,3.1991408688814005e-09,1.4624643718263997e-08
2000,5.632990101034352e-07,5.3016377954406835e-09,1.502130686503733e-08
2001,8.157816608900248e-07,3.5049694258049158e-09,1.9715452381774412e-08
2002,5.121647896899617e-07,5.257465740537981e-09,1.5772396722013582e-08
2003,5.233655446801322e-07,1.7084384795751362e-08,1.0000615446870142e-08
2004,6.245993935394267e-07,9.690540647699919e-09,1.3214373595360485e-08
2005,7.895072782204693e-07,4.053374746959548e-09,1.6213498099659773e-08
2006,4.900289036768868e-07,1.6883348497032102e-08,1.8118715416903797e-08
2007,5.68813851131722e-07,5.192823254729362e-09,7.190063211481856e-09
2008,4.832194107073917e-07,4.683183785214595e-09,4.257439734089985e-09
2009,4.572696532534337e-07,3.814554005998616e-09,3.051643204798893e-08
2010,6.145654580791415e-07,3.3066552274085836e-09,5.196172381261022e-09
2011,9.927030841794249e-07,3.823972000160936e-09,1.2619107536693264e-08
2012,6.37276100334816e-07,3.404252713057332e-10,1.0893608681783462e-08
2013,8.138666984791598e-07,5.578249973048344e-09,2.5381037715987986e-08
2014,4.263761530509669e-07,4.547434845347809e-09,1.7540106256319632e-08
2015,5.457208454018314e-07,4.433150790905671e-10,4.0563328695952805e-08
2016,4.554876760209936e-07,2.0713401271965637e-09,2.3613276667333594e-08
2017,5.574594901247565e-07,1.5093667704579872e-09,3.647636503956164e-08
2018,4.4530300957745794e-07,7.744400121190154e-10,4.465937308850698e-08
2019,4.5815739024845925e-07,2.55098775436835e-10,2.8571061960747102e-08
