year,mon_DET enseignement_NOUN,mon_DET renseignement_NOUN
1924,1.4567536066323328e-07,3.867487219366694e-09
1925,1.1878031913603593e-07,2.3096173862313663e-08
1926,1.627336256859735e-07,2.1177662290483568e-08
1927,9.811317580599166e-08,6.689535148041159e-09
1928,1.302568715111363e-07,9.14083297942625e-09
1929,1.4148315985451632e-07,1.6710609784809094e-08
1930,1.113381966622029e-07,7.352522590764465e-09
1931,1.1177249614746643e-07,5.7026783295555106e-09
1932,1.4576183193781844e-07,1.753525857850491e-08
1933,9.750062601732168e-08,2.2941325283909464e-08
1934,1.365900175187562e-07,1.7972370258689807e-08
1935,1.4242257773133815e-07,2.393656828303392e-09
1936,1.867205980943254e-07,1.2124714565686645e-08
1937,1.385022936339908e-07,1.2591118148108649e-09
1938,1.076112793318984e-07,1.2965214457594243e-09
1939,1.2999942544666965e-07,7.647025235257843e-09
1940,1.394680668731496e-07,0.0
1941,1.1510859909691362e-07,5.9030051957620344e-09
1942,1.274368912618229e-07,1.2136847082899749e-08
1943,1.538714693438692e-07,8.709705845433291e-09
1944,1.8636480092482088e-07,1.6065930807940276e-08
1945,1.4595977404496807e-07,1.089252021913012e-08
1946,1.948954579944484e-07,1.3921104269343232e-08
1947,1.633159332214973e-07,5.960435700558264e-09
1948,1.0545731354838495e-07,3.2615663503321457e-09
1949,9.129818012709734e-08,1.9634016634739737e-09
1950,1.233701922842556e-07,4.2541445921528975e-09
1951,1.1087857876290741e-07,8.529121409139861e-09
1952,1.5079069815016055e-07,6.326882129314981e-09
1953,1.3144069654913437e-07,1.0773827385790469e-09
1954,1.299747349747804e-07,1.9545072227344917e-09
1955,1.2858282705252577e-07,5.631364707880948e-09
1956,1.2732866805365006e-07,3.488456634670456e-09
1957,1.0513694875813329e-07,1.7670075402875796e-09
1958,1.0257582072625837e-07,2.4816730892496253e-09
1959,1.387383901096939e-07,0.0
1960,1.5156624488810166e-07,4.8445834566201995e-09
1961,1.2923576231393952e-07,2.0844477810477713e-09
1962,1.1161843138651761e-07,8.8787386332001e-09
1963,1.4936583481173216e-07,1.2285501393982656e-08
1964,9.490990549032574e-08,6.083968440151466e-09
1965,1.3187624370303297e-07,9.302473735761652e-09
1966,1.3404561061136633e-07,3.8773522170743036e-09
1967,1.1241165331909997e-07,4.930335639752315e-09
1968,1.3025105505271029e-07,1.122853987567396e-08
1969,1.0037284825514803e-07,2.7250546263957176e-09
1970,1.296840408393507e-07,3.219107425067591e-09
1971,1.2691841444478769e-07,2.569198631618974e-09
1972,1.4159205630193128e-07,7.182205497002769e-09
1973,1.8910288845930268e-07,8.269805285010534e-09
1974,1.2882558975135794e-07,5.06301445213353e-09
1975,1.0966042207627424e-07,1.028066431985053e-08
1976,1.7540527341708412e-07,5.713526984862938e-09
1977,1.1812331468519233e-07,3.526069214387917e-09
1978,1.2653459435796321e-07,5.940591352171509e-10
1979,1.1703946833918621e-07,4.681578680276743e-09
1980,1.5463609415178325e-07,5.685150683554241e-09
1981,1.5624107962963762e-07,6.325549417596221e-09
1982,1.6822330994870072e-07,6.207502289967692e-10
1983,1.2314866060236795e-07,1.89459470334441e-09
1984,1.2351888045714077e-07,4.639206796497319e-09
1985,1.5820917154130143e-07,1.8046674155058895e-09
1986,1.8762739628641611e-07,5.395036861699509e-09
1987,1.374933829012548e-07,1.2221633705067347e-09
1988,1.4391728964113781e-07,4.197587610832443e-09
1989,1.404959304451836e-07,1.6464366536794728e-09
1990,1.247741048260309e-07,4.903785877363731e-09
1991,1.7408552110964592e-07,3.5168792322792797e-09
1992,1.978070005570487e-07,5.509944167592096e-10
1993,1.872252068935154e-07,2.2156830259412175e-09
1994,2.1205204259189259e-07,5.802419322797903e-09
1995,1.8544781177354253e-07,3.253470381991974e-09
1996,1.8416418257061196e-07,1.6014276571496566e-09
1997,2.1001638472739614e-07,2.397447240731765e-09
1998,1.6211639941587919e-07,3.3376904573501065e-09
1999,1.759527474831657e-07,5.484241505371301e-09
2000,1.7451223843778507e-07,8.836062992401139e-10
2001,2.006594961301289e-07,3.06684819206815e-09
2002,1.6341955522136686e-07,1.3143663935011318e-09
2003,1.970954528474067e-07,2.9168460979889232e-09
2004,1.8852507110977967e-07,1.3214374039449694e-09
2005,1.9996648958908736e-07,0.0
2006,1.9683513574619838e-07,2.4707340062768424e-09
2007,2.0012342183406417e-07,3.1955834922658966e-09
2008,1.9669371376096478e-07,2.554463751636149e-09
2009,1.8357540643165748e-07,3.337734755248789e-09
2010,1.969821674663308e-07,6.140930874920514e-09
2011,1.9502257098125142e-07,3.4415748029203996e-09
2012,1.9846793808397933e-07,6.808505315092361e-09
2013,2.1894631707652934e-07,8.08846234434668e-09
2014,2.256393827337888e-07,1.0177592768556565e-08
2015,1.884089062542671e-07,1.1304534558442825e-08
2016,2.2411899891494613e-07,1.2220906064897008e-08
2017,2.4803927267669224e-07,4.528100394640688e-09
2018,2.1477802736313834e-07,1.0842160502733122e-08
2019,1.7805894092504104e-07,5.612172948588068e-09
