year,on_PRON ajoute_VERB,on_PRON rajoute_VERB
1871,9.82140284122579e-06,1.6993883633631413e-08
1872,9.08612719285884e-06,6.652073336610442e-09
1873,1.1426085166021949e-05,6.584604861359367e-09
1874,1.0820614988915622e-05,2.1508592240593316e-08
1875,1.0360541295995063e-05,5.149374260327022e-09
1876,9.95597281416849e-06,1.5719638479794185e-08
1877,1.0903830457209551e-05,1.5462040314773162e-08
1878,8.87866815446614e-06,4.22736201599605e-09
1879,9.090675803236081e-06,9.774920428640144e-09
1880,8.744315437070327e-06,4.492492378105339e-09
1881,9.381509016748169e-06,2.5101027534280007e-08
1882,1.0418339570605895e-05,2.4624925210048332e-08
1883,1.0747931355581386e-05,4.9922777023425624e-08
1884,1.2177490134490654e-05,7.922036360241691e-09
1885,1.24149385101191e-05,4.7697702676430254e-08
1886,1.0953464425256243e-05,1.4197620634703867e-08
1887,1.2922700307171908e-05,3.721487029650916e-08
1888,1.4184589190335828e-05,1.153991839863977e-07
1889,1.1390644658604288e-05,5.826577087475471e-08
1890,1.2156421007603058e-05,3.4082809019508886e-08
1891,1.408128923685581e-05,6.756673087693343e-08
1892,1.4248328170651803e-05,5.578976036701988e-08
1893,1.1598761830100557e-05,3.633465706087691e-08
1894,1.25287199352897e-05,6.490585491292222e-08
1895,1.1327032780172885e-05,3.2500517832545484e-08
1896,1.2229258345541894e-05,2.4177818858106548e-08
1897,1.4552216953234165e-05,6.176316280637195e-08
1898,1.3176045058571617e-05,4.3003497762761356e-08
1899,1.1814093113571289e-05,5.417027004739339e-08
1900,1.1743200616365357e-05,5.087232057832125e-08
1901,1.0463795774739992e-05,4.247441554028342e-08
1902,1.3167416909709573e-05,3.977329932070006e-08
1903,1.1538650255715766e-05,4.9142006020019835e-08
1904,1.2305742075113812e-05,2.741058935384899e-08
1905,1.2202614925627131e-05,3.0448478183231487e-08
1906,1.2427320939423225e-05,2.8293015652547382e-08
1907,1.2308366649449454e-05,4.937129771676041e-08
1908,1.1953829698541085e-05,4.4202501658929805e-08
1909,1.1124639172521711e-05,4.290767030568077e-08
1910,1.1569551929824229e-05,3.7943471475898605e-08
1911,1.0433785405439266e-05,2.9794095413038235e-08
1912,1.1214321261832083e-05,5.5219864236732974e-08
1913,1.0900825941462244e-05,3.075734078539227e-08
1914,1.0288877092534676e-05,2.4108278040557707e-08
1915,1.0827698361026705e-05,1.0602685729388384e-08
1916,9.537117193758604e-06,2.197492410260793e-08
1917,9.547368790663313e-06,3.618920063619413e-08
1918,1.0986718734784517e-05,2.1824114071478107e-08
1919,1.0473927318344067e-05,4.419767196672808e-08
1920,1.0712436278481619e-05,1.665890980717677e-08
1921,1.2722216069960268e-05,2.574734203619755e-08
1922,1.2920978633701452e-05,3.61518823766005e-08
1923,1.0211480912403204e-05,2.441668067731939e-08
1924,9.30388512188074e-06,2.7072411645789884e-08
1925,8.662164987072174e-06,2.5295809447101192e-08
1926,8.768667157710297e-06,1.671920824009021e-08
1927,9.62401077231334e-06,3.5677520937582585e-08
1928,9.728131317388033e-06,2.9707706405979195e-08
1929,8.805377092357958e-06,1.559656914729146e-08
1930,9.395473512086028e-06,2.4158288702835762e-08
1931,8.973734566097846e-06,2.737285687004487e-08
1932,9.557811722515908e-06,2.9590748074070916e-08
1933,9.502296393293364e-06,1.3764794859483231e-08
1934,9.724250730869244e-06,3.9539214569117576e-08
1935,1.001984776394238e-05,3.111753787976568e-08
1936,9.520325647827121e-06,3.6374143252970725e-08
1937,9.356460054732452e-06,2.5182236296217297e-08
1938,1.0329386441298993e-05,1.944782235252518e-08
1939,1.1112657603007392e-05,3.976453122334078e-08
1940,1.2093149052816443e-05,4.3108309810691026e-08
1941,9.630752856537583e-06,7.083606057278757e-08
1942,9.372680096930708e-06,3.034211770724937e-09
1943,8.73293151926191e-06,4.645176421291808e-08
1944,7.052943487906305e-06,2.8918675454292497e-08
1945,7.1346006507155835e-06,2.832055256973831e-08
1946,6.838046260781994e-06,2.227376683094917e-08
1947,6.812777883169474e-06,2.026548062694644e-08
1948,7.625542139066965e-06,3.8051606310318675e-08
1949,5.895113531551033e-06,3.337782850110216e-08
1950,6.01642420861026e-06,2.6588403478911005e-08
1951,6.964027534195338e-06,3.0918064997109695e-08
1952,7.065018508001231e-06,2.319856839960721e-08
1953,6.647451300523244e-06,4.5250074798275364e-08
1954,6.143993346086063e-06,2.7363101118282884e-08
1955,6.5624170701994444e-06,4.598947711542678e-08
1956,6.049855755918543e-06,1.8314396887930684e-08
1957,6.279944841480756e-06,3.268963910674216e-08
1958,6.619448981837195e-06,4.3015665696088945e-08
1959,5.545660258121643e-06,4.030388867093393e-08
1960,5.108267032483127e-06,3.183583308086213e-08
1961,5.211119400883035e-06,3.404598025724681e-08
1962,5.289825651288993e-06,3.044139096353149e-08
1963,5.196120412165328e-06,4.2029347113725635e-08
1964,5.05760294799984e-06,4.1979383080814614e-08
1965,4.831267176541587e-06,2.681301269902292e-08
1966,4.781329380421084e-06,4.4312596703122153e-08
1967,4.495479970501037e-06,4.437302125737119e-08
1968,4.508034066930122e-06,3.907531720415136e-08
1969,4.042618741095794e-06,4.1329995426053756e-08
1970,3.999511250185606e-06,3.4030566808951335e-08
1971,4.0495710891264025e-06,4.316253732206121e-08
1972,3.917380126949865e-06,4.206720483068693e-08
1973,3.837741076040402e-06,4.190035074458365e-08
1974,3.822575877165946e-06,5.23178171896177e-08
1975,3.6799067402171204e-06,5.882824449798818e-08
1976,3.6069494626644882e-06,4.7422273219410727e-08
1977,3.6377280423494085e-06,6.170621125178855e-08
1978,3.6427706220365508e-06,5.405938097169383e-08
1979,3.806123487493096e-06,6.144571873534233e-08
1980,3.6618055219150847e-06,7.390695788700441e-08
1981,3.573935401846029e-06,9.172047121808191e-08
1982,3.7946460622606537e-06,8.504277904108903e-08
1983,3.719721235029283e-06,8.209910529188846e-08
1984,3.6440969779505394e-06,9.510373910615044e-08
1985,3.2297530765390547e-06,7.699914394976304e-08
1986,3.2532073532820505e-06,7.792830825081865e-08
1987,3.234455448364315e-06,1.0510605186198063e-07
1988,3.445619910280584e-06,7.735554330423611e-08
1989,3.0574328775401227e-06,8.177302213141502e-08
1990,3.065955837655565e-06,8.826814390516802e-08
1991,3.054409546621173e-06,8.968041687040795e-08
1992,3.102649486663722e-06,9.366905207031095e-08
1993,3.0028044477603544e-06,9.859789162902644e-08
1994,2.9386615949533734e-06,9.442118731328719e-08
1995,3.011629274851657e-06,1.1875167338359915e-07
1996,2.8740289508277783e-06,1.286480255657807e-07
1997,2.8860468717084586e-06,9.781584831003443e-08
1998,2.902360250800484e-06,1.2301773377743075e-07
1999,3.066605017920665e-06,1.6087108001272554e-07
2000,2.930480377472122e-06,1.2989012709851977e-07
2001,2.7391336629989382e-06,1.3888442040865812e-07
2002,2.780323143269925e-06,1.0164433650317051e-07
2003,2.8393412492278003e-06,1.3084138661412226e-07
2004,2.8895429693420738e-06,1.30822304100775e-07
2005,2.8531252667107765e-06,1.4547111426566062e-07
2006,2.6852760868223413e-06,1.5030297717544272e-07
2007,2.4949518291350614e-06,1.3581230540182787e-07
2008,2.6579196514830983e-06,1.6476292330480646e-07
2009,2.6358568732121057e-06,1.659330948200477e-07
2010,2.703426645211948e-06,1.6816703585220694e-07
2011,2.913101866397483e-06,2.466461914707452e-07
2012,2.618891585370875e-06,1.8485091501929674e-07
2013,2.248313705877081e-06,1.5702774192050128e-07
2014,2.266787930693681e-06,1.5504588013470766e-07
2015,2.2941554220778926e-06,1.5405199071949482e-07
2016,2.481051012637181e-06,1.4209392240616125e-07
2017,2.190091151987872e-06,1.7659591300400734e-07
2018,2.043230864501311e-06,1.5359726468489043e-07
2019,2.2795626080096554e-06,1.5076337689379216e-07
