year,mon_DET an_NOUN,mon_DET rang_NOUN
1888,1.7753720937818684e-08,1.6549004655530553e-07
1889,8.14467776555361e-09,1.7291777876238257e-07
1890,7.865263995654459e-09,1.0814737549935671e-07
1891,3.187110020341777e-09,1.2429728712959331e-07
1892,5.641661360300532e-09,1.4166837636331309e-07
1893,4.926733243593162e-09,1.0469307931693095e-07
1894,5.671385583383426e-09,1.4493540478888178e-07
1895,3.611168697403855e-09,1.4023371708304921e-07
1896,4.717623069971921e-09,1.1970969016061872e-07
1897,4.661370844871726e-09,1.223609835676598e-07
1898,7.355861253444118e-09,1.4202470310920035e-07
1899,2.7637891975018647e-09,1.55877712515462e-07
1900,9.34389587925466e-09,1.6299906901995342e-07
1901,7.2653604799022276e-09,1.2351112510522455e-07
1902,3.4371988033576883e-09,1.271763508947643e-07
1903,1.2420506623200822e-08,1.312253541385644e-07
1904,5.912087708281888e-09,1.2200399091000236e-07
1905,4.1286072338664326e-09,1.10440244949217e-07
1906,1.0288368823552219e-08,1.6667157876071315e-07
1907,1.2342824040612044e-08,1.3319964214941749e-07
1908,6.875944924544797e-09,1.4439483897454863e-07
1909,1.320236009405562e-08,1.0946957090807174e-07
1910,8.016226016316352e-09,1.159680698137322e-07
1911,6.916486605668126e-09,1.3088119743542848e-07
1912,1.2502610557962868e-08,2.0785590404415188e-07
1913,5.3029897140177695e-09,1.2090816681187277e-07
1914,8.036092347118995e-09,1.1719301706847318e-07
1915,1.1780761921542648e-08,1.0367070757411057e-07
1916,1.2086208034389756e-08,9.559091651567542e-08
1917,3.289927441585405e-09,8.8828034705557e-08
1918,6.89182577673364e-09,1.0108011139209339e-07
1919,5.524709134618888e-09,1.3259302167334397e-07
1920,1.2872793941909322e-08,1.0146790474507839e-07
1921,6.8154727417280014e-09,1.3706672952196186e-07
1922,8.115728866719962e-09,1.4755870275662275e-07
1923,1.0615948120573648e-08,1.6879357289667496e-07
1924,9.024137215263295e-09,1.5985613888158667e-07
1925,1.3197813508725176e-08,1.6387284862418028e-07
1926,4.458455493683289e-09,1.3932672904282128e-07
1927,1.0034302500017134e-08,2.352486414558541e-07
1928,4.570416489713125e-09,1.279716665969488e-07
1929,8.912325322185666e-09,1.6710609318515424e-07
1930,1.0503603875555712e-08,1.4284900817784774e-07
1931,7.983749661377715e-09,1.311615998034199e-07
1932,8.767629289252454e-09,1.457618435951602e-07
1933,2.2941324395731044e-09,1.5714806878008858e-07
1934,3.5944740517379614e-09,1.8451633465588202e-07
1935,4.787313656606784e-09,9.454944827069767e-08
1936,9.699771652549316e-09,8.244806082302603e-08
1937,6.295559185076627e-09,1.2339295762942015e-07
1938,2.5930428915188486e-09,1.0761127811065307e-07
1939,4.588215141154706e-09,1.085877601170182e-07
1940,0.0,9.889553354014424e-08
1941,5.9030051957620344e-09,1.1806010080661622e-07
1942,3.034211770724937e-09,1.6384744117026173e-07
1943,2.9032352077962287e-09,7.83873517207212e-08
1944,3.2131861615880553e-09,8.996921607717923e-08
1945,1.3071024262956144e-08,1.394242530317058e-07
1946,1.1136883415474585e-08,1.9628757463863167e-07
1947,3.5762612871081956e-09,1.299374903229733e-07
1948,5.435943917220243e-09,1.7503739968560694e-07
1949,5.890204879399619e-09,1.354747114490351e-07
1950,8.508289184305795e-09,1.9143650442643434e-07
1951,4.264560815592233e-09,1.4499506939547047e-07
1952,8.435843135146115e-09,1.6238998368223179e-07
1953,9.696444647211422e-09,1.2282163397436818e-07
1954,9.772536113672459e-10,1.1336141936268973e-07
1955,2.815682353940474e-09,1.0605736644464514e-07
1956,1.8314396887930684e-08,1.0552581386491511e-07
1957,5.30102267637389e-09,1.2015650985297555e-07
1958,6.617794867658233e-09,1.8695269599078301e-07
1959,5.4255234749334136e-09,1.1006061950702417e-07
1960,5.536666791705613e-09,1.8063374951360345e-07
1961,6.253343398654465e-09,1.9176919358043776e-07
1962,1.9025869213429303e-09,1.509385656461859e-07
1963,7.112658351182688e-09,1.9527480521475127e-07
1964,3.6503810529886493e-09,1.520992092274298e-07
1965,6.566451882239477e-09,1.5704764511070834e-07
1966,1.1078149508847446e-08,1.2407528005020652e-07
1967,7.395503431872896e-09,1.5284039722729403e-07
1968,1.0779397874305374e-08,1.8998688355864601e-07
1969,6.358460841182634e-09,1.3171097168473977e-07
1970,8.737577383843842e-09,9.979233439594282e-08
1971,4.624557625731995e-09,1.3925057817942843e-07
1972,3.591102859523687e-09,1.395399946702014e-07
1973,4.410563081425067e-09,9.813502543920549e-08
1974,7.875800178691605e-09,8.157078590365074e-08
1975,6.8537762132336866e-09,1.1137386213277978e-07
1976,7.427584769459372e-09,9.59872481498536e-08
1977,7.052138317753531e-09,7.34597738194509e-08
1978,2.3762365408686037e-09,1.0990094212459667e-07
1979,6.437170796402825e-09,1.0416512319366689e-07
1980,4.5481204913322415e-09,1.0744934653139637e-07
1981,6.95810464801383e-09,8.096703529858473e-08
1982,1.0552753781922775e-08,9.187103677810171e-08
1983,3.789189517711122e-09,7.010001112917053e-08
1984,6.378909400694965e-09,1.1366056718031814e-07
1985,4.210890636180409e-09,8.481936575321924e-08
1986,2.9972427317837003e-09,1.2468530163900482e-07
1987,1.2832715556854168e-08,1.0877253897589867e-07
1988,4.197587666343594e-09,8.035382093041221e-08
1989,2.7440609784434855e-09,9.055401761770554e-08
1990,2.724325487424295e-09,8.990273858699993e-08
1991,5.275318792907768e-09,7.795748668826263e-08
1992,4.958949806344037e-09,1.0248496196130219e-07
1993,8.308811361157353e-09,1.0081357615376874e-07
1994,5.802419100753298e-09,9.020124691616616e-08
1995,5.964695848348356e-09,1.1929392140785922e-07
1996,1.2277612482236577e-08,9.395042255277986e-08
1997,3.3564261370244708e-09,6.569005250867122e-08
1998,8.10581957111367e-09,1.0537565486856693e-07
1999,4.570201245224226e-09,9.048998061977898e-08
2000,6.185243983658495e-09,1.0868357325222178e-07
2001,2.1906058633724967e-09,1.0996841393051682e-07
2002,6.571832356083718e-09,1.2223607703809591e-07
2003,4.16692297333654e-09,1.1834061264259788e-07
2004,6.607186769924667e-09,1.1011978218178342e-07
2005,1.3511248786457486e-09,1.1709749081489917e-07
2006,8.235779835885637e-10,1.0171187869723042e-07
2007,2.396687653893892e-09,1.366112019063337e-07
2008,3.83169571072095e-09,1.1920830966793972e-07
2009,4.291373256748443e-09,1.4161531503020797e-07
2010,1.8895172093635892e-09,1.7336320645711112e-07
2011,1.91198598620268e-09,1.858450358049879e-07
2012,2.0425516555899748e-09,2.2842535241096584e-07
2013,2.5102124823206395e-09,2.8142270735997954e-07
2014,3.4647123642317368e-09,2.9991415040342417e-07
2015,1.10828768384863e-09,3.515488469219008e-07
2016,1.8642060672924288e-09,3.194006259477078e-07
2017,2.26405022507592e-09,2.442658537660236e-07
2018,1.8070267504555204e-09,2.945453463354397e-07
2019,2.295888978931515e-09,3.2805701621896333e-07
