year,bien_ADV approcher_VERB,bien_ADV rapprocher_VERB
1996,8.007138063703678e-09,1.6014276127407356e-08
1997,5.274384040632185e-09,7.192341833217597e-09
1998,1.2397135762398648e-08,8.10582001520288e-09
1999,9.597422412355172e-09,7.312321859131998e-09
2000,8.394259509714175e-09,1.3254094710646314e-08
2001,6.133696661692056e-09,1.0076787404500465e-08
2002,7.886198361006791e-09,1.2267419968736704e-08
2003,1.5417615628621206e-08,1.12506919336397e-08
2004,7.488145215006625e-09,1.189293641346012e-08
2005,3.1526248278623825e-09,1.216012357474483e-08
2006,1.2765458912156191e-08,1.0294725072412803e-08
2007,1.2382886716011399e-08,8.787854888225866e-09
2008,1.0217855006544596e-08,8.940623352771127e-09
2009,1.1443662017995848e-08,4.291373478793048e-09
2010,9.919965293647692e-09,1.0864724231396394e-08
2011,1.4531093661673822e-08,8.030340836739924e-09
2012,1.0212757750593937e-08,5.446804340891731e-09
2013,1.2272150407000026e-08,6.136075203500013e-09
2014,1.4291938299493268e-08,6.712880029624557e-09
2015,1.3742767812630063e-08,8.201329393386914e-09
2016,1.2220906064897008e-08,8.492493819289848e-09
2017,1.1823373391450787e-08,5.534344982294215e-09
2018,1.2649186587054828e-08,3.872199894061623e-09
2019,1.4795729086358733e-08,5.3570743396846865e-09
