year,bien_ADV assurer_VERB,bien_ADV rassurer_VERB
1848,1.617089537830907e-07,9.65426583121598e-09
1849,1.7345388414469198e-07,5.02764896381791e-09
1850,1.5546801535037957e-07,1.2220192857625989e-08
1851,1.8380900712600123e-07,5.8044946626978344e-09
1852,1.3802356590986165e-07,1.6276363368206148e-08
1853,1.8572707460862148e-07,5.3747388761848924e-09
1854,2.0990484017602284e-07,5.195664454227256e-10
1855,1.58146718831631e-07,4.776243400783642e-09
1856,2.205482587669394e-07,5.177189343896771e-09
1857,2.4407546561633353e-07,9.763017949637742e-09
1858,1.8057664874504553e-07,8.31924928945682e-09
1859,2.703943948745291e-07,3.5645213447565993e-09
1860,1.7210211922247254e-07,6.408057640072684e-09
1861,1.4242210966131097e-07,1.226150558863992e-08
1862,2.177669387037895e-07,1.355395884417021e-08
1863,2.417396558485052e-07,2.9967726078439227e-09
1864,2.0569382286339533e-07,0.0
1865,2.2686990064357815e-07,1.3179164426446732e-08
1866,1.9462451916751888e-07,1.2650593461671633e-08
1867,1.7858346268440073e-07,9.220341823379385e-09
1868,1.7734147661485622e-07,9.87974813071446e-10
1869,1.5187744395461777e-07,8.790334682373668e-09
1870,1.5367250227882323e-07,1.1468097582678638e-09
1871,1.911811864374613e-07,1.1683295220166201e-08
1872,1.7355863235479774e-07,1.0280476914203973e-08
1873,2.0951016210801754e-07,1.616221290134945e-08
1874,2.0253925470115064e-07,3.2860349108432274e-08
1875,1.8194455719822145e-07,4.005069165202713e-09
1876,2.0375070164391218e-07,1.1487427897804992e-08
1877,2.4058934400272847e-07,2.4739263970730008e-09
1878,1.9928992855966499e-07,1.8117265909722846e-08
1879,2.437620878481539e-07,1.221865053580018e-09
1880,1.6750578879509703e-07,1.2835692508872398e-08
1881,1.4014740656875802e-07,8.367009307619355e-09
1882,1.770332431760835e-07,3.3276925659464496e-09
1883,1.807330960446052e-07,6.319338941018771e-10
1884,1.9871107781455066e-07,7.922036360241691e-09
1885,2.2301900060028856e-07,1.933690763067375e-09
1886,1.5359243832335778e-07,4.5174246565693466e-09
1887,1.4690080263335403e-07,1.0446279397058333e-08
1888,1.9782717686211981e-07,5.706553452000662e-09
1889,2.2993052084530063e-07,3.759081934617825e-09
1890,1.9204352952328918e-07,8.520702365899524e-09
1891,1.8485238229004608e-07,2.5496880162734215e-09
1892,1.7301094601407385e-07,1.4417578242387208e-08
1893,1.662772461941131e-07,8.621783287310336e-09
1894,1.644701796976733e-07,4.411077725308132e-09
1895,1.96808699115536e-07,4.814891596538473e-09
1896,1.8752551511624915e-07,4.1279202278587945e-09
1897,1.9402956752401224e-07,2.9133566670225264e-09
1898,1.8672571400202287e-07,7.921697076085366e-09
1899,1.525611708075303e-07,5.527578395003729e-09
1900,1.4690679961404385e-07,7.786579381274805e-09
1901,1.905760029785597e-07,6.147612641171918e-09
1902,1.5565599653655227e-07,6.874397495693074e-09
1903,1.3770561224646372e-07,1.0260418292773466e-08
1904,1.6553845227917918e-07,3.2247751136083025e-09
1905,1.2901897150641162e-07,7.741138396966107e-09
1906,1.3014786759413255e-07,1.5432553013283723e-09
1907,1.5017103294212575e-07,8.742834012309686e-09
1908,1.512707825668258e-07,1.080505640516094e-08
1909,1.3092341077935998e-07,8.251475058784763e-09
1910,1.5017063503819372e-07,2.67207544979442e-09
1911,1.6918789924602606e-07,4.788336838146279e-09
1912,1.4430096939577197e-07,1.0418842677495377e-08
1913,1.357565366788549e-07,3.71209285532359e-09
1914,1.5201608505321929e-07,4.018046340092951e-09
1915,1.6257450852208422e-07,2.8273827723523937e-08
1916,1.3954077360267547e-07,5.493730803607377e-09
1917,1.677862968563204e-07,2.1932848870420685e-09
1918,1.9871430367857101e-07,6.89182577673364e-09
1919,1.28909874774763e-07,1.2890987832747669e-08
1920,1.7567577970112325e-07,1.514446346106979e-08
1921,1.2873670129920356e-07,3.0290989716519334e-09
1922,1.357540071467156e-07,3.6889677978990676e-09
1923,1.2951456085374957e-07,8.492758496458919e-09
1924,1.2891624123767542e-07,1.933743654092268e-08
1925,1.4077667742640187e-07,1.2097995494286806e-08
1926,7.913758537370086e-08,6.687683296036084e-09
1927,1.3825038536197098e-07,1.2264147031260109e-08
1928,8.569531217972326e-08,6.8556245125250825e-09
1929,1.0694790120169273e-07,2.2280812750352652e-09
1930,1.3234540574558196e-07,2.100720708497761e-09
1931,1.0606981959426776e-07,3.4216069977333063e-09
1932,1.16171086972372e-07,6.575722188983946e-09
1933,9.520649513206081e-08,0.0
1934,8.98618495170922e-08,8.38710612072191e-09
1935,9.574627313213568e-08,3.590485242455088e-09
1936,1.2124714032779593e-07,1.2124714565686645e-09
1937,1.2968851592631836e-07,1.2591118148108649e-09
1938,6.223302762009553e-08,3.8895642262559704e-09
1939,9.482311469355409e-08,9.176430282309411e-09
1940,6.846613587185857e-08,2.5357829169792012e-09
1941,1.0625409174735978e-07,2.9515025978810172e-09
1942,1.3047110769548453e-07,0.0
1943,9.290352664947932e-08,1.1612940831184915e-08
1944,6.42637232317611e-08,9.639558484764166e-09
1945,7.84261473540937e-08,2.178504043826024e-09
1946,9.32713959400644e-08,5.568441707737293e-09
1947,1.0490366264548356e-07,4.7683483828109274e-09
1948,1.2611390332040173e-07,5.435944139264848e-09
1949,7.362756093698408e-08,3.9268033269479474e-09
1950,1.063536174683577e-07,2.1270722960764488e-09
1951,1.1087858098335346e-07,0.0
1952,1.1177492353908747e-07,5.272402070488624e-09
1953,9.696444891460487e-08,4.3095309543161875e-09
1954,8.20893006903134e-08,9.772536113672459e-10
1955,9.291751723594643e-08,4.6928039232341234e-09
1956,7.151336234301198e-08,4.360570571293465e-09
1957,8.923387895265478e-08,1.7670075402875796e-09
1958,8.851300492551673e-08,4.1361216673863055e-09
1959,8.21579249077331e-08,2.325224457422337e-09
1960,9.204708106835824e-08,4.152500121534786e-09
1961,8.963125708305597e-08,3.47407969059077e-09
1962,9.195836980779859e-08,3.805173953708163e-09
1963,1.1897537888216903e-07,7.759263453976928e-09
1964,1.320221088008111e-07,6.083968440151466e-09
1965,1.0834645536306198e-07,1.6416130677043839e-09
1966,9.08408281929951e-08,4.985167390003653e-09
1967,8.381570637538971e-08,4.437302081328198e-09
1968,8.758260605645773e-08,3.1439910674890825e-09
1969,1.0536878392031213e-07,1.8167031212712459e-09
1970,9.657322408429536e-08,3.219107425067591e-09
1971,9.608802997718158e-08,3.5968783507200897e-09
1972,9.490771901710104e-08,1.0260293725750103e-09
1973,8.269805817917586e-08,2.7566018356850464e-09
1974,8.550868813017587e-08,3.3753431161187564e-09
1975,9.937975420371004e-08,4.569184142155791e-09
1976,7.484720043748894e-08,2.856763492431469e-09
1977,6.581995393162288e-08,2.3507127355770763e-09
1978,1.0217816992508233e-07,4.158414057542359e-09
1979,9.246117826933187e-08,7.607565244427406e-09
1980,6.879032099504911e-08,3.411090521154847e-09
1981,7.147870917378896e-08,1.2651099057237047e-09
1982,6.82825245235108e-08,4.966001831974154e-09
1983,7.452072736668924e-08,2.5261264191556165e-09
1984,8.988462951720066e-08,1.1598016991243298e-09
1985,7.399136592312061e-08,4.812446441349039e-09
1986,8.572114040816814e-08,7.1933827783254856e-09
1987,1.1732768712136021e-07,4.277571630240118e-09
1988,8.39517539930057e-08,3.597932174415064e-09
1989,7.518727329625108e-08,5.488121956886971e-09
1990,5.830056437616804e-08,9.80757164370516e-09
1991,6.62345556179389e-08,4.68917216167597e-09
1992,7.493524378787697e-08,2.7549720282848966e-09
1993,7.090185505376212e-08,2.2156829704300662e-09
1994,7.64864367397422e-08,4.2199412852994556e-09
1995,6.073145186746842e-08,5.4224509327127635e-09
1996,6.832758003838535e-08,3.736664311304594e-09
1997,7.863626905191268e-08,5.274384040632185e-09
1998,6.770743254946865e-08,4.7681290027412615e-09
1999,7.540831603591869e-08,4.113180906983871e-09
2000,6.582867229099065e-08,3.5344251969604557e-09
2001,7.141375135688577e-08,6.133696661692056e-09
2002,7.886198716278159e-08,3.066854992184176e-09
2003,6.250384387840313e-08,2.9168460979889232e-09
2004,7.179809813351312e-08,1.7619165015858584e-09
2005,8.016674257760315e-08,7.656374201303606e-09
2006,6.959233900261097e-08,6.1768350434476815e-09
2007,6.710725841685417e-08,3.595031605740928e-09
2008,7.322796591324732e-08,5.108927503272298e-09
2009,5.769512867459525e-08,3.337734755248789e-09
2010,5.81026533552631e-08,4.2514138876015295e-09
2011,6.921388973069043e-08,9.177532511728259e-09
2012,6.502122573692759e-08,6.127654827992046e-09
2013,7.000704016491e-08,8.646287241731443e-09
2014,6.994388002112828e-08,6.712880029624557e-09
2015,7.070875795989195e-08,4.654808538617772e-09
2016,7.581104455312015e-08,9.942432654952427e-09
2017,5.157003357680878e-08,3.5218559180094644e-09
2018,6.169705102365697e-08,6.453666934191915e-09
2019,5.484623599727456e-08,5.867272001580659e-09
