year,pourrait_VERB armer_VERB,pourrait_VERB charmer_VERB
1894,5.041231432301174e-09,1.8904617871129403e-09
1895,5.416753268150387e-09,4.814891596538473e-09
1896,5.897029087265082e-09,5.307326134129653e-09
1897,1.7480140668268973e-09,1.7480140668268973e-09
1898,1.13167097914868e-09,5.6583548957434e-10
1899,1.1055156790007459e-09,0.0
1900,5.710158568206225e-09,1.038210628578895e-09
1901,5.029864968975062e-09,1.676621730339889e-09
1902,4.910283735171106e-09,9.820567692386817e-10
1903,5.400220270956879e-09,5.400220270956879e-10
1904,1.289910045443321e-08,0.0
1905,1.0321518084666081e-09,1.0321518084666081e-09
1906,2.0576738091193647e-09,5.144184522798412e-10
1907,4.6285588695127444e-09,6.685696440911215e-09
1908,5.40252820258047e-09,0.0
1909,8.251475058784763e-09,2.7504918342913243e-09
1910,2.137660271017694e-09,5.34415089958884e-09
1911,5.852411444351446e-09,0.0
1912,2.0837684910901544e-09,0.0
1913,6.363587878865928e-09,5.30298971401777e-10
1914,6.027069510139427e-09,6.696743715117748e-10
1915,3.062998032987707e-08,0.0
1916,8.789969641043172e-09,5.493730803607377e-09
1917,1.0966424435210342e-09,0.0
1918,9.189101035644853e-09,2.2972752589112133e-09
1919,7.366278698128781e-09,0.0
1920,8.329454459499175e-09,1.514446346106979e-09
1921,2.2718242842501013e-09,7.572747429129834e-10
1922,1.4755870969551665e-09,1.4755870969551665e-09
1923,7.431163684401554e-09,0.0
1924,2.578324886925998e-09,0.0
1925,3.299453377181294e-09,0.0
1926,3.343841648018042e-09,2.229227691330493e-09
1927,5.574612327308159e-09,0.0
1928,1.1426041224282812e-09,2.2852082448565625e-09
1929,7.798284684668033e-09,1.1140406375176326e-09
1930,1.0503603542488804e-09,0.0
1931,6.843213995466613e-09,2.2810713318222042e-09
1932,3.287861094491973e-09,0.0
1933,8.02946331646126e-09,1.1470662197865522e-09
1934,3.5944740517379614e-09,2.3963160344919743e-09
1935,0.0,3.590485242455088e-09
1936,3.6374143697059935e-09,4.849885826274658e-09
1937,2.5182236296217297e-09,0.0
1938,2.5930428915188486e-09,3.8895642262559704e-09
1939,3.058810094103137e-09,1.5294050470515685e-09
1940,2.5357829169792012e-09,0.0
1941,2.066051862925633e-08,0.0
1942,3.034211770724937e-09,3.034211770724937e-09
1943,2.9032352077962287e-09,0.0
1944,0.0,0.0
1945,4.357008087652048e-09,0.0
1946,5.568441707737293e-09,4.1763312808029696e-09
1947,5.960435700558264e-09,1.1920870957027319e-09
1948,0.0,3.2615663503321457e-09
1949,2.945102384188658e-09,2.945102384188658e-09
1950,3.190608444114673e-09,3.190608444114673e-09
1951,4.264560704569931e-09,1.0661401761424827e-09
1952,0.0,0.0
1953,9.69644453618912e-09,0.0
1954,9.772536113672459e-10,0.0
1955,9.385607846468247e-10,2.815682353940474e-09
1956,1.744228317335228e-09,2.616342476002842e-09
1957,1.7670075402875796e-09,8.835037701437898e-10
1958,4.1361216673863055e-09,8.272243445794913e-10
1959,0.0,0.0
1960,1.3841666701708277e-09,2.7683333403416555e-09
1961,4.16889545107324e-09,0.0
1962,6.341956293454132e-09,2.5367825617905737e-09
1963,3.2330267352165265e-09,1.2932106496776896e-09
1964,1.8251904432275978e-09,0.0
1965,5.472043373977442e-10,2.73602163147757e-09
1966,5.539074754423723e-10,5.539074754423723e-10
1967,2.9582012395223956e-09,0.0
1968,3.1439910674890825e-09,8.982831700699023e-10
1969,1.3625273131978588e-09,1.8167031212712459e-09
1970,1.8394900047624674e-09,0.0
1971,1.541519245584766e-09,1.0276794970565106e-09
1972,5.130146862875051e-10,1.0260293725750103e-09
1973,2.7566018356850464e-09,0.0
1974,3.3753431161187564e-09,0.0
1975,2.2845920710778955e-09,1.1422960355389478e-09
1976,3.4281160132820787e-09,2.856763492431469e-09
1977,1.1753563677885381e-09,1.1753563677885381e-09
1978,1.7821774056514528e-09,0.0
1979,5.851973350345929e-10,1.1703946700691858e-09
1980,1.7055452605774235e-09,5.685150683554241e-10
1981,1.8976649140967083e-09,6.325549528618524e-10
1982,1.2415004579935385e-09,6.207502289967692e-10
1983,6.315316047889041e-10,1.2630632095778083e-09
1984,5.799008495621649e-10,1.739702604197646e-09
1985,1.2031116103372597e-09,1.2031116103372597e-09
1986,2.3977941854269602e-09,2.3977941854269602e-09
1987,0.0,6.110816852533674e-10
1988,1.1993107618124554e-09,0.0
1989,3.2928733073589456e-09,1.0976244357863152e-09
1990,8.172976073694826e-09,5.44865097484859e-10
1991,5.861465202094962e-10,2.344586080837985e-09
1992,3.30596661157756e-09,2.2039776670368383e-09
1993,2.2156829704300662e-09,1.661762283333701e-09
1994,3.164955852952289e-09,1.5824779264761446e-09
1995,1.0844901643380922e-09,3.253470381991974e-09
1996,1.067618438099771e-09,2.135236876199542e-09
1997,9.58978896292706e-10,0.0
1998,5.2449422582867555e-09,4.768129224785866e-10
1999,5.0272213059088244e-09,1.3710603763428253e-09
2000,1.7672125984802278e-09,1.3254094488601709e-09
2001,2.190605918883648e-09,8.762423564512289e-10
2002,1.3143663935011318e-09,8.76244299341522e-10
2003,4.166922806803086e-09,4.1669229178253886e-10
2004,4.404791253964646e-10,0.0
2005,1.3511248786457486e-09,0.0
2006,2.4707338397433887e-09,0.0
2007,1.1983438685803094e-09,2.7961355453243186e-09
2008,3.405951742863067e-09,8.514879357157668e-10
2009,4.291373478793048e-09,1.907277002999308e-09
2010,2.3618964561933353e-09,0.0
2011,1.911985902935953e-09,3.4415748029203996e-09
2012,1.7021263287730903e-09,2.382976926895708e-09
2013,3.0680376017500066e-09,3.0680376017500066e-09
2014,3.031623174720721e-09,1.7323561474213989e-09
2015,2.881548111233201e-09,3.989835573037226e-09
2016,2.6927420293532123e-09,3.5212781579474495e-09
2017,1.7609279590047322e-09,1.509366853724714e-09
2018,2.581466596041082e-09,3.3559066636712487e-09
2019,2.2958890344426663e-09,3.3162841361900064e-09
