year,doivent_VERB armer_VERB,doivent_VERB charmer_VERB
1868,7.409810987013543e-09,1.4819622196071691e-09
1869,9.767038733343725e-09,5.371870948067681e-09
1870,4.587239033071455e-09,3.4404292748035914e-09
1871,7.434824311758348e-09,9.559059321873065e-09
1872,1.8142017887967654e-09,3.0236697590169115e-09
1873,7.781805422268917e-09,1.7958012854535355e-09
1874,9.559374625212058e-09,7.169530746864439e-09
1875,2.2886108563824337e-09,4.577221712764867e-09
1876,4.836811839936672e-09,4.836811839936672e-09
1877,4.9478527941460015e-09,2.4739263970730008e-09
1878,6.6429977074733415e-09,6.039088673581716e-10
1879,8.55305515301552e-09,0.0
1880,1.2835692508872398e-09,7.701415505323439e-09
1881,6.2752567586699115e-09,1.4642266066289267e-08
1882,5.989846840748214e-09,5.989846840748214e-09
1883,2.5277355764075082e-09,0.0
1884,5.281357573494461e-09,1.9805090900604227e-09
1885,3.2228177904158883e-09,6.445635580831777e-09
1886,1.0325542199041138e-08,6.453463874400711e-10
1887,1.9586774424595887e-09,3.9173548849191775e-09
1888,1.014498351992188e-08,3.1703073499755874e-09
1889,6.265136853755848e-09,5.6386229019267375e-09
1890,9.831579994568074e-09,0.0
1891,7.0116419337296065e-09,6.374220040683554e-10
1892,8.775916882086676e-09,4.387958441043338e-09
1893,1.847525021858587e-09,1.2316833108982905e-09
1894,9.452309157609307e-09,6.301539290376468e-10
1895,4.814891596538473e-09,3.611168697403855e-09
1896,1.179405795248556e-09,4.717623180994224e-09
1897,7.574727511894253e-09,2.330685422435863e-09
1898,4.52668391659472e-09,5.6583548957434e-10
1899,5.527578395003729e-10,2.2110313580014918e-09
1900,3.114631885736685e-09,4.671947717582725e-09
1901,5.029864968975062e-09,3.912117296778206e-09
1902,1.276673788908056e-08,2.9461704187383475e-09
1903,3.7801539676252105e-09,5.400220270956879e-10
1904,1.6123875568041512e-09,0.0
1905,2.0643036169332163e-09,1.0321518084666081e-09
1906,3.600929110447737e-09,0.0
1907,5.142843484406967e-09,0.0
1908,4.911389073214423e-09,3.437972351250096e-09
1909,3.850688656825696e-09,2.2003934230241384e-09
1910,5.878565634276356e-09,1.6032452032632705e-09
1911,3.1922244847493175e-09,3.1922244847493175e-09
1912,3.125652625612929e-09,5.209421227725386e-10
1913,6.893886794756554e-09,5.30298971401777e-10
1914,0.0,0.0
1915,1.1780762143587253e-08,0.0
1916,1.0987462051303964e-09,4.394984820521586e-09
1917,0.0,0.0
1918,0.0,0.0
1919,0.0,0.0
1920,2.2716695191604686e-09,0.0
1921,0.0,7.572747429129834e-10
1922,1.4755870969551665e-09,0.0
1923,8.492758496458919e-09,0.0
1924,5.156649773851996e-09,1.289162443462999e-09
1925,6.598906754362588e-09,4.399271169575059e-09
1926,0.0,0.0
1927,2.2298449753321847e-09,2.2298449753321847e-09
1928,3.4278122562625413e-09,0.0
1929,1.0026365515614089e-08,0.0
1930,4.201441416995522e-09,0.0
1931,7.983749661377715e-09,3.4216069977333063e-09
1932,2.1919073223131136e-09,5.4797681947604815e-09
1933,4.588264879146209e-09,0.0
1934,3.5944740517379614e-09,0.0
1935,2.393656828303392e-09,0.0
1936,1.2124714565686645e-09,2.424942913137329e-09
1937,0.0,1.2591118148108649e-09
1938,2.5930428915188486e-09,0.0
1939,3.058810094103137e-09,0.0
1940,1.7750480196809804e-08,5.0715658339584024e-09
1941,1.4757512545315876e-08,0.0
1942,6.068423541449874e-09,3.034211770724937e-09
1943,0.0,2.9032352077962287e-09
1944,0.0,0.0
1945,2.178504043826024e-09,0.0
1946,0.0,0.0
1947,3.5762612871081956e-09,2.3841741914054637e-09
1948,3.2615663503321457e-09,0.0
1949,0.0,0.0
1950,4.2541445921528975e-09,2.1270722960764488e-09
1951,3.1984206394497505e-09,0.0
1952,2.1089607837865287e-09,3.1634410646574906e-09
1953,0.0,0.0
1954,2.9317608341017376e-09,1.9545072227344917e-09
1955,0.0,1.8771215692936494e-09
1956,1.744228317335228e-09,3.488456634670456e-09
1957,2.6505113659425206e-09,1.7670075402875796e-09
1958,4.1361216673863055e-09,1.6544486891589827e-09
1959,3.100299128533379e-09,0.0
1960,3.460416619915918e-09,0.0
1961,7.64297514166401e-09,2.779263708063695e-09
1962,2.5367825617905737e-09,0.0
1963,3.879631726988464e-09,3.879631726988464e-09
1964,1.2167936658258327e-09,1.8251904432275978e-09
1965,3.830430195250756e-09,1.6416130677043839e-09
1966,1.1078149508847446e-09,5.539074754423723e-10
1967,2.465167847631733e-09,3.451234853457663e-09
1968,2.6948494546985557e-09,8.982831700699023e-10
1969,4.087581828571274e-09,4.5417578031781147e-10
1970,2.2993624781975086e-09,1.3796175313274261e-09
1971,1.541519245584766e-09,2.0553589941130213e-09
1972,5.130146973897354e-09,1.0260293725750103e-09
1973,4.410563025913916e-09,5.513203782392395e-10
1974,3.3753431161187564e-09,0.0
1975,0.0,2.2845920710778955e-09
1976,1.142705374768127e-09,5.713526873840635e-10
1977,2.938390863960194e-09,5.876781838942691e-10
1978,1.1881182704343018e-09,0.0
1979,1.1703946700691858e-09,1.1703946700691858e-09
1980,5.685150683554241e-10,1.7055452605774235e-09
1981,3.1627747087981106e-09,0.0
1982,1.2415004579935385e-09,0.0
1983,1.2630632095778083e-09,0.0
1984,3.479405208395292e-09,1.739702604197646e-09
1985,0.0,0.0
1986,5.994485463567401e-10,0.0
1987,1.2221633705067347e-09,1.2221633705067347e-09
1988,2.398621523624911e-09,1.798966087207532e-09
1989,1.0976244357863152e-09,1.6464366536794728e-09
1990,1.6345953479657283e-09,0.0
1991,0.0,0.0
1992,5.509944167592096e-10,1.65298330578878e-09
1993,2.2156829704300662e-09,0.0
1994,1.0549853213248639e-09,0.0
1995,5.422450821690461e-10,5.422450821690461e-10
1996,1.067618438099771e-09,1.6014276571496566e-09
1997,2.876936688878118e-09,2.3974471297094624e-09
1998,1.43043876743576e-09,1.43043876743576e-09
1999,2.285100553223174e-09,1.3710603763428253e-09
2000,1.7672125984802278e-09,1.7672125984802278e-09
2001,1.3143635069212678e-09,1.3143635069212678e-09
2002,4.38122149670761e-10,8.76244299341522e-10
2003,1.2500769308587678e-09,2.5001538617175356e-09
2004,4.404791253964646e-10,3.523833003171717e-09
2005,3.1526248278623825e-09,9.007499190971657e-10
2006,8.235779835885637e-10,4.1178899179428186e-10
2007,2.7961355453243186e-09,0.0
2008,4.6831836186811415e-09,2.554463751636149e-09
2009,2.384096253749135e-09,1.907277002999308e-09
2010,1.8895172093635892e-09,1.8895172093635892e-09
2011,1.529588788962144e-09,7.64794394481072e-10
2012,1.0212758416727752e-09,1.3617010852229328e-09
2013,8.367375126105969e-10,1.1156500168141292e-09
2014,1.5158115873603606e-09,1.2992671383216248e-09
2015,6.649726325136385e-10,1.7732603163622684e-09
2016,1.86420612280358e-09,1.86420612280358e-09
2017,1.2578056374223934e-09,5.031222660711876e-10
2018,2.5814667070633845e-10,1.0325866828253538e-09
2019,1.7856913725466939e-09,1.02039510174734e-09
