year,tout_DET an_NOUN,tout_DET chant_NOUN
1843,5.1390125543893106e-08,1.89021155394542e-08
1844,5.982531986470363e-08,3.1833655711466236e-08
1845,5.915041817461386e-08,3.124927516751086e-08
1846,6.908311478426299e-08,2.2247105047057403e-08
1847,5.123562374365065e-08,1.4561703842730367e-08
1848,5.712107536970379e-08,8.849743826644385e-09
1849,5.614207854165443e-08,4.1897072478036534e-09
1850,6.11009625117731e-08,1.9009189777818847e-08
1851,6.191461188187475e-08,3.8696632564949596e-09
1852,5.5990692304774825e-08,4.036538148177726e-08
1853,6.270528363216954e-08,3.0456853039595444e-08
1854,5.3515345765919875e-08,3.4810952342922974e-08
1855,6.102977678779098e-08,5.094659627502551e-08
1856,6.782117567549761e-08,2.174419488909507e-08
1857,5.9554409848061596e-08,1.7573432709028225e-08
1858,4.4532450116374633e-08,3.229826184281137e-08
1859,5.0412515051334594e-08,2.495164874716238e-08
1860,3.936378267788143e-08,1.876645416842848e-08
1861,5.1404003997834735e-08,2.357981809808507e-08
1862,4.337266945597662e-08,2.2589931703009825e-08
1863,5.4940829219418674e-08,3.845858032036631e-08
1864,6.185199019625998e-08,1.0548401596643942e-08
1865,5.601144886790976e-08,2.4004906284957883e-08
1866,6.033360056001413e-08,1.8975889859440542e-08
1867,6.98804871746006e-08,4.416058452250127e-08
1868,5.532659119733552e-08,1.0373735204183276e-08
1869,5.07885999923019e-08,1.7580668809635824e-08
1870,6.020751142088443e-08,3.2110673231500186e-08
1871,4.991953250765846e-08,3.3987766823173615e-08
1872,5.6844988272075625e-08,1.6932549473658298e-08
1873,5.207823960962088e-08,1.3767810669307323e-08
1874,5.19790986919233e-08,2.3300975371398636e-08
1875,4.520006324781889e-08,2.1741803690744632e-08
1876,3.990369745743294e-08,1.4510435519810017e-08
1877,4.514915652453766e-08,7.4217790801967e-09
1878,5.857915974516459e-08,2.2344628369808106e-08
1879,4.5209007426549874e-08,1.4051448005147904e-08
1880,6.032775390352185e-08,1.0910338632541539e-08
1881,6.066081525979428e-08,2.0917523491092993e-08
1882,5.856738805043449e-08,4.658769592325029e-09
1883,6.066565516604783e-08,1.074287619973191e-08
1884,5.941527181363426e-08,1.3203393933736152e-08
1885,7.154655756735906e-08,1.933690724209569e-08
1886,8.583107158344205e-08,2.2587122838757523e-08
1887,8.161155617969484e-08,9.793386768208734e-09
1888,6.086990267384351e-08,1.141310668195672e-08
1889,4.1976415232625186e-08,2.130146459222715e-08
1890,5.702316308031641e-08,1.7696843102044113e-08
1891,5.418087090092172e-08,3.1871101313640793e-09
1892,5.202865427378356e-08,1.4417578242387208e-08
1893,4.434059919233846e-08,1.3548516086814288e-08
1894,4.537108289071057e-08,2.5836310868498913e-08
1895,5.597311303340291e-08,2.6481903558916997e-08
1896,4.00997970384509e-08,1.5921978291366656e-08
1897,5.127507751723215e-08,1.3984112201548271e-08
1898,5.884688925039683e-08,1.6975064909274806e-08
1899,4.532614283903058e-08,9.949641111006713e-09
1900,5.1391426669766815e-08,8.82479045394291e-09
1901,5.365189231776313e-08,1.6207343245255856e-08
1902,4.4192553616539954e-08,1.62039368589717e-08
1903,5.8322378038155875e-08,1.8900771614482892e-08
1904,7.524475087450355e-08,1.827372564378038e-08
1905,5.47040444054403e-08,8.773290205432716e-09
1906,5.4013936157115694e-08,2.4692084821253957e-08
1907,5.965698218757254e-08,2.5199931918962193e-08
1908,5.598983587873363e-08,9.822778146428846e-09
1909,5.115914536446553e-08,3.135560611156052e-08
1910,5.451033668890659e-08,1.2825961404061559e-08
1911,4.9479480068725934e-08,1.0108711090417444e-08
1912,5.7303632061689314e-08,1.3544495081063701e-08
1913,4.719660712249052e-08,1.0605979317013237e-08
1914,5.960101834290299e-08,2.1429579444287583e-08
1915,6.008188702111283e-08,2.9451905358968133e-08
1916,4.394984731703744e-08,1.3184954461564757e-08
1917,5.154219528957782e-08,2.0836205649743533e-08
1918,5.628324206696789e-08,3.44591288836682e-09
1919,6.077179848240633e-08,4.603924241841639e-09
1920,5.3762846174976175e-08,1.741613342431947e-08
1921,6.66401783200321e-08,1.1359121421250507e-08
1922,5.164554894854234e-08,2.0658220023506146e-08
1923,8.386599104071024e-08,1.5923922180860473e-08
1924,8.89522118185937e-08,2.1915761649893284e-08
1925,1.0888196300129493e-07,2.969508061667625e-08
1926,7.133528434621894e-08,1.4489980104670508e-08
1927,7.469980900509654e-08,1.4493992672726108e-08
1928,9.9406560316595e-08,2.2852082448565625e-08
1929,8.689517105864297e-08,2.4508894469477127e-08
1930,8.192810962981412e-08,1.7856125467119455e-08
1931,6.38699964028433e-08,1.9389106320488736e-08
1932,6.356531168094648e-08,1.753525902259412e-08
1933,6.42357074198685e-08,1.8353059516584835e-08
1934,5.990790086229936e-08,1.4377896206951846e-08
1935,5.0266792506192814e-08,1.196828414151696e-08
1936,6.426098586587159e-08,1.6974600391961303e-08
1937,4.5328025333191135e-08,2.1404900518717795e-08
1938,4.797129227185337e-08,3.630260092535309e-08
1939,4.894096239382861e-08,3.8235125288110794e-08
1940,5.0715657451405605e-08,1.77504799747652e-08
1941,4.7224043342453115e-08,5.9030051957620344e-09
1942,5.158160010232393e-08,2.4273694831933312e-08
1943,4.935499942071431e-08,2.3225881884414434e-08
1944,4.498460803858961e-08,2.2492303131116387e-08
1945,6.7533628023142e-08,1.089252066321933e-08
1946,5.150808668474838e-08,2.0881655515836428e-08
1947,6.079644165879472e-08,1.7881306435540978e-08
1948,5.87081931957556e-08,1.9569398546082084e-08
1949,6.970075883128146e-08,1.3743811311250909e-08
1950,7.338399132805762e-08,1.3825969702452312e-08
1951,4.904244743642039e-08,2.132280330080505e-08
1952,5.061505825576518e-08,1.6871685715180718e-08
1953,4.632745842503283e-08,7.54167928107563e-09
1954,4.202190417856855e-08,2.345408756099232e-08
1955,5.5375088070519496e-08,2.3464019172081407e-08
1956,4.8838391997207964e-08,5.232685129641368e-08
1957,4.417518734145531e-08,2.2971097912716232e-08
1958,3.722509600567747e-08,1.4890038535497752e-08
1959,4.1854038901334434e-08,2.1702094343822864e-08
1960,3.668041603788197e-08,2.9067500184609685e-08
1961,3.7520061002549454e-08,2.1539293348915578e-08
1962,3.9320131595133034e-08,1.8391674405648928e-08
1963,3.233026713012066e-08,1.4871922360271128e-08
1964,4.3804573079953e-08,1.4601523545820783e-08
1965,3.5021076982832966e-08,3.1190647398204874e-08
1966,2.6587559043278475e-08,2.4925836950018265e-08
1967,4.7824256055317704e-08,2.4651677810183514e-08
1968,3.27873352912178e-08,2.78467773284774e-08
1969,3.179230539940292e-08,1.2716921626854116e-08
1970,2.3913370506001286e-08,1.7475154878709986e-08
1971,3.5454943092538826e-08,2.928886555508825e-08
1972,3.385896840679692e-08,2.9754851249563785e-08
1973,2.3155456718715328e-08,2.0950174484113404e-08
1974,2.5315072926801463e-08,4.2754344065087935e-08
1975,2.341706872854843e-08,1.31364044086979e-08
1976,3.713792601223176e-08,1.2569759455516305e-08
1977,2.9971587101051966e-08,1.8218023756233492e-08
1978,2.5544542925359792e-08,1.9009891549792712e-08
1979,2.5163484851375983e-08,2.3407893623428322e-08
1980,2.2172088387506506e-08,2.6720207435548815e-08
1981,2.150686922997025e-08,8.223214609248686e-09
1982,1.6760255627801257e-08,1.1794254461960918e-08
1983,1.957747897129991e-08,2.273513777240055e-08
1984,1.3337719650952096e-08,1.6237224009785223e-08
1985,1.02264483547998e-08,1.9249785765396155e-08
1986,1.7983456945813714e-08,2.0980699844130868e-08
1987,2.13878585952898e-08,2.5665431557797547e-08
1988,1.3792073927376691e-08,1.6190695673046207e-08
1989,1.0427432250992297e-08,2.6342986902960774e-08
1990,7.628111586832631e-09,1.9070277579302797e-08
1991,8.20605094986604e-09,2.1687421913885174e-08
1992,6.060938473329003e-09,1.7080827419135858e-08
1993,1.1632335650268999e-08,3.212740407043668e-08
1994,1.8989735950381004e-08,2.37371702294098e-08
1995,1.0844901865425527e-08,3.253470381991974e-08
1996,1.0676184603042316e-08,2.0818559987034746e-08
1997,6.233362936924891e-09,2.7330898433319817e-08
1998,1.144350969539687e-08,3.8621847942010845e-08
1999,1.416762326900134e-08,2.5136106196477215e-08
2000,1.1045078296412214e-08,2.7391794610309717e-08
2001,7.448060113102173e-09,2.8477876501398214e-08
2002,7.448076710936391e-09,2.2782351560834968e-08
2003,5.833692029444393e-09,2.500153795104154e-08
2004,1.1452457482352685e-08,2.1583477227693493e-08
2005,8.557124120400772e-09,4.098412276221097e-08
2006,1.1118302611912156e-08,2.0177660764453265e-08
2007,1.0385646564969875e-08,2.0771293351984355e-08
2008,9.792111205220166e-09,1.2346574873589589e-08
2009,1.0966842323156811e-08,2.0026408087403524e-08
2010,4.2514138876015295e-09,1.5116137341841807e-08
2011,7.64794394481072e-09,1.4531093661673822e-08
2012,3.744677928851914e-09,1.5659562091485668e-08
2013,3.904775169871755e-09,1.72925751495967e-08
2014,4.7639794331644225e-09,1.5807749775831326e-08
2015,6.649726325136385e-10,1.3521109565317602e-08
2016,4.349813981230355e-09,1.4706514228635115e-08
2017,1.0062445598979508e-09,1.4338984666295573e-08
2018,5.421080029321956e-09,1.4456213115465744e-08
2019,5.101975730781305e-09,1.1479444728124122e-08
