year,eut_VERB assez_ADV,eut_VERB chassé_VERB
1864,4.847469767810253e-07,4.746780746245349e-08
1865,5.234010700405634e-07,5.3658027354686055e-08
1866,3.950877669467445e-07,5.54679857600604e-08
1867,4.5567898609988333e-07,3.88224918879132e-08
1868,4.060576372921787e-07,6.372437866275504e-08
1869,4.0142526813724544e-07,6.25090450512289e-08
1870,4.2833343627535214e-07,8.085008573743835e-08
1871,3.6218213494976226e-07,6.691341525311145e-08
1872,4.402463105179777e-07,4.4145576083565174e-08
1873,3.160610333452496e-07,3.412022664406322e-08
1874,3.632562481925561e-07,3.345781252050983e-08
1875,3.8219801012928656e-07,5.8359578503086595e-08
1876,3.724344992406259e-07,4.897271921322499e-08
1877,3.46349708024718e-07,4.7004601100297805e-08
1878,4.215283979647211e-07,3.38188961279684e-08
1879,4.362058234619326e-07,3.9099681714560575e-08
1880,4.075332356023864e-07,4.043243251317108e-08
1881,3.297996045148466e-07,6.135806529528054e-08
1882,4.2794127352863143e-07,4.9249848643739824e-08
1883,3.0775180448472383e-07,3.6020232130340446e-08
1884,4.0798488498694496e-07,2.8387297845711146e-08
1885,2.778068903808162e-07,2.5782542323327107e-08
1886,3.2396388860433945e-07,4.840097744818195e-08
1887,2.7552061965252506e-07,2.8727267675776602e-08
1888,3.4112505886696454e-07,2.9166827175686194e-08
1889,3.4520903113843815e-07,3.759081934617825e-08
1890,2.1760563129191723e-07,2.818386235503567e-08
1891,3.1743616091262084e-07,2.5496881050912634e-08
1892,2.758145569714543e-07,2.9462007944403013e-08
1893,2.1369704938933864e-07,3.1407925149551374e-08
1894,2.9491204145415395e-07,3.969969597505951e-08
1895,2.9250466582197987e-07,3.611168608586013e-08
1896,2.4826491085150337e-07,2.94851449922362e-08
1897,2.4763531314420106e-07,1.806281169081103e-08
1898,2.2576836045118398e-07,1.867257104493092e-08
1899,2.2607795813200937e-07,2.1557555740514545e-08
1900,2.829123957326374e-07,2.0245106924221545e-08
1901,2.0454784532830672e-07,3.017919070202879e-08
1902,2.032857508993402e-07,2.7497589982772297e-08
1903,2.0412832668625924e-07,2.4841012802312434e-08
1904,2.3970827101038594e-07,2.4723275870996986e-08
1905,2.446199687256012e-07,2.37394921498435e-08
1906,2.433199313145451e-07,1.0288369267641428e-08
1907,2.257708189290497e-07,2.468564730406797e-08
1908,2.470428626111243e-07,2.9468335327464956e-08
1909,2.3214150246531062e-07,1.870334465081669e-08
1910,2.2231667173855385e-07,2.939282950364941e-08
1911,2.458012886563665e-07,3.032613093978398e-08
1912,2.3650773073313758e-07,3.021464323182954e-08
1913,2.3439214658083074e-07,2.2802856491921375e-08
1914,2.270196119980028e-07,2.9465672568562695e-08
1915,1.6021836302115844e-07,3.534228554258334e-08
1916,2.010705486554798e-07,1.9777431248257926e-08
1917,2.489378232439776e-07,2.8512703309502285e-08
1918,1.8952520974835352e-07,1.2635013924011673e-08
1919,2.430871859360195e-07,3.1306683467846597e-08
1920,2.0066414663233445e-07,2.1959472462640406e-08
1921,2.5671613457234344e-07,6.058197943303867e-09
1922,1.785460455039356e-07,1.2542490601674672e-08
1923,2.972465438233485e-07,2.3355084977083607e-08
1924,2.4880836235752213e-07,3.0939897754933554e-08
1925,2.6505608730076347e-07,2.1996356736053713e-08
1926,2.3741274901567522e-07,3.343841470382358e-08
1927,3.1998274607758503e-07,1.4493992672726108e-08
1928,2.4908769091780414e-07,2.399468712610542e-08
1929,3.4089643463630637e-07,2.2280811862174232e-08
1930,2.4473396820212656e-07,1.995684684175103e-08
1931,2.760096435849846e-07,1.1405356659111021e-08
1932,2.2795836684963433e-07,1.6439305028370654e-08
1933,2.615310847886576e-07,2.408838994938378e-08
1934,2.0728133165448526e-07,1.7972370258689807e-08
1935,2.3577520380513306e-07,3.111753699158726e-08
1936,1.5519634644078906e-07,1.33371855781661e-08
1937,2.0523522437088104e-07,1.510934133364117e-08
1938,1.892921375201695e-07,6.482607339819424e-09
1939,1.9117562999326765e-07,1.8352860564618823e-08
1940,2.459709378399566e-07,2.2822046474857416e-08
1941,2.0070217487955233e-07,2.066051862925633e-08
1942,2.2453167503044824e-07,3.3376331032286544e-08
1943,1.6548440839869727e-07,2.6129116648121453e-08
1944,2.1528347815547022e-07,3.534504600111177e-08
1945,1.895298566978454e-07,2.6142048525912287e-08
1946,2.18561339693224e-07,1.3921104269343232e-08
1947,2.2888072237492452e-07,2.7418003867296648e-08
1948,2.011299216064799e-07,1.6307831529616124e-08
1949,1.894682668535097e-07,8.835307596655184e-09
1950,2.0313540005645336e-07,1.808011518278363e-08
1951,2.24955570615748e-07,2.5587365115598004e-08
1952,2.720559280078305e-07,1.1599284199803606e-08
1953,2.0793487465198268e-07,1.939288907237824e-08
1954,1.9740522816391604e-07,1.7590565448699635e-08
1955,2.1493042368092574e-07,2.1586897602787758e-08
1956,1.909930062993226e-07,1.2209598665435806e-08
1957,2.235264560113137e-07,1.501956425897788e-08
1958,2.465128545736661e-07,1.4890038535497752e-08
1959,1.782672001127139e-07,1.007597205671118e-08
1960,1.806337479592912e-07,8.305000243069571e-09
1961,1.9315882582304766e-07,1.876002997391879e-08
1962,2.0611358308997296e-07,2.1562652108286784e-08
1963,1.9980105037120666e-07,1.5518526907953856e-08
1964,1.8677782520626351e-07,2.1293889318485526e-08
1965,1.997295839828439e-07,1.5321720781003023e-08
1966,2.7307638106321974e-07,2.437192847537517e-08
1967,2.2876757554968208e-07,2.1693477236794934e-08
1968,2.50621013719865e-07,1.4821671889819754e-08
1969,2.130084340024041e-07,1.862120768691966e-08
1970,2.0602287520432583e-07,2.6672605457633836e-08
1971,2.168403767655036e-07,2.0553589052951793e-08
1972,1.9751065849504812e-07,1.487742551375959e-08
1973,2.100530593907024e-07,1.9847533394568018e-08
1974,1.125114366118396e-07,2.0814615808717463e-08
1975,1.4392929870155058e-07,1.5420996035686585e-08
1976,1.5312251377963548e-07,1.314111219841152e-08
1977,1.3575366608620243e-07,1.5279633558407113e-08
1978,1.5623754734406248e-07,1.0099005187669263e-08
1979,1.6092926102828642e-07,1.6385525825057812e-08
1980,1.4042322504792537e-07,1.819248218737357e-08
1981,1.2587842945777084e-07,2.4037088763861902e-08
1982,1.365650490470216e-07,1.1173503899897241e-08
1983,1.4525227243211702e-07,1.894594880980094e-08
1984,1.3743650129072194e-07,1.333771937339634e-08
1985,1.1008471290097077e-07,1.3234227935754461e-08
1986,1.5465772662537347e-07,1.3787316177626963e-08
1987,1.3443796831325017e-07,8.555143260480236e-09
1988,1.4151866878364672e-07,1.679035044332977e-08
1989,1.366542363712142e-07,1.6464365870660913e-08
1990,1.0733842259469384e-07,9.80757164370516e-09
1991,1.1312627634652017e-07,1.641210189973208e-08
1992,1.1846380232327647e-07,1.4876849085965205e-08
1993,1.1576943848012888e-07,9.416652346772025e-09
1994,1.060260217400355e-07,1.0549853435293244e-08
1995,1.0628003366264238e-07,1.0302656505700725e-08
1996,1.094308927918064e-07,9.074756945892659e-09
1997,1.1891338402847396e-07,1.2946214766884623e-08
1998,9.917708609918918e-08,9.536258005482523e-09
1999,1.3527795772461104e-07,1.3253583119876566e-08
2000,1.1221799667282539e-07,1.1486881668076876e-08
2001,1.1566399393814208e-07,1.1391150245287918e-08
2002,1.3012227384479047e-07,1.1829298429688606e-08
2003,1.2334092502896965e-07,1.3750845795357236e-08
2004,1.0571498876288388e-07,1.0571499231559756e-08
2005,1.3195986525715853e-07,1.261049931144953e-08
2006,1.095358683755876e-07,1.2765458912156191e-08
2007,1.2982057739918673e-07,8.787854888225866e-09
2008,1.1197066385193466e-07,9.79211112195344e-09
2009,1.497212451795349e-07,1.2397300963584712e-08
2010,1.5588517499054433e-07,9.447585824773341e-09
2011,2.0496489128163375e-07,1.4531093661673822e-08
2012,2.791487361264444e-07,2.0765941854961056e-08
2013,3.143343860756431e-07,1.6734750474256543e-08
2014,3.0857594879307726e-07,1.6024294779981574e-08
2015,3.2073845090963005e-07,1.906254887273917e-08
2016,3.666271766178397e-07,2.796309139796449e-08
2017,2.56089236927437e-07,1.5848351964109497e-08
2018,3.046130814254866e-07,1.523065407127433e-08
2019,2.93618683144814e-07,1.6836519733942623e-08
