year,tout_DET chantier_NOUN
1926,1.3375366592072169e-08
1927,1.4493992672726108e-08
1928,9.140832757381645e-09
1929,8.912325322185666e-09
1930,2.1007207529066818e-08
1931,3.079446297959976e-08
1932,1.7535258800549514e-08
1933,1.261772819560747e-08
1934,1.3179738189705859e-08
1935,2.2739740757060645e-08
1936,8.487299751891442e-09
1937,7.55467088886519e-09
1938,2.9819993585533666e-08
1939,2.4470480752825097e-08
1940,2.5357829169792012e-09
1941,3.246652724442356e-08
1942,2.730790527039062e-08
1943,5.806470415592457e-09
1944,1.6065930807940276e-08
1945,2.178504043826024e-09
1946,1.809743643832462e-08
1947,1.7881305991451768e-08
1948,2.174377522479176e-08
1949,1.2762110479513922e-08
1950,2.6588404367089424e-08
1951,2.7719644801749155e-08
1952,2.741648952309106e-08
1953,1.723812381726475e-08
1954,2.345408756099232e-08
1955,1.0324168187025862e-08
1956,1.1337484284723587e-08
1957,1.501956381488867e-08
1958,1.4062814024384807e-08
1959,2.015194411342236e-08
1960,1.591791637389761e-08
1961,3.265634962446029e-08
1962,8.87873907728931e-09
1963,1.4871922804360338e-08
1964,9.125952438182594e-09
1965,1.0396882466068291e-08
1966,8.862519385033352e-09
1967,1.1339771677221222e-08
1968,1.3923388886283306e-08
1969,1.1808570066218493e-08
1970,2.5292987260172595e-08
1971,1.644287239699338e-08
1972,5.643161493651405e-09
1973,1.709093233603909e-08
1974,1.5751601134539328e-08
1975,2.4559365208176587e-08
1976,1.314111219841152e-08
1977,1.2928919990162768e-08
1978,1.4851478380428773e-08
1979,1.2289143591637242e-08
1980,1.193881615790815e-08
1981,1.2018543715797136e-08
1982,1.5518755946963836e-08
1983,1.073603728141137e-08
1984,9.858314165001048e-09
1985,1.2632671686496622e-08
1986,1.3787316177626963e-08
1987,1.4054879038383206e-08
1988,1.0194141530917022e-08
1989,1.3171493451480387e-08
1990,1.9615143509454924e-08
1991,1.1136783939491579e-08
1992,1.3774860863069449e-08
1993,1.938722604677423e-08
1994,1.9517228611043436e-08
1995,1.3556126665648094e-08
1996,2.028475076798486e-08
1997,1.3425704215030976e-08
1998,1.716526476513991e-08
1999,7.312321970154301e-09
2000,1.8555732061997787e-08
2001,1.1829271423513532e-08
2002,1.2705542173918616e-08
2003,2.7501691146625262e-08
2004,1.3654853081579432e-08
2005,1.57631235842004e-08
2006,2.2648395159308166e-08
2007,1.8374606058912946e-08
2008,1.7881246872075707e-08
2009,2.1933686200625857e-08
2010,1.086472406486294e-08
2011,2.6385407192464072e-08
2012,1.3276585830723775e-08
2013,2.900690088125657e-08
2014,9.527958866328845e-09
2015,1.7732604051801104e-08
2016,1.4499380585064614e-08
2017,1.4087423672037858e-08
2018,1.3165479817445203e-08
2019,1.9897705039184643e-08
