year,petit_ADJ chantier_NOUN
1911,1.5961122201701983e-08
1912,8.856016364688912e-09
1913,2.6514948014977335e-09
1914,1.2054139020278853e-08
1915,1.1780761921542648e-09
1916,5.493730803607377e-09
1917,6.799183083217031e-08
1918,1.1716103642811504e-07
1919,1.841569702287771e-08
1920,9.086678076641874e-09
1921,6.815472630705699e-09
1922,9.591316185719734e-09
1923,6.369568872344189e-09
1924,3.867487219366694e-09
1925,1.4297631523163545e-08
1926,1.4489979882625903e-08
1927,1.4493992672726108e-08
1928,6.8556245125250825e-09
1929,5.570202965543558e-09
1930,4.201441416995522e-09
1931,5.7026783295555106e-09
1932,1.0959536389520963e-08
1933,1.1470662197865522e-09
1934,4.7926320689839486e-09
1935,5.98414207075848e-09
1936,2.424942913137329e-09
1937,1.888667711114067e-08
1938,1.0372171566075394e-08
1939,1.070583532936098e-08
1940,7.607348528892999e-09
1941,1.1806010391524069e-08
1942,1.2136847082899749e-08
1943,1.7419411690866582e-08
1944,1.927911696952833e-08
1945,2.3963544037997053e-08
1946,6.960552134671616e-09
1947,7.152522574216391e-09
1948,1.9569398546082084e-08
1949,1.47255123650325e-08
1950,1.701657836861159e-08
1951,1.7058242818279723e-08
1952,2.003512733494972e-08
1953,4.3095309543161875e-09
1954,6.840775501615326e-09
1955,7.508486277174597e-09
1956,1.3953826316637219e-08
1957,1.7670074847764283e-08
1958,1.5717262158432277e-08
1959,2.247716912595621e-08
1960,2.9067499629498172e-08
1961,3.61304266505158e-08
1962,1.775747771048941e-08
1963,2.198458126656533e-08
1964,1.2167936880302932e-08
1965,2.0793764932136583e-08
1966,1.883285383197375e-08
1967,1.4791006641701188e-08
1968,1.7067379842750086e-08
1969,1.4987801222332564e-08
1970,1.701528198894131e-08
1971,1.4901352374252497e-08
1972,2.46247051083337e-08
1973,1.984753400519068e-08
1974,1.8564387360697765e-08
1975,9.709516746170266e-09
1976,3.02816917097104e-08
1977,2.1156414231615628e-08
1978,3.326731246033887e-08
1979,3.160065631391262e-08
1980,1.8192481354706302e-08
1981,2.8464973600428323e-08
1982,2.4209258597807093e-08
1983,2.9050454486423405e-08
1984,1.739702509828689e-08
1985,1.3835783185811579e-08
1986,2.8174080901610665e-08
1987,3.238732804167199e-08
1988,2.4585871061244546e-08
1989,1.6464367313950845e-08
1990,1.961514328741032e-08
1991,1.2309077312977479e-08
1992,2.3692760475757524e-08
1993,2.2156829815322965e-08
1994,2.4264663167627987e-08
1995,1.138714633697191e-08
1996,3.042712481970966e-08
1997,1.6302641014931396e-08
1998,2.5271085557498907e-08
1999,1.8737825208114955e-08
2000,1.4579503604394972e-08
2001,1.927733259132758e-08
2002,2.059174164514843e-08
2003,1.4167538253673229e-08
2004,1.6738207264666016e-08
2005,1.7564623089327824e-08
2006,1.1530091548195287e-08
2007,1.3581230362547103e-08
2008,2.299017509699297e-08
2009,2.336414262060771e-08
2010,2.8342757474320024e-08
2011,2.4473420623394304e-08
2012,2.6212746445652968e-08
2013,2.593886272439505e-08
2014,2.923350983508044e-08
2015,2.6820562840090822e-08
2016,2.9205894730433002e-08
2017,2.5910795869998893e-08
2018,3.1493894825374014e-08
2019,2.3213988120662776e-08
