year,aurait_VERB assez_ADV,aurait_VERB chassé_VERB
1921,7.572747762196741e-08,2.196096815509918e-08
1922,8.115728888924423e-08,2.1396012073182646e-08
1923,7.325004247604738e-08,3.503262746562541e-08
1924,9.024137170854374e-08,2.0626599095407983e-08
1925,1.1658068643782826e-07,2.5295809891190402e-08
1926,1.0142986184291658e-07,2.5636119005412183e-08
1927,1.170668610939174e-07,5.351628118432927e-08
1928,7.883968322630608e-08,3.999114284169991e-08
1929,1.0137770090068443e-07,2.1166771446701205e-08
1930,9.87338708569041e-08,2.10072066408884e-08
1931,9.808606904471162e-08,1.596749932275543e-08
1932,8.110057336807586e-08,1.753525857850491e-08
1933,8.717703536831323e-08,2.2941325283909464e-08
1934,9.824896096688462e-08,2.7557634396657704e-08
1935,8.736847689760907e-08,7.180970484910176e-09
1936,7.759817322039453e-08,2.9099314957647948e-08
1937,8.561960385122802e-08,2.0145789036973838e-08
1938,9.07565009811151e-08,1.2965214679638848e-08
1939,8.870549095263414e-08,1.5294050470515685e-08
1940,5.325144059042941e-08,1.0143131667916805e-08
1941,5.017554371988808e-08,4.427253941230447e-08
1942,1.0012898599143227e-07,1.517105907566929e-08
1943,1.0741970157823744e-07,1.7419411690866582e-08
1944,6.7476911169706e-08,4.819779064746399e-08
1945,9.803267886354661e-08,4.357008265287732e-08
1946,8.770295778504078e-08,3.480275978517966e-08
1947,8.344609625510202e-08,1.907339353124371e-08
1948,7.719040695519652e-08,1.6307831529616124e-08
1949,6.184715317658629e-08,1.570721330779179e-08
1950,9.571825643206466e-08,2.5524867552917385e-08
1951,1.1087858098335346e-07,2.3455083209000804e-08
1952,7.170466886918803e-08,2.003512733494972e-08
1953,8.295847209183194e-08,2.1547654327491728e-08
1954,1.0456613352971544e-07,2.14995790059902e-08
1955,9.104039833118804e-08,2.0648336374051723e-08
1956,7.325758843990116e-08,1.5698054411927842e-08
1957,9.276789825207743e-08,2.6505112771246786e-08
1958,8.768578396711746e-08,3.3088973339090444e-08
1959,6.820658171591276e-08,2.1702094343822864e-08
1960,6.920833328649678e-08,2.145458388724819e-08
1961,7.504011989567516e-08,2.570818935510033e-08
1962,8.878738810835785e-08,2.72704117065814e-08
1963,8.729171696586491e-08,1.0992290633282664e-08
1964,8.456716216187488e-08,4.6846555079582686e-08
1965,7.715581062939236e-08,2.8454625322638094e-08
1966,6.813061759203265e-08,2.6033651678858405e-08
1967,9.959278202131827e-08,2.267954357648705e-08
1968,8.713346488775642e-08,3.458390196442451e-08
1969,8.947262841729753e-08,2.1346261647181564e-08
1970,9.105475839987776e-08,1.7015283404475667e-08
1971,8.426972186725834e-08,1.9012070140433934e-08
1972,6.10487447261221e-08,1.6416469961200164e-08
1973,6.505580785187703e-08,2.0398854161385316e-08
1974,4.2754344065087935e-08,1.406392957647995e-08
1975,5.311676432029344e-08,1.9419033492340532e-08
1976,4.8564977817022736e-08,2.4568166168137395e-08
1977,5.171568062678489e-08,1.704266772151186e-08
1978,7.900986531694798e-08,1.7821774278559133e-08
1979,7.139407642853257e-08,2.2822696621460636e-08
1980,6.65162644963857e-08,1.762396628635088e-08
1981,5.3767170271612486e-08,1.2651098835192442e-08
1982,5.897127053344775e-08,1.4898005495922462e-08
1983,4.736487113632393e-08,1.326216381158929e-08
1984,6.146949260710244e-08,2.3775934110403796e-08
1985,6.376491512583016e-08,2.1656008541981464e-08
1986,8.212445123945145e-08,2.2779044428489215e-08
1987,7.699629378521422e-08,3.360949207831254e-08
1988,7.855485506524928e-08,8.994830658082265e-09
1989,6.421102938247714e-08,2.3050112929468014e-08
1990,4.794812724639996e-08,1.5256222951620657e-08
1991,7.03375846455856e-08,1.75843961613964e-08
1992,5.1242480481050734e-08,1.983579878128694e-08
1993,4.819110444032049e-08,2.2156829260211452e-08
1994,5.802419167366679e-08,2.7429617688312646e-08
1995,5.6393488989670004e-08,2.0063067651676647e-08
1996,4.5373784729463296e-08,1.975094043871195e-08
1997,4.6989967472654826e-08,1.965906726297817e-08
1998,5.8171178096699805e-08,2.765514928171342e-08
1999,5.5756455452637965e-08,2.102292562256025e-08
2000,5.080736187323964e-08,1.767212509662386e-08
2001,5.126017654788484e-08,1.664860427297299e-08
2002,5.432714544895134e-08,2.234422957769766e-08
2003,4.8752998083045895e-08,2.3334768783911386e-08
2004,6.827426091149391e-08,1.761916479381398e-08
2005,5.899912025597587e-08,1.8915748967174295e-08
2006,5.641509304155079e-08,1.8530505130343045e-08
2007,6.43111164322363e-08,2.3167981311189578e-08
2008,7.663391698997657e-08,2.5118893631770334e-08
2009,8.91651978918162e-08,2.5271420511785436e-08
2010,9.967203595806495e-08,2.645324137517946e-08
2011,1.1739594185655733e-07,3.4033352136475514e-08
2012,1.2902117418889247e-07,3.234040235611246e-08
2013,1.561910067948702e-07,3.374841384129468e-08
2014,1.6587310369686747e-07,4.157654842629199e-08
2015,1.6358326604404283e-07,3.7460125668076216e-08
2016,1.8994188621945796e-07,4.018399835103992e-08
2017,1.3307584367794334e-07,3.0438897624662786e-08
2018,1.5617874282725097e-07,4.440122580717798e-08
2019,1.5816124232514994e-07,4.183619850550713e-08
