year,eût_VERB armé_VERB,eût_VERB charmé_VERB
1844,1.866110821424627e-08,8.232841963717874e-09
1845,1.8414752389617206e-08,5.580227835366713e-09
1846,5.269050973311096e-09,2.9272506640865004e-09
1847,2.2651539310913904e-08,8.089835468183537e-09
1848,1.609044275596716e-08,9.65426583121598e-09
1849,1.75967720394965e-08,1.4245005175439474e-08
1850,1.4935791270431764e-08,2.7155984128057753e-09
1851,3.611685883697646e-08,4.514607354622058e-09
1852,1.0416872697760482e-08,5.859490670445666e-09
1853,1.0152284346531815e-08,2.388772735173461e-09
1854,1.558699302961486e-08,1.0391328686409906e-08
1855,1.6451505047143655e-08,3.714855978387277e-09
1856,1.346069211649592e-08,1.0872097000458325e-08
1857,2.0990489346672803e-08,1.3668225662399891e-08
1858,1.8106600663259087e-08,9.787352261980686e-09
1859,8.656694916453489e-09,8.147477359443656e-09
1860,9.612086238064421e-09,1.327383358784573e-08
1861,1.0375120318428799e-08,8.960331143725853e-09
1862,1.2198563048571032e-08,4.9697850279528666e-09
1863,2.5472566278494924e-08,9.489779628779615e-09
1864,1.4384183621984903e-08,1.1986819536957682e-08
1865,1.3179164426446732e-08,1.4120533631256649e-09
1866,8.75810357570117e-09,1.751620715140234e-08
1867,8.249779526181555e-09,1.1161466417775046e-08
1868,1.877152122631287e-08,3.951899252285784e-09
1869,1.3185501579471293e-08,1.3673853160867111e-08
1870,9.17447806614291e-09,7.454262984651905e-09
1871,9.559059321873065e-09,8.496941816815706e-09
1872,6.047339518033823e-09,1.4513614310374123e-08
1873,8.380406590902112e-09,1.1972009161809183e-08
1874,1.3144139998644278e-08,1.7923826867161097e-09
1875,1.1443054503956773e-08,6.865832347102696e-09
1876,1.0882827083946722e-08,2.418405919968336e-09
1877,9.895705588292003e-09,6.80329748092845e-09
1878,9.058632954861423e-09,4.831270938865373e-09
1879,1.0996785704264767e-08,6.109325489944695e-09
1880,1.2835692508872398e-08,4.492492600149944e-09
1881,6.9725074602899895e-09,9.761510710859511e-09
1882,9.317538740560849e-09,3.3276925659464496e-09
1883,7.58320695126713e-09,1.8958017378167824e-09
1884,5.941527270181268e-09,5.281357573494461e-09
1885,1.933690763067375e-09,5.80107206715752e-09
1886,6.4534639854230136e-09,1.2906927970846027e-08
1887,3.9173548849191775e-09,5.876032105334161e-09
1888,5.706553452000662e-09,9.510921827882157e-09
1889,4.385595886446936e-09,8.771191772893872e-09
1890,5.243509182406569e-09,0.0
1891,6.374220040683554e-10,7.649063604731055e-09
1892,1.4417578242387208e-08,8.775916882086676e-09
1893,3.695050043717174e-09,9.853466487186324e-09
1894,8.822155450616265e-09,4.411077725308132e-09
1895,2.4074457982692365e-09,1.1435367319734269e-08
1896,2.948514543632541e-09,1.1794058174530164e-08
1897,5.2440420894583895e-09,1.3984112534615178e-08
1898,1.13167097914868e-09,5.092519295146758e-09
1899,2.7637891975018647e-09,3.3165470370022376e-09
1900,5.191053142894475e-10,1.038210628578895e-09
1901,6.706486921359556e-09,4.470991132876634e-09
1902,2.9461704187383475e-09,1.4730852093691738e-09
1903,3.2401321625741275e-09,2.7001101354784396e-09
1904,3.7622376325430196e-09,5.912087708281888e-09
1905,3.6125313851442797e-09,7.741138396966107e-09
1906,7.716276506641861e-09,8.745113966313056e-09
1907,2.5714217422034835e-09,5.142843484406967e-09
1908,3.437972351250096e-09,1.2278472460991452e-08
1909,1.1001967115120692e-09,2.7504918342913243e-09
1910,6.947395991829808e-09,1.068830135508847e-09
1911,1.5961122423746588e-09,9.044636151145369e-09
1912,3.125652625612929e-09,8.335073964360618e-09
1913,3.71209285532359e-09,9.545381374209683e-09
1914,3.3483718020477227e-09,8.036092680185902e-09
1915,8.246533234057551e-09,3.534228465440492e-09
1916,4.394984820521586e-09,0.0
1917,1.0966424435210342e-09,3.289927441585405e-09
1918,1.1486376294556067e-09,1.1486376294556067e-09
1919,1.8415696745321952e-09,5.524709134618888e-09
1920,1.514446346106979e-09,3.028892692213958e-09
1921,8.330022005509363e-09,2.2718242842501013e-09
1922,7.377935484775833e-10,7.377935595798135e-09
1923,4.246379248229459e-09,7.431163684401554e-09
1924,9.02413699321869e-09,1.4180787211159895e-08
1925,2.1996355847875293e-09,1.4297631523163545e-08
1926,4.458455382660986e-09,8.916910765321973e-09
1927,0.0,1.6723836537835268e-08
1928,3.4278122562625413e-09,5.713020723163709e-09
1929,4.4561625500705304e-09,7.798284684668033e-09
1930,6.302162347537887e-09,2.100720708497761e-09
1931,3.4216069977333063e-09,4.5621426636444085e-09
1932,0.0,8.767629289252454e-09
1933,1.1470662197865522e-09,3.4411986593596566e-09
1934,5.990790086229936e-09,5.990790086229936e-09
1935,0.0,2.393656828303392e-09
1936,1.2124714565686645e-09,3.6374143697059935e-09
1937,0.0,6.295559185076627e-09
1938,9.075650453382877e-09,5.186085783037697e-09
1939,6.117620188206274e-09,1.070583532936098e-08
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,0.0,8.854508237732261e-09
1942,0.0,1.2136847082899749e-08
1943,0.0,0.0
1944,3.2131861615880553e-09,0.0
1945,6.535512131478072e-09,0.0
1946,1.3921104269343232e-08,8.352662561605939e-09
1947,1.1920870957027319e-09,5.960435700558264e-09
1948,1.0871887834440486e-09,1.0871888278529696e-08
1949,9.817008317369869e-10,2.945102384188658e-09
1950,3.190608444114673e-09,7.444753258312176e-09
1951,5.330700769690111e-09,5.330700769690111e-09
1952,6.326882129314981e-09,4.2179215675730575e-09
1953,4.3095309543161875e-09,1.0773827385790469e-09
1954,7.818028890937967e-09,9.772536557761669e-09
1955,8.447047505910632e-09,2.815682353940474e-09
1956,5.232684952005684e-09,1.744228317335228e-09
1957,0.0,2.6505113659425206e-09
1958,4.1361216673863055e-09,2.4816730892496253e-09
1959,2.325224457422337e-09,3.8753737996444215e-09
1960,5.536666680683311e-09,6.920833350854139e-10
1961,9.72742331128984e-09,4.16889545107324e-09
1962,5.0735651235811474e-09,3.805173953708163e-09
1963,7.759263453976928e-09,1.939815863494232e-09
1964,4.258777774879263e-09,5.475571551727398e-09
1965,2.73602163147757e-09,4.924839203113152e-09
1966,8.308612464702492e-09,3.3234448526542337e-09
1967,6.902469706915326e-09,3.451234853457663e-09
1968,4.940557296606585e-09,5.838840522187638e-09
1969,7.2668124850849836e-09,4.087581828571274e-09
1970,5.518470125309705e-09,5.978342709767048e-09
1971,3.083038491169532e-09,2.569198631618974e-09
1972,6.156176013405457e-09,1.0260293725750103e-09
1973,1.6539611902288698e-09,2.205281512956958e-09
1974,1.1251143350321513e-09,2.2502286700643026e-09
1975,3.998036124386317e-09,1.1422960355389478e-09
1976,4.570821499072508e-09,2.285410749536254e-09
1977,3.526069214387917e-09,4.11374712072643e-09
1978,1.1881182704343018e-09,1.7821774056514528e-09
1979,2.925986564150662e-09,2.925986564150662e-09
1980,2.2740602734216964e-09,2.8425752862659692e-09
1981,0.0,6.325549528618524e-10
1982,2.483000915987077e-09,3.1037510339615437e-09
1983,1.89459470334441e-09,0.0
1984,4.639206796497319e-09,5.799008495621649e-10
1985,1.8046674155058895e-09,1.2031116103372597e-09
1986,5.994485352545098e-09,2.3977941854269602e-09
1987,6.110816852533674e-10,1.2221633705067347e-09
1988,2.398621523624911e-09,3.597932174415064e-09
1989,0.0,3.2928733073589456e-09
1990,2.179460389939436e-09,5.44865097484859e-10
1991,2.9307325455363298e-09,1.1722930404189924e-09
1992,1.1019888335184191e-09,2.2039776670368383e-09
1993,5.539207315052863e-09,2.2156829704300662e-09
1994,4.2199412852994556e-09,5.274926606624319e-10
1995,1.626735190995987e-09,1.626735190995987e-09
1996,1.067618438099771e-09,1.6014276571496566e-09
1997,9.58978896292706e-10,1.917957792585412e-09
1998,5.2449422582867555e-09,9.536258449571733e-10
1999,2.7421207526856506e-09,3.656160929565999e-09
2000,4.4180314962005696e-10,3.092622158362701e-09
2001,4.381211837767296e-09,3.5049694258049158e-09
2002,4.81934359086722e-09,1.3143663935011318e-09
2003,1.6667691671301554e-09,1.2500769308587678e-09
2004,2.2023955992267474e-09,8.809582507929292e-10
2005,4.5037495954858286e-10,1.3511248786457486e-09
2006,1.2353669198716943e-09,4.1178899179428186e-10
2007,7.988958938831558e-10,7.988958938831558e-10
2008,2.554463751636149e-09,0.0
2009,4.76819250749827e-10,9.53638501499654e-10
2010,1.4171379625338432e-09,0.0
2011,3.4415748029203996e-09,1.529588788962144e-09
2012,1.7021263287730903e-09,1.3617010852229328e-09
2013,4.462600067256517e-09,3.6258624991347688e-09
2014,3.2481677347817595e-09,2.165445156521173e-09
2015,6.428068743957738e-09,3.768178213903184e-09
2016,6.214019965256057e-09,4.142679976837371e-09
2017,2.0124890642847504e-09,2.7671724911471074e-09
2018,2.581466596041082e-09,5.162933192082164e-09
2019,7.1427654901867754e-09,2.2958890344426663e-09
