year,pouvait_VERB armer_VERB,pouvait_VERB charmer_VERB
1844,2.6345094994439933e-08,6.037417232818143e-09
1845,2.5669049108500985e-08,1.3392547515422848e-08
1846,4.6836010625384006e-08,2.2247105491146613e-08
1847,7.442648808364538e-08,4.853901280910122e-09
1848,4.103063133698015e-08,1.126331028444838e-08
1849,3.351765798242923e-08,1.1731181359664333e-08
1850,5.295417082606946e-08,2.2403686017469226e-08
1851,6.191461210391935e-08,8.384270167027807e-09
1852,2.7344290387532055e-08,9.765818376195057e-09
1853,2.7470886010405593e-08,1.1943863675867306e-09
1854,2.182179059673217e-08,1.2469595134234623e-08
1855,1.3798036491152743e-08,3.078023524949458e-08
1856,2.692138423299184e-08,1.0354378687793542e-08
1857,1.9526035899275485e-08,5.857811125054013e-09
1858,4.1106879677954566e-08,1.468102794888182e-08
1859,3.666364989385329e-08,9.165912473463322e-09
1860,3.3871160098897235e-08,2.746310290291376e-09
1861,2.6880993431177558e-08,8.017138064531082e-09
1862,2.1234535907410645e-08,1.671654992208005e-08
1863,3.3963420520422005e-08,1.2486552236623538e-08
1864,2.445311331200628e-08,1.6781548595190543e-08
1865,5.601144792422019e-08,6.589582213223366e-09
1866,3.989802621617855e-08,9.731225603104576e-09
1867,1.649955905236311e-08,1.164674756637396e-08
1868,2.0253484223076157e-08,1.2843672791973404e-08
1869,1.5627261262807224e-08,1.2697149998075474e-08
1870,2.695002976338401e-08,7.454262984651905e-09
1871,1.5931766128574054e-08,1.4869648623516696e-08
1872,3.8702971494330995e-08,1.269941218851045e-08
1873,2.7535620006347017e-08,2.3944017879529156e-09
1874,3.1665429389704514e-08,7.766991494406739e-09
1875,1.4875970677508121e-08,6.865832347102696e-09
1876,1.813804395567331e-08,6.04601479992084e-09
1877,1.855444864418132e-08,1.855444864418132e-08
1878,5.254007007238215e-08,7.2469061862534545e-09
1879,2.6270098985037293e-08,1.2829582729523281e-08
1880,1.3477476912271413e-08,1.2193908105473383e-08
1881,1.045876096839038e-08,4.183504653809678e-09
1882,7.320923423037584e-09,8.652000893505374e-09
1883,2.0853818227806187e-08,6.951272890631799e-09
1884,1.1222884843675729e-08,3.9610181801208455e-09
1885,2.8360796378024133e-08,8.379326565943757e-09
1886,2.710454793941608e-08,5.162771099520569e-09
1887,1.697520346510828e-08,2.6115698492645834e-09
1888,5.706553452000662e-09,3.1703073499755874e-09
1889,2.0048437576747347e-08,6.891650361495749e-09
1890,1.7041404731799048e-08,5.898947996740844e-09
1891,2.5496880162734215e-09,7.649063604731055e-09
1892,3.2596265242545996e-08,3.1342561879199593e-09
1893,9.853466487186324e-09,1.1085149687062312e-08
1894,2.2685540557176864e-08,6.301539290376468e-09
1895,1.6852119699706236e-08,7.824199066419624e-09
1896,1.592197840238896e-08,7.66613794667137e-09
1897,1.2818770045441852e-08,1.5732126712464378e-08
1898,1.0750873968845553e-08,2.8291773368493978e-09
1899,8.291367592505594e-09,7.185851913504848e-09
1900,1.0901211489056095e-08,5.710158568206225e-09
1901,1.397184767881754e-08,4.470991132876634e-09
1902,4.910283735171106e-09,9.329538919189417e-09
1903,6.480264325148255e-09,2.7001101354784396e-09
1904,6.987012746151322e-09,1.1824175416563776e-08
1905,1.2385822145688508e-08,7.741138396966107e-09
1906,2.2634411678268407e-08,3.600929110447737e-09
1907,1.0799970695529737e-08,9.771402353919711e-09
1908,5.40252820258047e-09,4.4202499438483756e-09
1909,7.151278680339601e-09,2.2003934230241384e-09
1910,6.412980813053082e-09,1.1222716089775986e-08
1911,7.980561100850991e-09,2.6601871816467337e-09
1912,5.730363294986773e-09,5.2094213387476884e-09
1913,1.484837142129436e-08,5.30298971401777e-10
1914,1.0714789944188396e-08,2.0090231700464756e-09
1915,1.5314990164938536e-08,0.0
1916,3.2962386153911893e-09,1.0987462051303964e-09
1917,2.1932848426331475e-08,1.0966424435210342e-09
1918,2.067547733020092e-08,4.594550517822427e-09
1919,5.524709134618888e-09,1.8415696745321952e-09
1920,1.1358347151713133e-08,7.572231730534895e-10
1921,3.0290989716519334e-09,1.1359120755116692e-08
1922,7.377935595798135e-09,8.853522359686394e-09
1923,7.431163684401554e-09,1.0615948120573648e-08
1924,2.578324886925998e-09,5.156649773851996e-09
1925,8.798542339150117e-09,6.598906754362588e-09
1926,1.2260752413340015e-08,1.2260752413340015e-08
1927,5.574612327308159e-09,8.919379901328739e-09
1928,7.998228745975666e-09,3.4278122562625413e-09
1929,6.684243825105796e-09,7.798284684668033e-09
1930,7.352522590764465e-09,7.352522590764465e-09
1931,6.843213995466613e-09,3.4216069977333063e-09
1932,1.0959536389520963e-08,0.0
1933,2.2941324395731044e-09,1.261772819560747e-08
1934,7.188948103475923e-09,5.990790086229936e-09
1935,1.0771455727365264e-08,4.787313656606784e-09
1936,3.6374143697059935e-09,3.6374143697059935e-09
1937,3.777335333410292e-09,3.777335333410292e-09
1938,7.779128452511941e-09,1.2965214457594243e-09
1939,9.176430282309411e-09,4.588215141154706e-09
1940,5.0715658339584024e-09,0.0
1941,0.0,0.0
1942,3.034211770724937e-09,6.068423541449874e-09
1943,2.0322646676618206e-08,5.806470415592457e-09
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,6.535512131478072e-09,6.535512131478072e-09
1946,6.960552134671616e-09,1.3921104269343232e-09
1947,2.3841741914054637e-09,5.960435700558264e-09
1948,1.4133454406817236e-08,5.435944139264848e-09
1949,9.817008317369869e-10,0.0
1950,6.381216888229346e-09,1.0635361480382244e-09
1951,4.264560704569931e-09,0.0
1952,6.326882129314981e-09,1.0544803918932644e-09
1953,1.0773827163745864e-08,1.0773827385790469e-09
1954,7.818028890937967e-09,4.886268278880834e-09
1955,0.0,1.0324168187025862e-08
1956,1.744228317335228e-09,7.849027205963921e-09
1957,7.951533653738352e-09,8.835037701437898e-10
1958,6.617794756635931e-09,8.272243445794913e-10
1959,9.300897829689347e-09,3.100299128533379e-09
1960,2.076250060767393e-09,1.3841666701708277e-09
1961,4.86371165564492e-09,6.25334317660986e-09
1962,8.8787386332001e-09,5.7077609305622445e-09
1963,7.1126584622049904e-09,1.939815863494232e-09
1964,2.4335873316516654e-09,4.258777774879263e-09
1965,6.0192477668863376e-09,3.830430195250756e-09
1966,8.862519607077957e-09,4.431259803538978e-09
1967,5.423369309198733e-09,5.916402479044791e-09
1968,1.0779397818794223e-08,6.287982134978165e-09
1969,5.450109252791435e-09,3.6334062425424918e-09
1970,4.598724956395017e-09,3.219107425067591e-09
1971,4.1107179882260425e-09,5.138397263237948e-09
1972,6.156176013405457e-09,6.156176013405457e-09
1973,2.205281512956958e-09,0.0
1974,2.812785782069227e-09,1.1251143350321513e-09
1975,6.282628195464213e-09,7.996072248772634e-09
1976,1.7140580066410394e-09,3.4281160132820787e-09
1977,1.7630346071939584e-09,3.526069214387917e-09
1978,5.940591130126904e-09,0.0
1979,1.7555920051037788e-09,3.5111840102075575e-09
1980,2.2740602734216964e-09,2.2740602734216964e-09
1981,3.1627747087981106e-09,7.590659656386833e-09
1982,9.932003663948308e-09,1.8622506869903077e-09
1983,8.841442245000053e-09,1.2630632095778083e-09
1984,5.799008384599347e-09,1.739702604197646e-09
1985,4.812446441349039e-09,0.0
1986,9.591176741707841e-09,0.0
1987,1.8332451112712533e-09,1.8332451112712533e-09
1988,4.797243047249822e-09,1.1993107618124554e-09
1989,1.6464366536794728e-09,1.0976244357863152e-09
1990,3.2691906959314565e-09,5.44865097484859e-10
1991,7.6199047072123e-09,5.861465202094962e-10
1992,2.2039776670368383e-09,1.65298330578878e-09
1993,4.985286850001103e-09,1.661762283333701e-09
1994,4.2199412852994556e-09,2.1099706426497278e-09
1995,3.795715741716776e-09,0.0
1996,5.338092190498855e-10,1.067618438099771e-09
1997,1.438468344439059e-09,1.438468344439059e-09
1998,3.337690568372409e-09,1.9072516899143466e-09
1999,3.656160929565999e-09,1.3710603763428253e-09
2000,5.3016377954406835e-09,4.4180314962005696e-10
2001,3.066848330846028e-09,3.066848330846028e-09
2002,1.752488598683044e-09,3.9430991805033955e-09
2003,3.333538334260311e-09,1.2500769308587678e-09
2004,4.845270407116686e-09,1.3214374039449694e-09
2005,2.702249757291497e-09,1.8014998381943315e-09
2006,2.0589450144825605e-09,2.8825228870488218e-09
2007,1.5977917877663117e-09,2.3966877371606188e-09
2008,1.7029758714315335e-09,5.5346713878634546e-09
2009,6.675469510497578e-09,1.907277002999308e-09
2010,1.4171379625338432e-09,4.723792912386671e-09
2011,3.82397197240536e-10,3.4415748029203996e-09
2012,3.4042526575461807e-09,4.765953853791416e-09
2013,3.3469500504423877e-09,3.6258624991347688e-09
2014,4.7639794331644225e-09,6.279790909502481e-09
2015,4.876465897751814e-09,7.314698624583116e-09
2016,6.006886099640951e-09,9.735297901158901e-09
2017,3.018733707449428e-09,4.024978128569501e-09
2018,7.744400121190154e-10,8.002547069452248e-09
2019,4.08158040698936e-09,5.867272001580659e-09
