year,est_VERB au_ADP,est_VERB chaud_ADJ
1874,2.479641989339143e-05,4.2001502720268036e-07
1875,2.571483128122054e-05,3.9306891608248407e-07
1876,2.651782051543705e-05,5.610701805380813e-07
1877,2.6399886337458156e-05,5.86320538786822e-07
1878,2.5254261345253326e-05,3.6536485481519776e-07
1879,2.5747140171006322e-05,3.5372994489080156e-07
1880,2.445135214657057e-05,3.151162388803641e-07
1881,2.569438765931409e-05,5.494335937328287e-07
1882,2.501626113371458e-05,3.460800144239329e-07
1883,2.516360837034881e-05,5.997052880957199e-07
1884,2.4918104827520438e-05,4.6475946646751254e-07
1885,2.4441205823677592e-05,3.648229665031977e-07
1886,2.4139826564351097e-05,3.7881832781749836e-07
1887,2.3563541617477313e-05,3.963057224609656e-07
1888,2.3358825274044648e-05,3.880456063143356e-07
1889,2.3538119421573356e-05,4.147520655806147e-07
1890,2.349616443098057e-05,3.6770109090866754e-07
1891,2.393009708612226e-05,4.0731265471549705e-07
1892,2.339220736757852e-05,3.3411171784791804e-07
1893,2.346910878259223e-05,5.641109623866214e-07
1894,2.355578362767119e-05,3.125563523553865e-07
1895,2.3037449864204973e-05,3.5570010936680774e-07
1896,2.3341619453276508e-05,3.803583581429848e-07
1897,2.2322721633827314e-05,3.6591760022020026e-07
1898,2.3322607376030646e-05,3.9891401115710323e-07
1899,2.318819133506622e-05,3.919053028766939e-07
1900,2.2379668735084124e-05,3.2963188800749776e-07
1901,2.2898739189258777e-05,3.403542052637931e-07
1902,2.2628551960224286e-05,3.94786809465586e-07
1903,2.2839150915388018e-05,3.25093253650266e-07
1904,2.3011994926491752e-05,2.9667930334653647e-07
1905,2.2046246158424765e-05,3.3544932875884115e-07
1906,2.2639042072114535e-05,3.302566540241969e-07
1907,2.278433930769097e-05,3.0085632829468523e-07
1908,2.30373607337242e-05,3.285719287760003e-07
1909,2.2710260964231566e-05,3.7681738263017905e-07
1910,2.2952592189540155e-05,3.7943470942991553e-07
1911,2.2230118702282198e-05,3.8147081227180024e-07
1912,2.2133788661449216e-05,3.063139786263491e-07
1913,2.2230133254197426e-05,3.208308783086977e-07
1914,2.1288278730935417e-05,3.82384058639218e-07
1915,2.080600279441569e-05,2.650671433457319e-07
1916,2.1298095816746354e-05,3.7796868923578586e-07
1917,2.2086378521635197e-05,3.651819326933037e-07
1918,2.109817614837084e-05,3.078348811413889e-07
1919,2.0785797460121103e-05,3.2872017641238926e-07
1920,2.201247843913734e-05,3.104615018401091e-07
1921,2.159974792448338e-05,3.483463899556227e-07
1922,2.1418883989099413e-05,3.703723621129029e-07
1923,2.1383704734034836e-05,2.983081515139929e-07
1924,2.3934589989949018e-05,3.5580882240537903e-07
1925,2.1318868675734848e-05,3.5414132071309723e-07
1926,2.1547715732594952e-05,3.4553028172013e-07
1927,2.212786603195127e-05,4.0025716430136526e-07
1928,2.069713082164526e-05,3.4278124871889304e-07
1929,2.0828103515668772e-05,3.2084369649965083e-07
1930,2.1387437300290912e-05,3.382160400633438e-07
1931,2.0631148800021037e-05,3.239121326714667e-07
1932,2.0263087208149955e-05,2.849479585620429e-07
1933,2.20408783206949e-05,3.154432022256515e-07
1934,2.0534032955765724e-05,4.193553024833818e-07
1935,2.0449009753065184e-05,3.494739075904363e-07
1936,2.022523585765157e-05,3.140301032544812e-07
1937,1.9305962268845178e-05,2.908548424329638e-07
1938,1.9976801922894083e-05,3.552468683665211e-07
1939,2.0322733689681627e-05,3.089398319389147e-07
1940,2.0060579117853194e-05,3.1190128879643453e-07
1941,2.0203035091981292e-05,3.571318245576549e-07
1942,2.1633930373354815e-05,3.246606468110258e-07
1943,2.1904908862779848e-05,4.58711156170466e-07
1944,2.2366988559952006e-05,3.148922473883431e-07
1945,2.1246949472697452e-05,5.163054765944253e-07
1946,2.214151572843548e-05,3.6194870745021035e-07
1947,2.2588857973460108e-05,3.623944735409168e-07
1948,2.1965563064441085e-05,3.5333636105860933e-07
1949,2.0522455088212155e-05,3.485037893824483e-07
1950,2.192479769291822e-05,2.9566305670414295e-07
1951,2.2476368030766025e-05,3.9447186850338767e-07
1952,2.093670809699688e-05,3.0896276825842506e-07
1953,2.072992174362298e-05,3.6523275070976524e-07
1954,2.1004112568334676e-05,3.0392587291316886e-07
1955,2.1101661332068034e-05,2.5622708221817447e-07
1956,2.0750212570419535e-05,2.8082075687052566e-07
1957,2.0171273718005978e-05,3.092263227699732e-07
1958,2.022646185650956e-05,2.796018350181839e-07
1959,2.0478250007727183e-05,3.077046812904882e-07
1960,2.1282254238030873e-05,3.2943165706456057e-07
1961,2.0979272449039854e-05,2.952967577130039e-07
1962,2.138000309059862e-05,3.240739658849634e-07
1963,2.2244516003411263e-05,2.7998009954899317e-07
1964,2.1655885575455613e-05,3.6564648553394363e-07
1965,2.1783656848128885e-05,2.8399904294929e-07
1966,2.186992969654966e-05,2.763998168120452e-07
1967,2.1960700905765407e-05,3.72733381936996e-07
1968,2.2082494979258627e-05,3.265259351792338e-07
1969,2.0616855181287974e-05,2.5751765519999026e-07
1970,2.1222196664894e-05,3.2329037935596716e-07
1971,2.108746957674157e-05,2.548645170463715e-07
1972,2.1162881239433773e-05,2.6112448381354625e-07
1973,2.1627747628372163e-05,3.2693299090169603e-07
1974,1.9812137907138094e-05,2.6102651418113965e-07
1975,2.0248338842066005e-05,2.558743119607243e-07
1976,2.06269742193399e-05,2.2911243036105589e-07
1977,2.047353336820379e-05,2.2743145677850407e-07
1978,2.1273852325975895e-05,2.6732661240203015e-07
1979,2.119760392815806e-05,2.586572236396023e-07
1980,2.1346035282476805e-05,2.677705879250425e-07
1981,2.1271558580338024e-05,2.675707548860373e-07
1982,2.287278402945958e-05,3.0540911666321335e-07
1983,2.1768893930129707e-05,2.652432726790721e-07
1984,2.2505952074425295e-05,3.514199136134266e-07
1985,2.2276213712757453e-05,2.743094569268578e-07
1986,2.260640394524671e-05,3.776525829835009e-07
1987,2.2167600036482327e-05,2.1510075498554215e-07
1988,2.2438503947341815e-05,3.669890986657265e-07
1989,2.220329588453751e-05,2.2556181988875323e-07
1990,2.3036896891426295e-05,2.8006064667351893e-07
1991,2.3473996407119557e-05,2.444230915443768e-07
1992,2.3232129024108872e-05,3.074548828863044e-07
1993,2.349731767026242e-05,2.586809841886861e-07
1994,2.3925484128994867e-05,2.7904360422326135e-07
1995,2.389619839959778e-05,2.8142520136498206e-07
1996,2.495504668331705e-05,2.829188758823875e-07
1997,2.5251832994399592e-05,2.963244867260073e-07
1998,2.5739314878592268e-05,2.4746591975599586e-07
1999,2.518226574466098e-05,3.075745382830064e-07
2000,2.6413201339892112e-05,2.9026466563664144e-07
2001,2.5941155399777927e-05,2.852168847766734e-07
2002,2.658656558196526e-05,2.9617058316944167e-07
2003,2.6679974325816147e-05,3.2168645702768117e-07
2004,2.6406723918626085e-05,3.030496316114295e-07
2005,2.6724799681687728e-05,3.13911357352481e-07
2006,2.6857702323468402e-05,3.183128853834205e-07
2007,2.7359787054592744e-05,3.115694084954157e-07
2008,2.7552872779779136e-05,3.68694287544713e-07
2009,2.6909770895144902e-05,3.847931395739579e-07
2010,2.6273737603332847e-05,4.03884314437164e-07
2011,2.6125759177375585e-05,5.147066417521273e-07
2012,2.591657539596781e-05,5.770208417743561e-07
2013,2.4409864636254497e-05,5.201717954150809e-07
2014,2.5013274353113957e-05,6.048088607712998e-07
2015,2.4888817279133946e-05,5.982536777082714e-07
2016,2.5371637093485333e-05,6.448081535381789e-07
2017,2.6419704227009788e-05,6.125513323240739e-07
2018,2.495942680980079e-05,6.817653570578841e-07
2019,2.4888202460715547e-05,6.533079499604355e-07
