year,avait_VERB assez_ADV,avait_VERB chassé_VERB
1858,1.288994212700345e-06,5.583684128396271e-07
1859,1.4645090686826734e-06,6.624917432418442e-07
1860,1.5612774859619094e-06,5.849640842825465e-07
1861,1.340748440270545e-06,5.725179903492972e-07
1862,1.4041901295058778e-06,5.71525276882312e-07
1863,1.2896110774818226e-06,5.633932573800848e-07
1864,1.3794432334179874e-06,5.504347768692242e-07
1865,1.2289571031942614e-06,5.511714675776602e-07
1866,1.2339194199739723e-06,5.702498242499132e-07
1867,1.324817503700615e-06,5.396326514528482e-07
1868,1.1751960755645996e-06,4.5101049295226403e-07
1869,1.3214802265792969e-06,4.800499482371379e-07
1870,1.2918811762574478e-06,5.246654382062843e-07
1871,1.1736400438167038e-06,5.767299171566265e-07
1872,1.300782628277375e-06,5.031386081100209e-07
1873,1.0792765579026309e-06,4.5792933178745443e-07
1874,1.2869307965956978e-06,4.4510838392852747e-07
1875,1.193510570374201e-06,3.9993474842958676e-07
1876,9.812681582843652e-07,4.1354741142640705e-07
1877,1.112029963223904e-06,4.694275332894904e-07
1878,1.1438033880040166e-06,4.474964612199983e-07
1879,1.1772669950005366e-06,4.606431218689977e-07
1880,1.1648390909613227e-06,3.6966793004467036e-07
1881,1.0005547892433242e-06,4.3090096824016655e-07
1882,1.1700167306116782e-06,4.5522833147515485e-07
1883,1.0818707778526004e-06,3.6652164681072463e-07
1884,1.1982079968220205e-06,4.258094463693851e-07
1885,1.098980874303379e-06,4.4732712467521196e-07
1886,1.1396816717024194e-06,3.6591140428754443e-07
1887,1.0400576684332918e-06,2.9771896947750065e-07
1888,1.070295752469974e-06,4.292596145205607e-07
1889,1.0149522040592274e-06,4.0535434209232335e-07
1890,1.0519789839236182e-06,2.988800247294421e-07
1891,1.0511089385545347e-06,3.716170340339886e-07
1892,1.0317971828044392e-06,3.1217192031363084e-07
1893,9.742615247887443e-07,3.54724789985994e-07
1894,1.09457732833107e-06,4.240935993493622e-07
1895,9.497373412159504e-07,3.484777835183195e-07
1896,1.0962577334794332e-06,3.762304459087318e-07
1897,1.0021947218774585e-06,2.959970402116596e-07
1898,9.602227919458528e-07,3.389354503724462e-07
1899,9.192362995236181e-07,3.454736372532352e-07
1900,1.021080151986098e-06,2.9225628850326757e-07
1901,9.439380050935142e-07,3.140871172035986e-07
1902,7.714056096119748e-07,2.695745706660091e-07
1903,9.196575092573767e-07,3.283333853687509e-07
1904,8.905753929866478e-07,3.2301497299158655e-07
1905,8.835219205138856e-07,3.0448478582911775e-07
1906,9.851113418335444e-07,3.0093480063442257e-07
1907,8.408549092564499e-07,3.337705436479155e-07
1908,9.370930342811334e-07,2.720909435538488e-07
1909,1.014931513054762e-06,2.9705310566896515e-07
1910,1.0132509942195611e-06,2.9499710763047915e-07
1911,1.0406652108940762e-06,3.3518355735395744e-07
1912,8.616382842774328e-07,3.365286147527513e-07
1913,8.877204891177826e-07,2.7734637342291535e-07
1914,9.087481203096104e-07,3.1206826633933815e-07
1915,9.059405670086562e-07,2.5328637320853886e-07
1916,1.0504013516765554e-06,2.604028566111083e-07
1917,8.422214250458637e-07,3.421524468194548e-07
1918,9.085723604584928e-07,3.4573992024888867e-07
1919,9.198640782415168e-07,2.9741349294454267e-07
1920,1.0495112974240328e-06,2.975887127831811e-07
1921,8.829823627820588e-07,2.9155077641007665e-07
1922,9.399489613315382e-07,2.9069065021758433e-07
1923,1.1072434062953107e-06,2.579675424385641e-07
1924,1.088053068087902e-06,2.926398678937403e-07
1925,9.52442235302442e-07,3.530415142449783e-07
1926,1.0544247288635233e-06,3.2323802656719636e-07
1927,1.2052312285959488e-06,4.114064040550147e-07
1928,9.883525535769877e-07,3.839149940176867e-07
1929,1.0705930435506161e-06,2.8853651201643515e-07
1930,9.358710713058827e-07,2.7309368988426286e-07
1931,8.816340937300993e-07,2.611826630527503e-07
1932,9.151212907454465e-07,2.6741270175989484e-07
1933,9.119176525018702e-07,2.9823721092725464e-07
1934,9.094019333133474e-07,3.3308793945252546e-07
1935,8.928340093916631e-07,2.9920710176156717e-07
1936,8.450925861325231e-07,2.837183217252459e-07
1937,9.594432412995957e-07,3.122597433957708e-07
1938,9.685014674687409e-07,2.6060081381729105e-07
1939,8.717609034647467e-07,2.798811351567565e-07
1940,8.317367701238254e-07,2.4850672275533725e-07
1941,9.739958386489889e-07,3.305682980681013e-07
1942,9.891530226013856e-07,2.7611326913756784e-07
1943,1.1409714488763711e-06,4.1516264559504634e-07
1944,1.304553620684601e-06,3.566636621599173e-07
1945,1.413849076925544e-06,3.1588308502250584e-07
1946,1.1916465609829174e-06,2.881668592635833e-07
1947,1.0359236739532207e-06,2.9206134399828443e-07
1948,1.061096213561541e-06,2.9245379096209945e-07
1949,9.493047059550008e-07,2.552422131429921e-07
1950,9.933427236319403e-07,2.935359759703715e-07
1951,1.0490819022379583e-06,2.9851923954993254e-07
1952,9.268882763535657e-07,2.541297874358861e-07
1953,9.308586754741555e-07,2.5318493612758175e-07
1954,9.801854048419045e-07,2.3649536728953535e-07
1955,1.005198555503739e-06,2.6467412794772827e-07
1956,9.052545237864251e-07,2.476804183970671e-07
1957,1.0451849448145367e-06,3.0127478112262907e-07
1958,1.017485942611529e-06,2.33277262395859e-07
1959,8.89010777882504e-07,2.464737747231993e-07
1960,9.308520816375676e-07,2.373845831016297e-07
1961,9.032606840264634e-07,2.3137370419590297e-07
1962,9.722218692331808e-07,2.5114147206295456e-07
1963,9.582690836396068e-07,2.6252175189256377e-07
1964,9.089448553822876e-07,2.3423278605605447e-07
1965,8.443362844445801e-07,2.1888173762363294e-07
1966,9.704458534542937e-07,2.819388953412272e-07
1967,9.121120569943741e-07,2.43065557015143e-07
1968,9.674510010881932e-07,2.564598560184095e-07
1969,7.916283948361524e-07,2.4616326754767215e-07
1970,8.190329481294611e-07,2.1705982078401576e-07
1971,7.728149853392097e-07,2.2968636415043875e-07
1972,7.233506948978174e-07,2.3547373473320476e-07
1973,7.244349831125874e-07,1.9957798258474213e-07
1974,6.486284291895572e-07,2.233351921177018e-07
1975,6.13412964867166e-07,2.0047295379299612e-07
1976,6.787669803998142e-07,1.9425991126809095e-07
1977,6.117729753896128e-07,1.674882810220879e-07
1978,6.932669975867611e-07,2.091088191491508e-07
1979,7.578305485367309e-07,2.21204587091961e-07
1980,7.112123512342805e-07,1.8704145077208523e-07
1981,7.280707450263435e-07,1.7774793548142043e-07
1982,7.126212722141645e-07,2.0298531921980612e-07
1983,6.795280000915227e-07,1.837756968825488e-07
1984,6.773241807422892e-07,2.116638171401064e-07
1985,6.773518634872744e-07,2.081383030372308e-07
1986,7.912721002867329e-07,2.205970588420314e-07
1987,7.137434181458957e-07,1.9615721669197228e-07
1988,6.752119361408404e-07,1.8889144826061965e-07
1989,6.76136664878868e-07,2.167808190733922e-07
1990,6.990618999225262e-07,2.026898187068582e-07
1991,6.142815323073592e-07,2.0046211091084842e-07
1992,7.030688493614434e-07,2.292136827009017e-07
1993,6.630431244047941e-07,2.1381340786774672e-07
1994,6.461785346800752e-07,2.0783210175068234e-07
1995,6.371379868141958e-07,2.244894687919441e-07
1996,6.298948846961139e-07,2.0231370001511095e-07
1997,6.276516728576098e-07,2.076189247190996e-07
1998,6.498960374301532e-07,2.0121505883707869e-07
1999,6.064656759008358e-07,2.074871332524708e-07
2000,6.331039230644819e-07,2.0234584496847674e-07
2001,6.492956003967265e-07,2.1993683674281783e-07
2002,7.001191875133372e-07,2.3439534402314166e-07
2003,7.09210269178584e-07,2.150132161204965e-07
2004,7.03445152794302e-07,2.1847765196980617e-07
2005,7.732937774562743e-07,2.3374460056402313e-07
2006,8.408730991504854e-07,2.5119129531958606e-07
2007,1.1036746627723915e-06,2.748201950453222e-07
2008,1.2291228586036596e-06,2.7290187176731706e-07
2009,1.3846830597685766e-06,3.418793994569569e-07
2010,1.7922070583153982e-06,3.7790343299093365e-07
2011,1.948696080944501e-06,4.087825971055281e-07
2012,2.458551307427115e-06,4.69786868961819e-07
2013,2.6259613150614314e-06,5.41648091711977e-07
2014,2.961246309496346e-06,6.108720640440879e-07
2015,2.7762607714976184e-06,5.643400982080493e-07
2016,2.912511263275519e-06,5.38755557499826e-07
2017,2.5855454168777214e-06,4.915504518976377e-07
2018,2.8659442250500433e-06,5.452057507682184e-07
2019,2.7280264021101175e-06,5.18615820510604e-07
