year,aurait_VERB armé_VERB,aurait_VERB charmé_VERB
1871,8.496941816815706e-09,1.0621177271019633e-09
1872,7.861540751719076e-09,3.628403577593531e-09
1873,4.788803575905831e-09,7.781805422268917e-09
1874,4.779687312606029e-09,1.1351757756017378e-08
1875,1.1443054281912168e-09,5.721527251978387e-09
1876,1.753344314181504e-08,7.859819461941697e-09
1877,3.710889595609501e-09,3.710889595609501e-09
1878,1.0870359723469392e-08,3.6234530931267273e-09
1879,7.331190321480108e-09,8.55305515301552e-09
1880,1.0910338410496934e-08,3.8507077526617195e-09
1881,4.8807553554297556e-09,1.9523021421719022e-08
1882,1.1314154946262533e-08,3.3276925659464496e-09
1883,5.687405213450347e-09,4.423537092179686e-09
1884,1.650424152899177e-08,3.9610181801208455e-09
1885,7.090199094506033e-09,2.5782542767416317e-09
1886,1.5488312854472497e-08,1.5488312854472497e-08
1887,2.6115698492645834e-09,9.140494583448344e-09
1888,3.804368819970705e-09,2.028996703984376e-08
1889,5.6386229019267375e-09,1.1903759755682586e-08
1890,3.9326319978272295e-09,6.554386366985909e-09
1891,2.5496880162734215e-09,4.461953917456185e-09
1892,3.1342561879199593e-09,3.761107425503951e-09
1893,3.695050043717174e-09,4.926733243593162e-09
1894,1.071261657159539e-08,3.150769645188234e-09
1895,6.018614495673091e-09,1.2639090662958097e-08
1896,4.1279202278587945e-09,4.1279202278587945e-09
1897,1.0488084178916779e-08,2.330685422435863e-09
1898,1.0185038590293516e-08,8.487532454637403e-09
1899,3.8693048765026106e-09,8.291367592505594e-09
1900,4.15284251431558e-09,5.710158568206225e-09
1901,8.38310842965484e-09,1.2295225282343836e-08
1902,3.928227076954727e-09,7.856454153909453e-09
1903,5.400220270956879e-10,2.7001101354784396e-09
1904,6.987012746151322e-09,4.837162670412454e-09
1905,3.096455536422127e-09,7.2250627702885595e-09
1906,5.144184522798412e-10,2.572092316910357e-09
1907,1.1828539925318182e-08,6.685696440911215e-09
1908,2.4556945366072114e-09,2.4556945366072114e-09
1909,2.7504918342913243e-09,5.5009836685826485e-09
1910,8.01622590529405e-09,4.809735720812114e-09
1911,1.0640748282497725e-09,4.788336838146279e-09
1912,4.167536982180309e-09,3.125652625612929e-09
1913,5.302989602995467e-09,1.0075680734189518e-08
1914,1.1384464038144415e-08,3.3483718020477227e-09
1915,2.0027295377644805e-08,0.0
1916,3.2962386153911893e-09,1.2086208478478966e-08
1917,1.0966424213165737e-08,3.289927441585405e-09
1918,4.594550517822427e-09,8.040463406189247e-09
1919,1.8415696745321952e-09,2.762354567309444e-09
1920,1.514446346106979e-09,7.572231730534895e-09
1921,4.543648568500203e-09,5.300923255902035e-09
1922,3.6889677978990676e-09,6.640141769764796e-09
1923,6.369568872344189e-09,4.246379248229459e-09
1924,9.02413699321869e-09,1.0313299547703991e-08
1925,4.399271169575059e-09,3.299453377181294e-09
1926,1.2260752413340015e-08,4.458455382660986e-09
1927,1.1149224876660924e-09,2.2298449753321847e-09
1928,5.713020723163709e-09,1.2568645679778001e-08
1929,6.684243825105796e-09,1.1140405931087116e-08
1930,5.2518016602221e-09,1.3654684494213143e-08
1931,6.843213995466613e-09,5.7026783295555106e-09
1932,8.767629289252454e-09,4.383814644626227e-09
1933,0.0,5.735331320977366e-09
1934,4.7926320689839486e-09,4.7926320689839486e-09
1935,2.393656828303392e-09,1.6755597798123745e-08
1936,4.849885826274658e-09,0.0
1937,7.554670666820584e-09,1.2591118148108649e-09
1938,2.5930428915188486e-09,2.5930428915188486e-09
1939,1.5294050470515685e-09,1.5294050470515685e-09
1940,5.0715658339584024e-09,5.0715658339584024e-09
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,6.068423541449874e-09,0.0
1943,8.709705845433291e-09,0.0
1944,6.4263723231761105e-09,0.0
1945,8.714016175304096e-09,6.535512131478072e-09
1946,2.7842208538686464e-09,1.1136883415474585e-08
1947,1.1920870957027319e-09,4.7683483828109274e-09
1948,4.348755133776194e-09,4.348755133776194e-09
1949,6.8719057111366055e-09,4.908504269707237e-09
1950,1.0635361480382244e-09,6.381216888229346e-09
1951,1.0661401761424827e-09,7.462981344019681e-09
1952,6.326882129314981e-09,4.2179215675730575e-09
1953,8.619061908632375e-09,1.0773827385790469e-09
1954,4.886268278880834e-09,5.863521668203475e-09
1955,2.815682353940474e-09,1.8771215692936494e-09
1956,6.104799332717903e-09,4.360570571293465e-09
1957,3.534015080575159e-09,5.301022731885041e-09
1958,1.6544486891589827e-09,5.790570245522986e-09
1959,7.750747821333448e-10,3.8753737996444215e-09
1960,4.152500121534786e-09,7.612916519406099e-09
1961,5.55852741612739e-09,7.64297514166401e-09
1962,8.244543714397423e-09,9.512934440181198e-09
1963,2.5864212993553792e-09,2.5864212993553792e-09
1964,1.2167936658258327e-09,4.867174663303331e-09
1965,6.5664522708175355e-09,1.6416130677043839e-09
1966,9.416426749453422e-09,1.1078149508847446e-09
1967,4.930335695263466e-09,5.423369309198733e-09
1968,1.7965663401398047e-09,4.042274071025531e-09
1969,6.358460868938209e-09,2.7250546263957176e-09
1970,6.438214850135182e-09,2.2993624781975086e-09
1971,2.569198631618974e-09,4.1107179882260425e-09
1972,1.5390440033513642e-09,5.130146973897354e-09
1973,2.205281512956958e-09,1.102640756478479e-09
1974,5.625571675160757e-10,5.625571564138454e-09
1975,2.8557400888473694e-09,5.711480177694739e-10
1976,6.2848797277581525e-09,5.713526873840635e-10
1977,1.7630346071939584e-09,5.876781838942691e-10
1978,1.7821774056514528e-09,2.970295565063452e-09
1979,4.681578680276743e-09,4.681578680276743e-09
1980,3.97960553399912e-09,3.97960553399912e-09
1981,1.2651099057237047e-09,1.2651099057237047e-09
1982,6.207502289967692e-10,2.483000915987077e-09
1983,8.841442245000053e-09,3.78918940668882e-09
1984,5.799008384599347e-09,1.739702604197646e-09
1985,1.2031116103372597e-09,2.4062232206745193e-09
1986,1.1988970927134801e-09,8.991728250862252e-09
1987,3.6664902225425067e-09,4.888653482026939e-09
1988,2.398621523624911e-09,1.798966087207532e-09
1989,3.2928733073589456e-09,3.2928733073589456e-09
1990,3.2691906959314565e-09,2.179460389939436e-09
1991,4.68917216167597e-09,1.1722930404189924e-09
1992,1.1019888335184191e-09,1.65298330578878e-09
1993,4.4313659408601325e-09,2.7696036575264316e-09
1994,4.2199412852994556e-09,3.164955852952289e-09
1995,3.253470381991974e-09,2.1689803286761844e-09
1996,3.736664311304594e-09,1.067618438099771e-09
1997,2.3974471297094624e-09,3.3564262480467733e-09
1998,2.86087753487152e-09,1.43043876743576e-09
1999,5.941261704833778e-09,9.140402212892695e-09
2000,3.5344251969604557e-09,3.97622823555821e-09
2001,7.448059946568719e-09,5.695575122643959e-09
2002,1.752488598683044e-09,2.6287327870022636e-09
2003,2.5001538617175356e-09,4.166922806803086e-09
2004,1.7619165015858584e-09,1.3214374039449694e-09
2005,1.8014998381943315e-09,2.251874686720612e-09
2006,7.412201963319376e-09,3.294311934354255e-09
2007,1.5977917877663117e-09,3.595031605740928e-09
2008,3.405951742863067e-09,3.8316958494988285e-09
2009,2.860915504498962e-09,3.337734755248789e-09
2010,9.447586046817946e-10,3.3066551718974324e-09
2011,4.206369030868018e-09,4.971163480860241e-09
2012,5.446804340891731e-09,6.808505315092361e-09
2013,2.7891249310130206e-09,5.29933741333366e-09
2014,4.114345752981308e-09,8.661780626084692e-09
2015,6.428068743957738e-09,9.309617077235544e-09
2016,3.935546111222266e-09,1.0149566520567532e-08
2017,2.7671724911471074e-09,4.2765391228272165e-09
2018,2.323319980845895e-09,1.0325866384164328e-08
2019,1.53059265262101e-09,6.377469219387422e-09
