year,devait_VERB armer_VERB,devait_VERB charmer_VERB
1884,7.2618666635548834e-09,7.922036360241691e-09
1885,9.023890079618013e-09,1.0957580620640783e-08
1886,9.680196200179125e-09,1.097088819790315e-08
1887,1.1099172247952538e-08,7.1818169189441505e-09
1888,1.2047167707862627e-08,2.3460273723685532e-08
1889,8.771191772893872e-09,7.51816386923565e-09
1890,3.9326319978272295e-09,3.9326319978272295e-09
1891,1.466070642663908e-08,2.5496880162734215e-09
1892,2.5074049503359674e-09,1.6924984080901595e-08
1893,7.390100087434348e-09,9.23762488724833e-09
1894,0.0,1.0082462864602348e-08
1895,2.347259631108045e-08,1.2037228991346183e-08
1896,4.717623180994224e-09,8.845543852942228e-09
1897,1.4566784223291052e-08,1.1653426668090106e-08
1898,1.0185038590293516e-08,1.3580051749784161e-08
1899,1.1607914629507832e-08,7.185851913504848e-09
1900,6.748368974740515e-09,9.863001082521805e-09
1901,1.2295225282343836e-08,1.3412973842719111e-08
1902,1.0311596021495006e-08,3.928227076954727e-09
1903,7.560307935250421e-09,7.020286574288548e-09
1904,1.3436562973367927e-08,3.2247751136083025e-09
1905,7.2250627702885595e-09,7.2250627702885595e-09
1906,5.658602919567102e-09,4.115347618238729e-09
1907,7.71426478252124e-09,5.142843484406967e-09
1908,9.331639461152008e-09,8.349361202419914e-09
1909,4.950885035270858e-09,6.60118004702781e-09
1910,6.947395991829808e-09,7.481810726517324e-09
1911,1.0640748282497725e-09,9.044636151145369e-09
1912,5.730363294986773e-09,6.772247651554153e-09
1913,9.545381374209683e-09,5.833288518886093e-09
1914,1.0714789944188396e-08,1.0045115850232378e-08
1915,0.0,9.424609537234119e-09
1916,3.2962386153911893e-09,2.197492410260793e-09
1917,0.0,1.0966424435210342e-09
1918,9.189101035644853e-09,1.1486376294556067e-08
1919,1.8415696745321952e-09,7.366278698128781e-09
1920,4.543339038320937e-09,3.786115865267448e-09
1921,0.0,3.0290989716519334e-09
1922,7.377935484775833e-10,1.4755870969551665e-09
1923,5.307974060286824e-09,3.1847844361720945e-09
1924,0.0,7.734974438733389e-09
1925,4.399271169575059e-09,1.0998178368026856e-08
1926,5.57306911730393e-09,8.916910765321973e-09
1927,0.0,1.0034302277972529e-08
1928,1.1426041224282812e-09,1.0283437212876834e-08
1929,3.342121912552898e-09,2.6736975300423182e-08
1930,4.201441416995522e-09,1.2604324695075775e-08
1931,2.2810713318222042e-09,1.3686427990933225e-08
1932,7.6716757391182e-09,8.767629289252454e-09
1933,2.2941324395731044e-09,1.0323596200123575e-08
1934,5.990790086229936e-09,2.3963160344919743e-09
1935,0.0,4.787313656606784e-09
1936,1.2124714565686645e-09,6.0623572828433225e-09
1937,2.5182236296217297e-09,8.813782592653752e-09
1938,0.0,6.482607339819424e-09
1939,6.117620188206274e-09,1.5294050470515685e-09
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,3.034211770724937e-09,9.102635090130207e-09
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,6.4263723231761105e-09,0.0
1945,0.0,2.178504043826024e-09
1946,8.352662561605939e-09,4.1763312808029696e-09
1947,7.152522574216391e-09,3.5762612871081956e-09
1948,2.174377566888097e-09,3.2615663503321457e-09
1949,3.9268033269479474e-09,2.945102384188658e-09
1950,3.190608444114673e-09,4.2541445921528975e-09
1951,1.0661401539380222e-08,4.264560704569931e-09
1952,2.1089607837865287e-09,9.490323193972472e-09
1953,4.3095309543161875e-09,0.0
1954,9.772536557761669e-09,6.840775057526116e-09
1955,6.569925492527773e-09,1.8771215692936494e-09
1956,1.744228317335228e-09,1.744228317335228e-09
1957,2.6505113659425206e-09,8.835037590415595e-09
1958,5.790570245522986e-09,3.3088973783179654e-09
1959,6.200598257066758e-09,1.5501495642666896e-09
1960,4.152500121534786e-09,2.076250060767393e-09
1961,2.08444772553662e-09,6.25334317660986e-09
1962,6.976152100435229e-09,5.7077609305622445e-09
1963,3.879631726988464e-09,1.0992290633282664e-08
1964,3.6503808864551957e-09,2.4335873316516654e-09
1965,3.2832261354087677e-09,8.755269398363907e-09
1966,2.215629901769489e-09,3.8773522170743036e-09
1967,2.465167847631733e-09,1.9721342336964653e-09
1968,5.3896989093971115e-09,7.635406973349745e-09
1969,4.087581828571274e-09,5.904285060864822e-09
1970,4.5987250119061684e-10,9.197450023812337e-10
1971,3.083038491169532e-09,7.193756701440179e-09
1972,1.0260293725750103e-09,2.0520587451500205e-09
1973,2.205281512956958e-09,5.513203671370093e-09
1974,5.06301445213353e-09,3.3753431161187564e-09
1975,3.998036124386317e-09,5.711480177694739e-10
1976,1.7140580066410394e-09,3.4281160132820787e-09
1977,3.526069214387917e-09,1.7630346071939584e-09
1978,5.940591130126904e-09,1.7821774056514528e-09
1979,4.096381456264453e-09,1.7555920051037788e-09
1980,6.822181042309694e-09,3.97960553399912e-09
1981,1.8976649140967083e-09,3.1627747087981106e-09
1982,2.483000915987077e-09,3.1037510339615437e-09
1983,3.78918940668882e-09,2.5261264191556165e-09
1984,2.8995041922996734e-09,5.799008495621649e-10
1985,1.8046674155058895e-09,4.210890747202711e-09
1986,4.196139880008332e-09,3.5966913891627428e-09
1987,1.2221633705067347e-09,6.110816852533674e-10
1988,2.99827696004229e-09,0.0
1989,2.1952488715726304e-09,2.1952488715726304e-09
1990,2.724325431913144e-09,3.814055737905164e-09
1991,2.344586080837985e-09,3.5168792322792797e-09
1992,4.4079553340736766e-09,1.65298330578878e-09
1993,1.661762283333701e-09,5.539207426075166e-10
1994,4.2199412852994556e-09,5.274926606624319e-10
1995,3.253470381991974e-09,4.337960657352369e-09
1996,1.6014276571496566e-09,1.067618438099771e-09
1997,1.917957792585412e-09,9.58978896292706e-10
1998,4.768129224785866e-10,9.536258449571733e-10
1999,9.140402323914998e-10,3.1991407301035224e-09
2000,3.5344251969604557e-09,3.5344251969604557e-09
2001,8.762423564512289e-10,2.190605918883648e-09
2002,2.1906108038649563e-09,3.504977197366088e-09
2003,3.7502307925763034e-09,1.6667691671301554e-09
2004,8.809582507929292e-10,2.2023955992267474e-09
2005,4.5037495954858286e-10,4.053374524914943e-09
2006,4.529678854225949e-09,2.0589450144825605e-09
2007,1.5977917877663117e-09,3.1955835755326234e-09
2008,4.6831836186811415e-09,3.405951742863067e-09
2009,2.860915504498962e-09,2.384096253749135e-09
2010,2.3618964561933353e-09,1.4171379625338432e-09
2011,7.64794394481072e-10,3.82397197240536e-10
2012,2.7234021704458655e-09,4.765953853791416e-09
2013,2.5102124823206395e-09,5.29933741333366e-09
2014,3.897801192920269e-09,4.330890313042346e-09
2015,2.881548111233201e-09,5.54143841924315e-09
2016,2.4856081637381067e-09,7.042556315894899e-09
2017,1.2578056374223934e-09,3.5218559180094644e-09
2018,3.872199894061623e-09,4.130346731301415e-09
2019,1.7856913725466939e-09,3.826481798085979e-09
