year,est_VERB aux_ADP,est_VERB chaud_ADJ
1903,3.3616370274103247e-06,3.25093253650266e-07
1904,3.131794073851779e-06,2.9667930334653647e-07
1905,3.177995495207142e-06,3.3544932875884115e-07
1906,2.9393870590865845e-06,3.302566540241969e-07
1907,3.257991238569957e-06,3.0085632829468523e-07
1908,3.281790213804925e-06,3.285719287760003e-07
1909,3.1944211968948366e-06,3.7681738263017905e-07
1910,3.1097613373276545e-06,3.7943470942991553e-07
1911,2.9788775464112405e-06,3.8147081227180024e-07
1912,3.142843752357294e-06,3.063139786263491e-07
1913,3.0874005005898653e-06,3.208308783086977e-07
1914,3.2767165976110846e-06,3.82384058639218e-07
1915,3.5907762594433734e-06,2.650671433457319e-07
1916,3.45116177413729e-06,3.7796868923578586e-07
1917,3.7790298392792465e-06,3.651819326933037e-07
1918,3.8088824112492148e-06,3.078348811413889e-07
1919,3.213539002899779e-06,3.2872017641238926e-07
1920,3.3090652777900686e-06,3.104615018401091e-07
1921,3.2161458420887357e-06,3.483463899556227e-07
1922,3.274327809776878e-06,3.703723621129029e-07
1923,3.14019735014881e-06,2.983081515139929e-07
1924,3.385340505701606e-06,3.5580882240537903e-07
1925,3.1245822356140707e-06,3.5414132071309723e-07
1926,3.060729568460374e-06,3.4553028172013e-07
1927,3.1139784368861e-06,4.0025716430136526e-07
1928,2.7239682367508067e-06,3.4278124871889304e-07
1929,3.133796326437732e-06,3.2084369649965083e-07
1930,3.0040305318834726e-06,3.382160400633438e-07
1931,3.0714625154359965e-06,3.239121326714667e-07
1932,2.972226411657175e-06,2.849479585620429e-07
1933,2.9250188617879758e-06,3.154432022256515e-07
1934,3.2062707759905607e-06,4.193553024833818e-07
1935,2.8843564905400854e-06,3.494739075904363e-07
1936,2.6468251235201024e-06,3.140301032544812e-07
1937,2.6151751626457553e-06,2.908548424329638e-07
1938,2.8536437639559153e-06,3.552468683665211e-07
1939,2.759046765277162e-06,3.089398319389147e-07
1940,2.6752509256766643e-06,3.1190128879643453e-07
1941,3.282070792920422e-06,3.571318245576549e-07
1942,2.891603799071163e-06,3.246606468110258e-07
1943,3.1413005672220606e-06,4.58711156170466e-07
1944,3.081445584030007e-06,3.148922473883431e-07
1945,3.269934495619964e-06,5.163054765944253e-07
1946,3.1044062325236155e-06,3.6194870745021035e-07
1947,3.1983697681425838e-06,3.623944735409168e-07
1948,2.986507524838089e-06,3.5333636105860933e-07
1949,2.7899936867470387e-06,3.485037893824483e-07
1950,2.955566969831125e-06,2.9566305670414295e-07
1951,2.983060312544694e-06,3.9447186850338767e-07
1952,2.6425277610542253e-06,3.0896276825842506e-07
1953,2.8626059247471858e-06,3.6523275070976524e-07
1954,2.835012764990097e-06,3.0392587291316886e-07
1955,2.793156909319805e-06,2.5622708221817447e-07
1956,2.878848817999824e-06,2.8082075687052566e-07
1957,2.718541054491652e-06,3.092263227699732e-07
1958,2.5734948394529056e-06,2.796018350181839e-07
1959,2.884053174057044e-06,3.077046812904882e-07
1960,2.8126266897743335e-06,3.2943165706456057e-07
1961,2.9758966775261797e-06,2.952967577130039e-07
1962,2.8716378892568173e-06,3.240739658849634e-07
1963,2.8411836865416262e-06,2.7998009954899317e-07
1964,2.7797650545835495e-06,3.6564648553394363e-07
1965,2.7797980237664888e-06,2.8399904294929e-07
1966,2.7429498459241586e-06,2.763998168120452e-07
1967,2.7945141027885256e-06,3.72733381936996e-07
1968,2.9930795335531e-06,3.265259351792338e-07
1969,2.6755494673125213e-06,2.5751765519999026e-07
1970,2.7486578346724855e-06,3.2329037935596716e-07
1971,2.7598332508205203e-06,2.548645170463715e-07
1972,2.831327947205864e-06,2.6112448381354625e-07
1973,2.800156153170974e-06,3.2693299090169603e-07
1974,2.5461338282184443e-06,2.6102651418113965e-07
1975,2.550747012719512e-06,2.558743119607243e-07
1976,2.665360398168559e-06,2.2911243036105589e-07
1977,2.615755647639162e-06,2.2743145677850407e-07
1978,2.7748501452151686e-06,2.6732661240203015e-07
1979,2.783783656923333e-06,2.586572236396023e-07
1980,2.6811171665030997e-06,2.677705879250425e-07
1981,2.735167527134763e-06,2.675707548860373e-07
1982,2.685986146389041e-06,3.0540911666321335e-07
1983,2.815999323502183e-06,2.652432726790721e-07
1984,2.7046576178690884e-06,3.514199136134266e-07
1985,2.749110080912942e-06,2.743094569268578e-07
1986,2.8665629088209243e-06,3.776525829835009e-07
1987,2.887971959353308e-06,2.1510075498554215e-07
1988,2.8993338219152065e-06,3.669890986657265e-07
1989,2.8291269700275734e-06,2.2556181988875323e-07
1990,2.9755083232885227e-06,2.8006064667351893e-07
1991,3.0632018024334684e-06,2.444230915443768e-07
1992,2.905393557739444e-06,3.074548828863044e-07
1993,2.9867405828554183e-06,2.586809841886861e-07
1994,3.0114556466287468e-06,2.7904360422326135e-07
1995,3.0175938263710123e-06,2.8142520136498206e-07
1996,3.171360503984033e-06,2.829188758823875e-07
1997,3.095104375461233e-06,2.963244867260073e-07
1998,3.2680757158232154e-06,2.4746591975599586e-07
1999,3.0556363981304457e-06,3.075745382830064e-07
2000,3.135035058221547e-06,2.9026466563664144e-07
2001,3.0449421046796488e-06,2.852168847766734e-07
2002,3.076931761825108e-06,2.9617058316944167e-07
2003,3.0226858598325634e-06,3.2168645702768117e-07
2004,3.074544338232954e-06,3.030496316114295e-07
2005,3.08596918330295e-06,3.13911357352481e-07
2006,3.144832589896396e-06,3.183128853834205e-07
2007,3.1628287615603767e-06,3.115694084954157e-07
2008,3.28972373608849e-06,3.68694287544713e-07
2009,3.2566754271101672e-06,3.847931395739579e-07
2010,3.270281922596041e-06,4.03884314437164e-07
2011,3.497787247397355e-06,5.147066417521273e-07
2012,3.2942953112069517e-06,5.770208417743561e-07
2013,3.132187430310296e-06,5.201717954150809e-07
2014,3.3648852877377067e-06,6.048088607712998e-07
2015,3.197853402525652e-06,5.982536777082714e-07
2016,3.276031520726974e-06,6.448081535381789e-07
2017,3.4398469779262086e-06,6.125513323240739e-07
2018,3.172106289639487e-06,6.817653570578841e-07
2019,3.2004693366616266e-06,6.533079499604355e-07
