year,soit_VERB aux_ADP,soit_VERB chaud_ADJ
1947,6.353824346660986e-07,8.344609447874518e-09
1948,5.90343518069858e-07,9.784699273041042e-09
1949,7.186050083873852e-07,1.3743811422273211e-08
1950,6.838537274234113e-07,1.595304155443955e-08
1951,6.183612981658371e-07,1.5992101864981123e-08
1952,6.579957698704675e-07,1.2653764258629963e-08
1953,6.345784413497313e-07,1.4005975934594517e-08
1954,6.254423396967468e-07,1.3681550115052232e-08
1955,6.110030881245621e-07,1.3139850985055546e-08
1956,6.218173780325742e-07,1.0465369904011368e-08
1957,6.325886943159276e-07,1.501956425897788e-08
1958,6.750150873813254e-07,8.272243334772611e-09
1959,6.076586487324676e-07,1.3176271629333769e-08
1960,6.865466843919421e-07,9.689166802218097e-09
1961,5.912883693781623e-07,1.111705483225478e-08
1962,6.849313081147557e-07,1.585489073363533e-08
1963,6.666500667051878e-07,1.6165133231993423e-08
1964,6.692364991067734e-07,2.1902286206909594e-08
1965,6.052080152585404e-07,1.2038495533772675e-08
1966,6.253615651985456e-07,1.2185964237687585e-08
1967,6.044591600584681e-07,1.4791006641701188e-08
1968,6.579924161087547e-07,1.9313088017725022e-08
1969,6.789928193029482e-07,1.090021850558287e-08
1970,6.525590947603632e-07,2.0694262303777577e-08
1971,6.171215432004828e-07,1.4387513402880359e-08
1972,5.612380391539773e-07,8.721249500354133e-09
1973,5.584875566455594e-07,1.598829157956061e-08
1974,6.131872964942886e-07,9.563471792262135e-09
1975,5.654365509144554e-07,1.1422960355389478e-08
1976,5.833510954289522e-07,1.199840671262109e-08
1977,5.923795924900332e-07,9.990529292736028e-09
1978,5.679205514752539e-07,1.485147826940647e-08
1979,5.758341785622179e-07,1.2289143924704149e-08
1980,5.469115080813935e-07,5.6851505725319385e-09
1981,5.313461883815762e-07,1.4548763971333756e-08
1982,5.655034556184546e-07,8.690503427999374e-09
1983,5.538532263926754e-07,1.0736036948344463e-08
1984,5.996174650135799e-07,2.145633182237816e-08
1985,5.347831120161572e-07,7.218669662023558e-09
1986,5.472965085573378e-07,1.1988970705090196e-08
1987,5.243080636319064e-07,6.110816741511371e-09
1988,5.27097085978312e-07,1.0793796967334401e-08
1989,5.724111247218389e-07,6.585746614717891e-09
1990,5.148975219526619e-07,1.0897301727652575e-08
1991,4.993968332200893e-07,1.0550637696837839e-08
1992,4.958949944011692e-07,1.7080827419135858e-08
1993,5.001904241908051e-07,1.4955860550003308e-08
1994,4.990080810785003e-07,1.0549853435293244e-08
1995,4.918163085676497e-07,8.675921314704738e-09
1996,4.6921829266466375e-07,6.4057106285986265e-09
1997,5.049024025538529e-07,1.054876808126437e-08
1998,4.749056756736536e-07,1.1920323395031573e-08
1999,4.821562242796062e-07,1.4624643718263997e-08
2000,4.837744427277357e-07,7.068850393920911e-09
2001,4.4644548324868083e-07,1.1829271784336015e-08
2002,4.911349265057652e-07,9.63868718173444e-09
2003,4.766959875723842e-07,9.58392298855415e-09
2004,5.118367312206829e-07,5.726228824443069e-09
2005,4.3371107949496945e-07,1.0358624180639708e-08
2006,4.682040923853492e-07,1.1941880373456115e-08
2007,4.2141758171965193e-07,1.6377365241737607e-08
2008,4.057339992868947e-07,2.299017509699297e-08
2009,4.172168530658382e-07,1.9549588614609092e-08
2010,4.208899611057859e-07,3.3066552163063534e-08
2011,4.1222418190045573e-07,2.0267052036615496e-08
2012,3.6834015304521017e-07,2.6212745751763578e-08
2013,3.793209941704845e-07,2.621777461797592e-08
2014,3.6076318110644934e-07,2.8800421603136783e-08
2015,3.663999166292342e-07,3.3026974932681696e-08
2016,3.8485498521367845e-07,2.6720286427917017e-08
2017,3.5369495776649273e-07,3.320607078194371e-08
2018,3.247484983148752e-07,3.5624239558273985e-08
2019,3.349447013079043e-07,3.7499521710060435e-08
