year,tout_ADV aux_ADP,tout_ADV chauds_ADJ
1882,9.317538740560849e-09,1.9966155395678697e-09
1883,1.7694148368718743e-08,5.0554711528150165e-09
1884,1.5183903023796574e-08,1.0562715146988921e-08
1885,1.9336907297606842e-08,5.80107206715752e-09
1886,2.9685934488377086e-08,5.162771099520569e-09
1887,1.9586773314372863e-08,5.223139698529167e-09
1888,2.282621380800265e-08,8.242799331981132e-09
1889,2.3181006780781388e-08,6.265136853755848e-09
1890,2.7528422652522977e-08,1.3108772733971819e-08
1891,4.015758514608336e-08,2.5496880162734215e-09
1892,1.0029619579299265e-08,1.5044429702015805e-08
1893,4.495644057023185e-08,3.695050043717174e-09
1894,2.7726772211522643e-08,8.192000855444803e-09
1895,1.504653623918273e-08,7.824199066419624e-09
1896,2.0639601361338578e-08,1.1204354777305525e-08
1897,2.447219638046505e-08,4.661370844871726e-09
1898,3.3384293551819155e-08,2.26334195829736e-09
1899,2.9296165493519766e-08,7.185851913504848e-09
1900,2.4917055641004993e-08,3.633737311048435e-09
1901,2.3472702948001967e-08,1.2854099118442264e-08
1902,2.7497589982772297e-08,4.910283735171106e-09
1903,2.2680925582108102e-08,5.400220270956879e-09
1904,1.289910045443321e-08,5.912087708281888e-09
1905,1.9610884915977067e-08,4.1286072338664326e-09
1906,3.961021910470208e-08,1.18316245689698e-08
1907,1.8514236144184792e-08,6.1714118260169926e-09
1908,2.504808493952737e-08,7.858222517143076e-09
1909,3.685658933605396e-08,8.801573692096554e-09
1910,3.580580942852407e-08,1.2825961626106164e-08
1911,1.4897048039586025e-08,1.0108711201439746e-08
1912,2.5005222337171062e-08,5.2094213387476884e-09
1913,2.91664441487427e-08,2.6514948014977335e-09
1914,3.080502031238552e-08,5.357394972094198e-09
1915,2.238344798399794e-08,7.068456930880984e-09
1916,3.076489463182952e-08,4.394984820521586e-09
1917,2.19328495365545e-08,1.973956464951243e-08
1918,1.8378202071289707e-08,4.594550517822427e-09
1919,1.2890987832747669e-08,2.762354434082681e-08
1920,2.1959472462640406e-08,1.2115570768855832e-08
1921,1.5145495135815423e-08,3.7863738810983705e-09
1922,1.8444839211539943e-08,9.591316185719734e-09
1923,1.0615948120573648e-08,1.6985516992917837e-08
1924,1.4180787211159895e-08,1.2891624656674594e-08
1925,1.5397448649423495e-08,9.898360353588487e-09
1926,1.7833821530643945e-08,1.2260752413340015e-08
1927,1.5608915049369898e-08,4.4596899506643695e-09
1928,3.0850310528407476e-08,5.713020723163709e-09
1929,1.4482528065684619e-08,4.4561625500705304e-09
1930,1.470504518152893e-08,3.1510811737689437e-09
1931,1.1405356659111021e-08,9.124285327288817e-09
1932,8.767629289252454e-09,8.767629289252454e-09
1933,1.720599263066447e-08,1.1470662641954732e-08
1934,2.2765002327673756e-08,9.585264137967897e-09
1935,1.3165112555668657e-08,4.787313656606784e-09
1936,1.2124714565686645e-08,1.091224355320719e-08
1937,1.2591118370153254e-08,6.295559185076627e-09
1938,1.1668693011834819e-08,7.779128452511941e-09
1939,7.647025235257843e-09,3.058810094103137e-09
1940,2.0286263113789005e-08,5.0715658339584024e-09
1941,1.4757512545315876e-08,8.854508237732261e-09
1942,3.034211704111556e-08,0.0
1943,1.1612940831184915e-08,8.709705845433291e-09
1944,9.639558484764166e-09,1.6065930807940276e-08
1945,0.0,1.742803235060819e-08
1946,1.8097434661967782e-08,1.3921104269343232e-08
1947,1.90733930871545e-08,4.7683483828109274e-09
1948,1.7395020535104777e-08,2.174377566888097e-09
1949,9.817008539414473e-09,9.817008539414473e-09
1950,1.9143649998554224e-08,4.2541445921528975e-09
1951,2.0256663124662566e-08,6.396841278899501e-09
1952,2.1089607837865287e-09,9.490323193972472e-09
1953,3.232148326759443e-09,1.0773827163745864e-08
1954,8.795282724349818e-09,0.0
1955,1.595553378308523e-08,1.407841132561316e-08
1956,8.72114114258693e-09,6.976913269340912e-09
1957,1.7670075402875796e-09,7.068030161150318e-09
1958,4.136121722897457e-09,6.617794756635931e-09
1959,1.7826720766223048e-08,6.200598257066758e-09
1960,8.997083578154985e-09,5.536666680683311e-09
1961,4.168895617606694e-09,9.03260666262895e-09
1962,8.244543381330516e-09,1.0781326054143392e-08
1963,5.819448034571906e-09,1.2932106496776896e-09
1964,1.0342746104008427e-08,1.2167936880302932e-08
1965,9.302474013317408e-09,9.849678406226303e-09
1966,1.1078149952936656e-08,8.308612464702492e-09
1967,1.0846737952263652e-08,4.930335695263466e-09
1968,2.200793763895703e-08,8.533690198930799e-09
1969,1.362527324300089e-08,4.087581828571274e-09
1970,1.1036939723263473e-08,5.058597540852361e-09
1971,1.2332153964678128e-08,6.166076982339064e-09
1972,1.846852804021637e-08,3.5911027485013847e-09
1973,1.1026407453762488e-08,4.410563025913916e-09
1974,6.750685843659454e-09,1.6876715580593782e-09
1975,5.140332159925265e-09,3.4268881066168433e-09
1976,6.2848797277581525e-09,5.713526984862938e-09
1977,1.2928920378740827e-08,5.289103821581875e-09
1978,1.1287123458103565e-08,5.346532105932056e-09
1979,7.022368020415115e-09,8.192762912528906e-09
1980,6.253665585376211e-09,9.096241093686785e-09
1981,2.5302198669585607e-09,6.325549417596221e-09
1982,9.9320033308814e-09,1.1173503899897241e-08
1983,1.0736036948344463e-08,7.57837881337764e-09
1984,1.159801704675445e-08,1.0438215625185876e-08
1985,6.015558162708601e-09,5.414002135495366e-09
1986,1.019062523255343e-08,8.392279760016663e-09
1987,8.555143982125202e-09,5.49973533381376e-09
1988,4.797243047249822e-09,8.395175221664886e-09
1989,8.780995486290522e-09,7.683371272548811e-09
1990,1.3621627825699534e-08,8.172976073694826e-09
1991,5.275318626374315e-09,4.68917216167597e-09
1992,8.26491608485469e-09,6.61193322315512e-09
1993,1.0524493831987058e-08,8.308811416668505e-09
1994,4.2199412852994556e-09,4.747434001473039e-09
1995,4.337960657352369e-09,7.591431483433553e-09
1996,9.074756723848054e-09,1.014237493990322e-08
1997,5.753873377756236e-09,6.233362714880286e-09
1998,9.536258005482523e-09,8.10582001520288e-09
1999,6.398281821029528e-09,1.3253583119876566e-08
2000,4.859834756842929e-09,3.97622823555821e-09
2001,6.571817756650944e-09,7.448059946568719e-09
2002,1.0076809331405201e-08,5.257465574004527e-09
2003,5.000307390368164e-09,5.8336921959778465e-09
2004,5.285749615779878e-09,7.928623979580607e-09
2005,3.15262471684008e-09,5.854874363109275e-09
2006,5.353256837814513e-09,1.4000825387938676e-08
2007,7.988958827809256e-09,9.98619853476157e-09
2008,6.811903568992861e-09,1.3198063086861112e-08
2009,4.76819250749827e-09,2.2410505451375684e-08
2010,7.085689812669216e-09,1.747803501928047e-08
2011,2.6767803251726008e-09,2.0649448373433188e-08
2012,8.170206733382201e-09,2.2808492872172792e-08
2013,4.7415126269712005e-09,2.2034088331679413e-08
2014,4.3308902714089825e-09,2.14379074492399e-08
2015,9.309616411101729e-09,2.3052384889865607e-08
2016,1.3877977989018575e-08,2.4856079861024227e-08
2017,5.0312225496895735e-09,2.3143623906207722e-08
2018,5.6792268665617485e-09,2.6072813241739823e-08
2019,6.632568272380013e-09,2.3724185282958388e-08
