year,grand_ADJ chantier_NOUN
1999,4.1908745895824495e-07
2000,3.9629742687452563e-07
2001,3.728411244185992e-07
2002,3.912430874830619e-07
2003,4.1835905373321935e-07
2004,4.105265326848073e-07
2005,3.625518423255869e-07
2006,3.8090482112895785e-07
2007,3.830705708196547e-07
2008,3.214366913750766e-07
2009,3.342502852277107e-07
2010,2.706733304158604e-07
2011,2.8029713983190874e-07
2012,3.033189299173067e-07
2013,2.0472177986174955e-07
2014,1.825470250516048e-07
2015,1.7111962072324793e-07
2016,1.5721470725260644e-07
2017,1.80117764592147e-07
2018,1.8070266305514338e-07
2019,1.622428225100947e-07
