year,fut_VERB au_ADP,fut_VERB chaud_ADJ
1852,3.1836566449783277e-06,1.6276363368206148e-08
1853,3.7384293136710767e-06,1.6124216628554677e-08
1854,4.004298716608901e-06,1.1430461910322265e-08
1855,3.5322973417351022e-06,9.021793090369101e-09
1856,3.337733915032004e-06,8.28350277259915e-09
1857,3.8344255699485075e-06,2.9777204701986193e-08
1858,3.8102161852293648e-06,1.6002320535335457e-07
1859,3.701500872921315e-06,3.5645213447565993e-09
1860,3.3797925880207913e-06,1.2358396972445007e-08
1861,3.1474341994908173e-06,1.650587222457034e-08
1862,3.61890693056921e-06,3.6143890103090826e-09
1863,3.5042260151385562e-06,5.9935452156878455e-09
1864,3.1645204217056744e-06,1.2466292886870178e-08
1865,3.2853772609087173e-06,1.6003271596787272e-08
1866,3.559195874913712e-06,6.811858188626729e-09
1867,3.0635799248557305e-06,1.747012134956094e-08
1868,3.3067517506424338e-06,4.93987406535723e-10
1869,3.272934463893762e-06,2.3440891894210836e-08
1870,3.4708198199950857e-06,3.268407766654491e-08
1871,2.8316057978372555e-06,2.0180236148803488e-08
1872,2.7231169497099472e-06,2.660829245826335e-08
1873,2.912191121140495e-06,5.387403856360606e-09
1874,2.8917108920722967e-06,4.779687312606029e-09
1875,3.110794295935193e-06,1.0870901512305409e-08
1876,2.9758484743069857e-06,1.813804439976252e-09
1877,2.845633844117401e-06,1.0514186854493346e-08
1878,2.8456186100811465e-06,6.039088784604019e-09
1879,3.0265596251410898e-06,1.1607718342077078e-08
1880,3.052327656405396e-06,7.701415505323439e-09
1881,2.7415899239713326e-06,4.8807553554297556e-09
1882,2.5703097890072968e-06,7.986462158271479e-09
1883,2.6636014354153303e-06,7.58320695126713e-09
1884,2.7278210836811922e-06,3.9610181801208455e-09
1885,2.609837792988401e-06,9.023890079618013e-09
1886,2.5084614208026323e-06,3.2267319927115068e-09
1887,2.258354925288586e-06,4.570247291724172e-09
1888,2.5673148229543585e-06,1.2047167707862627e-08
1889,2.304317376911058e-06,9.397704836544563e-09
1890,2.13410817195836e-06,5.243509182406569e-09
1891,2.245000359835103e-06,1.5935549768641977e-08
1892,2.166397962355404e-06,8.775916882086676e-09
1893,2.4073249278444564e-06,6.774258043407144e-09
1894,2.3511042854806874e-06,1.3233232287745977e-08
1895,2.4230942017311463e-06,1.1435367319734269e-08
1896,2.167158072552411e-06,2.181900704556483e-08
1897,2.148309249605518e-06,6.992056267307589e-09
1898,2.2407084543374367e-06,1.0185038590293516e-08
1899,2.3818336103431648e-06,6.633094074004475e-09
1900,2.3063848857418634e-06,4.671947717582725e-09
1901,2.2321423784887884e-06,2.235495566438317e-09
1902,1.9042080339204404e-06,4.419255628107521e-09
1903,2.105545945596532e-06,4.860198465905796e-09
1904,2.0445074824237963e-06,5.912087708281888e-09
1905,2.1422310965135694e-06,4.1286072338664326e-09
1906,2.095740683216718e-06,7.201858220895474e-09
1907,2.120394356097677e-06,1.0799970695529737e-08
1908,2.2813401301391423e-06,3.929111258571538e-09
1909,2.346169594602543e-06,7.151278680339601e-09
1910,2.2295796497928677e-06,1.068830179917768e-08
1911,2.269671540489071e-06,6.384448969498635e-09
1912,2.24526047531981e-06,1.3023552902780011e-08
1913,2.3317245450016344e-06,7.954484182448596e-09
1914,2.1898351860727416e-06,8.036092680185902e-09
1915,1.9450037598289782e-06,8.246533234057551e-09
1916,2.10629650609917e-06,2.0876177231343718e-08
1917,2.138452828148729e-06,4.276905585243185e-08
1918,2.091669102810556e-06,1.033773866510046e-08
1919,2.066241222564713e-06,5.524709134618888e-09
1920,2.2277506559476024e-06,6.057785384427916e-09
1921,2.0537290765787475e-06,6.058197943303867e-09
1922,2.1086138985992875e-06,5.164555005876537e-09
1923,2.0870954813290155e-06,2.1231896241147297e-08
1924,2.1993112113705138e-06,2.0626599095407983e-08
1925,2.1424450551421614e-06,1.2097995494286806e-08
1926,2.2359154172590934e-06,1.0031524944054127e-08
1927,2.3680954654992092e-06,8.919379901328739e-09
1928,2.121815896316548e-06,1.82816659588525e-08
1929,2.4753983325354056e-06,1.893869061575515e-08
1930,2.2099582110968186e-06,1.2604324695075775e-08
1931,2.055245204246603e-06,1.710803587684495e-08
1932,2.184235654567601e-06,1.6439305028370654e-08
1933,2.1312489479896612e-06,1.8353059516584835e-08
1934,2.0093109469598858e-06,1.5576054224197833e-08
1935,1.9460430848994292e-06,1.196828414151696e-08
1936,1.9023676713914028e-06,8.487299751891442e-09
1937,1.8735584035312058e-06,8.813782592653752e-09
1938,1.8138334780815057e-06,6.482607339819424e-09
1939,1.8459918464941438e-06,7.647025235257843e-09
1940,1.9195877030142583e-06,2.5357829169792012e-09
1941,1.8328830719838152e-06,2.9515025978810172e-09
1942,1.8265955077367835e-06,6.068423541449874e-09
1943,2.0903294171148445e-06,5.806470415592457e-09
1944,2.2331644231599057e-06,1.6065930807940276e-08
1945,2.280893795614247e-06,1.3071024262956144e-08
1946,2.0450102056202013e-06,6.960552134671616e-09
1947,2.1600617401418276e-06,8.344609447874518e-09
1948,2.125454102497315e-06,1.7395020535104777e-08
1949,1.7709883195493603e-06,1.1780409536754632e-08
1950,1.8526799294704688e-06,3.190608444114673e-09
1951,1.9702270037669223e-06,9.595261474260042e-09
1952,1.9982403500762302e-06,1.4762725264461096e-08
1953,1.8789554587783641e-06,4.3095309543161875e-09
1954,1.7551475366417435e-06,4.886268278880834e-09
1955,1.6922250551942852e-06,3.754243138587299e-09
1956,1.584631377227197e-06,6.976913269340912e-09
1957,1.895115588013141e-06,5.301022731885041e-09
1958,1.83643805939937e-06,6.617794756635931e-09
1959,1.6013044614737737e-06,7.750747599288843e-09
1960,1.865856688709755e-06,8.997083078554624e-09
1961,1.766916852830036e-06,2.08444772553662e-09
1962,1.8841952851289534e-06,7.610347907416326e-09
1963,1.8240735926156049e-06,1.2285501505004959e-08
1964,1.735756200105243e-06,9.734349326606662e-09
1965,1.9480473838484613e-06,1.4774516721161035e-08
1966,1.9336910099809757e-06,5.539074976468328e-09
1967,2.1555426883423934e-06,3.944268467392931e-09
1968,2.1284820377331926e-06,4.491415683816058e-09
1969,1.8480412791177514e-06,4.541757636644661e-09
1970,1.705207182567392e-06,5.978342709767048e-09
1971,1.673062229201605e-06,6.679916619845017e-09
1972,1.6365167994081276e-06,4.104117490300041e-09
1973,1.56630119363399e-06,3.859242703185828e-09
1974,1.4300203474704176e-06,9.563471792262135e-09
1975,1.5335324405896245e-06,2.2845920710778955e-09
1976,1.532367946310842e-06,5.142174241967723e-09
1977,1.438048570889805e-06,2.3507127355770763e-09
1978,1.6520784811291378e-06,7.128709622605811e-09
1979,1.5642324342479696e-06,3.5111840102075575e-09
1980,1.577060743329639e-06,6.822181042309694e-09
1981,1.4953599247746752e-06,7.590659656386833e-09
1982,1.6344353070962825e-06,5.586751949948621e-09
1983,1.4853623042654363e-06,6.315316269933646e-09
1984,1.4671491044282448e-06,6.958810416790584e-09
1985,1.5014833252280368e-06,7.218669662023558e-09
1986,1.5735524812043877e-06,1.7983456945813714e-09
1987,1.5002054851720459e-06,6.721898593298192e-09
1988,1.508133323113725e-06,1.0194141530917022e-08
1989,1.5690541204094188e-06,5.488121956886971e-09
1990,1.5288915165001526e-06,1.3621627381610324e-08
1991,1.480019932387222e-06,3.5168792322792797e-09
1992,1.6166176237675245e-06,6.060938417817852e-09
1993,1.6490220104969922e-06,3.877445031719162e-09
1994,1.5007166211944423e-06,4.2199412852994556e-09
1995,1.6701148979336722e-06,3.253470381991974e-09
1996,1.6366590216421173e-06,3.736664311304594e-09
1997,1.5348457509389846e-06,7.192341833217597e-09
1998,1.5424898265337106e-06,6.198567881199324e-09
1999,1.5237051229632925e-06,3.1991407301035224e-09
2000,1.5052232811285648e-06,3.97622823555821e-09
2001,1.5255379821610404e-06,3.943090742808408e-09
2002,1.6780078340161708e-06,6.571832411594869e-09
2003,1.538427909508755e-06,8.333845613606172e-09
2004,1.632415660424158e-06,6.607186797680242e-09
2005,1.6911579905354301e-06,4.053374524914943e-09
2006,1.6413908952017664e-06,7.823991232669414e-09
2007,1.7244167338503757e-06,3.1955835755326234e-09
2008,1.8038772395811975e-06,5.108927503272298e-09
2009,1.8409991753287613e-06,1.0490023072406984e-08
2010,1.8871553493227111e-06,7.085689368580006e-09
2011,2.176604766646051e-06,8.412738061736036e-09
2012,2.3850193429098e-06,1.7021264397953928e-08
2013,2.4159401164070005e-06,1.5340187786705428e-08
2014,2.6006996449723374e-06,9.094869746206768e-09
2015,2.6842728857445763e-06,1.5294370214746777e-08
2016,2.84539987660537e-06,1.4706514228635115e-08
2017,2.3005266029940685e-06,1.2074934829797712e-08
2018,2.5866295345622348e-06,1.626323964387666e-08
2019,2.5787935555854347e-06,9.183556137770665e-09
