year,eurent_VERB assez_ADV,eurent_VERB chassé_VERB
1844,1.7508510552488588e-07,4.7750482679020934e-08
1845,1.1160455670733427e-07,3.236532108985557e-08
1846,1.6802418656425289e-07,2.5759806732139623e-08
1847,1.6449331496914965e-07,1.5101026207275936e-08
1848,1.5607730574629386e-07,2.735375304041554e-08
1849,9.049767868418712e-08,2.513824526317876e-08
1850,1.262753244191117e-07,2.851378333446064e-08
1851,1.1931462040593033e-07,1.805842941848823e-08
1852,1.0416872697760482e-07,2.7344290387532055e-08
1853,1.6004777592115715e-07,2.5679307569248522e-08
1854,1.4703729789289355e-07,1.8704392701351935e-08
1855,1.363882802252192e-07,2.2819829581521844e-08
1856,1.289120064029703e-07,3.572260709461261e-08
1857,1.2887184652754513e-07,1.610898081594314e-08
1858,1.1010771316932733e-07,7.34051397444091e-09
1859,1.3901633622026566e-07,2.6988518087023294e-08
1860,1.3914639396261919e-07,1.2816115280145368e-08
1861,1.362913479852068e-07,1.650587222457034e-08
1862,1.0707627495776251e-07,1.2650361647104091e-08
1863,1.4634238709732017e-07,7.991393324857654e-09
1864,9.637403053375238e-08,1.102787461348953e-08
1865,1.0872810207729344e-07,2.871175119878444e-08
1866,1.3721027869451063e-07,1.702964524952222e-08
1867,1.1209994710270621e-07,1.8925964795357686e-08
1868,7.805000734606438e-08,7.903798504571569e-09
1869,1.0792577143092785e-07,1.8069020057964735e-08
1870,1.0435968533784035e-07,1.7202147262196377e-08
1871,9.240424247991541e-08,4.248470908407853e-09
1872,9.312902449210014e-08,2.3584624031514068e-08
1873,1.0295927665993077e-07,1.7359413462259e-08
1874,8.304706966555386e-08,6.572069999322139e-09
1875,9.841026837875688e-08,6.865832347102696e-09
1876,8.222580305528027e-08,6.650616057868319e-09
1877,9.462768701951063e-08,1.2988113695655557e-08
1878,1.008527803492143e-07,6.6429977074733415e-09
1879,1.2707396024325135e-07,1.221865097988939e-08
1880,9.947661538944885e-08,1.0268554007097919e-08
1881,6.763332294212887e-08,4.8807553554297556e-09
1882,7.121261802467416e-08,7.320923423037584e-09
1883,8.720687816321515e-08,5.687405213450347e-09
1884,7.988053596363898e-08,5.941527270181268e-09
1885,7.799219048365558e-08,4.511945039809007e-09
1886,9.809264867044476e-08,2.0005737511041843e-08
1887,6.398346386049525e-08,8.48760173255414e-09
1888,4.375024076352929e-08,1.2047167707862627e-08
1889,4.9494580878217675e-08,6.891650361495749e-09
1890,6.751017878059429e-08,9.176140736144589e-09
1891,7.075384189647593e-08,6.3742202627281586e-09
1892,3.8864776286118285e-08,3.761107425503951e-09
1893,5.049901474762919e-08,1.539604177480669e-08
1894,8.255016581415475e-08,6.301539290376468e-09
1895,6.801034402315054e-08,8.426059849853118e-09
1896,5.5432071377481407e-08,2.948514543632541e-09
1897,5.535378022614168e-08,1.981082675683865e-08
1898,6.393941021087812e-08,2.26334195829736e-09
1899,5.7486815308038786e-08,4.9748205555033564e-09
1900,5.6582479146527476e-08,9.863001082521805e-09
1901,4.191554126009578e-08,3.353243460679778e-09
1902,4.468358127951433e-08,7.856454153909453e-09
1903,4.860198288270112e-08,1.3500550899436803e-08
1904,5.320879026271541e-08,6.449550227216605e-09
1905,4.902721073563043e-08,3.096455536422127e-09
1906,6.790323681116206e-08,7.201858220895474e-09
1907,6.994267209847749e-08,4.6285588695127444e-09
1908,4.7640472899956876e-08,8.840499887696751e-09
1909,6.656190265630357e-08,1.0451868703853506e-08
1910,6.19921465272455e-08,8.550641084070776e-09
1911,6.544060227042792e-08,1.5429085564733214e-08
1912,4.428008182344456e-08,3.646594803896619e-09
1913,4.1363318104004065e-08,9.545381374209683e-09
1914,5.960101745472457e-08,8.705766774141921e-09
1915,5.5369582696584985e-08,1.5314990164938536e-08
1916,3.4061130804730055e-08,1.538244731591476e-08
1917,4.0575770299255964e-08,1.6449636319748606e-08
1918,6.202643021424592e-08,1.378365155346728e-08
1919,4.511845830279526e-08,2.3940405213807026e-08
1920,3.710393414735336e-08,1.1358347151713133e-08
1921,4.8465583546430935e-08,5.300923255902035e-09
1922,4.352981974875547e-08,1.1066902949607993e-08
1923,7.537322943562685e-08,6.369568872344189e-09
1924,5.1566498626698376e-08,3.867487219366694e-09
1925,5.939016034517408e-08,7.698724324711748e-09
1926,6.13037585139864e-08,1.1146138456652466e-09
1927,5.2401357919507063e-08,7.804457524684949e-09
1928,3.313552099371009e-08,7.998228745975666e-09
1929,6.127223173280072e-08,4.4561625500705304e-09
1930,4.8316575629314684e-08,4.201441416995522e-09
1931,4.676196141417677e-08,1.3686427990933225e-08
1932,4.603005265835236e-08,7.6716757391182e-09
1933,5.047091278242988e-08,4.588264879146209e-09
1934,3.2350264689284813e-08,4.7926320689839486e-09
1935,5.0266791618014395e-08,1.0771455727365264e-08
1936,4.364897421282876e-08,4.849885826274658e-09
1937,2.2664012888640173e-08,1.0072894518486919e-08
1938,4.537825049055755e-08,1.2965214457594243e-09
1939,3.211750509990452e-08,1.2235240376412548e-08
1940,6.085878823114399e-08,7.607348528892999e-09
1941,3.5418032950929046e-08,2.9515025978810172e-09
1942,3.3376331032286544e-08,9.102635090130207e-09
1943,5.2258233296242906e-08,0.0
1944,4.819779064746399e-08,9.639558484764166e-09
1945,6.753362669087437e-08,8.714016175304096e-09
1946,4.733175273941015e-08,1.1136883415474585e-08
1947,6.07964452115084e-08,1.1920871401116528e-08
1948,4.022598432129598e-08,9.784699273041042e-09
1949,4.908504180889395e-08,5.890204768377316e-09
1950,5.317680873417885e-08,6.381216888229346e-09
1951,5.970385075215745e-08,1.8124383771578323e-08
1952,3.690681538159879e-08,2.1089607837865287e-09
1953,2.9089333608567358e-08,6.464296653518886e-09
1954,3.420387528763058e-08,5.863521668203475e-09
1955,2.9095383879962355e-08,9.385607846468247e-09
1956,5.5815306154727296e-08,1.0465369904011368e-08
1957,5.03597163969971e-08,7.951533653738352e-09
1958,4.6324561964183886e-08,1.6544486891589827e-09
1959,3.100299039715537e-08,1.007597205671118e-08
1960,3.391208380776334e-08,2.7683333403416555e-09
1961,3.960450811746341e-08,1.667558180429296e-08
1962,4.122271590745186e-08,1.4586500007851555e-08
1963,4.7202188824257973e-08,1.4225316924409981e-08
1964,5.658090529436777e-08,6.6923653285755336e-09
1965,4.54179591713455e-08,7.660860390501512e-09
1966,5.81602854765606e-08,9.416426749453422e-09
1967,5.571279260152551e-08,8.381570104631919e-09
1968,4.177016776907294e-08,8.982831367632116e-09
1969,4.5871754394966047e-08,9.537691525451919e-09
1970,3.449043717296263e-08,5.518470125309705e-09
1971,4.3162540208641076e-08,1.3359833239690033e-08
1972,4.514529194921124e-08,9.234264020108185e-09
1973,4.190034985640523e-08,8.269805285010534e-09
1974,2.5877628928583363e-08,5.06301445213353e-09
1975,2.8557401776652114e-08,1.7134440533084216e-09
1976,3.028169359708954e-08,6.2848797277581525e-09
1977,3.2322301279918975e-08,2.938390863960194e-09
1978,4.099008066305032e-08,7.128709622605811e-09
1979,4.213420723431227e-08,1.0533551808578068e-08
1980,3.2973872521324665e-08,5.6851505725319385e-09
1981,4.364629191400127e-08,5.69299452024552e-09
1982,2.9796010991844923e-08,5.586751949948621e-09
1983,3.4734238596456635e-08,5.68378455412244e-09
1984,3.421414973558967e-08,5.799008384599347e-09
1985,2.285912081845254e-08,2.4062232206745193e-09
1986,3.476801424540099e-08,1.1988970927134801e-09
1987,2.9943002743948455e-08,6.110816741511371e-09
1988,2.818380373525997e-08,4.797243047249822e-09
1989,2.798942233539492e-08,7.134558721588746e-09
1990,3.160217687536715e-08,2.724325431913144e-09
1991,3.165191131415668e-08,5.2753188484189195e-09
1992,4.1324582866764104e-08,3.856960972825618e-09
1993,3.10195602537533e-08,2.2156829704300662e-09
1994,3.112206670152773e-08,1.002236071911966e-08
1995,2.8738989854559804e-08,5.964695848348356e-09
1996,2.4021414191111035e-08,4.804283193493575e-09
1997,3.212579358091716e-08,3.835915585170824e-09
1998,2.765514928171342e-08,6.198567881199324e-09
1999,3.793266856177979e-08,4.570201106446348e-09
2000,2.1206551181762734e-08,3.092622158362701e-09
2001,2.2344179839706158e-08,8.324302136486494e-09
2002,2.4534839937473407e-08,7.448076377869484e-09
2003,2.8335076507346457e-08,3.7502307925763034e-09
2004,2.7309706496225772e-08,5.726228824443069e-09
2005,1.8915748967174295e-08,4.954124666056714e-09
2006,3.3354908168803377e-08,2.8825228870488218e-09
2007,2.9559148018165615e-08,5.991719120856942e-09
2008,2.0435710013089192e-08,5.108927503272298e-09
2009,3.099325240896178e-08,4.291373478793048e-09
2010,2.3146585093059002e-08,3.7790344187271785e-09
2011,3.097417433650662e-08,1.529588788962144e-09
2012,3.540422710557323e-08,5.446804340891731e-09
2013,3.7932100127591184e-08,7.80955033974351e-09
2014,5.630157318137208e-08,5.846701789380404e-09
2015,3.657349267882637e-08,5.54143841924315e-09
2016,5.095496646845277e-08,6.006886099640951e-09
2017,3.2954506679061524e-08,5.7859059765519305e-09
2018,3.975458895411066e-08,4.64663996169179e-09
2019,5.050955920182787e-08,7.397864543179367e-09
