year,tout_ADV armé_VERB,tout_ADV charmé_VERB
1865,1.9156856612134732e-07,3.2006543193574544e-08
1866,2.7539369834572724e-07,3.5518973540149545e-08
1867,2.8486003067484944e-07,1.358787216076962e-08
1868,2.8404274576843136e-07,1.5807597009143137e-08
1869,2.729887240704443e-07,8.790334127262156e-09
1870,2.735141229059934e-07,1.6055337059839303e-08
1871,2.5915673518284166e-07,1.0621177048975028e-08
1872,2.3100836255007806e-07,2.5398825931333135e-08
1873,1.9454515154393448e-07,4.788803575905831e-09
1874,2.4615389654369935e-07,8.961913433580548e-09
1875,2.208509499723732e-07,5.149374260327022e-09
1876,2.1826113538736536e-07,1.0278225381910033e-08
1877,2.0657284904856965e-07,1.6699003069220453e-08
1878,1.6667884933374566e-07,1.5701630218245555e-08
1879,2.0099680497764894e-07,1.0385853066452455e-08
1880,1.8290862158210075e-07,5.134277225593564e-09
1881,1.8477144664297285e-07,1.8825771164188154e-08
1882,1.6106031508478225e-07,1.3976308999019693e-08
1883,1.8262889511788671e-07,1.2638677659992936e-08
1884,1.3533479137350923e-07,4.621187876807653e-09
1885,1.3084640582139428e-07,5.801072289202125e-09
1886,1.8392371825548537e-07,1.0325542421085743e-08
1887,1.4037188278415158e-07,7.1818171409887555e-09
1888,1.4076164545073766e-07,1.268122939990235e-08
1889,1.5913447182214213e-07,2.192797943223468e-08
1890,1.3174317514685896e-07,1.9663159989136147e-09
1891,1.3258377862257475e-07,1.4023284311548423e-08
1892,1.3790727471096886e-07,1.0029619579299265e-08
1893,1.1331486171606286e-07,7.390100087434348e-09
1894,1.3044186975008643e-07,1.827446460822557e-08
1895,1.4745605270150008e-07,6.6204757231957956e-09
1896,1.5863008190342143e-07,1.1204354777305525e-08
1897,1.2935304605221631e-07,4.078699600285063e-09
1898,1.0298205854741838e-07,7.355861253444118e-09
1899,1.2547603311929834e-07,5.527578395003729e-09
1900,9.447716786681326e-08,8.305684695564253e-09
1901,1.307764847524595e-07,5.029864968975062e-09
1902,1.006608181253199e-07,9.820568025453724e-09
1903,9.828401226208427e-08,3.2401321625741275e-09
1904,1.0802996541769971e-07,1.3436562973367927e-08
1905,1.2643859292893467e-07,5.676835002077496e-09
1906,1.1522973042410456e-07,2.572092316910357e-09
1907,9.205689543989592e-08,7.71426478252124e-09
1908,9.429867198207376e-08,6.384805573134145e-09
1909,1.2707272389889113e-07,9.351672047852588e-09
1910,1.1329599447496008e-07,1.4963622230190765e-08
1911,1.4471417564276834e-07,5.3203743632934675e-09
1912,1.0991879006994054e-07,1.146072631241779e-08
1913,1.1454457649051619e-07,9.015082902408267e-09
1914,9.91118085380549e-08,6.696743604095445e-09
1915,8.599955947374838e-08,0.0
1916,1.0877587275359701e-07,0.0
1917,1.1295416868506436e-07,0.0
1918,9.763419939190499e-08,1.1486376294556067e-08
1919,7.550435970893332e-08,3.6831394045755417e-09
1920,1.1812681810496883e-07,9.086678076641874e-09
1921,6.891200104996997e-08,7.572747762196741e-09
1922,1.3944297494461466e-07,4.426761179843197e-09
1923,2.0807258183097588e-07,1.2739137744688378e-08
1924,1.418078738879558e-07,1.5469949654622894e-08
1925,1.253792247801755e-07,1.0998178368026856e-08
1926,1.2818058758856665e-07,7.802296586589819e-09
1927,1.0926240312514324e-07,1.5608915049369898e-08
1928,9.597874850442167e-08,5.713020723163709e-09
1929,1.325708365307321e-07,1.1140405931087116e-08
1930,1.2499288004619302e-07,5.2518016602221e-09
1931,1.1975625113791466e-07,1.9389106320488736e-08
1932,7.123698964051073e-08,8.767629289252454e-09
1933,8.832410003378754e-08,3.4411986593596566e-09
1934,9.10600128634087e-08,4.7926320689839486e-09
1935,1.0891138657598276e-07,3.590485242455088e-09
1936,8.608547386046439e-08,0.0
1937,8.310137644684801e-08,0.0
1938,1.413208394751564e-07,3.8895642262559704e-09
1939,9.329370609378884e-08,1.5294050470515685e-09
1940,1.1157444901321867e-07,2.5357829169792012e-09
1941,1.1806010036252701e-07,2.9515025978810172e-09
1942,9.102635090130207e-08,0.0
1943,1.1322617154974068e-07,2.9032352077962287e-09
1944,1.4138018400444707e-07,0.0
1945,1.2635323365373097e-07,4.357008087652048e-09
1946,1.1136883415474585e-07,5.568441707737293e-09
1947,1.1920871179071924e-07,1.1920871401116528e-08
1948,1.2502671609126992e-07,2.391815279167986e-08
1949,1.1780410202888447e-07,4.908504269707237e-09
1950,1.3825969347180944e-07,8.5082894063504e-09
1951,9.915103760249622e-08,2.1322803078760444e-08
1952,1.0650251880406358e-07,0.0
1953,7.002988100524021e-08,4.3095309543161875e-09
1954,1.1238416508518867e-07,9.772536113672459e-10
1955,6.006789021739678e-08,6.569925492527773e-09
1956,9.15719837735196e-08,2.616342476002842e-09
1957,1.033699433827806e-07,8.835037701437898e-10
1958,9.513080101442029e-08,8.272243334772611e-09
1959,9.61092703199995e-08,5.425523585955716e-09
1960,1.1350166367884995e-07,8.997083078554624e-09
1961,9.102088432966227e-08,4.16889545107324e-09
1962,1.3127849884941867e-07,3.805173953708163e-09
1963,8.85849276155426e-08,1.2932106496776896e-09
1964,1.0586104592924528e-07,1.0951143103454797e-08
1965,1.2147936567785678e-07,6.0192477668863376e-09
1966,1.2241355440423263e-07,2.215629901769489e-09
1967,1.5234736849834007e-07,2.465167847631733e-09
1968,1.2665792409327636e-07,8.08454847511797e-09
1969,1.1399811938872517e-07,4.087581939593576e-09
1970,1.2416557099159675e-07,6.438215072179787e-09
1971,1.1201706617836038e-07,7.193756701440179e-09
1972,1.0824609830706322e-07,6.156176013405457e-09
1973,9.648106358284281e-08,7.718485406371656e-09
1974,1.0238540193441281e-07,2.812785782069227e-09
1975,9.766630792995556e-08,6.282628195464213e-09
1976,8.684560781624384e-08,2.285410749536254e-09
1977,9.931761013604046e-08,2.3507127355770763e-09
1978,1.3247518992898222e-07,4.752473081737207e-09
1979,1.0709111397666504e-07,5.851973128301324e-09
1980,9.096240916051102e-08,1.7055452605774235e-09
1981,1.0373901182525458e-07,1.2651099057237047e-09
1982,1.0863128818705547e-07,3.7245013739806154e-09
1983,8.904595949488225e-08,1.2630632539867293e-08
1984,1.026424527594827e-07,1.739702604197646e-09
1985,1.1309249259294774e-07,4.812446441349039e-09
1986,8.39227985438562e-08,2.997242676272549e-09
1987,1.0266172267847651e-07,3.666490056009053e-09
1988,9.114761917450309e-08,4.797242936227519e-09
1989,1.0811600825721968e-07,2.1952488715726304e-09
1990,8.990273969722296e-08,4.358920779878872e-09
1991,1.2602149834783916e-07,1.7584396161396398e-09
1992,1.0248496196130219e-07,4.407955389584828e-09
1993,1.4734291164941737e-07,2.7696036575264316e-09
1994,7.279398767101597e-08,2.1099706426497278e-09
1995,9.489288732567047e-08,2.1689803286761844e-09
1996,1.0889708246253349e-07,1.067618438099771e-09
1997,8.630809944509821e-08,1.917957792585412e-09
1998,9.107127008078919e-08,5.2449422582867555e-09
1999,1.0191548743820888e-07,3.1991407301035224e-09
2000,8.570981291367019e-08,2.2090157481002848e-09
2001,1.1040653954963453e-07,1.3143635069212678e-09
2002,9.419626267881398e-08,2.6287327870022636e-09
2003,7.083768754911901e-08,3.7502307925763034e-09
2004,8.016720176584613e-08,1.3214374039449694e-09
2005,7.701411552929471e-08,1.8014998381943315e-09
2006,9.965293368274786e-08,8.235779835885637e-10
2007,9.466916567335559e-08,3.5950314947186257e-09
2008,8.940623014153104e-08,1.2772318758180745e-09
2009,8.058245293263155e-08,0.0
2010,5.574075939707157e-08,4.723793023408973e-10
2011,4.28284846476501e-08,1.1471915639660324e-09
2012,7.080845987328388e-08,2.0425516000788235e-09
2013,8.227919090497693e-08,3.068037435216553e-09
2014,7.687330305650164e-08,1.4291938299493268e-08
2015,9.464776806744624e-08,8.201329393386914e-09
2016,1.0936675631789683e-07,9.321030308706568e-09
2017,6.012310937997256e-08,2.515611413622665e-09
2018,6.685998832356432e-08,3.0977600484760615e-09
2019,8.188670808095821e-08,1.7091618786935214e-08
