year,auraient_VERB assez_ADV,auraient_VERB chassé_VERB
1898,4.0740154361174064e-08,6.224190496340043e-09
1899,2.9296165493519766e-08,2.7637891975018647e-09
1900,1.8168686111152965e-08,8.30568502863116e-09
1901,4.191554126009578e-08,7.824234593556412e-09
1902,2.1114219705964388e-08,3.437198747846537e-09
1903,2.6461078661554893e-08,1.1340462791054051e-08
1904,2.364835083312755e-08,6.987012746151322e-09
1905,3.251278357652154e-08,1.7546581076999246e-08
1906,3.446603713541663e-08,1.388929860013377e-08
1907,2.1599941391059474e-08,1.7485668024619372e-08
1908,2.161011281032188e-08,2.9468334439286537e-09
1909,1.7603147384193107e-08,4.400786846048277e-09
1910,2.2979847358328698e-08,3.740905363258662e-09
1911,3.085817112946643e-08,7.980561100850991e-09
1912,1.3544495303108306e-08,8.856016364688912e-09
1913,2.333315407554437e-08,6.363587878865928e-09
1914,2.4108278040557707e-08,6.696743604095445e-09
1915,1.0602685840410686e-08,2.3561523843085297e-09
1916,4.1752354462687435e-08,5.493730803607377e-09
1917,4.276905585243185e-08,8.773139548168274e-09
1918,2.6418664589300533e-08,1.1486376294556067e-08
1919,2.4861190439651182e-08,7.366278698128781e-09
1920,1.590168707821249e-08,9.843901693784574e-09
1921,2.196096815509918e-08,3.0290989716519334e-09
1922,2.7298360905092522e-08,1.4755870969551665e-09
1923,1.8047112249064412e-08,3.1847844361720945e-09
1924,2.4494086758863887e-08,0.0
1925,2.5295809891190402e-08,8.798542339150117e-09
1926,1.671920735191179e-08,7.802296586589819e-09
1927,4.3481975353643065e-08,1.3379070296082318e-08
1928,2.170947865920425e-08,7.998228745975666e-09
1929,3.0079096546842266e-08,6.684243825105796e-09
1930,2.6259009189288918e-08,1.3654684494213143e-08
1931,1.4826963656844327e-08,5.7026783295555106e-09
1932,2.082311922890767e-08,1.0959536389520963e-08
1933,2.523545639121494e-08,1.3764794637438627e-08
1934,3.2350264689284813e-08,4.7926320689839486e-09
1935,2.154291145473053e-08,4.787313656606784e-09
1936,3.273672888326473e-08,8.487299751891442e-09
1937,1.888667711114067e-08,8.813782592653752e-09
1938,2.463390735840676e-08,1.4261735792331365e-08
1939,3.5176316970364496e-08,1.3764645423464117e-08
1940,1.2678914806940611e-08,1.5214697057785997e-08
1941,1.7709016475464523e-08,0.0
1942,2.1239483061208375e-08,9.102635090130207e-09
1943,1.7419411690866582e-08,1.1612940831184915e-08
1944,1.6065930807940276e-08,6.4263723231761105e-09
1945,1.5249527862692958e-08,1.3071024262956144e-08
1946,4.037120149291695e-08,4.1763312808029696e-09
1947,2.26496545963073e-08,2.3841741914054637e-09
1948,2.391815279167986e-08,1.6307831529616124e-08
1949,2.4542520904446974e-08,7.853606653895895e-09
1950,1.2762433776458693e-08,1.1698897850465073e-08
1951,2.4521224162299404e-08,7.462981344019681e-09
1952,7.381362632230548e-09,8.435843135146115e-09
1953,2.3702419582605216e-08,8.619061908632375e-09
1954,8.795282724349818e-09,8.795282724349818e-09
1955,1.595553378308523e-08,9.385607846468247e-10
1956,1.831439710997529e-08,4.360570571293465e-09
1957,1.8553580005686854e-08,9.718541527092839e-09
1958,3.060729980575161e-08,6.617794756635931e-09
1959,1.9376869886400527e-08,6.200598257066758e-09
1960,1.038124963770315e-08,1.1073333361366622e-08
1961,1.320150300188061e-08,1.181187059273725e-08
1962,1.2049716779927166e-08,8.8787386332001e-09
1963,2.0044765847160306e-08,5.1728425987107585e-09
1964,2.5552667537454e-08,7.300761772910391e-09
1965,1.3680108601477059e-08,7.1136563306595235e-09
1966,2.76953731059848e-08,1.2185964237687585e-08
1967,2.021437595089992e-08,8.381570104631919e-09
1968,1.527081394669949e-08,9.431973424511852e-09
1969,1.544197658631674e-08,8.175163657142548e-09
1970,2.989171221656761e-08,8.277704743875347e-09
1971,2.3122789016838396e-08,4.1107179882260425e-09
1972,2.0007572487656944e-08,5.643161493651405e-09
1973,1.3783009400469837e-08,1.1026407342740185e-08
1974,1.2938814464291681e-08,5.625571564138454e-09
1975,1.2565256390928425e-08,9.709516746170266e-09
1976,1.199840671262109e-08,7.427584769459372e-09
1977,1.9981058585472056e-08,7.052138428775834e-09
1978,1.4257419245211622e-08,7.72276909088987e-09
1979,1.580032815695631e-08,6.437170796402825e-09
1980,2.1603572264439208e-08,1.0801786132219604e-08
1981,1.2651098835192442e-08,7.590659656386833e-09
1982,9.932003663948308e-09,8.690503427999374e-09
1983,2.3366668600033336e-08,5.052252838311233e-09
1984,1.4497521405587577e-08,1.6237223121606803e-08
1985,1.804667348892508e-08,6.617113967877231e-09
1986,1.498621315931814e-08,1.3787316177626963e-08
1987,1.649920555735207e-08,1.2832715334809564e-08
1988,1.739000587974715e-08,1.0194141530917022e-08
1989,9.329808037250586e-09,6.585746614717891e-09
1990,1.3076762783725826e-08,1.089730194969718e-09
1991,1.641210189973208e-08,7.033758464558559e-09
1992,8.815910668147353e-09,1.1019888335184191e-09
1993,2.049506697687775e-08,4.4313659408601325e-09
1994,1.6879765141197822e-08,4.747434001473039e-09
1995,2.0063067651676647e-08,9.21816667442954e-09
1996,9.60856638698715e-09,9.074756945892659e-09
1997,1.006927874414032e-08,9.58978851883785e-09
1998,1.0966696883940585e-08,5.2449422582867555e-09
1999,1.279656292041409e-08,6.398281460207045e-09
2000,1.3695897749244068e-08,7.95245647111642e-09
2001,1.0514908055370142e-08,8.324302136486494e-09
2002,1.445803121669087e-08,8.324320788233308e-09
2003,1.0833999475323708e-08,1.0000615446870142e-08
2004,1.5416770082765652e-08,7.928623979580607e-09
2005,1.4411998705554652e-08,4.053374524914943e-09
2006,1.6471560115860484e-08,5.7650457740976435e-09
2007,1.5179022483380322e-08,7.988958827809256e-09
2008,2.086145478585877e-08,7.2376473703172906e-09
2009,1.2397300963584712e-08,4.76819250749827e-09
2010,1.8895171649546683e-08,6.140930874920514e-09
2011,1.6825476123472072e-08,9.942326961720482e-09
2012,1.974466634635519e-08,7.829781267787439e-09
2013,2.4823213706781644e-08,5.578249862026041e-09
2014,2.425298539776577e-08,9.094869746206768e-09
2015,2.881547978006438e-08,8.86630147078904e-09
2016,3.7491254545329866e-08,8.285359953674742e-09
2017,2.2388940479345365e-08,7.54683426862357e-09
2018,2.6589107804397827e-08,4.3884935685412074e-09
2019,3.086695343768042e-08,6.12237061048404e-09
