year,grand_ADJ an_NOUN,grand_ADJ chant_NOUN
1880,5.134277225593564e-09,7.701415727368044e-09
1881,3.486253785656146e-09,7.669758161910067e-09
1882,3.3276925659464496e-09,3.3276925659464496e-09
1883,4.423537314224291e-09,3.1596695260205365e-09
1884,6.601696966868076e-09,1.0562715146988921e-08
1885,3.2228177904158883e-09,6.445635691854079e-10
1886,6.453463874400711e-10,9.034849313138693e-09
1887,1.3057849246322917e-09,0.0
1888,1.9021844099853524e-09,3.1703073499755874e-09
1889,1.8795409673089125e-09,8.771191495338115e-09
1890,4.588070479094597e-09,3.9326319978272295e-09
1891,6.374220040683554e-10,3.187110020341777e-09
1892,8.14906586654729e-09,5.014809900671935e-09
1893,1.2316833108982905e-09,6.774258043407144e-09
1894,1.8904617871129403e-09,3.150769645188234e-09
1895,4.213030146971164e-09,6.018614495673091e-09
1896,5.89702897624278e-09,9.435246750566506e-09
1897,4.078699378240458e-09,2.913356778044829e-09
1898,2.8291773368493978e-09,1.584339415217073e-08
1899,4.4220627160029835e-09,7.185851913504848e-09
1900,5.191053142894475e-10,1.5573159428683425e-09
1901,0.0,1.676621730339889e-09
1902,1.4730851538580225e-09,1.1293653123800595e-08
1903,3.2401321625741275e-09,1.2420506401156217e-08
1904,1.0749250378694342e-09,4.837162670412454e-09
1905,4.128607289377584e-09,4.644683138099737e-09
1906,3.0865107691901983e-09,9.259531807970234e-09
1907,1.028568674676933e-09,1.3885677496716653e-08
1908,2.4556945366072114e-09,2.9468334439286537e-09
1909,2.750491778780173e-09,1.1001967115120692e-09
1910,2.2979847136284093e-08,1.2291546447329438e-08
1911,3.1922244847493175e-09,9.576673565270255e-09
1912,2.6047105583515417e-09,3.542406501466644e-08
1913,3.8181524719682614e-08,9.545381152165078e-09
1914,2.6786975415582504e-09,2.1429580443488305e-08
1915,1.1780761921542648e-09,2.3561524287174507e-08
1916,6.592477230782379e-09,1.3184954461564757e-08
1917,5.483212106582869e-09,2.6319419199616334e-08
1918,4.594550517822427e-09,3.44591288836682e-09
1919,2.762354567309444e-09,1.3811772170413406e-08
1920,3.786115865267448e-09,1.0601124866838063e-08
1921,2.27182422873895e-09,1.741731875393171e-08
1922,3.688967686876765e-09,1.696925183702902e-08
1923,2.1231896241147297e-09,1.8047112249064412e-08
1924,3.867487330388997e-09,3.867487397002378e-08
1925,2.1996355847875293e-09,1.6497267552040284e-08
1926,2.229227691330493e-09,2.1177663400706592e-08
1927,2.2298449753321847e-09,2.2298449753321847e-09
1928,3.4278123672848437e-09,1.2568645457733396e-08
1929,3.342121912552898e-09,1.1140405931087116e-08
1930,2.100720708497761e-09,7.352522590764465e-09
1931,5.7026783295555106e-09,6.843213995466613e-09
1932,3.287861094491973e-09,2.1919073223131136e-09
1933,5.735331320977366e-09,2.2941324395731044e-09
1934,1.1981580172459871e-09,1.0783422155213884e-08
1935,1.196828414151696e-09,9.574627313213568e-09
1936,3.6374143697059935e-09,7.63857030960935e-08
1937,0.0,6.295559185076627e-09
1938,1.2965214457594243e-09,1.9447821131279852e-08
1939,1.5294050470515685e-09,2.2941076593951948e-08
1940,0.0,2.2822046474857416e-08
1941,0.0,2.9515025090631752e-08
1942,3.034211770724937e-09,2.4273693721710288e-08
1943,2.9032352077962287e-09,2.0322646676618206e-08
1944,0.0,6.42637232317611e-08
1945,2.178504043826024e-09,2.6142048525912287e-08
1946,0.0,3.062642850437669e-08
1947,1.1920870957027319e-09,1.6689218895749036e-08
1948,1.0871887834440486e-09,1.087188805648509e-08
1949,1.9634016634739737e-09,1.6688913584417264e-08
1950,5.317680740191122e-09,1.0635361036293034e-08
1951,3.198420528427448e-09,1.1727541604500402e-08
1952,2.1089607837865287e-09,1.370824520563474e-08
1953,2.1547654771580937e-09,2.2625037843226892e-08
1954,1.9545072227344917e-09,2.052232517257835e-08
1955,6.569925492527773e-09,2.7218263642936336e-08
1956,1.744228317335228e-09,2.616342564820684e-08
1957,3.534015080575159e-09,1.767007518083119e-08
1958,3.3088974338291166e-09,1.8198935691771112e-08
1959,3.100299128533379e-09,2.4802393028267034e-08
1960,1.3841666701708277e-09,5.121416690734293e-08
1961,4.863711433600315e-09,2.7792636803081194e-08
1962,1.2683912808952869e-09,2.2831043722248978e-08
1963,4.526237273871914e-09,2.4571001677742288e-08
1964,6.083968329129164e-10,2.7986255035639118e-08
1965,1.0944086747954884e-09,1.586892572902343e-08
1966,2.215629901769489e-09,1.8278947022665193e-08
1967,7.888537101319315e-09,3.9442685562107727e-08
1968,8.982831700699023e-10,3.233819256820425e-08
1969,1.3625273131978588e-09,2.997560230588725e-08
1970,1.3796175035718505e-09,4.0008908547273236e-08
1971,7.70759622792383e-09,4.6759418115271956e-08
1972,1.5390440588625154e-09,1.0362896885052209e-07
1973,8.269805618077442e-09,5.9542599406547936e-08
1974,2.250228725575454e-09,6.525662987755254e-08
1975,1.7134440533084216e-09,4.0551507929365016e-08
1976,2.8567633814091664e-09,3.9423335040922325e-08
1977,1.7630346071939584e-09,1.5220865368092973e-07
1978,4.752473081737207e-09,7.128709678116962e-08
1979,2.3407893401383717e-09,7.72460496678562e-08
1980,2.2740602734216964e-09,8.186616873295804e-08
1981,4.427884781055269e-09,5.8195055496756964e-08
1982,3.103751144983846e-09,5.090151700137824e-08
1983,1.8945948143667124e-09,7.957298242544653e-08
1984,2.319603453759811e-09,9.568364361944859e-08
1985,3.0077789148208467e-09,6.316336120804067e-08
1986,8.39227959348321e-09,1.0130680427877792e-07
1987,7.94406213033838e-09,7.760737547046759e-08
1988,2.9982769045311386e-09,5.996553981146846e-08
1989,4.390497743145261e-09,5.762528332287076e-08
1990,3.269190584909154e-09,6.919786582626486e-08
1991,3.5168792322792797e-09,7.150987529902508e-08
1992,5.5099441120809445e-09,1.1736180927091056e-07
1993,2.769603768548734e-09,1.5731349289893615e-07
1994,5.8024192117756e-09,1.271257332735587e-07
1995,3.253470381991974e-09,5.639348710229086e-08
1996,3.736664311304594e-09,5.604996644592575e-08
1997,3.835915696193126e-09,8.630810144349965e-08
1998,4.29131630230728e-09,8.773357729197073e-08
1999,3.6561608462992723e-09,7.906447696548469e-08
2000,4.418031274155965e-09,1.0514914983161816e-07
2001,3.943090687297257e-09,6.878502678553389e-08
2002,5.25746568502683e-09,5.783212297938434e-08
2003,3.7502307925763034e-09,6.54206900319032e-08
2004,1.761916529341434e-09,7.311953612032518e-08
2005,3.1526246058177776e-09,7.160961734697935e-08
2006,2.470733950765691e-09,8.688747710206002e-08
2007,1.5977917877663117e-09,6.31127748396132e-08
2008,6.3861594623570994e-09,7.705966023618949e-08
2009,9.53638501499654e-10,7.629108011997232e-08
2010,0.0,5.7157894250980945e-08
2011,3.82397197240536e-10,3.3268556909327174e-08
2012,6.808505426114664e-10,3.097869999413305e-08
2013,8.367375126105969e-10,2.2313000447304887e-08
2014,1.5158116567492996e-09,4.0060736450353573e-08
2015,6.649726186358507e-10,3.1918686374532435e-08
2016,2.0713400439298368e-10,5.21977696621434e-08
2017,0.0,2.0124890198758294e-08
2018,5.162933414126769e-10,2.065173387855168e-08
2019,5.1019755087367e-10,1.8877309215792337e-08
