year,avaient_VERB assez_ADV,avaient_VERB chassé_VERB
1862,2.557180209805665e-07,2.466820490099053e-07
1863,2.9318422889446083e-07,2.2825416579053126e-07
1864,2.857657932509028e-07,2.2774958097215858e-07
1865,2.762917574727908e-07,2.584057483545621e-07
1866,3.050739394439006e-07,2.9874863116674533e-07
1867,2.926245201706479e-07,2.1012674267240072e-07
1868,2.5341554987790005e-07,2.1389654136783065e-07
1869,2.5980321538554563e-07,1.9875922419032577e-07
1870,2.3910982349661936e-07,2.2305449931536714e-07
1871,3.823623728749226e-07,2.145477822068642e-07
1872,3.4469834986339265e-07,2.709207933548896e-07
1873,3.184554486779234e-07,2.0412275603121088e-07
1874,2.9992537520229234e-07,1.8162812409627804e-07
1875,3.106789279172517e-07,1.6706859184978384e-07
1876,2.4486359961883863e-07,1.571963821334066e-07
1877,3.0862230460115825e-07,2.387338895459834e-07
1878,2.2525800602579693e-07,1.4916548707333277e-07
1879,2.9324760930649063e-07,1.692283149168361e-07
1880,2.2462461402028566e-07,1.4055083852326788e-07
1881,2.0080821627743717e-07,1.7500994431429717e-07
1882,1.9034401077533403e-07,2.1164125030281866e-07
1883,2.515097037303349e-07,1.674624883207798e-07
1884,2.535051635277341e-07,1.7032378707426687e-07
1885,2.739395199569117e-07,1.6823109660890623e-07
1886,2.755629111561575e-07,1.6714471939849318e-07
1887,2.585454126347031e-07,1.1752064210668323e-07
1888,2.4918614371927106e-07,1.4837038975201722e-07
1889,2.280509789898133e-07,1.622670424694661e-07
1890,2.1498387070550962e-07,1.278105372648497e-07
1891,1.7592847711966897e-07,1.1983533454440476e-07
1892,2.25039599399679e-07,1.3289246680869837e-07
1893,2.2170299018853257e-07,1.250158589982675e-07
1894,2.3693787909451203e-07,1.3044186175648065e-07
1895,1.9620682678578305e-07,1.552802473270276e-07
1896,2.246768104896546e-07,1.261964257537329e-07
1897,1.6547866721339233e-07,1.1828228707599919e-07
1898,2.3538756011021178e-07,1.2165463658675435e-07
1899,2.006511010677059e-07,1.1884293371622334e-07
1900,1.8168685755881597e-07,1.640372744304841e-07
1901,2.1963744245567796e-07,1.2351112843589362e-07
1902,1.7480610381426231e-07,1.0409802086996933e-07
1903,1.9278786567156203e-07,9.450385363152236e-08
1904,2.12297692314678e-07,1.0158041874319679e-07
1905,2.4255567154796154e-07,1.4759770294858754e-07
1906,2.062817969772368e-07,9.876833928501583e-08
1907,2.1754227930159686e-07,1.0079973122856245e-07
1908,1.6846064454512089e-07,1.159087830160388e-07
1909,1.8043226646113908e-07,9.296662284441481e-08
1910,2.009400645874848e-07,1.2131222604239156e-07
1911,2.0909070030938892e-07,1.197084174009433e-07
1912,1.9014387930837984e-07,9.533241041026486e-08
1913,2.2272557487212907e-07,8.643873172786698e-08
1914,2.464401802626526e-07,1.1920203490944914e-07
1915,2.674233030575124e-07,1.3430069145670132e-07
1916,2.175517437308372e-07,1.373432780837902e-07
1917,1.831392921758379e-07,1.4695008587750635e-07
1918,2.0675477685472288e-07,1.229042254635715e-07
1919,2.3111699931632756e-07,1.2062281484759296e-07
1920,2.0975082293261949e-07,1.1131180599477375e-07
1921,1.6811499392588303e-07,1.0374664327628125e-07
1922,1.9920425131658703e-07,9.591315830448366e-08
1923,2.2081172801335924e-07,9.660512745313099e-08
1924,1.8692855974222766e-07,8.895220560134476e-08
1925,1.9246810722961527e-07,1.0668232874877503e-07
1926,2.1289125129442255e-07,1.2037828867050848e-07
1927,2.5197249442499015e-07,9.25385634786835e-08
1928,1.5653677110094577e-07,8.455270261720216e-08
1929,1.9941327877859294e-07,9.580749349424877e-08
1930,2.132231458062961e-07,1.1028783575284251e-07
1931,1.779235674348456e-07,1.0264820815564235e-07
1932,1.6548899850477028e-07,1.0192368904426985e-07
1933,1.9270711959507025e-07,1.1700075219778228e-07
1934,2.4202790882554837e-07,9.70508011732818e-08
1935,1.543908609846767e-07,7.061287732312849e-08
1936,1.7702083709991712e-07,1.0790996185505719e-07
1937,1.8131210310912138e-07,1.1332006266684402e-07
1938,1.8410604241125839e-07,9.334954143014329e-08
1939,2.0799907929358596e-07,9.023489866422096e-08
1940,1.6989746143281081e-07,1.1157445101162011e-07
1941,1.9184767552360427e-07,1.4167213180371618e-07
1942,2.2453167503044824e-07,9.102635090130207e-08
1943,2.438717672248458e-07,1.4225852851268428e-07
1944,1.8636480092482088e-07,1.317406344014671e-07
1945,2.810270132158621e-07,1.2635322832466045e-07
1946,2.2830610646451532e-07,1.0997672461598995e-07
1947,2.479541194588819e-07,1.001353169272079e-07
1948,1.9895554714821628e-07,9.893417995954223e-08
1949,2.0321206761764188e-07,8.049946842447753e-08
1950,1.8611882524055545e-07,7.232046073113452e-08
1951,2.24955570615748e-07,1.0021717855579482e-07
1952,1.8664303524928982e-07,9.173979265142407e-08
1953,1.6914908940179885e-07,1.088156551531938e-07
1954,1.8176916682932642e-07,6.547599440409613e-08
1955,1.7551086273215333e-07,7.508486277174597e-08
1956,1.7703916910249973e-07,7.500181453679033e-08
1957,2.1557491436396958e-07,1.0690395413348597e-07
1958,2.0763330610407138e-07,7.031407278645929e-08
1959,1.852428681559104e-07,7.750747954560211e-08
1960,1.674841740850752e-07,8.789458405544792e-08
1961,1.834314105053636e-07,8.129346440455265e-08
1962,2.1752910583927587e-07,8.117704197729836e-08
1963,2.1984581621836696e-07,8.082566438361027e-08
1964,1.8616943009419629e-07,1.0586104792764672e-07
1965,1.5759485449962085e-07,9.576076109851783e-08
1966,2.0882312412595638e-07,9.527208533199882e-08
1967,1.7502691207482712e-07,8.23366050894947e-08
1968,2.2906220920049236e-07,8.713346488775642e-08
1969,1.9257052485954773e-07,9.128932987323424e-08
1970,1.908470892431069e-07,9.05948809304391e-08
1971,2.0399437516971375e-07,7.758980302696727e-08
1972,1.780160943098963e-07,8.516043692452513e-08
1973,1.7531988305563573e-07,7.828749204463747e-08
1974,1.5864111446717288e-07,7.538265833773039e-08
1975,1.4735618947270268e-07,6.568202337575713e-08
1976,1.6169281025213422e-07,6.684826558966961e-08
1977,1.745404176745069e-07,8.697637099430722e-08
1978,1.6396032265220128e-07,7.782174549220144e-08
1979,1.7614439684621175e-07,6.905328575612657e-08
1980,1.637323379100053e-07,5.230338473438678e-08
1981,1.4295741834757791e-07,7.843681260055746e-08
1982,1.669818061600381e-07,9.187103700014632e-08
1983,1.7303966615145328e-07,6.567928778622445e-08
1984,1.3279729671467067e-07,6.436899724349132e-08
1985,1.47381172155292e-07,7.519447819959169e-08
1986,1.912240890078465e-07,6.833713683818132e-08
1987,1.6682530201705958e-07,6.844114608384189e-08
1988,1.8529351564211538e-07,6.476278002764957e-08
1989,1.640948568137901e-07,7.848014860201147e-08
1990,1.4874817111376615e-07,6.48389431034957e-08
1991,1.6998248497657187e-07,6.740685165596005e-08
1992,1.3829959755184973e-07,6.77723122066709e-08
1993,1.423576350134681e-07,6.702440913386454e-08
1994,1.6985264039703907e-07,7.595894402356862e-08
1995,1.4369494749644218e-07,7.86255398566027e-08
1996,1.3772277895895968e-07,8.647709393017067e-08
1997,1.323390819152337e-07,7.623881970175717e-08
1998,1.6116277379296662e-07,7.581325434102837e-08
1999,1.1973926916653e-07,6.718195777466462e-08
2000,1.7186142997616116e-07,7.113030875416371e-08
2001,1.4282750271377154e-07,6.87850274516677e-08
2002,1.4589467411951773e-07,7.710949745387552e-08
2003,1.7792760331758473e-07,1.0083953583261973e-07
2004,1.6253679291367007e-07,5.373845368694674e-08
2005,1.567304792615687e-07,7.566299586869718e-08
2006,1.7748105562986893e-07,7.412202052137218e-08
2007,1.633742101603275e-07,7.349841979475968e-08
2008,1.843471437723565e-07,8.21685830487695e-08
2009,1.6784036915851175e-07,9.441021120437654e-08
2010,2.0926403010435024e-07,8.786255278891986e-08
2011,2.1299523211837368e-07,1.0362963820398363e-07
2012,3.084252853113867e-07,1.2153182638030557e-07
2013,3.277222049291595e-07,1.1630651641780787e-07
2014,3.451719692293409e-07,1.450848259310078e-07
2015,3.114288347205729e-07,1.4673729253900092e-07
2016,3.3534996646267246e-07,1.5348629744948994e-07
2017,2.8828907261413406e-07,1.3206960147726932e-07
2018,3.1545522460874054e-07,1.277825987244796e-07
2019,2.933635983026761e-07,1.198964270088254e-07
