year,tout_DET ange_NOUN,tout_DET change_NOUN
1873,1.0774807879254666e-08,2.7176459038713574e-07
1874,1.792382742227261e-09,2.3539959670415556e-07
1875,1.1443054281912168e-09,1.9338762058396242e-07
1876,4.836811839936672e-09,3.016961294122211e-07
1877,1.2369631874342701e-08,2.60999234669157e-07
1878,3.6234531486378785e-09,2.602847253285745e-07
1879,1.832797580370027e-09,2.8041802657696735e-07
1880,3.2731015897624616e-08,2.714748905674469e-07
1881,6.9725074602899895e-09,2.761113062632603e-07
1882,3.3276925659464496e-09,2.3493510070693446e-07
1883,8.215140845369007e-09,2.3128780668457694e-07
1884,5.281357573494461e-09,2.337000779562004e-07
1885,3.2228178459270396e-09,2.1979617681466834e-07
1886,3.2267319372003556e-09,2.491037118801387e-07
1887,5.223139809551469e-09,2.089255888293451e-07
1888,9.510922271971367e-09,2.612333336315942e-07
1889,5.0121093386756854e-09,2.330630870517325e-07
1890,2.6217545912032847e-09,3.008463274056794e-07
1891,6.374219818638949e-09,1.9122660832593397e-07
1892,1.8805537127519756e-09,2.350692120955955e-07
1893,1.2316833108982905e-09,2.2539804067633895e-07
1894,1.2603078580752936e-09,2.129920275706354e-07
1895,4.213030146971164e-09,2.2810548738760872e-07
1896,1.7691086373616827e-09,2.3647086333511425e-07
1897,1.7480140668268973e-09,2.569580637157287e-07
1898,5.6583546736987955e-09,1.9521324468030343e-07
1899,6.080336234504102e-09,2.3160553119794258e-07
1900,2.5955265714472375e-09,2.4397949349719283e-07
1901,1.6766216748287377e-09,2.3752139988175713e-07
1902,9.820567692386817e-10,1.9837546627599068e-07
1903,2.7001101354784396e-09,2.511102472624316e-07
1904,1.0749250378694342e-09,2.483076890769098e-07
1905,5.160758931310738e-09,2.2552517009444273e-07
1906,0.0,2.4434876166878894e-07
1907,4.628558925023896e-09,2.7874210672962363e-07
1908,2.9468334439286537e-09,1.7975683519466656e-07
1909,1.1001967115120692e-09,2.2994110793206346e-07
1910,1.1757131712641922e-08,2.420900235833301e-07
1911,2.6601870706244313e-09,2.521857389581328e-07
1912,2.0837684910901544e-09,2.672433065953328e-07
1913,7.424185821669482e-09,2.391648301625082e-07
1914,1.3393487430235496e-09,2.8929932227583777e-07
1915,8.246533234057551e-09,1.7671142371611381e-07
1916,2.197492410260793e-09,2.0546553614053664e-07
1917,6.57985488317081e-09,2.423579736898773e-07
1918,1.1486376294556067e-09,2.2053842041458438e-07
1919,1.8415696745321952e-09,2.0625579821853535e-07
1920,3.786115865267448e-09,2.1808026851033446e-07
1921,7.572747429129834e-10,1.9386233596208058e-07
1922,4.426761179843197e-09,2.523253996855601e-07
1923,8.492758496458919e-09,2.9406176338397927e-07
1924,2.578324886925998e-09,2.861940551213138e-07
1925,5.499088961968823e-09,2.881522647157908e-07
1926,6.687682962969177e-09,2.3629812950787255e-07
1927,4.4596899506643695e-09,2.4082325822405437e-07
1928,7.998228745975666e-09,2.05668740704823e-07
1929,2.2280812750352652e-09,2.3729066001010324e-07
1930,8.402882833991043e-09,2.8674839080977677e-07
1931,4.5621426636444085e-09,2.2468553151355763e-07
1932,5.4797681947604815e-09,2.3782195057719946e-07
1933,0.0,2.3629564616101106e-07
1934,4.7926320689839486e-09,2.3723528563834861e-07
1935,0.0,2.1064180710794744e-07
1936,1.091224310911798e-08,2.9705551796155305e-07
1937,1.2591118148108649e-09,2.2160367496582012e-07
1938,1.4261736236420575e-08,2.385599469079125e-07
1939,7.647025235257843e-09,1.927050385930329e-07
1940,0.0,2.5104250589436106e-07
1941,0.0,2.272656947077678e-07
1942,4.24789639019707e-08,2.4880536919624774e-07
1943,8.709705623388686e-09,2.380652848188447e-07
1944,6.4263723231761105e-09,2.8276038221974886e-07
1945,8.714016175304096e-09,2.1349340162402086e-07
1946,1.1136883415474585e-08,2.881668486054423e-07
1947,3.5762612871081956e-09,3.123268115245992e-07
1948,5.435943917220243e-09,3.141975568610178e-07
1949,7.853606653895895e-09,2.0812057499597358e-07
1950,1.0635361258337639e-08,2.648205015276517e-07
1951,1.8124382883399903e-08,2.1855874088316796e-07
1952,4.2179215675730575e-09,2.319856835519829e-07
1953,7.54167928107563e-09,2.467206421385981e-07
1954,1.8567818393933067e-08,2.0815501677873272e-07
1955,6.569925492527773e-09,2.449643581314831e-07
1956,1.9186511490687508e-08,2.8430922505151557e-07
1957,7.951533764760654e-09,2.3589550757208144e-07
1958,1.8198935802793414e-08,2.705023556259789e-07
1959,6.200598368089061e-09,2.813521380318207e-07
1960,5.536666680683311e-09,2.726808361330768e-07
1961,9.727422756178328e-09,2.654196862295066e-07
1962,8.87873907728931e-09,2.708015394148333e-07
1963,1.2932106496776896e-09,3.0907733261642534e-07
1964,2.0685492652106063e-08,2.749953678105044e-07
1965,1.0396882133001384e-08,2.861878733995127e-07
1966,7.754704767215514e-09,2.614443328496918e-07
1967,6.902469817937629e-09,2.899037419012984e-07
1968,1.3025105716213403e-08,3.651521147673975e-07
1969,3.1792303789579535e-09,2.497966811176866e-07
1970,8.73757732833269e-09,2.74084014151299e-07
1971,1.490135292936401e-08,2.8980561150859785e-07
1972,9.23426424215279e-09,2.657416011686564e-07
1973,4.410563025913916e-09,2.9164846715445947e-07
1974,6.188128953699135e-09,2.6496442906420725e-07
1975,6.282628195464213e-09,2.6044349432652325e-07
1976,9.141642776100412e-09,3.005315036830325e-07
1977,6.46446002283696e-09,2.785594652721102e-07
1978,1.0099005298691566e-08,2.7801968016660794e-07
1979,2.9259866751729646e-09,2.8265030316276807e-07
1980,9.096240927153332e-09,2.9449079974597225e-07
1981,1.8976648696877874e-08,2.7895672438660313e-07
1982,1.3035754697909852e-08,3.2279012529556894e-07
1983,1.894594803264482e-08,2.715585871726489e-07
1984,1.5657322771645e-08,2.7197350505048234e-07
1985,1.0226448576844405e-08,2.863405548225728e-07
1986,1.318786796433713e-08,3.093154425926059e-07
1987,1.8332450779645626e-08,2.5482106380536607e-07
1988,1.3192418213403556e-08,2.920321673371973e-07
1989,1.3171493229435782e-08,3.040419684907647e-07
1990,1.1987032033644596e-08,2.8006066088437365e-07
1991,1.8756688036081215e-08,2.760750046348903e-07
1992,1.2121877335236064e-08,2.5511041457093597e-07
1993,2.1048988330107932e-08,2.7086724863067957e-07
1994,1.687976552977588e-08,3.033082798253872e-07
1995,1.3013881750012501e-08,2.9498132292360424e-07
1996,2.028475032389565e-08,3.037374369796453e-07
1997,2.5892430088880758e-08,2.7235000032987955e-07
1998,1.4781200374791581e-08,3.299545525692338e-07
1999,1.462464363499727e-08,2.7329802421149907e-07
2000,1.855573172893088e-08,2.8452122791122747e-07
2001,1.2267392851539327e-08,3.0975166787072794e-07
2002,1.0514931314542508e-08,2.681307584850856e-07
2003,1.6667692226413067e-08,2.729334607209921e-07
2004,1.101197791286701e-08,2.6957322418752483e-07
2005,1.0358624180639708e-08,2.850873421778033e-07
2006,9.471146644735029e-09,2.9442912818922196e-07
2007,1.677681416012433e-08,2.983876079554193e-07
2008,2.4693150579846446e-08,3.1845650028117234e-07
2009,1.1443662240040453e-08,3.1136298517253636e-07
2010,1.2281861749841028e-08,2.905132667763155e-07
2011,9.942326795187029e-09,3.16624884533212e-07
2012,1.63404133557421e-08,3.4859547071164343e-07
2013,2.3986475250481476e-08,3.1907590525293017e-07
2014,1.7323561835036472e-08,3.8978011929202694e-07
2015,1.39644249497195e-08,3.238416752537887e-07
2016,1.0770968339457454e-08,3.676628672621973e-07
2017,1.886708500542511e-08,3.5771992301647515e-07
2018,1.8328413842194635e-08,3.4462580345007154e-07
2019,1.2244741054434627e-08,3.5815867960309333e-07
