year,ont_VERB assez_ADV,ont_VERB chassé_VERB
1896,8.727602676117385e-07,1.9342255086485238e-07
1897,7.434886697410548e-07,1.7654942041644972e-07
1898,7.865113502703025e-07,2.0822746571447226e-07
1899,7.793885288265301e-07,2.0507315845463836e-07
1900,7.547791369688639e-07,2.3359738732242619e-07
1901,7.583918772979814e-07,2.2131405691405703e-07
1902,7.134642601158703e-07,1.468174843921588e-07
1903,7.749316068839107e-07,1.9926812444559516e-07
1904,7.669590331715881e-07,1.956363604449507e-07
1905,6.992828502916382e-07,2.0539821621312626e-07
1906,8.559923116990831e-07,2.0319528237777718e-07
1907,7.385123126368853e-07,1.9439948628630077e-07
1908,8.555639965379669e-07,2.175745350552205e-07
1909,7.761887559354363e-07,1.9968570441619704e-07
1910,7.610070724695106e-07,2.2017900724868866e-07
1911,7.895435487625946e-07,2.1919941151082867e-07
1912,7.959995400597109e-07,1.812878600015999e-07
1913,7.98630253484589e-07,2.1264989336078344e-07
1914,7.754829312034417e-07,2.236712361991522e-07
1915,8.175848620339821e-07,5.042165867052972e-07
1916,8.800956834420504e-07,4.834483147142521e-07
1917,9.014401030071895e-07,3.662785843516758e-07
1918,9.614096825316665e-07,3.870908926728589e-07
1919,9.336758353128971e-07,2.596613192240582e-07
1920,8.397605029131228e-07,2.052074865588338e-07
1921,7.444010634571896e-07,1.6129952262744496e-07
1922,6.890991812724678e-07,1.5493664307086874e-07
1923,7.409931868096464e-07,1.7303995036854758e-07
1924,7.696299917370197e-07,1.843502275278297e-07
1925,7.236801025101158e-07,2.166641079881515e-07
1926,7.668543275940465e-07,1.8502589549385107e-07
1927,7.369637842202792e-07,1.4605484466301277e-07
1928,6.821346687502228e-07,2.045261311423019e-07
1929,6.829068865954468e-07,1.715622619524737e-07
1930,6.848349585197866e-07,1.9851810417748084e-07
1931,6.444026325880259e-07,1.870478474330639e-07
1932,6.707236366310099e-07,1.6548900938495592e-07
1933,7.054457000776893e-07,1.8238353050037404e-07
1934,6.410145374502463e-07,2.096776512416909e-07
1935,6.403031989066221e-07,1.8790206013363786e-07
1936,6.717091878272186e-07,1.6368365152175102e-07
1937,6.282967888182611e-07,1.9390321881473938e-07
1938,6.275163855207211e-07,1.4132084191764704e-07
1939,6.362324711517431e-07,1.7894039139321194e-07
1940,5.654795813825331e-07,1.8511214694427736e-07
1941,6.58185058455274e-07,1.9479917057196872e-07
1942,7.373134849331109e-07,1.8508691823626577e-07
1943,6.764537943126925e-07,1.8871028828471026e-07
1944,6.940481966921652e-07,1.670856857316494e-07
1945,7.886184789640538e-07,2.113148864779646e-07
1946,6.932709766260814e-07,1.8515068411772972e-07
1947,8.547264656044717e-07,1.5854758816935544e-07
1948,7.240677177833277e-07,1.967811742442649e-07
1949,7.941959552226763e-07,2.0223036911737324e-07
1950,7.08315099018364e-07,1.8505529064682946e-07
1951,6.535439069921267e-07,1.6845015471389502e-07
1952,5.989448368382e-07,1.5922654483802035e-07
1953,7.056856929921196e-07,1.6268479996472962e-07
1954,6.166470143398328e-07,1.7297388721360107e-07
1955,6.466683544203988e-07,1.651866909924138e-07
1956,6.122241416051111e-07,1.2820077777142558e-07
1957,6.184526455399464e-07,1.5726367408319675e-07
1958,6.435805630644609e-07,1.232564340591935e-07
1959,5.875066904081905e-07,1.3641316343182552e-07
1960,6.270274752750993e-07,1.5225833949195078e-07
1961,6.802247867199185e-07,1.5772322026208485e-07
1962,7.267881869665871e-07,1.5157275967681016e-07
1963,6.828151981608244e-07,1.5518527340940835e-07
1964,6.76537297294999e-07,2.1293889118645382e-07
1965,6.736085538250336e-07,1.6251968770752967e-07
1966,6.702280188619625e-07,1.6894178145321348e-07
1967,7.040518994472222e-07,1.6960354587425286e-07
1968,8.156411013260367e-07,1.536064226370648e-07
1969,6.93072252033744e-07,2.3117547542916839e-07
1970,6.709539661642339e-07,1.6141525308044358e-07
1971,6.397305014615995e-07,1.8703766380134823e-07
1972,6.735882607245003e-07,1.7699006771287884e-07
1973,6.902531026753422e-07,1.7531988549812638e-07
1974,6.525663138745585e-07,1.4964021322061427e-07
1975,6.025611583027057e-07,1.46785041010844e-07
1976,6.404863484021917e-07,1.5140846043593115e-07
1977,6.164744377201714e-07,1.5044561507693288e-07
1978,6.528709945996525e-07,1.5326725688602494e-07
1979,6.718065606037271e-07,1.6853682627271382e-07
1980,5.963723310742353e-07,1.6430085297836072e-07
1981,5.895412300560565e-07,1.739526054311824e-07
1982,6.250954811548581e-07,1.6822331494470433e-07
1983,5.633261821458291e-07,1.5346218651401955e-07
1984,6.22233585545473e-07,1.8324866868368872e-07
1985,5.251582138043887e-07,1.2572516538966738e-07
1986,5.532909881367232e-07,1.612516626892102e-07
1987,5.964157026028261e-07,1.5154825439012143e-07
1988,6.122481295278703e-07,1.6850316331140647e-07
1989,6.113768336035719e-07,1.8330327766769017e-07
1990,6.118834789958782e-07,1.5964546662416979e-07
1991,6.236599006115284e-07,1.4770892270421498e-07
1992,6.160117322906444e-07,1.6970627669810057e-07
1993,5.677687795468955e-07,1.8168600074419672e-07
1994,6.240238121790753e-07,1.830399582458675e-07
1995,5.357381382964377e-07,1.8165210080578476e-07
1996,5.77581602101418e-07,1.612103870396453e-07
1997,5.739488528888614e-07,1.88918848786912e-07
1998,5.540566121453594e-07,1.6688451864865783e-07
1999,5.159757279216137e-07,1.9743269677463537e-07
2000,5.792039132757054e-07,1.7274503438802213e-07
2001,5.402034162216296e-07,1.6648604733715544e-07
2002,5.191747618482623e-07,1.7524886164466125e-07
2003,5.237822051640251e-07,1.783442988845252e-07
2004,5.545632006942469e-07,1.9292985786734107e-07
2005,5.805333103126031e-07,1.697913580844812e-07
2006,5.744456643697049e-07,1.6224486037996755e-07
2007,5.124917379362159e-07,1.8174881621924044e-07
2008,5.453780431707855e-07,1.792382145759941e-07
2009,5.187793590266665e-07,1.7928403428513207e-07
2010,5.300095722304832e-07,1.6060896257386048e-07
2011,5.089706860417209e-07,1.2351428935186703e-07
2012,5.54212363113038e-07,1.5761690402849027e-07
2013,5.31607213360985e-07,1.7432031207409437e-07
2014,5.86619080422679e-07,1.6608964870101772e-07
2015,5.561387865782308e-07,1.8109420951706312e-07
2016,6.098024982748029e-07,1.731640298929804e-07
2017,5.11675352754537e-07,1.5923819890462099e-07
2018,5.307495598572132e-07,1.5359726229791093e-07
2019,5.293299523145834e-07,1.645387038839985e-07
