year,aient_VERB assez_ADV,aient_VERB chassé_VERB
1863,9.589672345100553e-08,7.991393324857654e-09
1864,9.73329790099342e-08,5.753673537611803e-09
1865,1.0543331541157386e-07,2.3534221238463715e-09
1866,9.196008221579177e-08,3.8924903300596725e-09
1867,7.958610837022206e-08,4.85281148598915e-09
1868,9.879747864260935e-08,6.915823469455518e-09
1869,7.325278517100742e-08,1.12320943657096e-08
1870,8.199689460752779e-08,1.3761717099214366e-08
1871,1.0196330180178848e-07,1.0621176826930423e-08
1872,6.47065334646868e-08,1.0885210954825197e-08
1873,6.584605216630735e-08,2.3944017879529156e-09
1874,8.543690910300938e-08,1.3741600746186577e-08
1875,8.124568751100014e-08,5.721527140956084e-10
1876,8.948101992700686e-08,1.813804439976252e-09
1877,9.277223966819292e-08,7.421779191219002e-09
1878,6.401433694236403e-08,2.8987624745013818e-08
1879,7.147910707772098e-08,1.2829582729523281e-08
1880,6.610381575455904e-08,2.6954953824542827e-08
1881,6.554157039317943e-08,9.064259565150223e-09
1882,8.652000360598322e-08,3.9932310791357395e-09
1883,7.014466518739937e-08,5.0554711528150165e-09
1884,5.743476449993068e-08,1.5844072720483382e-08
1885,8.37932674357944e-08,1.0313017106966527e-08
1886,5.8726520535401505e-08,1.2906927970846027e-08
1887,6.006610675513002e-08,1.9586774424595887e-09
1888,5.7699594435689505e-08,1.3315291091942072e-08
1889,4.448246926358479e-08,3.759081934617825e-09
1890,6.161123167203186e-08,0.0
1891,5.418086956865409e-08,7.649063604731055e-09
1892,7.14610379759506e-08,3.1342561879199593e-09
1893,5.6041589147071136e-08,6.158416554491453e-10
1894,6.742646974089439e-08,5.041231432301174e-09
1895,6.801034402315054e-08,4.213029924926559e-09
1896,5.189385632320409e-08,5.89702897624278e-10
1897,6.409384667449558e-08,2.330685422435863e-09
1898,4.809601605870739e-08,1.1316709347397591e-08
1899,5.251199297617859e-08,3.8693048765026106e-09
1900,4.152842336679896e-08,1.0901211489056095e-08
1901,8.494883019238841e-08,4.470991132876634e-09
1902,5.3031065760933416e-08,4.419255628107521e-09
1903,5.34621804604285e-08,5.940242076007962e-09
1904,4.83716249277677e-08,4.837162670412454e-09
1905,5.3155819301764495e-08,4.1286072338664326e-09
1906,6.173021205313489e-08,5.144184633820714e-09
1907,4.988558188756542e-08,5.142843484406967e-09
1908,6.188350454294778e-08,3.437972351250096e-09
1909,4.620826032919467e-08,3.850688656825696e-09
1910,7.749018493541371e-08,4.809735720812114e-09
1911,5.533189195716659e-08,2.6601871816467337e-09
1912,6.147116948795883e-08,2.0837684910901544e-09
1913,4.5075413623862914e-08,5.30298971401777e-10
1914,5.6252648761301316e-08,7.366418142140674e-09
1915,7.421880354741006e-08,1.1780761921542648e-09
1916,4.504859418830165e-08,0.0
1917,5.263883906536648e-08,1.0966424435210342e-09
1918,7.466144325007917e-08,3.44591288836682e-09
1919,5.985101125816072e-08,1.8415696745321952e-09
1920,3.63467123065675e-08,7.572231730534895e-09
1921,2.7261890522822796e-08,3.0290989716519334e-09
1922,4.721878710256533e-08,1.4755870969551665e-09
1923,4.140219900250486e-08,3.1847844361720945e-09
1924,3.9964035636330664e-08,6.445812328337297e-09
1925,4.6192347724627325e-08,9.898360353588487e-09
1926,5.015762383209221e-08,7.802296586589819e-09
1927,4.1252132376712325e-08,5.574612327308159e-09
1928,2.9707706517001498e-08,6.8556245125250825e-09
1929,6.572840050012019e-08,1.1140406375176326e-09
1930,3.7812974085227324e-08,2.100720708497761e-09
1931,5.7026781519198266e-08,3.4216069977333063e-09
1932,6.904507898752854e-08,3.287861094491973e-09
1933,4.01473165823063e-08,1.0323596200123575e-08
1934,4.313368862085554e-08,0.0
1935,4.787313656606784e-08,1.196828414151696e-08
1936,5.8198629915295896e-08,3.6374143697059935e-09
1937,6.1696475484041e-08,6.295559185076627e-09
1938,4.148868626430158e-08,7.779128452511941e-09
1939,4.129393715857077e-08,6.117620188206274e-09
1940,3.0429394115571995e-08,0.0
1941,4.427253941230447e-08,2.9515025978810172e-09
1942,4.5513175450651033e-08,6.068423541449874e-09
1943,3.4838823381733164e-08,2.9032352077962287e-09
1944,2.2492303131116387e-08,0.0
1945,5.010559434026618e-08,8.714016175304096e-09
1946,6.821341003160342e-08,2.7842208538686464e-09
1947,5.006765846360395e-08,4.7683483828109274e-09
1948,4.240036233227329e-08,1.0871888278529696e-08
1949,3.6322930441201606e-08,1.9634017078828947e-08
1950,2.4461330738745346e-08,7.444753258312176e-09
1951,3.5182626589858046e-08,3.1984206394497505e-09
1952,3.9015773722894664e-08,4.2179215675730575e-09
1953,4.740483916521043e-08,3.232148326759443e-09
1954,4.593092128857279e-08,1.9545072227344917e-09
1955,4.223523575319632e-08,2.815682353940474e-09
1956,4.7966278060584955e-08,3.488456634670456e-09
1957,3.975766915687018e-08,2.6505113659425206e-09
1958,6.038737865310395e-08,6.617794756635931e-09
1959,4.417926291466756e-08,4.650448914844674e-09
1960,4.221708493901133e-08,2.076250060767393e-09
1961,4.099414141478519e-08,2.779263708063695e-09
1962,5.5175021884679154e-08,2.5367825617905737e-09
1963,5.1728427763464424e-08,6.466053470433053e-09
1964,5.77976990712159e-08,3.041984220075733e-09
1965,4.487075599968193e-08,6.5664522708175355e-09
1966,5.0405581930590415e-08,3.8773522170743036e-09
1967,4.3879985867079085e-08,7.395503320850594e-09
1968,4.626158300879979e-08,5.3896989093971115e-09
1969,5.7226149152711514e-08,1.8167031212712459e-09
1970,5.5184699476740207e-08,3.219107425067591e-09
1971,5.0356295133724416e-08,3.5968783507200897e-09
1972,4.2580218462262565e-08,4.104117490300041e-09
1973,3.6387145740945925e-08,3.3079223804577396e-09
1974,4.050411561706824e-08,2.2502286700643026e-09
1975,3.255543745694922e-08,2.2845920710778955e-09
1976,4.1137393935741784e-08,6.8562320265641574e-09
1977,3.408533544302372e-08,4.11374712072643e-09
1978,4.455443658457625e-08,4.158414057542359e-09
1979,4.154901134256761e-08,2.3407893401383717e-09
1980,3.183684427199296e-08,5.6851505725319385e-09
1981,4.2381181231121445e-08,3.795329828193417e-09
1982,3.47620137119975e-08,1.8622506869903077e-09
1983,2.7787390166622572e-08,4.4207211225000265e-09
1984,4.001315900836744e-08,2.3196033982486597e-09
1985,2.5866899733273385e-08,4.812446441349039e-09
1986,2.937297871596911e-08,5.395036861699509e-09
1987,4.27757171905796e-08,5.49973533381376e-09
1988,3.47800117594943e-08,5.396898483667201e-09
1989,2.4147738031388144e-08,4.939309850016116e-09
1990,2.3429199913493903e-08,5.993515905799995e-09
1991,4.0444110283033297e-08,5.8614650910726596e-09
1992,3.4161654838271716e-08,6.060938417817852e-09
1993,4.09901339537555e-08,4.4313659408601325e-09
1994,3.586950114708998e-08,3.164955852952289e-09
1995,2.548551947256783e-08,3.795715741716776e-09
1996,4.4839975288368805e-08,9.074756945892659e-09
1997,2.924885578181602e-08,3.3564262480467733e-09
1998,2.6224711291433778e-08,1.9072516899143466e-09
1999,2.8792268125243936e-08,4.113180906983871e-09
2000,1.899753598877396e-08,4.418031274155965e-09
2001,4.249775287235025e-08,4.8193329327261836e-09
2002,4.0745359086713506e-08,2.1906108038649563e-09
2003,2.8335076507346457e-08,7.91715315529018e-09
2004,2.686922684347337e-08,5.285749615779878e-09
2005,2.9274373147814003e-08,4.053374524914943e-09
2006,2.635449547483404e-08,2.8825228870488218e-09
2007,3.515141955290346e-08,4.393927444112933e-09
2008,2.6396126173722223e-08,3.8316958494988285e-09
2009,3.4807804638603557e-08,3.337734755248789e-09
2010,3.590082542359596e-08,1.8895172093635892e-09
2011,4.703485600998647e-08,2.6767803529281764e-09
2012,3.948933269271038e-08,3.744677901096338e-09
2013,4.0442312609911824e-08,3.3469500504423877e-09
2014,3.9844191945803686e-08,4.547434873103384e-09
2015,3.901172718201451e-08,2.659890530054554e-09
2016,4.5983750140976554e-08,3.72841224560716e-09
2017,6.037467414898856e-08,2.0124890642847504e-09
2018,3.872199982879465e-08,3.0977600484760615e-09
2019,4.311169377047008e-08,2.5509878653906526e-09
