year,avait_VERB armé_VERB,avait_VERB charmé_VERB
1923,6.157249998750558e-08,6.263409346729532e-08
1924,6.574728672603669e-08,5.285566118118368e-08
1925,7.478760721824074e-08,5.719052609265418e-08
1926,7.133528612257578e-08,5.015762383209221e-08
1927,8.027441822378023e-08,6.912519268098549e-08
1928,8.226749770301467e-08,8.455270261720216e-08
1929,6.907051641746875e-08,5.570203143179242e-08
1930,5.2518018378577835e-08,5.671945757512731e-08
1931,5.1324104077821175e-08,5.018356930008849e-08
1932,6.24693612394367e-08,7.014103431401963e-08
1933,5.5059178549754506e-08,3.9000251916831985e-08
1934,8.866369682891673e-08,4.193552882725271e-08
1935,5.864459140525469e-08,6.223507398317452e-08
1936,6.789839801513153e-08,6.062357016389797e-08
1937,9.191516170403702e-08,7.428759829508635e-08
1938,7.649476430060531e-08,6.741911562357927e-08
1939,6.72938256229827e-08,3.058810094103137e-08
1940,4.3108308034334186e-08,2.2822046474857416e-08
1941,6.198155233505531e-08,2.6563522936839945e-08
1942,6.675266206457309e-08,4.8547388331598995e-08
1943,6.67744117777147e-08,6.67744117777147e-08
1944,1.0924833304670756e-07,2.5705489292704442e-08
1945,6.971212940243277e-08,5.010559434026618e-08
1946,7.79581839083221e-08,4.1763314584386535e-08
1947,6.556479092978407e-08,2.8610090296865565e-08
1948,4.1313175103141475e-08,3.587722829934137e-08
1949,6.577395339490977e-08,2.5524220959027843e-08
1950,5.7430952438153327e-08,3.828730044119766e-08
1951,9.168805803483338e-08,3.6248767543156646e-08
1952,4.5342655852209646e-08,3.9015773722894664e-08
1953,6.24881977273617e-08,3.878577814475648e-08
1954,6.254423112750374e-08,4.593092128857279e-08
1955,5.255940394022218e-08,2.2525458831523792e-08
1956,5.407107650512444e-08,3.226822542501395e-08
1957,5.47772351922049e-08,3.710716001137371e-08
1958,5.542403158642628e-08,3.9706769427994004e-08
1959,6.510628480782543e-08,3.332821663093455e-08
1960,5.4674583083169637e-08,2.2146666722733244e-08
1961,6.878677538679767e-08,2.779263752472616e-08
1962,8.181123689610104e-08,2.1562652108286784e-08
1963,4.267594988505152e-08,5.496145405459174e-08
1964,6.874883951013544e-08,2.798625509115027e-08
1965,4.2134733035936733e-08,2.6265809083270142e-08
1966,6.148373188352707e-08,3.821961414018915e-08
1967,6.015009290649687e-08,2.415864486238206e-08
1968,6.826952159144639e-08,3.5482184301827147e-08
1969,5.768032451669569e-08,2.4525492747784483e-08
1970,6.070317226658517e-08,3.2650948611490094e-08
1971,5.3953172596266086e-08,2.980270608077262e-08
1972,5.899669019981957e-08,4.001514497531389e-08
1973,4.410562937096074e-08,3.087394162548662e-08
1974,5.513060230555311e-08,1.518904291231138e-08
1975,5.5401358167728176e-08,1.8276736568623164e-08
1976,5.142174330785565e-08,1.7140580510499603e-08
1977,3.761140376923322e-08,2.3507126911681553e-08
1978,4.099008066305032e-08,2.613860239364385e-08
1979,4.213420723431227e-08,2.4578287849408298e-08
1980,4.77552646316326e-08,1.6486936260662333e-08
1981,2.6567308353264707e-08,2.5934753011824796e-08
1982,4.159026545380584e-08,2.296775925003658e-08
1983,3.978649232294629e-08,2.9681984869966982e-08
1984,2.203623239438457e-08,1.681712546997005e-08
1985,3.849957153079231e-08,2.1054452403745927e-08
1986,2.45773907892044e-08,1.8582904104391673e-08
1987,4.3386798154188e-08,1.7721369260925712e-08
1988,4.3175187869337606e-08,1.679035044332977e-08
1989,4.280735410588932e-08,1.9757239400064464e-08
1990,3.0512445903241314e-08,1.0897301727652575e-08
1991,3.9271817797725816e-08,2.6376593353916178e-08
1992,3.361066092111287e-08,8.815910668147353e-09
1993,3.988229480000882e-08,1.772546376344053e-08
1994,3.481451571474281e-08,2.637463225596548e-08
1995,5.314001683132119e-08,1.626735190995987e-08
1996,2.829188794351012e-08,2.4555223632205525e-08
1997,3.164630513197153e-08,1.7741109914481967e-08
1998,4.148272481074855e-08,1.716526476513991e-08
1999,4.387393204297041e-08,1.279656292041409e-08
2000,3.1368024622224766e-08,2.0322945104567225e-08
2001,3.461157405126869e-08,1.9277331730904734e-08
2002,3.986911423226047e-08,2.0153619217921914e-08
2003,4.041915246943972e-08,2.5834921757450502e-08
2004,3.832168360418109e-08,1.3654853248112886e-08
2005,3.918261981539217e-08,2.38698731891418e-08
2006,4.282605559069452e-08,1.976587071794711e-08
2007,3.674920989737984e-08,2.75619083112133e-08
2008,3.320802832718073e-08,3.618823640749724e-08
2009,5.24501189147486e-08,3.385416746937153e-08
2010,4.487603533220863e-08,3.637320489247031e-08
2011,3.4033352136475514e-08,2.791499476018089e-08
2012,5.412761794332255e-08,4.4595712012096556e-08
2013,6.526552454033663e-08,6.163966048688962e-08
2014,6.951079001282778e-08,5.43526752494472e-08
2015,6.849217726312418e-08,6.671891839005184e-08
2016,8.823908359545385e-08,8.140366247744169e-08
2017,4.5532566161909926e-08,5.006066672308407e-08
2018,7.228106824186398e-08,6.014817444111031e-08
2019,4.897896488387232e-08,6.862156709530609e-08
