year,auront_VERB assez_ADV,auront_VERB chassé_VERB
1854,1.397633724309344e-07,1.3508727469968562e-08
1855,9.234070574848374e-08,1.4859423913549108e-08
1856,7.714012184578678e-08,2.4332790005132665e-08
1857,4.393358210563747e-08,1.1715622250108026e-08
1858,9.444794812907276e-08,1.565976326389773e-08
1859,5.754155907311542e-08,2.49516496353408e-08
1860,6.087654469411063e-08,1.5104706818647173e-08
1861,7.687020797675359e-08,2.169343282787395e-08
1862,9.668490719150213e-08,1.8071945717679228e-08
1863,5.6439215967429845e-08,5.494082966350788e-09
1864,1.0931979943507031e-07,1.821996598039277e-08
1865,4.753912818955541e-08,3.153585836912498e-08
1866,4.330395597662573e-08,2.4814625021463144e-08
1867,5.338092634588065e-08,2.0867089389753346e-08
1868,7.558007553143398e-08,3.655506830568811e-08
1869,1.0353060275747339e-07,1.6115613732381462e-08
1870,5.5620272831902184e-08,2.8670243068518175e-08
1871,1.083360103848463e-07,4.248470908407853e-09
1872,6.954439868422924e-08,1.6327815544059376e-08
1873,6.524744833313889e-08,2.0352414864532875e-08
1874,6.392831863877291e-08,1.0754296120296658e-08
1875,4.405575992905142e-08,2.345826111138649e-08
1876,7.920279188056156e-08,1.3301232115736639e-08
1877,5.00970109840182e-08,3.710889728836264e-08
1878,5.918306911212312e-08,2.536417298415472e-08
1879,7.086817532808709e-08,1.3440515367335593e-08
1880,9.305877313181554e-08,1.2193908105473383e-08
1881,6.344981784422998e-08,1.5339516323820135e-08
1882,6.522277118392594e-08,5.457415852561098e-08
1883,6.5721124542506e-08,1.7062214752172622e-08
1884,8.186104594187782e-08,6.271611852071146e-08
1885,5.994441210077639e-08,5.801071978339678e-08
1886,3.549405036551434e-08,6.77613698485402e-08
1887,7.834709236931303e-08,4.83140425444617e-08
1888,7.545331470737437e-08,2.53624587998047e-09
1889,6.01453109538852e-08,3.821733329800736e-08
1890,7.144281255477836e-08,3.9326319978272295e-08
1891,4.84440718651058e-08,1.9760081571007504e-08
1892,6.581937839200691e-08,1.5044429702015805e-08
1893,8.498614789687053e-08,3.3255449949365357e-08
1894,6.868678070759415e-08,5.986462525697789e-08
1895,8.60661870660806e-08,1.9259566386153892e-08
1896,4.717623269812066e-08,1.0614652268259306e-08
1897,4.8944393427063915e-08,5.2440420894583895e-09
1898,6.507108452069588e-08,2.8857609635224435e-08
1899,6.798921248218903e-08,1.2160672469008205e-08
1900,5.2429637520390315e-08,2.180242297811219e-08
1901,5.47696430430733e-08,8.941982265753268e-09
1902,5.3031065760933416e-08,1.178468167495339e-08
1903,7.722314876446035e-08,2.9161189019077938e-08
1904,5.5896101969210576e-08,1.3436562973367927e-08
1905,5.934872859825191e-08,6.192911072844254e-09
1906,6.944649300066885e-08,1.0288369267641428e-08
1907,4.0628464148539933e-08,4.114274698707732e-09
1908,3.97822503828138e-08,2.9468334439286537e-09
1909,5.3909637642846064e-08,1.0451868703853506e-08
1910,5.9320072409718705e-08,1.1757131268552712e-08
1911,5.69280018680729e-08,1.0108711201439746e-08
1912,5.730363383804615e-08,1.5628263128064646e-08
1913,5.409049563809276e-08,5.833288518886093e-09
1914,6.763711013491047e-08,1.339348720819089e-08
1915,7.775302890422608e-08,2.0027295377644805e-08
1916,9.00971883766033e-08,4.2851102222130066e-08
1917,1.3159709055798885e-07,1.4256351654751143e-08
1918,1.0337738842736144e-07,1.9526840588923733e-08
1919,7.642513821792818e-08,4.603924352863942e-09
1920,5.4520068459851245e-08,7.572231730534895e-09
1921,4.8465583546430935e-08,2.574734203619755e-08
1922,5.82856891639949e-08,2.1396012073182646e-08
1923,5.4141334970836397e-08,3.927900849021171e-08
1924,4.640984840875717e-08,1.8306106142063072e-07
1925,3.739380360912037e-08,4.3992713472107425e-08
1926,4.0126099776216506e-08,2.5636119005412183e-08
1927,4.9056588125040435e-08,1.2264147031260109e-08
1928,5.3702393643106916e-08,2.8565102283550914e-08
1929,5.681607362362229e-08,5.570202965543558e-09
1930,4.20144132817768e-08,1.2604324695075775e-08
1931,6.044839295782367e-08,1.596749932275543e-08
1932,4.7126007984843454e-08,3.9454331357546835e-08
1933,4.3588517684156614e-08,1.1470662641954732e-08
1934,3.9539216345474415e-08,9.585264137967897e-09
1935,5.0266791618014395e-08,4.787313656606784e-09
1936,3.394919900756577e-08,4.849885826274658e-09
1937,4.1550688223424004e-08,3.777335333410292e-09
1938,5.4453899167583586e-08,2.074434313215079e-08
1939,2.5999884911698246e-08,0.0
1940,4.81798743123818e-08,2.5357829169792012e-09
1941,3.246652724442356e-08,1.4757512545315876e-08
1942,5.76500234217292e-08,0.0
1943,7.83873517207212e-08,1.1612940831184915e-08
1944,5.462416652335378e-08,6.4263723231761105e-09
1945,1.0892519952676594e-07,2.832055301382752e-08
1946,4.733175273941015e-08,8.352662561605939e-09
1947,6.07964452115084e-08,4.7683483828109274e-09
1948,5.6533817627268945e-08,3.2615663503321457e-09
1949,3.239612667016445e-08,1.47255123650325e-08
1950,3.084254984742074e-08,8.508289184305795e-09
1951,3.1984203729962246e-08,2.2388944032059044e-08
1952,5.2724018928529404e-08,2.1089607837865287e-09
1953,5.386913670690774e-08,2.0470272588113403e-08
1954,3.420387528763058e-08,1.8567819282111486e-08
1955,3.566530892840092e-08,3.566530892840092e-08
1956,4.447782231409292e-08,1.5698054411927842e-08
1957,3.534015036166238e-08,4.417518795207798e-09
1958,4.4670112941957996e-08,1.6544486891589827e-09
1959,3.1778064624177205e-08,2.325224457422337e-09
1960,3.460416664324839e-08,4.152500121534786e-09
1961,3.196153386397782e-08,1.667558180429296e-08
1962,4.756467220090599e-08,6.976152100435229e-09
1963,4.073613624200334e-08,1.3578711488548834e-08
1964,5.353892262860427e-08,8.517555549758526e-09
1965,5.034279837445865e-08,8.20806533852192e-09
1966,4.265087483190655e-08,1.1078149952936656e-08
1967,4.930335606445624e-08,7.888536934785861e-09
1968,5.165128058592927e-08,3.1439910674890825e-09
1969,4.995933622353732e-08,6.8126366770115965e-09
1970,5.058597452034519e-08,7.3579600190498695e-09
1971,5.0356295133724416e-08,6.166076982339064e-09
1972,3.1806909106535386e-08,1.3851396474251487e-08
1973,3.583582497412863e-08,4.410563025913916e-09
1974,3.54411007208455e-08,1.1813700240281833e-08
1975,3.084199207137317e-08,2.227477224892027e-08
1976,2.513951891103261e-08,3.4281160132820787e-09
1977,1.7630345183761165e-08,6.464460078348111e-09
1978,3.26732525479656e-08,7.72276909088987e-09
1979,3.803782533395861e-08,1.7555920051037788e-09
1980,2.6720208268216084e-08,1.4212877097463661e-08
1981,3.0362638625547334e-08,9.488323904349727e-09
1982,3.47620137119975e-08,3.7245013739806154e-09
1983,4.862793190341108e-08,3.157658134966823e-09
1984,3.3054348591576854e-08,1.0438215625185876e-08
1985,2.8874678648094232e-08,8.421781494405423e-09
1986,2.577628777089558e-08,1.1389522214244607e-08
1987,3.116516467116526e-08,3.0554083707556856e-09
1988,2.6984492862425213e-08,2.99827696004229e-09
1989,3.4026356843241956e-08,1.1525056464734007e-08
1990,3.0512445903241314e-08,1.0897301727652575e-08
1991,3.458264430378222e-08,5.861465202094962e-10
1992,2.7549720726938176e-08,4.4079553340736766e-09
1993,3.0465642453236796e-08,4.4313659408601325e-09
1994,3.164955941770131e-08,3.6924485691258724e-09
1995,2.982347879765257e-08,7.0491861237087505e-09
1996,3.149474281372022e-08,1.6014276571496566e-09
1997,2.5412941084823615e-08,6.7128524960935465e-09
1998,2.8131962537258914e-08,9.536258449571733e-10
1999,3.244842972094375e-08,3.656160929565999e-09
2000,2.960081069147691e-08,7.510653432518666e-09
2001,2.3220422917802352e-08,1.3143635069212678e-09
2002,3.50497728618393e-08,2.1906108038649563e-09
2003,2.2084691408963408e-08,5.000307723435071e-09
2004,2.5547789661573006e-08,3.0833537945085254e-09
2005,2.9724747108161864e-08,3.602999676388663e-09
2006,2.9648807853277503e-08,8.235780057930242e-09
2007,2.8760252845927425e-08,5.192823504529542e-09
2008,2.937633425403874e-08,8.514879357157668e-10
2009,2.62250594573743e-08,8.105927484791664e-09
2010,2.9759895880943077e-08,2.3618964561933353e-09
2011,2.4091024286576612e-08,2.2943831279320648e-09
2012,3.880847998516401e-08,2.0425516833455504e-09
2013,3.2911675162949905e-08,3.6258624991347688e-09
2014,4.049382340554075e-08,3.2481677347817595e-09
2015,4.455316471307924e-08,4.43315073539452e-09
2016,4.9297891990818243e-08,4.971216327476213e-09
2017,2.6665480490351e-08,4.2765391228272165e-09
2018,3.846385254746565e-08,3.872199894061623e-09
2019,3.4948531180134523e-08,4.08158040698936e-09
