year,profond_ADJ hommage_NOUN
1972,7.182205497002769e-09
1973,6.615844760915479e-09
1974,1.6876715580593782e-09
1975,3.998036124386317e-09
1976,7.998937512354587e-09
1977,6.464460078348111e-09
1978,9.504946163474415e-09
1979,8.192762912528906e-09
1980,3.411090521154847e-09
1981,4.427884725544118e-09
1982,3.1037510339615437e-09
1983,5.68378455412244e-09
1984,5.219107812592938e-09
1985,1.8046674155058895e-09
1986,2.997242676272549e-09
1987,1.2221633483022742e-08
1988,4.197587610832443e-09
1989,1.6464366536794728e-09
1990,2.724325431913144e-09
1991,2.9307325455363298e-09
1992,1.1019888335184191e-09
1993,6.093128224193833e-09
1994,4.747434001473039e-09
1995,4.337960657352369e-09
1996,1.067618438099771e-09
1997,2.3974471297094624e-09
1998,3.814503379828693e-09
1999,5.484241505371301e-09
2000,6.185244316725402e-09
2001,5.257454027685071e-09
2002,3.9430991805033955e-09
2003,5.8336921959778465e-09
2004,6.607186797680242e-09
2005,9.007499190971657e-10
2006,2.0589450144825605e-09
2007,2.7961355453243186e-09
2008,1.7029758714315335e-09
2009,3.814554005998616e-09
2010,2.3618964561933353e-09
2011,2.6767803529281764e-09
2012,1.7021263287730903e-09
2013,1.6734750252211938e-09
2014,1.7323561474213989e-09
2015,3.768178213903184e-09
2016,1.0356699942093428e-09
2017,1.7609279590047322e-09
2018,2.0651733656507076e-09
2019,1.53059265262101e-09
