year,étaient_VERB au_ADP,etaient_VERB au_ADP
1943,2.4358143946301425e-06,2.9032352077962287e-09
1944,2.6026807518064743e-06,3.2131861615880553e-09
1945,2.749272198343533e-06,0.0
1946,2.760554934866377e-06,1.3921104269343232e-09
1947,2.8490881049947347e-06,7.152522574216391e-09
1948,2.5244523840228794e-06,5.435944139264848e-09
1949,2.668262823135592e-06,2.945102384188658e-09
1950,2.322762838957715e-06,1.0635361480382244e-09
1951,2.3295162918657297e-06,5.330700769690111e-09
1952,2.113178652507486e-06,4.2179215675730575e-09
1953,2.3433074147760635e-06,2.1547654771580937e-09
1954,2.220320311607793e-06,9.772536113672459e-10
1955,2.185907987950486e-06,2.815682353940474e-09
1956,2.1096441287227208e-06,2.616342476002842e-09
1957,2.281206661791657e-06,1.7670075402875796e-09
1958,2.2219246602617204e-06,8.272243445794913e-10
1959,2.1454070520121604e-06,3.8753737996444215e-09
1960,2.1046253095846623e-06,2.7683333403416555e-09
1961,2.2164629172038985e-06,4.16889545107324e-09
1962,2.3332056571234716e-06,3.805173953708163e-09
1963,2.4008454602153506e-06,2.5864212993553792e-09
1964,2.3617965325684054e-06,2.4335873316516654e-09
1965,2.4044159090408357e-06,3.830430195250756e-09
1966,2.443839775878587e-06,3.3234448526542337e-09
1967,2.279787167935865e-06,2.9582012395223956e-09
1968,2.482405534465215e-06,8.084548142051062e-09
1969,2.5901645130943507e-06,7.2668124850849836e-09
1970,2.279128011650755e-06,2.7592350626548523e-09
1971,2.2295507733360864e-06,4.1107179882260425e-09
1972,2.208528258051956e-06,6.669190977248718e-09
1973,2.3194047571450938e-06,3.859242703185828e-09
1974,2.305359203091939e-06,5.625571675160757e-10
1975,2.178929662477458e-06,5.140332159925265e-09
1976,2.1465721147251315e-06,2.856763492431469e-09
1977,2.2143713067634962e-06,5.289103821581875e-09
1978,2.2378208086593077e-06,6.534650598410963e-09
1979,2.374145651629078e-06,5.266775904289034e-09
1980,2.1785497210657923e-06,4.548120546843393e-09
1981,2.317681264685234e-06,6.958104314946922e-09
1982,2.4085109089355683e-06,4.966001831974154e-09
1983,2.2072028968977975e-06,4.4207211225000265e-09
1984,2.421665840302012e-06,8.69851302098823e-09
1985,2.2486156012746505e-06,1.8046674155058895e-09
1986,2.4355595087399706e-06,5.395036861699509e-09
1987,2.338609647267731e-06,5.49973533381376e-09
1988,2.1605583242489956e-06,4.797243047249822e-09
1989,2.2254334908211604e-06,3.2928733073589456e-09
1990,2.2290430479188217e-06,9.80757164370516e-09
1991,2.28479916586366e-06,2.344586080837985e-09
1992,2.3207885533338413e-06,4.4079553340736766e-09
1993,2.226207470812369e-06,4.985286850001103e-09
1994,2.370552010688698e-06,7.384897138251745e-09
1995,2.38479378822376e-06,8.675921314704738e-09
1996,2.4181558728741948e-06,1.5480466686312866e-08
1997,2.3164134290709626e-06,1.2946214766884623e-08
1998,2.3778659397066804e-06,2.527108478034279e-08
1999,2.3454272195522208e-06,1.7366764026860437e-08
2000,2.3119559955375735e-06,7.068850393920911e-09
2001,2.3662923922529444e-06,3.066848330846028e-09
2002,2.4355210825888207e-06,3.9430991805033955e-09
2003,2.558490677984082e-06,4.166922806803086e-09
2004,2.5058857318072114e-06,6.166707589017051e-09
2005,2.4230173494288465e-06,1.3511248786457486e-09
2006,2.45055639425118e-06,2.0589450144825605e-09
2007,2.5616595848987345e-06,2.3966877371606188e-09
2008,2.4671862774994224e-06,5.108927503272298e-09
2009,2.5786384867387824e-06,4.76819250749827e-10
2010,2.7128742203785805e-06,4.723793023408973e-10
2011,2.648100689839339e-06,3.059177577924288e-09
2012,3.1172742183116497e-06,3.404252713057332e-10
2013,3.2529565032746177e-06,0.0
2014,3.324824547235039e-06,2.1654451842767486e-10
2015,3.190538564012968e-06,6.649726325136385e-10
2016,3.377319899300346e-06,2.0713400439298368e-10
2017,3.6665035167970927e-06,2.515611330355938e-10
2018,3.3977264592977008e-06,3.3559066636712487e-09
2019,3.1491942991124233e-06,0.0
