year,doit_VERB armer_VERB,doit_VERB charmer_VERB
1879,1.0996785704264767e-08,3.665595160740054e-09
1880,1.6044616302224313e-08,1.7328185109022343e-08
1881,7.669758161910067e-09,1.2550514016940184e-08
1882,2.5290463057103807e-08,1.9300616216355593e-08
1883,1.2006744043446815e-08,1.3270612164717477e-08
1884,1.2543224237049344e-08,8.582206056928499e-09
1885,1.9981470700258797e-08,7.090199094506033e-09
1886,3.872078213618124e-09,9.034849313138693e-09
1887,1.7628096316002484e-08,6.528924512139156e-09
1888,8.242799331981132e-09,1.2047168373996442e-08
1889,9.397704836544563e-09,1.50363277384713e-08
1890,2.3595791986963377e-08,1.9663159989136147e-08
1891,1.6572972327821844e-08,7.649063604731055e-09
1892,9.402768341715273e-09,9.402768341715273e-09
1893,6.158416554491453e-10,1.4164357686752282e-08
1894,1.827446460822557e-08,2.520615716150587e-09
1895,1.625025980445116e-08,2.2268872967856623e-08
1896,7.66613794667137e-09,5.897029087265082e-09
1897,1.1070755867592652e-08,1.806281169081103e-08
1898,9.619203211741478e-09,1.2448380992680086e-08
1899,1.2160672469008205e-08,2.7637891975018647e-09
1900,1.557315876254961e-08,8.30568502863116e-09
1901,9.500856101851696e-09,1.2295225282343836e-08
1902,1.276673788908056e-08,6.874397495693074e-09
1903,4.860198465905796e-09,6.480264325148255e-09
1904,3.7622376325430196e-09,6.987012746151322e-09
1905,8.773290538499623e-09,3.6125313851442797e-09
1906,5.658602919567102e-09,2.572092316910357e-09
1907,8.228549397415463e-09,6.685696163355459e-09
1908,9.822778146428846e-09,4.911389073214423e-09
1909,8.801573692096554e-09,9.351672325408344e-09
1910,8.550641084070776e-09,2.67207544979442e-09
1911,8.51259862599818e-09,3.7242617878519013e-09
1912,1.0939784189645252e-08,1.614920641657136e-08
1913,1.484837142129436e-08,1.2727175757731857e-08
1914,1.2723813114234872e-08,1.1384464038144415e-08
1915,1.0602685840410686e-08,2.3561523843085297e-09
1916,3.2962386153911893e-09,2.197492410260793e-09
1917,4.386569774084137e-09,9.869782324756216e-09
1918,9.189101035644853e-09,1.4932290071101306e-08
1919,2.1178051312631396e-08,1.1049418269237776e-08
1920,6.057785384427916e-09,0.0
1921,4.543648568500203e-09,3.7863738810983705e-09
1922,1.696925089333945e-08,5.164555005876537e-09
1923,9.554353752605493e-09,1.6985516992917837e-08
1924,1.0313299547703991e-08,1.4180787211159895e-08
1925,2.1996355847875293e-09,8.798542117105512e-09
1926,7.802296586589819e-09,1.1146138456652466e-09
1927,2.2298449753321847e-09,1.8953683067479687e-08
1928,6.8556245125250825e-09,5.713020723163709e-09
1929,8.912325100141061e-09,1.1140405931087116e-08
1930,1.3654684494213143e-08,5.2518016602221e-09
1931,9.124285327288817e-09,1.3686427990933225e-08
1932,1.3151444377967891e-08,1.0959536389520963e-08
1933,3.4411986593596566e-09,5.735331320977366e-09
1934,1.4377896206951846e-08,5.990790086229936e-09
1935,5.98414207075848e-09,8.377798899061872e-09
1936,1.091224355320719e-08,4.849885826274658e-09
1937,8.813782592653752e-09,0.0
1938,9.075650453382877e-09,3.8895642262559704e-09
1939,6.117620188206274e-09,0.0
1940,1.0143131667916805e-08,5.0715658339584024e-09
1941,0.0,8.854508237732261e-09
1942,9.102635090130207e-09,0.0
1943,5.806470415592457e-09,1.4516175816936538e-08
1944,1.2852744646352221e-08,6.4263723231761105e-09
1945,4.357008087652048e-09,6.535512131478072e-09
1946,8.352662561605939e-09,1.2528993842408909e-08
1947,1.4305045148432782e-08,3.5762612871081956e-09
1948,1.0871888278529696e-08,6.523132700664291e-09
1949,6.8719057111366055e-09,6.8719057111366055e-09
1950,1.3825969702452312e-08,4.2541445921528975e-09
1951,3.1984206394497505e-09,1.0661401761424827e-09
1952,4.2179215675730575e-09,2.1089607837865287e-09
1953,3.232148326759443e-09,6.464296653518886e-09
1954,1.2704297169818801e-08,8.795282724349818e-09
1955,3.754243138587299e-09,1.407841132561316e-08
1956,6.976913269340912e-09,5.232684952005684e-09
1957,2.6505113659425206e-09,5.301022731885041e-09
1958,4.9633461784992505e-09,2.4816730892496253e-09
1959,1.1626121398933265e-08,6.200598257066758e-09
1960,6.920833239831836e-09,5.536666680683311e-09
1961,1.042223907177231e-08,2.779263708063695e-09
1962,8.244543714397423e-09,1.0147130247162295e-08
1963,3.2330267352165265e-09,1.4225316924409981e-08
1964,1.520992043424485e-08,1.2167936658258327e-09
1965,2.73602163147757e-09,4.377634699181954e-09
1966,7.754704434148607e-09,7.754704434148607e-09
1967,7.888536934785861e-09,3.944268467392931e-09
1968,5.3896989093971115e-09,1.4372530721118437e-08
1969,6.8126366770115965e-09,7.72098829315837e-09
1970,1.1956685419534097e-08,9.657322941336588e-09
1971,4.624557625731995e-09,7.707596338946132e-09
1972,6.669190977248718e-09,1.0773308467548759e-08
1973,4.9618833486420044e-09,1.6539611902288698e-09
1974,2.2502286700643026e-09,4.500457340128605e-09
1975,3.998036124386317e-09,9.709516746170266e-09
1976,1.085570122683066e-08,2.856763492431469e-09
1977,4.7014254711541525e-09,5.876781838942691e-10
1978,9.504946163474415e-09,2.970295565063452e-09
1979,5.851973128301324e-09,1.7555920051037788e-09
1980,7.390696055153967e-09,9.664756106531058e-09
1981,2.5302198114474095e-09,4.427884725544118e-09
1982,1.2415004579935385e-09,2.483000915987077e-09
1983,3.78918940668882e-09,3.157658134966823e-09
1984,3.479405208395292e-09,3.479405208395292e-09
1985,3.0077789148208467e-09,1.2031116103372597e-09
1986,4.196139880008332e-09,7.792831269171074e-09
1987,6.110816741511371e-09,6.110816741511371e-09
1988,3.597932174415064e-09,2.99827696004229e-09
1989,9.329808037250586e-09,1.0976244357863152e-09
1990,4.90378582185258e-09,3.814055737905164e-09
1991,3.5168792322792797e-09,1.7584396161396398e-09
1992,4.4079553340736766e-09,3.30596661157756e-09
1993,7.200969598386564e-09,3.323524566667402e-09
1994,8.439882570598911e-09,2.1099706426497278e-09
1995,5.964695848348356e-09,5.4224509327127635e-09
1996,5.3380921904988554e-09,2.6690460952494277e-09
1997,1.006927874414032e-08,5.274384040632185e-09
1998,4.291316191284977e-09,4.7681290027412615e-09
1999,6.398281460207045e-09,2.285100553223174e-09
2000,6.627047355323157e-09,4.418031274155965e-09
2001,5.257454027685071e-09,5.257454027685071e-09
2002,9.200564754507923e-09,9.200564754507923e-09
2003,5.416999737661854e-09,5.000307723435071e-09
2004,5.285749615779878e-09,1.3214374039449694e-09
2005,3.602999676388663e-09,4.503749373441224e-09
2006,7.000412693969338e-09,5.353256948836815e-09
2007,5.592271090648637e-09,4.393927444112933e-09
2008,2.9802078582719105e-09,7.663391338175174e-09
2009,2.860915504498962e-09,5.721831008997924e-09
2010,5.668551850135373e-09,3.3066551718974324e-09
2011,4.971163480860241e-09,7.64794394481072e-10
2012,3.4042526575461807e-09,3.4042526575461807e-09
2013,2.7891249310130206e-09,5.857162754807632e-09
2014,4.980523993225461e-09,1.3425760059249114e-08
2015,2.881548111233201e-09,5.319781060109108e-09
2016,5.178350193091319e-09,4.764082017771898e-09
2017,5.7859059765519305e-09,1.2578056374223934e-09
2018,5.6792268665617485e-09,2.581466596041082e-09
2019,2.2958890344426663e-09,1.4285530980373551e-08
