year,trop_ADV heureux_ADJ,trop_ADV peureux_ADJ
1857,2.2518401578963676e-06,4.393358121745905e-09
1858,2.545690307442783e-06,5.3830437884982985e-09
1859,2.2874041860632133e-06,8.656694916453489e-09
1860,2.1860630425862837e-06,1.373155145145688e-09
1861,2.1325588193121803e-06,9.431927461278633e-10
1862,2.1361039159728534e-06,1.3553959066214816e-09
1863,2.0727676997012168e-06,3.995696662428827e-09
1864,2.0152241262394455e-06,1.9178911792039344e-09
1865,2.1049008438467354e-06,4.23615986733239e-09
1866,1.8825056287141706e-06,4.865612801552288e-09
1867,1.5693992878595964e-06,1.94112459439566e-09
1868,1.7482213934272295e-06,2.4699371437009177e-09
1869,1.8152041292296417e-06,4.883519144627257e-10
1870,1.7614998029102935e-06,9.747882501187632e-09
1871,1.718506453585178e-06,3.18635318130589e-09
1872,1.6696703539764712e-06,2.1770420577382765e-08
1873,1.5384031399889864e-06,5.986004469882289e-10
1874,1.968036301036591e-06,2.9873046258899194e-09
1875,2.058033345520016e-06,2.2886108563824337e-09
1876,1.9788606095971772e-06,3.627608879952504e-09
1877,2.252509915479095e-06,2.4739263970730008e-09
1878,1.7187245759942016e-06,4.831270883354222e-09
1879,1.946431055444009e-06,1.3440515367335593e-08
1880,2.0055769454074834e-06,7.059630879879819e-09
1881,1.7807784331580478e-06,0.0
1882,1.8242410817492782e-06,6.655385131892899e-09
1883,1.6025843905254078e-06,0.0
1884,1.7276640562613466e-06,7.922036360241691e-09
1885,1.5907828725403306e-06,3.2228177904158883e-09
1886,1.439767757460686e-06,5.162771099520569e-09
1887,1.4637849403698056e-06,1.3057849246322917e-09
1888,1.5008235507707468e-06,0.0
1889,1.5255607763720036e-06,6.265136742733546e-10
1890,1.5140632285692845e-06,1.3108772956016423e-09
1891,1.4157142587123417e-06,1.9122659011827636e-09
1892,1.493159629717411e-06,6.268512375839919e-10
1893,1.2710971901697121e-06,4.310891643655168e-09
1894,1.4336002251980062e-06,1.8904617871129403e-09
1895,1.4805791863636841e-06,2.4074457982692365e-09
1896,1.353957841843112e-06,2.358811590497112e-09
1897,1.3331520563042432e-06,6.992056156285287e-09
1898,1.29010494731574e-06,0.0
1899,1.2685792114552896e-06,5.527578395003729e-10
1900,1.2354706342421196e-06,5.710158568206225e-09
1901,1.200461113626261e-06,6.706486921359556e-09
1902,1.1622642190900478e-06,5.892340837476695e-09
1903,1.2382705278923822e-06,2.7001101354784396e-09
1904,1.2657242507430055e-06,3.7622376325430196e-09
1905,1.1714922791838944e-06,5.160758931310738e-09
1906,1.1348070856342929e-06,1.0288369045596824e-09
1907,1.2034253700221598e-06,3.599990305858114e-09
1908,1.257806758303559e-06,6.875944702500192e-09
1909,1.2800788269373697e-06,1.2102163715610459e-08
1910,1.3996330494592257e-06,2.137660271017694e-09
1911,1.4141554487423491e-06,3.1922244847493175e-09
1912,1.3961248725991027e-06,1.5628263128064646e-09
1913,1.3909742264672786e-06,4.772690687104841e-09
1914,1.1223742504284928e-06,8.036092680185902e-09
1915,1.0614466461333905e-06,1.1780761921542648e-09
1916,1.2536694242726298e-06,2.197492410260793e-09
1917,1.235916002428894e-06,6.57985488317081e-09
1918,1.0130983767453472e-06,3.44591288836682e-09
1919,1.2117528029875757e-06,2.762354567309444e-09
1920,1.1343202572788869e-06,3.786115865267448e-09
1921,1.132125788672056e-06,7.572747429129834e-10
1922,1.2439199039704363e-06,1.4755870969551665e-09
1923,1.2760370111664088e-06,2.1231896241147297e-09
1924,1.2221259595435185e-06,1.6759111876041288e-08
1925,1.218598121965897e-06,1.3197813508725176e-08
1926,1.374318870261959e-06,4.458455382660986e-09
1927,1.274356357328088e-06,4.4596899506643695e-09
1928,1.1528875702992991e-06,2.2852082448565625e-09
1929,1.2265587301385494e-06,4.4561625500705304e-09
1930,1.236274094651435e-06,5.2518016602221e-09
1931,1.0207794218786148e-06,2.2810713318222042e-09
1932,1.0236207117486629e-06,2.1919073223131136e-09
1933,1.0163007004848623e-06,1.1470662197865522e-09
1934,1.1406464324181798e-06,1.1981580172459871e-09
1935,1.0998853099408734e-06,3.590485242455088e-09
1936,8.414552041813295e-07,6.0623572828433225e-09
1937,9.720343001617948e-07,1.2591118148108649e-09
1938,1.0164728152517455e-06,3.8895642262559704e-09
1939,8.794078993901167e-07,6.117620188206274e-09
1940,8.139863396650071e-07,0.0
1941,8.824992576705881e-07,2.9515025978810172e-09
1942,1.0498372944311996e-06,0.0
1943,1.0132290881870176e-06,2.9032352077962287e-09
1944,1.098909699237538e-06,6.4263723231761105e-09
1945,1.1502500996130038e-06,6.535512131478072e-09
1946,1.1178646701637263e-06,8.352662561605939e-09
1947,1.2838778431500941e-06,9.536696765621855e-09
1948,1.0469628151099641e-06,9.784699273041042e-09
1949,9.227987831650353e-07,1.1780409536754632e-08
1950,1.140110711617126e-06,7.444753258312176e-09
1951,9.392694977350402e-07,6.396841278899501e-09
1952,9.764488453356535e-07,9.490323193972472e-09
1953,9.2116226824146e-07,5.386913692895234e-09
1954,8.922325562821243e-07,1.9545072227344917e-09
1955,9.085268359854126e-07,1.407841176970237e-08
1956,1.0299668318225486e-06,9.593255967388359e-09
1957,9.39164522151259e-07,1.7670075402875796e-09
1958,9.405540737361662e-07,1.6544486891589827e-09
1959,9.626429005038517e-07,3.100299128533379e-09
1960,9.77913728661406e-07,2.076250060767393e-09
1961,1.0470876219415004e-06,4.168895617606694e-09
1962,1.0774983891792544e-06,8.8787386332001e-09
1963,9.046008315749532e-07,3.879631726988464e-09
1964,1.0677364770117492e-06,5.475571440705096e-09
1965,9.97553485149183e-07,7.11365660821528e-09
1966,1.0108811352438352e-06,5.539074865446025e-09
1967,1.054105695175167e-06,4.437302081328198e-09
1968,1.179445774823762e-06,4.491415683816058e-09
1969,1.0032743062993177e-06,4.087581828571274e-09
1970,9.634328748120424e-07,3.6789800095249348e-09
1971,9.85030823130728e-07,3.5968783507200897e-09
1972,1.0957993694660217e-06,3.0780880067027283e-09
1973,8.131975519631851e-07,4.410563025913916e-09
1974,6.536914085586432e-07,4.500457340128605e-09
1975,6.773815286464924e-07,5.140332159925265e-09
1976,7.141908682228859e-07,3.4281161798155324e-09
1977,6.311663547364788e-07,4.11374712072643e-09
1978,8.982173937965854e-07,8.316828004062415e-09
1979,7.730456559329468e-07,7.607565244427406e-09
1980,7.390696055153967e-07,6.822180653731635e-09
1981,7.451497481270053e-07,9.48832401537203e-09
1982,7.746962680243996e-07,8.690503427999374e-09
1983,6.498460045634147e-07,8.841442245000053e-09
1984,6.900820324062806e-07,6.378909234161512e-09
1985,6.562973950963169e-07,9.02333674446254e-09
1986,7.04951474972404e-07,5.395036861699509e-09
1987,7.271871993452805e-07,4.888653482026939e-09
1988,5.780677945210755e-07,5.396898483667201e-09
1989,6.733925630442172e-07,1.042743191792539e-08
1990,6.374921426299807e-07,3.2691906959314565e-09
1991,5.925941124473866e-07,8.20605094986604e-09
1992,6.622952994916886e-07,4.958949750832886e-09
1993,6.829842504885164e-07,8.308811416668505e-09
1994,6.588383101302497e-07,7.384897138251745e-09
1995,6.707571813535651e-07,6.506940763983948e-09
1996,6.080087260329492e-07,1.1743803041142087e-08
1997,5.993618117372534e-07,7.671831170341648e-09
1998,6.260553391257417e-07,7.629006759657386e-09
1999,6.923854911633498e-07,1.051146258923552e-08
2000,6.216170405082266e-07,6.627047466345459e-09
2001,6.085503052588592e-07,5.695575122643959e-09
2002,6.690124969566114e-07,7.448076377869484e-09
2003,5.904529665201608e-07,1.0000615280336689e-08
2004,6.677663364484943e-07,8.809582757729473e-09
2005,6.74211328544061e-07,7.205999352777326e-09
2006,7.210425465586923e-07,7.823990788580204e-09
2007,7.038273110993032e-07,1.2782334662952977e-08
2008,7.220617916914307e-07,1.1920830988998432e-08
2009,7.981954368574407e-07,1.0966842323156811e-08
2010,8.460313054570179e-07,9.447585824773341e-09
2011,8.363026537949736e-07,1.491349066462533e-08
2012,1.1206800323293464e-06,2.7234022592637075e-08
2013,1.0927791933568187e-06,1.534018739812737e-08
2014,1.3696440461785642e-06,1.905591684447927e-08
2015,1.4496402940267217e-06,1.92842056767617e-08
2016,1.6587291611358523e-06,2.071339966214225e-08
2017,1.0256147646714453e-06,2.8677968444412727e-08
2018,1.2267129392284915e-06,2.581466768125651e-08
2019,1.3390135222834942e-06,2.448948244193616e-08
