year,trop_ADV ouvert_ADJ,trop_ADV couvert_ADJ
1894,2.3315694708259116e-08,1.764431090123253e-08
1895,3.7315409429083957e-08,2.4074457982692365e-08
1896,1.2973464080801023e-08,1.8870492723976895e-08
1897,1.806281169081103e-08,8.740070001067579e-09
1898,3.1120951149432585e-08,6.7900258748920805e-09
1899,3.040167939616367e-08,6.633094074004475e-09
1900,2.803168719367477e-08,5.710158568206225e-09
1901,1.8442838367604963e-08,3.353243460679778e-09
1902,1.522187959013266e-08,1.0311596021495006e-08
1903,2.3220946943069976e-08,6.480264325148255e-09
1904,3.33226779503093e-08,2.1498500757388683e-09
1905,2.06430355587095e-08,1.3934049469810361e-08
1906,1.903348206822031e-08,1.18316245689698e-08
1907,4.0628464148539933e-08,1.0799970695529737e-08
1908,1.080505640516094e-08,1.4243028090277221e-08
1909,2.5304524420288743e-08,4.400786846048277e-09
1910,9.619471441624228e-09,3.206490406526541e-09
1911,2.8730021028877673e-08,2.6601870928288918e-08
1912,2.135862686714063e-08,1.1460726589973547e-08
1913,2.0681659052002033e-08,1.96210621083992e-08
1914,2.4777952134513725e-08,5.357394972094198e-09
1915,2.238344798399794e-08,1.1780761921542648e-09
1916,2.197492410260793e-09,7.69122365795738e-09
1917,2.9609346086090227e-08,8.773139548168274e-09
1918,1.378365155346728e-08,8.040463406189247e-09
1919,9.207848705727883e-09,2.025726608678724e-08
1920,2.8017257847068322e-08,3.786115865267448e-09
1921,3.7863738810983705e-08,3.0290989716519334e-09
1922,1.8444838545406128e-08,5.902348387820666e-09
1923,2.3355084977083607e-08,7.431163684401554e-09
1924,4.512068585427187e-08,5.156649773851996e-09
1925,2.859526304632709e-08,1.2097995494286806e-08
1926,1.7833821530643945e-08,1.4489979882625903e-08
1927,3.4562596340492746e-08,7.804457524684949e-09
1928,2.2852082892654835e-08,1.4853853258500749e-08
1929,2.2280811862174232e-08,1.0026365515614089e-08
1930,2.3107928570631486e-08,7.352522590764465e-09
1931,1.1405356659111021e-08,7.983749661377715e-09
1932,2.7398842306070037e-08,9.863582839386709e-09
1933,2.6382522833046096e-08,2.523545639121494e-08
1934,1.3179738189705859e-08,7.188948103475923e-09
1935,1.795242710045386e-08,1.0771455727365264e-08
1936,2.0612014761667297e-08,1.2124714565686645e-08
1937,1.510934133364117e-08,2.1404900962807005e-08
1938,1.944782235252518e-08,5.186085783037697e-09
1939,2.4470481641003516e-08,9.176430282309411e-09
1940,1.5214697057785997e-08,7.607348528892999e-09
1941,2.3612020783048138e-08,1.4757512545315876e-08
1942,2.4273694165799498e-08,0.0
1943,2.9032351633873077e-08,1.7419411690866582e-08
1944,1.6065930807940276e-08,0.0
1945,3.0499055725385915e-08,8.714016175304096e-09
1946,1.8097434661967782e-08,4.1763312808029696e-09
1947,3.457052599742383e-08,1.1920870957027319e-09
1948,8.697510267552389e-09,1.9569398546082084e-08
1949,3.337782672474532e-08,5.890204768377316e-09
1950,2.1270722072586068e-08,6.381216888229346e-09
1951,1.4925962688039363e-08,8.529121409139861e-09
1952,2.2144087452602434e-08,6.326882129314981e-09
1953,2.2625037843226892e-08,9.69644453618912e-09
1954,2.14995790059902e-08,1.5636057781875934e-08
1955,1.9709776921672528e-08,1.0324168187025862e-08
1956,2.441919733087161e-08,7.849027205963921e-09
1957,1.8553580005686854e-08,7.068030161150318e-09
1958,2.1507833736222892e-08,6.617794756635931e-09
1959,1.6276570313777938e-08,3.8753737996444215e-09
1960,2.2146666722733244e-08,6.2287499602575735e-09
1961,1.4591134689379004e-08,7.64297514166401e-09
1962,3.0441391629665304e-08,5.0735651235811474e-09
1963,2.5217607557692645e-08,9.69907976156037e-09
1964,1.9468698653213323e-08,1.4601523545820783e-08
1965,2.2435377999840966e-08,4.377634699181954e-09
1966,2.76953731059848e-08,1.1078149952936656e-08
1967,1.7256175155466735e-08,1.232583901611406e-08
1968,3.817703486674873e-08,5.3896989093971115e-09
1969,2.2708789515490935e-08,1.0446043141598693e-08
1970,2.5292987260172595e-08,8.7375777724219e-09
1971,2.671966670142467e-08,6.679916619845017e-09
1972,1.48774259578488e-08,5.130146973897354e-09
1973,2.701469870025619e-08,6.615844760915479e-09
1974,2.3627400924652875e-08,6.1881286761433785e-09
1975,3.7695768728696066e-08,1.1422960355389478e-09
1976,2.228275497451193e-08,6.2848797277581525e-09
1977,1.9393379346865913e-08,8.22749424145286e-09
1978,2.0792069510555677e-08,2.970295565063452e-09
1979,2.5163485517509798e-08,6.437170796402825e-09
1980,2.3309118191150446e-08,5.6851505725319385e-09
1981,2.0874313833019187e-08,1.0120879245789638e-08
1982,3.289976291398489e-08,4.966001831974154e-09
1983,1.5788289786655696e-08,9.47297440490047e-09
1984,2.551563760277986e-08,8.118611560803402e-09
1985,2.8874678648094232e-08,4.210890747202711e-09
1986,2.6975184752586756e-08,5.994485352545098e-09
1987,2.2610023020508407e-08,7.944062296871834e-09
1988,1.7390005824236e-08,1.0194141530917022e-08
1989,2.6342987236027682e-08,1.0427432250992297e-08
1990,2.6153524013139418e-08,5.993515905799995e-09
1991,2.5204300868608698e-08,1.0550637696837839e-08
1992,1.4876849085965205e-08,6.060938417817852e-09
1993,2.4372512896775334e-08,8.308811416668505e-09
1994,2.7429617688312646e-08,5.274926717646622e-09
1995,2.4943274112843028e-08,6.506940763983948e-09
1996,2.5622842070305296e-08,6.4057106285986265e-09
1997,1.8220598363427598e-08,7.192341833217597e-09
1998,1.764207735455159e-08,7.152193948201102e-09
1999,2.5593126645739872e-08,8.226361813967742e-09
2000,2.5182780305499364e-08,3.5344251969604557e-09
2001,3.023036096450049e-08,4.8193329327261836e-09
2002,2.102986229601811e-08,6.133709984368352e-09
2003,3.0001844397720134e-08,7.083769126836614e-09
2004,2.422635247967264e-08,1.3654853248112886e-08
2005,2.612174831995162e-08,1.3511249008502091e-08
2006,2.6354495807900946e-08,1.070651389767363e-08
2007,1.797515702950392e-08,1.1583990655594789e-08
2008,2.256443099035721e-08,1.3623806971452268e-08
2009,2.384096164931293e-08,1.2397300963584712e-08
2010,4.0624619446205656e-08,1.322662068758973e-08
2011,3.0591775307398095e-08,1.3383901986685487e-08
2012,4.0510607118848796e-08,2.246806829475645e-08
2013,3.0122549787847674e-08,2.119734965333464e-08
2014,3.18320446668352e-08,3.443057750018852e-08
2015,3.147537075420814e-08,2.105746688130239e-08
2016,2.8791627415536425e-08,2.8584492994809807e-08
2017,2.4652990759932436e-08,2.037645252528364e-08
2018,3.12357468779112e-08,2.220061290358899e-08
2019,4.387698959718023e-08,3.596892739210489e-08
