year,beaucoup_ADV osé_VERB,beaucoup_ADV causé_VERB
1892,5.641661360300532e-09,5.202865338560514e-08
1893,3.695050043717174e-09,5.049901474762919e-08
1894,6.301539290376468e-09,5.4823392048319874e-08
1895,1.2037228991346183e-09,9.930713584793693e-08
1896,2.358811590497112e-09,5.484237064479203e-08
1897,3.4960281336537946e-09,7.691262027265111e-08
1898,3.960848538042683e-09,7.525611778191887e-08
1899,4.4220627160029835e-09,3.537650172802387e-08
1900,9.34389543516545e-09,6.592637191715767e-08
1901,1.676621730339889e-09,5.253414414596591e-08
1902,7.856454153909453e-09,2.1114219705964388e-08
1903,5.400220270956879e-10,5.130209146386733e-08
1904,6.987012746151322e-09,3.171028950532673e-08
1905,3.096455536422127e-09,5.5736197879241445e-08
1906,2.572092316910357e-09,5.9158121956670584e-08
1907,3.0857059130084963e-09,7.25140907320565e-08
1908,2.4556945366072114e-09,5.8445529305117816e-08
1909,3.850688656825696e-09,8.306485455022994e-08
1910,1.6032452032632705e-09,9.298822334358192e-08
1911,1.0640748282497725e-09,6.012022879531287e-08
1912,1.0418842455450772e-09,6.824341625133457e-08
1913,3.71209285532359e-09,6.41661728195686e-08
1914,1.3393487430235496e-09,8.30396231776831e-08
1915,0.0,6.950649833470379e-08
1916,5.493730803607377e-09,5.0542325880087446e-08
1917,2.1932848870420685e-09,5.2638836955942736e-08
1918,4.594550517822427e-09,4.135095554858026e-08
1919,9.207848372660976e-10,3.775218004875569e-08
1920,2.2716695191604686e-09,5.5277290300637105e-08
1921,5.300923255902035e-09,6.28538003866197e-08
1922,4.426761179843197e-09,5.016996240669869e-08
1923,2.1231896241147297e-09,2.441668023323018e-08
1924,2.578324886925998e-09,7.21930993874409e-08
1925,0.0,4.179307566687385e-08
1926,3.343841648018042e-09,5.684530535177146e-08
1927,7.804457524684949e-09,4.2367055641534535e-08
1928,5.713020723163709e-09,5.255978929863403e-08
1929,2.2280812750352652e-09,5.570203143179242e-08
1930,2.100720708497761e-09,5.7769820926978355e-08
1931,6.843213995466613e-09,3.5356606531422585e-08
1932,0.0,5.698959038014095e-08
1933,1.1470662197865522e-09,5.161797900221643e-08
1934,1.1981580172459871e-09,3.714289675826876e-08
1935,3.590485242455088e-09,2.992070946561398e-08
1936,3.6374143697059935e-09,2.3036957230715416e-08
1937,3.777335333410292e-09,3.903246792447135e-08
1938,0.0,2.463390735840676e-08
1939,0.0,1.8352861452797242e-08
1940,0.0,2.7893612530860423e-08
1941,0.0,2.3612020783048138e-08
1942,3.034211770724937e-09,8.192371581117186e-08
1943,0.0,2.322588210645904e-08
1944,0.0,3.855823393905666e-08
1945,0.0,2.6142048525912287e-08
1946,0.0,2.645009899993056e-08
1947,5.960435700558264e-09,5.8412268799656886e-08
1948,3.2615663503321457e-09,5.544662684542345e-08
1949,3.9268033269479474e-09,2.1597417965146803e-08
1950,6.381216888229346e-09,2.1270722072586068e-08
1951,0.0,8.315893307297983e-08
1952,1.0544803918932644e-09,2.214408811873625e-08
1953,2.1547654771580937e-09,1.939288907237824e-08
1954,9.772536113672459e-10,2.443134050622575e-08
1955,0.0,6.10064510020436e-08
1956,0.0,2.7907653077363648e-08
1957,8.835037701437898e-10,3.268964121616591e-08
1958,4.9633461784992505e-09,1.2408365002158916e-08
1959,0.0,2.557746836551189e-08
1960,6.920833350854139e-10,2.837541679401312e-08
1961,1.3896318540318475e-09,4.446821932901912e-08
1962,0.0,3.995432679149147e-08
1963,6.466053470433053e-09,3.814971449855875e-08
1964,3.041984220075733e-09,4.562976130273455e-08
1965,4.377634699181954e-09,2.9001830270658502e-08
1966,2.215629901769489e-09,2.3818021666066613e-08
1967,9.860671168482327e-10,1.7749208325312793e-08
1968,3.1439910674890825e-09,3.817703486674873e-08
1969,3.6334062425424918e-09,2.0892086283197386e-08
1970,5.978342709767048e-09,2.2993624781975086e-08
1971,3.083038491169532e-09,2.671966659040237e-08
1972,4.104117490300041e-09,2.7702792948502974e-08
1973,0.0,2.0950174928202614e-08
1974,3.937900228123681e-09,2.644018609609944e-08
1975,1.7134440533084216e-09,4.6262989883416594e-08
1976,0.0,2.742492943852426e-08
1977,0.0,2.11564152863275e-08
1978,4.752473081737207e-09,1.4257419467256227e-08
1979,5.851973350345929e-10,2.457828751634139e-08
1980,1.7055452605774235e-09,2.3309118191150446e-08
1981,5.060439622894819e-09,1.5181318924195608e-08
1982,0.0,1.4898005495922462e-08
1983,6.315316047889041e-10,3.283964511435755e-08
1984,2.3196033982486597e-09,2.3775934110403796e-08
1985,1.2031116103372597e-09,2.8273122509858695e-08
1986,2.3977941854269602e-09,1.9781801197105153e-08
1987,3.6664902225425067e-09,2.0165694891716157e-08
1988,0.0,1.3792074093910145e-08
1989,1.0976244357863152e-09,3.018467220616827e-08
1990,1.089730194969718e-09,1.5801088437683575e-08
1991,0.0,2.989347080983862e-08
1992,2.2039776670368383e-09,9.917899890243831e-09
1993,1.1078414852150331e-09,1.606370148010683e-08
1994,0.0,2.6374633810277714e-08
1995,1.0844901643380922e-09,2.1147558093570495e-08
1996,1.067618438099771e-09,1.2811420813108043e-08
1997,1.917957792585412e-09,1.5343662340683295e-08
1998,1.9072516899143466e-09,2.3840646790063147e-08
1999,0.0,1.8737825513426287e-08
2000,1.7672125984802278e-09,2.0322945215589527e-08
2001,2.190605918883648e-09,2.672539145542885e-08
2002,1.752488598683044e-09,2.0591741367592675e-08
2003,0.0,1.7084383241439127e-08
2004,1.7619165015858584e-09,1.7178685141061578e-08
2005,2.702249757291497e-09,1.8915748967174295e-08
2006,1.2353669198716943e-09,1.9765871772658983e-08
2007,3.994479469415779e-10,1.477957436990529e-08
2008,1.2772318758180745e-09,2.3841663032708738e-08
2009,0.0,2.3364143508786128e-08
2010,0.0,7.558068837454357e-09
2011,3.059177577924288e-09,8.412738061736036e-09
2012,1.3617010852229328e-09,1.2255309655984092e-08
2013,1.9523875849358774e-09,1.7013663367038134e-08
2014,2.5985342766432495e-09,2.2087540685333806e-08
2015,8.866301581811342e-10,2.659890530054554e-08
2016,2.6927420293532123e-09,3.376284168910004e-08
2017,1.509366853724714e-09,1.5596789637584152e-08
2018,2.0651733656507076e-09,2.4523933661591002e-08
2019,2.2958890344426663e-09,1.8622211050978166e-08
