year,beaucoup_ADV oser_VERB,beaucoup_ADV causer_VERB
1987,1.2221633705067347e-09,3.6664902225425067e-09
1988,4.197587610832443e-09,2.398621523624911e-09
1989,0.0,1.0976244357863152e-09
1990,5.44865097484859e-10,5.993515905799995e-09
1991,1.1722930404189924e-09,3.5168792322792797e-09
1992,1.65298330578878e-09,2.2039776670368383e-09
1993,5.539207426075166e-10,3.323524566667402e-09
1994,2.1099706426497278e-09,2.637463358823311e-09
1995,1.0844901643380922e-09,1.626735190995987e-09
1996,5.338092190498855e-10,4.804283193493575e-09
1997,0.0,2.3974471297094624e-09
1998,2.3840645013706308e-09,3.337690568372409e-09
1999,1.8280804647829996e-09,3.1991407301035224e-09
2000,4.4180314962005696e-10,5.743440834038438e-09
2001,1.7524847129024579e-09,4.381211837767296e-09
2002,0.0,5.6955880012310445e-09
2003,1.2500769308587678e-09,4.583615265119079e-09
2004,4.404791253964646e-10,2.642874807889939e-09
2005,1.8014998381943315e-09,1.3511248786457486e-09
2006,0.0,5.353256948836815e-09
2007,1.1983438685803094e-09,1.997239706952314e-09
2008,4.257439678578834e-10,6.811903485726134e-09
2009,1.907277002999308e-09,3.814554005998616e-09
2010,1.4171379625338432e-09,2.3618964561933353e-09
2011,3.82397197240536e-10,3.059177577924288e-09
2012,2.382976926895708e-09,4.085103366691101e-09
2013,2.789125042035323e-10,3.3469500504423877e-09
2014,1.0827225782605865e-09,5.197068553286499e-09
2015,1.773260294157808e-08,5.763096222466402e-09
2016,5.178350193091319e-09,8.492493819289848e-09
2017,3.2702947017071438e-09,6.037467414898856e-09
2018,1.0325866828253538e-09,6.711813327342497e-09
2019,0.0,7.90806176098613e-09
