year,trop_ADV ouvrir_VERB,trop_ADV couvrir_VERB
1988,1.199310784016916e-08,0.0
1989,8.232182935330457e-09,3.2928733073589456e-09
1990,5.993515905799995e-09,1.089730194969718e-09
1991,3.5168792322792797e-09,1.1722930404189924e-09
1992,4.4079553340736766e-09,1.65298330578878e-09
1993,4.4313659408601325e-09,1.1078414852150331e-09
1994,3.6924485691258724e-09,2.637463358823311e-09
1995,8.133675954979935e-09,2.1689803286761844e-09
1996,4.270473752399084e-09,5.338092190498855e-10
1997,4.794894259418925e-09,4.79489448146353e-10
1998,3.814503379828693e-09,3.814503379828693e-09
1999,1.8280804647829996e-09,1.3710603763428253e-09
2000,3.5344251969604557e-09,1.3254094488601709e-09
2001,4.8193329327261836e-09,0.0
2002,8.324320788233308e-09,8.76244299341522e-10
2003,6.667076668520622e-09,2.9168460979889232e-09
2004,2.642874807889939e-09,1.3214374039449694e-09
2005,9.457874483587148e-09,3.1526248278623825e-09
2006,5.7650457740976435e-09,2.4707338397433887e-09
2007,8.38840730210677e-09,3.994479413904628e-09
2008,6.811903485726134e-09,5.5346713878634546e-09
2009,5.721831008997924e-09,5.245011536203492e-09
2010,7.085689368580006e-09,4.2514138876015295e-09
2011,9.177532511728259e-09,4.971163480860241e-09
2012,6.808505315092361e-09,8.510632198976964e-09
2013,1.338780020176955e-08,2.2313000336282585e-09
2014,1.017759210242275e-08,4.980523993225461e-09
2015,9.752931795503628e-09,2.881548111233201e-09
2016,6.421154274960372e-09,3.5212781579474495e-09
2017,9.810884549210641e-09,3.5218559180094644e-09
2018,9.551427204712581e-09,2.0651733656507076e-09
2019,1.0714148679369373e-08,2.2958890344426663e-09
