year,trop_ADV ouverts_ADJ,trop_ADV couverts_ADJ
1855,6.8990182455763716e-09,2.1227748447927297e-09
1856,2.0708757375587084e-08,6.212626857404757e-09
1857,1.7085282522089074e-08,9.763018171682347e-10
1858,4.404308473482388e-09,6.8511463169329545e-09
1859,1.018434669930457e-08,1.0693564256314403e-08
1860,2.8836257826014844e-08,1.1900677776566226e-08
1861,2.4051415081771665e-08,1.131831339762357e-08
1862,3.3884898442693157e-08,4.066187830886747e-09
1863,1.9479021062807078e-08,5.494082966350788e-09
1864,1.5343129433631475e-08,3.835782358407869e-09
1865,2.3063536858103362e-08,6.118897832863013e-09
1866,1.8489329178805747e-08,9.244664589402873e-09
1867,1.3102591012170706e-08,1.94112459439566e-09
1868,2.0747471296544973e-08,1.4819622196071691e-09
1869,1.4650557211837167e-08,3.906815315701806e-09
1870,2.8670243956696595e-09,1.7202146374017957e-09
1871,3.18635318130589e-09,3.18635318130589e-09
1872,2.7213026498884574e-08,6.652073114565837e-09
1873,1.4366410283628284e-08,2.3944017879529156e-09
1874,4.182226565063729e-09,1.0754296120296658e-08
1875,9.154443425529735e-09,1.716458086775674e-09
1876,9.069021977836655e-09,9.673623679873344e-09
1877,8.040260901509555e-09,1.8554447978047506e-09
1878,6.6429977074733415e-09,0.0
1879,2.7491964260661916e-08,8.55305515301552e-09
1880,1.0910338410496934e-08,8.343199908722454e-09
1881,2.649552932609822e-08,6.972507571312292e-10
1882,1.7304001787010748e-08,2.6621540527571597e-09
1883,1.0110942305630033e-08,0.0
1884,8.582206056928499e-09,5.941527270181268e-09
1885,1.740321664556177e-08,0.0
1886,5.808117542471791e-09,0.0
1887,7.1818169189441505e-09,3.264462256069578e-09
1888,5.706553452000662e-09,3.1703073499755874e-09
1889,2.1301465480405568e-08,6.265136742733546e-10
1890,3.2771931834929546e-09,1.9663159989136147e-09
1891,3.824531802365527e-09,1.2748440081367107e-09
1892,1.1283322720601063e-08,2.5074049503359674e-09
1893,3.387129154930335e-08,1.2316833108982905e-09
1894,1.6384001710889606e-08,1.2603078580752936e-08
1895,3.611168697403855e-09,4.213029924926559e-09
1896,8.255840455717589e-09,1.7691086373616827e-09
1897,8.740070001067579e-09,5.826713334045053e-09
1898,1.3014216371232123e-08,4.52668391659472e-09
1899,1.4371703827009696e-08,6.080336234504102e-09
1900,7.26747462209687e-09,1.038210628578895e-09
1901,7.824234593556412e-09,5.588738916095792e-10
1902,2.0623192042990013e-08,3.437198747846537e-09
1903,1.7280704867062013e-08,3.2401321625741275e-09
1904,1.289910045443321e-08,4.299700151477737e-09
1905,1.1353670004154992e-08,5.160759042333041e-10
1906,9.259531807970234e-09,4.629765903985117e-09
1907,1.4399961223432456e-08,3.0857059130084963e-09
1908,8.349361202419914e-09,5.40252820258047e-09
1909,1.5952851484257735e-08,3.300590023513905e-09
1910,4.275320542035388e-09,1.6032452032632705e-09
1911,1.4365010514438836e-08,2.6601871816467337e-09
1912,1.7712032729377825e-08,2.6047106693738442e-09
1913,1.1666577037772186e-08,4.772690687104841e-09
1914,1.0714789944188396e-08,1.3393487430235496e-09
1915,1.5314990164938536e-08,0.0
1916,5.493730803607377e-09,5.493730803607377e-09
1917,1.0966424435210342e-09,1.0966424213165737e-08
1918,4.594550517822427e-09,0.0
1919,2.5781975665495338e-08,9.207848372660976e-10
1920,9.843901693784574e-09,9.843901693784574e-09
1921,1.438822039290244e-08,7.572747429129834e-10
1922,1.1804696775641332e-08,6.640141769764796e-09
1923,4.246379248229459e-09,7.431163684401554e-09
1924,1.5469948877466777e-08,0.0
1925,6.598906754362588e-09,2.1996355847875293e-09
1926,1.671920735191179e-08,8.916910765321973e-09
1927,1.2264147031260109e-08,2.2298449753321847e-09
1928,1.1426041446327417e-08,1.1426041224282812e-09
1929,7.798284684668033e-09,1.1140405931087116e-08
1930,9.453243521306831e-09,2.100720708497761e-09
1931,7.983749661377715e-09,3.4216069977333063e-09
1932,7.6716757391182e-09,5.4797681947604815e-09
1933,8.02946331646126e-09,1.1470662197865522e-09
1934,1.3179738189705859e-08,3.5944740517379614e-09
1935,9.574627313213568e-09,4.787313656606784e-09
1936,4.849885826274658e-09,0.0
1937,1.7627565185307503e-08,6.295559185076627e-09
1938,1.2965214679638848e-08,0.0
1939,1.3764645423464117e-08,0.0
1940,1.5214697057785997e-08,0.0
1941,2.066051862925633e-08,0.0
1942,1.2136847082899749e-08,0.0
1943,2.6129116648121453e-08,0.0
1944,6.4263723231761105e-09,9.639558484764166e-09
1945,1.9606536838523425e-08,2.178504043826024e-09
1946,1.8097434661967782e-08,1.3921104269343232e-09
1947,8.344609447874518e-09,1.1920870957027319e-09
1948,2.174377655705939e-08,2.174377566888097e-09
1949,7.853606653895895e-09,1.9634016634739737e-09
1950,1.2762433776458693e-08,1.0635361480382244e-09
1951,1.1727541604500402e-08,3.1984206394497505e-09
1952,1.5817205323287453e-08,3.1634410646574906e-09
1953,8.619061908632375e-09,5.386913581872932e-09
1954,1.172704333640695e-08,6.840775057526116e-09
1955,1.220129064449793e-08,9.385607846468247e-10
1956,8.72114114258693e-09,2.616342476002842e-09
1957,7.951533653738352e-09,4.417518795207798e-09
1958,1.6544486669545222e-08,1.6544486891589827e-09
1959,5.425523585955716e-09,7.750747821333448e-10
1960,1.038124963770315e-08,6.2287499602575735e-09
1961,1.389631876236308e-08,2.08444772553662e-09
1962,9.512934440181198e-09,1.2683912808952869e-09
1963,1.5518526907953856e-08,3.2330267352165265e-09
1964,1.3993127545575135e-08,1.2167936658258327e-09
1965,1.4774516721161035e-08,4.924839203113152e-09
1966,1.1078149952936656e-08,5.539074754423723e-10
1967,9.860671390526932e-09,1.4791006197611978e-09
1968,1.7067380397861598e-08,2.245707841908029e-09
1969,1.4987801222332564e-08,0.0
1970,1.5635665207014426e-08,1.8394900047624674e-09
1971,1.284599360218408e-08,1.541519245584766e-09
1972,6.156176013405457e-09,5.130146973897354e-09
1973,9.37244681864513e-09,3.3079223804577396e-09
1974,5.625571564138454e-09,5.625571675160757e-10
1975,5.711480177694739e-09,1.7134440533084216e-09
1976,7.427584769459372e-09,2.856763492431469e-09
1977,7.639816779203557e-09,4.11374712072643e-09
1978,4.752473081737207e-09,4.752473081737207e-09
1979,9.363157360553487e-09,1.7555920051037788e-09
1980,1.3075846183596695e-08,0.0
1981,1.0120879245789638e-08,3.795329828193417e-09
1982,4.345251713999687e-09,1.8622506869903077e-09
1983,6.946847541655643e-09,2.5261264191556165e-09
1984,1.1598016769198694e-08,4.639206796497319e-09
1985,1.2632671797518924e-08,2.4062232206745193e-09
1986,5.994485352545098e-09,1.1988970927134801e-09
1987,9.777306964053878e-09,1.8332451112712533e-09
1988,1.0793796967334401e-08,5.996553809062277e-10
1989,9.878619700032232e-09,4.390497743145261e-09
1990,5.44865097484859e-10,4.90378582185258e-09
1991,1.0550637696837839e-08,3.5168792322792797e-09
1992,5.509944056569793e-09,3.856960972825618e-09
1993,8.308811416668505e-09,3.323524566667402e-09
1994,8.439882570598911e-09,4.2199412852994556e-09
1995,9.21816667442954e-09,2.1689803286761844e-09
1996,6.939520069693117e-09,1.6014276571496566e-09
1997,6.7128524960935465e-09,4.315404922294874e-09
1998,2.86087753487152e-09,1.9072516899143466e-09
1999,1.4624643718263997e-08,2.7421207526856506e-09
2000,1.2370488633450805e-08,4.859834756842929e-09
2001,1.3581756164171566e-08,3.943090742808408e-09
2002,1.5772396722013582e-08,1.3143663935011318e-09
2003,6.667076668520622e-09,1.6667691671301554e-09
2004,9.690540814233373e-09,2.2023955992267474e-09
2005,5.854874363109275e-09,0.0
2006,1.8942293067425453e-08,4.529678854225949e-09
2007,1.0385647009059085e-08,5.592271090648637e-09
2008,8.089135583588813e-09,2.9802078582719105e-09
2009,8.105927484791664e-09,3.337734755248789e-09
2010,1.369900015646408e-08,1.4171379625338432e-09
2011,1.644307978665438e-08,5.353560705856353e-09
2012,1.05531832161887e-08,4.085103366691101e-09
2013,1.2829975304384789e-08,7.2517249982695375e-09
2014,1.147685946278898e-08,6.9294245896855955e-09
2015,1.219116452233493e-08,2.881548111233201e-09
2016,1.2635174684305639e-08,6.214019965256057e-09
2017,9.810884549210641e-09,4.779661555431858e-09
2018,1.0842160058643913e-08,5.162933192082164e-09
2019,1.5561024468979667e-08,5.101975730781305e-09
