year,un_DET amas_NOUN,un_DET lama_NOUN
1896,2.384168844571377e-06,6.722612866383315e-08
1897,2.345834783312739e-06,5.0692408937180744e-08
1898,2.2027975568050806e-06,3.847681373514433e-08
1899,2.197212495502754e-06,3.979856266767001e-08
1900,2.410205897973583e-06,3.478005550228147e-08
1901,2.2662336505163694e-06,3.968004702592509e-08
1902,1.88947728219091e-06,3.6827129790140134e-08
1903,2.0758447725199858e-06,1.3338543780605505e-07
1904,2.2487431650120016e-06,1.1394205490233844e-07
1905,2.1876456628433516e-06,5.8316578233075234e-08
1906,2.320027320479312e-06,3.96102197708359e-08
1907,2.138908509863313e-06,6.6342678350928e-08
1908,2.0740795356744e-06,5.6480974564010467e-08
1909,2.0799219626610466e-06,6.051081785640733e-08
1910,2.2760738431770733e-06,4.702852574034466e-08
1911,1.948853075361967e-06,2.6601870928288918e-08
1912,2.012399388462427e-06,6.563870713627296e-08
1913,2.1196049537763884e-06,3.234823742204185e-08
1914,1.969512357646863e-06,5.8261672042370094e-08
1915,1.7164570635941345e-06,2.1205371680821372e-08
1916,1.862374801930855e-06,3.0764893521606496e-08
1917,1.880741741899783e-06,1.3159709100207806e-08
1918,1.8837656909909128e-06,2.986457836584577e-08
1919,1.948380692340379e-06,2.301962048756323e-08
1920,1.9748380566397827e-06,4.391894314892397e-08
1921,1.7826247962204889e-06,4.240738737948391e-08
1922,1.9145742200521454e-06,5.533451763461983e-08
1923,1.9321025632734745e-06,3.1847844361720945e-08
1924,1.9492136402732285e-06,1.0313299259046005e-07
1925,2.112750024707566e-06,6.928852247511941e-08
1926,1.7945283019571434e-06,5.238685041319968e-08
1927,1.8240131822722105e-06,3.679244220400335e-08
1928,2.133241970625477e-06,2.627989537096198e-08
1929,1.7880352523036436e-06,1.1808830713277985e-07
1930,1.838130657461079e-06,5.356837995407204e-08
1931,1.9571591192146798e-06,3.421607086551148e-08
1932,1.5913247253251939e-06,5.808554581765435e-08
1933,1.7481289731335892e-06,3.0970787712192305e-08
1934,1.7217530690061267e-06,4.7926320689839486e-08
1935,1.7198424195896678e-06,7.540018742702159e-08
1936,1.7241344067997488e-06,5.334874497719966e-08
1937,1.6166995386868166e-06,6.043736799909993e-08
1938,1.9175552061767576e-06,4.667477082609395e-08
1939,1.9025798536631555e-06,3.364691103513451e-08
1940,1.977910692119167e-06,1.5214697279830602e-08
1941,1.8889616910655604e-06,3.24665290207804e-08
1942,1.76591120748526e-06,1.517105907566929e-08
1943,1.663553739206236e-06,3.4838822049465534e-08
1944,1.6290854212286376e-06,2.5705489292704442e-08
1945,1.540202354988196e-06,2.178504088234945e-08
1946,1.4450105680907654e-06,3.062643028073353e-08
1947,1.4710354641067624e-06,7.510148836153974e-08
1948,1.805820545541792e-06,2.9354096486855497e-08
1949,1.3802713763055863e-06,3.6322931329380026e-08
1950,1.5442545162613897e-06,4.0414375401809366e-08
1951,1.5341756878228807e-06,2.985192459892261e-08
1952,1.399295438631043e-06,5.1669540201970676e-08
1953,1.5223418543541811e-06,1.023513577225188e-07
1954,1.4658804161626904e-06,5.277169456974207e-08
1955,1.4829260024384894e-06,9.667175770999847e-08
1956,1.3761960921954142e-06,5.9303762567353147e-08
1957,1.4957718583730184e-06,5.566073690843609e-08
1958,1.4575693505491927e-06,3.308897406073541e-08
1959,1.2432198985834475e-06,7.67324017658666e-08
1960,1.3813983912314143e-06,5.536666730643347e-08
1961,1.389631876236308e-06,5.7669722941522394e-08
1962,1.5138250120116936e-06,6.088278170501837e-08
1963,1.3507585236993691e-06,5.043521422720687e-08
1964,1.3074447622329899e-06,3.711220614155408e-08
1965,1.3390090600751137e-06,3.720989560918042e-08
1966,1.3559655442918483e-06,4.1543061213289434e-08
1967,1.2212441404813035e-06,4.2893920582098843e-08
1968,1.3514670058611955e-06,4.8058150986518555e-08
1969,1.216282772276145e-06,4.587175386761011e-08
1970,1.073802337714369e-06,3.127133085811806e-08
1971,1.1926220224722783e-06,3.134422499329048e-08
1972,1.0711746121216947e-06,1.1286323320369718e-07
1973,1.155016217779803e-06,4.7964871408012755e-08
1974,9.557846425423122e-07,3.994155967079749e-08
1975,9.201194508534627e-07,6.11128379013337e-08
1976,9.387324766407801e-07,4.970768396894698e-08
1977,8.997353138084918e-07,3.7611404046788977e-08
1978,9.493064965226949e-07,5.049502649345783e-08
1979,9.731831553949633e-07,3.6282235327256274e-08
1980,1.0352659103318729e-06,5.514596312927722e-08
1981,1.0108228387650797e-06,4.933928510197916e-08
1982,9.925796540244392e-07,5.959202209471215e-08
1983,9.599280659244869e-07,3.3471176719146456e-08
1984,9.927902553386048e-07,4.4072463234456905e-08
1985,9.817390633770628e-07,6.135869246026715e-08
1986,9.806978304993663e-07,6.773768590484508e-08
1987,9.771196260999204e-07,9.105117282359743e-08
1988,8.898885646146937e-07,7.315795480522524e-08
1989,9.329807468816398e-07,6.366221860787391e-08
1990,9.088349877117707e-07,6.756327308732324e-08
1991,8.10054480382405e-07,5.0994748423960345e-08
1992,9.135487601952264e-07,5.399745434120362e-08
1993,9.78777972449052e-07,6.924009587905289e-08
1994,8.492631557999175e-07,4.589186208825424e-08
1995,8.811482530290959e-07,4.012613546988675e-08
1996,7.900376672864695e-07,6.992900680735659e-08
1997,8.798631405682045e-07,4.746945381217671e-08
1998,8.139196499001855e-07,7.915094668575762e-08
1999,9.103840596935697e-07,1.1196992688589091e-07
2000,8.553309100989281e-07,4.948195408971401e-08
2001,8.495169829814131e-07,8.674799056862526e-08
2002,8.801874002983823e-07,5.520339185771661e-08
2003,9.033888730414219e-07,9.583922810918466e-08
2004,9.109108454197212e-07,6.519091094725482e-08
2005,8.741778128040778e-07,7.521261802256873e-08
2006,8.565211011557494e-07,6.135655983285915e-08
2007,8.923666925397811e-07,5.03304427024176e-08
2008,9.634585893536496e-07,7.067349772071907e-08
2009,1.061876428565256e-06,8.487382907595986e-08
2010,1.0586019847380612e-06,8.219399605380318e-08
2011,1.2317013258211773e-06,9.598169548041824e-08
2012,1.4042542346714981e-06,1.9336154843951903e-07
2013,1.4768417173627313e-06,9.259894784285905e-08
2014,1.5106145809795635e-06,1.091384405071949e-07
2015,1.5844081246996211e-06,9.597771662150922e-08
2016,1.7964732350606027e-06,9.693871483307248e-08
2017,1.412264246880568e-06,1.2678681038380546e-07
2018,1.6722741307262368e-06,1.267500144841449e-07
2019,1.5714084895535052e-06,1.0254970739254077e-07
