year,en_ADP are_NOUN,en_ADP lard_NOUN
2000,4.859834423776022e-09,9.719669513685858e-09
2001,3.5049693702937645e-09,3.5049694258049158e-09
2002,3.9430991805033955e-09,5.257465574004527e-09
2003,6.667076501987168e-09,7.91715315529018e-09
2004,1.761916529341434e-09,7.047666006343434e-09
2005,4.9541245550344115e-09,4.053374524914943e-09
2006,1.6471559671771274e-09,1.070651389767363e-08
2007,7.589511019645556e-09,4.393927444112933e-09
2008,2.5544638071473003e-09,5.5346713878634546e-09
2009,1.430457752249481e-09,4.291373478793048e-09
2010,7.085689812669216e-09,5.196172381261022e-09
2011,5.735957819830162e-09,3.823971805871906e-09
2012,3.063827413996023e-09,5.446804340891731e-09
2013,2.2313000336282585e-09,4.462600067256517e-09
2014,2.3819897165822113e-09,7.362513709807672e-09
2015,2.881548027966474e-09,5.319781060109108e-09
2016,1.86420612280358e-09,5.3854840587064245e-09
2017,2.515611413622665e-09,3.5218559180094644e-09
2018,3.0977600484760615e-09,5.162933192082164e-09
2019,3.826481576041374e-09,6.887666881283394e-09
