year,un_DET art_NOUN,un_DET lard_NOUN
1998,1.0831282082790494e-05,1.0966697439052098e-08
1999,1.0764194982471054e-05,2.7421207526856506e-09
2000,1.0716818650280402e-05,3.0926219363180962e-09
2001,1.0991145984462491e-05,3.5049694258049158e-09
2002,1.1030600958861214e-05,5.257465574004527e-09
2003,1.070857537399661e-05,2.5001538617175356e-09
2004,1.041292688341855e-05,5.726228824443069e-09
2005,1.095221837488225e-05,4.503749373441224e-09
2006,1.1067652820884177e-05,9.059358041518806e-09
2007,1.1154583475558866e-05,6.39116706779852e-09
2008,1.037240070900225e-05,5.108927669805752e-09
2009,9.929760764748607e-06,3.814554005998616e-09
2010,8.722955911366626e-06,7.0856894796023084e-09
2011,7.825376272307949e-06,4.971163480860241e-09
2012,6.844250115989325e-06,4.765953853791416e-09
2013,6.392395565768538e-06,6.136075203500013e-09
2014,7.225657689957643e-06,5.630157631775212e-09
2015,7.595095553369902e-06,5.3197807964311394e-09
2016,7.149023232955187e-06,7.663958023762518e-09
2017,6.130293225936612e-06,3.5218559735206156e-09
2018,6.241212222590775e-06,5.679226811050597e-09
2019,6.612160056818084e-06,6.632568272380013e-09
