year,un_DET latin_NOUN
1979,2.3290853701229963e-07
1980,2.649280195221593e-07
1981,3.118496056941922e-07
1982,2.700263441735018e-07
1983,2.3619282440989764e-07
1984,2.5689608112999807e-07
1985,2.682938933240564e-07
1986,2.349838228998813e-07
1987,3.1348489193394613e-07
1988,2.8603561064155514e-07
1989,2.1732963673137817e-07
1990,3.078487703089827e-07
1991,2.391477735841363e-07
1992,3.316986508239417e-07
1993,2.913622965117213e-07
1994,3.112206842792453e-07
1995,2.6298886668385535e-07
1996,2.546270028158659e-07
1997,2.6180123458008353e-07
1998,2.736906151712404e-07
1999,2.6370060457470146e-07
2000,2.385736946886041e-07
2001,3.031798431751831e-07
2002,2.685688760273308e-07
2003,2.4334829673566816e-07
2004,2.497516631005947e-07
2005,3.2832333762833343e-07
2006,2.2936646915105996e-07
2007,2.3886987288168626e-07
2008,2.405453417286818e-07
2009,1.845290471536032e-07
2010,1.8895172182453734e-07
2011,1.6787236484239187e-07
2012,1.3548926136586203e-07
2013,1.414086423512373e-07
2014,1.9207498758166963e-07
2015,1.2412822114615807e-07
2016,1.5348629767153454e-07
2017,1.3408208465737204e-07
2018,1.0738901246032384e-07
2019,1.5101847705700777e-07
