year,bien_ADV imiter_VERB,bien_ADV limiter_VERB
1967,4.240088458118407e-08,1.9228309611207806e-08
1968,3.1439910230801615e-08,1.527081394669949e-08
1969,4.3146698658347304e-08,1.589615195030092e-08
1970,4.598724956395017e-08,1.839489982558007e-08
1971,2.6719666479380066e-08,2.6205826841874114e-08
1972,4.771036543615992e-08,1.898154344814884e-08
1973,3.914374602231874e-08,2.205281468548037e-08
1974,2.6440186928766707e-08,1.5751600912494723e-08
1975,2.1132477101559743e-08,1.599214449754527e-08
1976,2.171140245366132e-08,1.8854638739185248e-08
1977,2.291944944943225e-08,2.7620874476497193e-08
1978,3.148513272321907e-08,1.7821774278559133e-08
1979,2.984506508596496e-08,2.1652301285257636e-08
1980,2.0466542238750662e-08,2.4446148216838992e-08
1981,2.277197808098208e-08,1.771153890217647e-08
1982,1.6760255405756652e-08,1.3035754697909852e-08
1983,2.5261265079734585e-08,1.2630632539867293e-08
1984,2.0296528902008504e-08,9.858314165001048e-09
1985,2.6468455871508922e-08,1.8648229627160617e-08
1986,1.3787316177626963e-08,1.3787316177626963e-08
1987,2.13878585952898e-08,9.777306964053878e-09
1988,2.278690480750356e-08,1.3192418713003917e-08
1989,3.4026356843241956e-08,1.7013178421620978e-08
1990,3.0512445903241314e-08,8.717841559757744e-09
1991,3.04796188288492e-08,3.04796188288492e-08
1992,3.0855687782604946e-08,1.4325855168806356e-08
1993,2.4372512896775334e-08,1.3848018731721368e-08
1994,3.323203756622206e-08,1.8462243289718572e-08
1995,2.060531301140145e-08,1.4640617607142303e-08
1996,2.7758080278772468e-08,1.1209993822092201e-08
1997,2.5892429533769246e-08,1.2946214766884623e-08
1998,2.0502955777601528e-08,9.059445638115449e-09
1999,2.7421206638678086e-08,1.690974471557638e-08
2000,3.799507197754792e-08,1.192868470667463e-08
2001,2.93541191354052e-08,1.7086726700199506e-08
2002,2.6725450297249154e-08,9.63868718173444e-09
2003,3.041853702256958e-08,1.4167538253673229e-08
2004,3.1274016265570026e-08,1.8940601975714344e-08
2005,2.0266872624574717e-08,1.306087415997581e-08
2006,2.141302779534726e-08,1.317724773741702e-08
2007,2.995859560428471e-08,1.0385647009059085e-08
2008,2.8524846484856425e-08,1.6604014163590364e-08
2009,2.4794601927169424e-08,6.198650481792356e-09
2010,3.212179322531483e-08,1.2754241218715379e-08
2011,1.8355065023456518e-08,6.118355155848576e-09
2012,2.9957423208770706e-08,1.191488419038933e-08
2013,2.147626254611623e-08,6.136075203500013e-09
2014,4.222617988602906e-08,1.1909948582911056e-08
2015,2.6377247053233077e-08,7.314698624583116e-09
2016,2.6306018696686806e-08,9.113896304313585e-09
2017,1.8112402244696568e-08,7.798394818792076e-09
2018,2.5556520455438658e-08,8.518839855753413e-09
2019,3.826481531632453e-08,9.438654302584837e-09
