year,ton_DET art_NOUN,ton_DET lard_NOUN
1878,7.126124373924014e-08,1.8117265465633636e-09
1879,4.948553522510224e-08,6.109325156877787e-09
1880,1.2835692508872398e-07,3.8507077526617195e-09
1881,9.064260009239433e-08,1.3945015142624584e-09
1882,9.583754589925775e-08,0.0
1883,1.1311616826548132e-07,6.319338829996468e-09
1884,6.535679908381553e-08,3.9610181801208455e-09
1885,4.705314010644557e-08,1.9336907075562237e-09
1886,1.2132512189344524e-07,1.2906927748801422e-09
1887,8.487602265461192e-08,0.0
1888,6.530833296380933e-08,6.340614699951175e-10
1889,8.771191151168978e-08,3.132568426877924e-09
1890,6.816561853861813e-08,5.898947996740844e-09
1891,8.605197043820567e-08,2.5496880162734215e-09
1892,7.271474666836752e-08,5.014809900671935e-09
1893,7.328515805316016e-08,6.158416554491453e-10
1894,5.230277633216929e-08,3.780923574225881e-09
1895,5.356566989966893e-08,2.4074457982692365e-09
1896,7.72510810875815e-08,5.89702897624278e-10
1897,7.8660629565519e-08,1.7480140668268973e-09
1898,6.959776321924238e-08,0.0
1899,5.306475436839264e-08,5.527578395003729e-10
1900,8.980521659651686e-08,2.07642125715779e-09
1901,5.924063112283662e-08,0.0
1902,6.874397462386383e-08,9.820567692386817e-10
1903,8.100330184390714e-08,1.0800440541913758e-09
1904,5.643356626450213e-08,1.6123875568041512e-09
1905,7.844354055208669e-08,2.580379465655369e-09
1906,6.73888178037707e-08,5.144184522798412e-10
1907,6.737124813582795e-08,0.0
1908,1.0019233775970804e-07,9.822778146428846e-10
1909,7.811396462997777e-08,0.0
1910,9.138497814031865e-08,5.344150677544235e-10
1911,7.395320145153761e-08,1.0640748282497725e-09
1912,5.886645970676341e-08,4.688479160463999e-09
1913,1.0712039216764779e-07,1.060597942803554e-09
1914,6.964613341597925e-08,0.0
1915,5.536958258556268e-08,0.0
1916,4.614734194774428e-08,1.0987462051303964e-09
1917,7.676497215669542e-08,9.869782324756216e-09
1918,1.0452602516863863e-07,5.743188147278033e-09
1919,1.3903850493157677e-07,0.0
1920,9.541011802838284e-08,0.0
1921,1.453967461984007e-07,7.572747429129834e-10
1922,8.263287981646883e-08,1.4755870969551665e-09
1923,1.6879356934396128e-07,0.0
1924,1.4180786578332771e-07,2.578324886925998e-09
1925,8.908524251616257e-08,1.0998177923937646e-09
1926,1.3598288861604857e-07,2.229227691330493e-09
1927,1.0257287130777115e-07,3.3447675740205796e-09
1928,8.912312088327212e-08,9.140832868403947e-09
1929,9.246536936124983e-08,1.1140406375176326e-09
1930,8.402882478719675e-08,3.1510811737689437e-09
1931,6.615106951102234e-08,2.2810713318222042e-09
1932,8.548438534816682e-08,2.1919073223131136e-09
1933,4.5882648125328274e-08,4.588264879146209e-09
1934,5.391711255242626e-08,5.990790086229936e-09
1935,5.864459051707627e-08,0.0
1936,6.668592744674129e-08,0.0
1937,8.561960496145105e-08,0.0
1938,9.464606520737107e-08,0.0
1939,4.129393804674919e-08,3.058810094103137e-09
1940,4.05725257834888e-08,0.0
1941,8.854507882460894e-08,2.9515025978810172e-09
1942,9.102635112334667e-08,3.034211770724937e-09
1943,9.000029432826295e-08,2.9032352077962287e-09
1944,8.03296504869877e-08,6.4263723231761105e-09
1945,9.367567210816219e-08,2.178504043826024e-09
1946,7.517396394263187e-08,1.3921104269343232e-09
1947,5.1259744004994445e-08,2.3841741914054637e-09
1948,7.50160236151487e-08,2.174377566888097e-09
1949,5.595694796411976e-08,2.945102384188658e-09
1950,1.1698897939282915e-07,5.317680740191122e-09
1951,6.716683209617713e-08,1.0661401761424827e-09
1952,6.748674286072287e-08,0.0
1953,6.14108174312733e-08,1.0773827385790469e-09
1954,7.818029157391493e-08,2.9317608341017376e-09
1955,4.5050918551226005e-08,2.815682353940474e-09
1956,8.023449904470681e-08,0.0
1957,7.156380599226964e-08,0.0
1958,7.85863135122078e-08,0.0
1959,5.8130607105688625e-08,5.4255236969780185e-09
1960,7.543708435697738e-08,2.7683333403416555e-09
1961,7.642975075050629e-08,6.948159270159238e-10
1962,7.800606605101734e-08,0.0
1963,8.341208612705486e-08,0.0
1964,6.50984610661709e-08,4.258777774879263e-09
1965,9.411914803081345e-08,0.0
1966,6.646889727512928e-08,3.323444963676536e-09
1967,9.416940738304902e-08,1.9721342336964653e-09
1968,1.1003968580780565e-07,8.982831700699023e-10
1969,7.720988026704845e-08,2.725054681906869e-09
1970,6.944074648629339e-08,2.7592350626548523e-09
1971,8.68389200547881e-08,2.0553589941130213e-09
1972,7.643918831234942e-08,2.0520587451500205e-09
1973,6.781240990960669e-08,1.102640756478479e-09
1974,5.45680457486597e-08,0.0
1975,5.140332115516344e-08,0.0
1976,5.942067782260807e-08,5.713526873840635e-10
1977,5.289103621741731e-08,4.113747231748732e-09
1978,6.534650753842186e-08,1.1881182704343018e-09
1979,4.857137991809424e-08,1.1703946700691858e-09
1980,5.969408412020982e-08,2.2740603289328476e-09
1981,6.452060508088664e-08,1.8976649140967083e-09
1982,7.200702611953602e-08,6.207502289967692e-10
1983,6.189009904566944e-08,3.789189739755727e-09
1984,6.610869629497529e-08,5.799008495621649e-10
1985,6.196024626703434e-08,1.2031116103372597e-09
1986,4.8555334031252784e-08,2.3977942409381114e-09
1987,3.972031037413615e-08,1.2221633705067347e-09
1988,6.536243479793313e-08,1.798966087207532e-09
1989,6.585746525900049e-08,2.1952488715726304e-09
1990,5.612110332009479e-08,3.2691906959314565e-09
1991,7.971592363986701e-08,1.1722930404189924e-09
1992,5.509944034365333e-08,1.1019888335184191e-09
1993,4.92989451483794e-08,1.1078414852150331e-09
1994,4.747434001473039e-08,1.0549853213248639e-09
1995,7.211859487377126e-08,1.6267352465071383e-09
1996,6.832757737385009e-08,1.067618438099771e-09
1997,5.8497714561234204e-08,9.58978896292706e-10
1998,6.723062084823539e-08,1.9072516899143466e-09
1999,4.4787970221449314e-08,1.3710603763428253e-09
2000,6.008522879241696e-08,2.6508187866980393e-09
2001,8.324302136486494e-08,1.3143635069212678e-09
2002,8.543381557757357e-08,2.1906108038649563e-09
2003,5.792023016759629e-08,1.2500769308587678e-09
2004,7.840528359892573e-08,3.523833003171717e-09
2005,7.025849280140051e-08,0.0
2006,7.535738788533308e-08,1.6471559671771274e-09
2007,7.230007925684845e-08,2.3966877371606188e-09
2008,7.833689097402896e-08,1.7029758714315335e-09
2009,7.533744095233885e-08,9.53638501499654e-10
2010,7.274641022902983e-08,4.7237931344312756e-09
2011,6.730190538206671e-08,4.206369030868018e-09
2012,9.804247835809576e-08,2.7234021704458655e-09
2013,1.0738131361875958e-07,4.462600178278819e-09
2014,1.2343037236739463e-07,2.5985342766432495e-09
2015,1.241282230335372e-07,6.428068521913133e-09
2016,1.4872221498762883e-07,2.899876117012923e-09
2017,9.30776167251679e-08,3.773417134311785e-09
2018,1.1771488384049178e-07,4.1303465647679616e-09
2019,1.410696228720809e-07,4.0815804625005114e-09
