year,on_PRON imite_VERB,on_PRON limite_VERB
1890,1.8155651204665446e-07,1.0355930335492758e-07
1891,1.6063033925206582e-07,1.3513346530658055e-07
1892,1.4229523159769997e-07,1.498174526659568e-07
1893,1.3548516086814288e-07,1.114673375823827e-07
1894,1.777034128735977e-07,1.4241479462384632e-07
1895,1.6912306577410163e-07,1.1314994985411886e-07
1896,1.191199832106804e-07,1.5332274649892952e-07
1897,1.4974654050092795e-07,1.1828228441146393e-07
1898,1.2787882042175625e-07,1.4259053671139554e-07
1899,1.3597842851709174e-07,1.4648082391488515e-07
1900,2.0608481321460204e-07,1.297763301266741e-07
1901,1.2462887610809048e-07,1.307764927460653e-07
1902,1.1391858478759787e-07,1.5958422672213146e-07
1903,1.3932568521113353e-07,1.4796603764466454e-07
1904,1.284535429135758e-07,1.752127865017883e-07
1905,1.2489036649299123e-07,1.5895137472909937e-07
1906,1.666715760961779e-07,1.5535437647429262e-07
1907,1.2805679716620944e-07,1.614852838116576e-07
1908,1.7779227690084554e-07,1.7877456670589709e-07
1909,1.309234072266463e-07,1.6117881784794008e-07
1910,1.2505312341204444e-07,1.667374949221312e-07
1911,1.5907918538005106e-07,1.7663642104537303e-07
1912,1.5367793082532444e-07,1.6201299501972244e-07
1913,1.6545327952144362e-07,1.5219580618008877e-07
1914,1.5201607794779193e-07,1.158536671042043e-07
1915,4.476689552390667e-08,1.0602685840410686e-07
1916,1.109733691606607e-07,1.823918651666645e-07
1917,8.224818515145671e-08,1.8423593139971217e-07
1918,8.385054961479455e-08,1.4587697805268363e-07
1919,1.4732557573893246e-07,1.4824635385934926e-07
1920,1.0676846429191755e-07,1.8173356153283748e-07
1921,1.27222156365292e-07,2.3248334812819849e-07
1922,1.689547257655022e-07,2.1838689079345386e-07
1923,1.4968487249689133e-07,1.762247361369873e-07
1924,1.2762708045954696e-07,1.5727781210728153e-07
1925,1.055825080698014e-07,1.6167322058890932e-07
1926,1.4824363958609865e-07,1.527020927483136e-07
1927,2.1072035494285046e-07,1.4048023011525856e-07
1928,7.883968322630608e-08,1.3939769694104598e-07
1929,1.7936054419465108e-07,1.5819376386616568e-07
1930,1.4074828769139458e-07,1.6385621570691455e-07
1931,1.528317845611582e-07,1.8134517176804366e-07
1932,9.206010709306156e-08,1.611051949623743e-07
1933,8.832410181014438e-08,1.9958951469334352e-07
1934,1.0903238134574167e-07,2.168666064505942e-07
1935,7.061287554677165e-08,1.6516231582386354e-07
1936,1.006351286747531e-07,1.7580835809383188e-07
1937,9.065605333091753e-08,2.2286278955618855e-07
1938,7.908780830234718e-08,2.1911212932934632e-07
1939,1.0705835506996664e-07,2.4776361584599726e-07
1940,1.0650288295721566e-07,1.242533649303823e-07
1941,1.210116060690325e-07,1.269146148175082e-07
1942,1.335053205764325e-07,1.4867637787574495e-07
1943,1.1903264507395761e-07,2.2935558163794667e-07
1944,1.34953822339412e-07,2.2170984337321897e-07
1945,1.2853174169435988e-07,1.612093001313042e-07
1946,1.2946626881671364e-07,2.394429898799899e-07
1947,1.0371157443955781e-07,2.193440273856595e-07
1948,1.2502671253855624e-07,1.8590927908235244e-07
1949,1.0111518733424418e-07,2.0812057677233042e-07
1950,8.614643043358683e-08,1.903729724972436e-07
1951,1.268706792956209e-07,2.4947680188347476e-07
1952,9.068531348077613e-08,2.2882225181319882e-07
1953,1.0342874467994534e-07,1.906967490583611e-07
1954,1.0163437558219357e-07,1.8958719749662123e-07
1955,8.728615696895758e-08,2.1680754436204097e-07
1956,8.633930193013839e-08,2.633784710326381e-07
1957,7.333081342153491e-08,2.3677900529150975e-07
1958,8.272243512408295e-08,2.3079558886252016e-07
1959,8.913360005635695e-08,2.0384466026257542e-07
1960,1.14193753120162e-07,2.28387506240324e-07
1961,1.0213793721902675e-07,2.306788928763126e-07
1962,1.2113136449443118e-07,1.877219162338406e-07
1963,1.2544143501713734e-07,1.7910967287093627e-07
1964,8.82175399397056e-08,2.5005110160236654e-07
1965,1.0944086348274595e-07,1.948047376743034e-07
1966,1.0690414420366778e-07,1.9885278845777066e-07
1967,1.331190642162028e-07,1.8883185148865778e-07
1968,1.3159848322175094e-07,2.1334225408509155e-07
1969,1.0763965718751933e-07,1.8848294836004698e-07
1970,1.2232608170847925e-07,1.8624835718128452e-07
1971,9.55741938923893e-08,2.1632653357528397e-07
1972,1.1286323164938494e-07,1.9340654056065887e-07
1973,8.545465579601341e-08,1.8855156724839617e-07
1974,6.694430254583494e-08,1.9520733474109875e-07
1975,6.168398414274634e-08,2.1532280669589454e-07
1976,8.284613883802194e-08,2.0340155870712806e-07
1977,8.462565759259633e-08,1.851186279822059e-07
1978,9.683164314822079e-08,2.0019793289804966e-07
1979,1.0943190176249118e-07,1.843371570942054e-07
1980,9.664756106531058e-08,1.9613769808302095e-07
1981,7.653915190530824e-08,1.8470604068454577e-07
1982,8.876728507800635e-08,2.1540032690836597e-07
1983,1.1114956066649029e-07,1.7240812866248234e-07
1984,8.176602328546778e-08,1.8672807655661927e-07
1985,7.399136681129903e-08,2.0693519786618708e-07
1986,8.45222452028338e-08,1.7264118312709797e-07
1987,9.716198867693038e-08,1.9676830653736488e-07
1988,7.915450961348824e-08,1.667041953368198e-07
1989,7.354083475519246e-08,1.7287585407643746e-07
1990,8.445409171997653e-08,1.536519551592619e-07
1991,7.971592985711595e-08,1.529842386105429e-07
1992,8.981209198566376e-08,2.4629450479096704e-07
1993,9.582828930376763e-08,1.689458262177368e-07
1994,9.547617274563436e-08,1.851499256133593e-07
1995,7.645655752952507e-08,1.729761791580131e-07
1996,8.274042784250923e-08,1.7188657430722287e-07
1997,8.439014465011496e-08,1.4960070338077003e-07
1998,9.345533413807061e-08,1.435206904432107e-07
1999,8.911892557250667e-08,1.4396133352079232e-07
2000,8.968603992798307e-08,1.2768111101735258e-07
2001,9.507229314920096e-08,1.3669381004888237e-07
2002,7.623325437577932e-08,1.1873110494775574e-07
2003,9.5005839639839e-08,1.7209391955930187e-07
2004,8.50124717288736e-08,1.4315571306156016e-07
2005,8.512086857592749e-08,1.3511248830866407e-07
2006,7.535738610897624e-08,1.2765459000974033e-07
2007,1.0825039531425773e-07,1.3341561455604278e-07
2008,8.940623263953285e-08,1.5113910656339158e-07
2009,1.1109888653493272e-07,1.2540346361333832e-07
2010,7.841496696414652e-08,1.478547257960372e-07
2011,7.609703978062043e-08,1.4225175881676932e-07
2012,6.12765500562773e-08,1.327658516458996e-07
2013,7.558529180329288e-08,1.1965346224940276e-07
2014,7.081005559683717e-08,1.0913843340176754e-07
2015,7.735848317480531e-08,1.1238037345151497e-07
2016,9.300316961002864e-08,8.782481586422364e-08
2017,5.2576275777482806e-08,1.1873685323848804e-07
2018,5.8082999743191976e-08,8.828616060441163e-08
2019,5.841761829827874e-08,1.0305990549852595e-07
