year,mon_DET livre_NOUN
1936,1.8647811250716018e-06
1937,1.86222638909328e-06
1938,2.4556116482443713e-06
1939,1.7389334949768909e-06
1940,1.498647656639207e-06
1941,2.157548365744333e-06
1942,2.594250979370827e-06
1943,2.2848460625723988e-06
1944,1.7094150503993433e-06
1945,2.1371124034885725e-06
1946,2.390253607487125e-06
1947,3.7181197214408712e-06
1948,2.4189950451614095e-06
1949,1.8033844728648774e-06
1950,2.294047447115588e-06
1951,3.0758145079801125e-06
1952,2.5465701298799104e-06
1953,1.8746459389262782e-06
1954,2.674743118546985e-06
1955,2.270378434587883e-06
1956,2.7410548497641685e-06
1957,1.9331062555139056e-06
1958,1.832301908422096e-06
1959,2.1849357665360003e-06
1960,1.9655167253773698e-06
1961,2.0719409974390146e-06
1962,1.947614844510781e-06
1963,2.2197960038994324e-06
1964,2.1525079745288167e-06
1965,2.8290465223790306e-06
1966,2.1458376231464626e-06
1967,2.154063615478208e-06
1968,2.2443604130728545e-06
1969,1.8307825389030086e-06
1970,2.431345937026208e-06
1971,4.254593086727709e-06
1972,2.15979191864335e-06
1973,2.4329769185982286e-06
1974,1.995952773725662e-06
1975,1.9778855424590347e-06
1976,2.539091450870501e-06
1977,2.4006652612484913e-06
1978,2.028711922008597e-06
1979,2.169326482004408e-06
1980,2.3445561332380294e-06
1981,1.946371606997843e-06
1982,2.2278724784996484e-06
1983,2.1920461712454653e-06
1984,1.9374487738588186e-06
1985,2.18485066394436e-06
1986,2.5098909812726333e-06
1987,2.950302369519875e-06
1988,2.230118480994747e-06
1989,2.5245362778036906e-06
1990,2.2873437899306737e-06
1991,2.368031839061757e-06
1992,2.1670611420887553e-06
1993,2.671559675704316e-06
1994,2.5409321420255537e-06
1995,2.406483606165466e-06
1996,2.4822127979717834e-06
1997,2.2914800332785035e-06
1998,2.3511645785845303e-06
1999,2.222488818759416e-06
2000,2.3954567680561922e-06
2001,2.3680449618979083e-06
2002,2.3781269753442302e-06
2003,2.5822420397503265e-06
2004,2.442897232057817e-06
2005,2.498680193419034e-06
2006,2.6704516002951095e-06
2007,2.82849094901394e-06
2008,2.779682279907547e-06
2009,2.481367349815855e-06
2010,2.634931647094163e-06
2011,2.4507835334475203e-06
2012,2.7373597006885575e-06
2013,2.9310916254132735e-06
2014,3.5138679290724895e-06
2015,2.8445311937019824e-06
2016,3.022499504012899e-06
2017,3.607638285885173e-06
2018,3.645289144316166e-06
2019,4.4374430920868235e-06
