year,non_ADV égale_ADJ,non_ADV légale_ADJ
1969,4.541757636644661e-09,1.8167030546578644e-08
1970,7.817832603507213e-09,9.197449912790034e-09
1971,7.707596338946132e-09,9.24911525146399e-09
1972,3.0780880067027283e-09,4.6171320100540925e-09
1973,2.205281512956958e-09,1.7090931336838366e-08
1974,1.0688586016271984e-08,1.2938814464291681e-08
1975,8.567219822452898e-09,9.709516746170266e-09
1976,1.0284348483935446e-08,6.8562320265641574e-09
1977,1.057820764316375e-08,2.291944944943225e-08
1978,3.5643548113029055e-09,1.3069301196821925e-08
1979,4.681578680276743e-09,1.580032815695631e-08
1980,3.411090521154847e-09,9.096241093686785e-09
1981,5.060439622894819e-09,2.0874313833019187e-08
1982,1.1173503899897241e-08,1.1794254461960918e-08
1983,5.68378455412244e-09,1.3893695083311286e-08
1984,4.639206796497319e-09,1.1598016769198694e-08
1985,7.218669662023558e-09,1.0828004270990732e-08
1986,2.3977941854269602e-09,1.6185110141009318e-08
1987,3.6664902225425067e-09,9.166225112267057e-09
1988,4.197587610832443e-09,1.9188972188999287e-08
1989,7.683371272548811e-09,1.5366742545097622e-08
1990,8.172976073694826e-09,9.80757164370516e-09
1991,1.1722930404189924e-09,2.4032006606944378e-08
1992,3.30596661157756e-09,1.322386644631024e-08
1993,3.323524566667402e-09,1.883330469354405e-08
1994,4.2199412852994556e-09,6.857404422078162e-09
1995,4.337960657352369e-09,1.572510655023507e-08
1996,4.270473752399084e-09,1.2277611816102763e-08
1997,4.315404922294874e-09,1.6782131240233866e-08
1998,8.582632382569955e-09,2.0979769033147022e-08
1999,4.570201106446348e-09,1.6452723627935484e-08
2000,3.97622823555821e-09,1.590491294223284e-08
2001,3.066848330846028e-09,1.796296800193886e-08
2002,8.324320788233308e-09,1.8839251936242363e-08
2003,2.5001538617175356e-09,1.583430631058036e-08
2004,7.488145215006625e-09,1.8940601975714344e-08
2005,1.3511248786457486e-09,1.3511249008502091e-08
2006,4.117890028965121e-09,1.2353670086895363e-08
2007,4.7933754743212376e-09,1.2382886716011399e-08
2008,6.3861596011349775e-09,1.0217855006544596e-08
2009,5.245011536203492e-09,1.1443662017995848e-08
2010,2.8342759250676863e-09,6.140930874920514e-09
2011,3.4415748029203996e-09,1.0324724186716594e-08
2012,3.4042526575461807e-09,7.829781267787439e-09
2013,4.183687618564136e-09,9.204113027294625e-09
2014,3.2481677347817595e-09,7.145969149746634e-09
2015,2.659890530054554e-09,1.0196246513771712e-08
2016,4.142679976837371e-09,7.871092222444531e-09
2017,1.2578056374223934e-09,9.810884549210641e-09
2018,2.581466596041082e-09,9.035133530232997e-09
2019,6.12237061048404e-09,1.0459049626376782e-08
