year,rien_PRON imiter_VERB,rien_PRON limiter_VERB
1877,6.80329748092845e-09,1.2369631985365004e-09
1878,6.039088673581716e-10,6.039088673581716e-10
1879,1.0996785704264767e-08,4.27652757650776e-09
1880,7.059631101924424e-09,6.417846254436199e-10
1881,9.064259565150223e-09,2.091752326904839e-09
1882,5.324308105514319e-09,1.5307385581309063e-08
1883,5.0554711528150165e-09,5.0554711528150165e-09
1884,3.300848483434038e-09,1.9805090900604227e-09
1885,6.445635580831777e-09,1.2891271383708158e-09
1886,1.2906927748801422e-09,7.744156427236248e-09
1887,0.0,1.3057849246322917e-09
1888,5.07249175996094e-09,1.268122939990235e-09
1889,2.5060546970934183e-09,6.265136742733546e-10
1890,6.554386366985909e-09,4.5880703680722945e-09
1891,2.5496880162734215e-09,6.374220040683554e-10
1892,1.8805537127519756e-09,6.268512375839919e-10
1893,3.695050043717174e-09,1.2316833108982905e-09
1894,1.2603078580752936e-09,0.0
1895,1.8055843487019274e-09,1.8055843487019274e-09
1896,1.7691086373616827e-09,3.5382172747233653e-09
1897,2.9133566670225264e-09,4.661370844871726e-09
1898,5.092519295146758e-09,3.3950129374460403e-09
1899,6.080336234504102e-09,0.0
1900,8.824790675987515e-09,4.671947717582725e-09
1901,2.794369402536745e-09,1.1177477832191585e-09
1902,2.455141867585553e-09,9.820567692386817e-10
1903,2.7001101354784396e-09,0.0
1904,3.2247751136083025e-09,3.7622376325430196e-09
1905,1.5482277682110634e-09,6.708986699521802e-09
1906,1.5432553013283723e-09,1.5432553013283723e-09
1907,2.057137349353866e-09,0.0
1908,9.331639461152008e-09,0.0
1909,8.801573692096554e-09,1.6502950117569526e-09
1910,8.550641084070776e-09,0.0
1911,2.6601871816467337e-09,5.320374141248863e-10
1912,3.646594803896619e-09,8.856016364688912e-09
1913,1.060597942803554e-09,2.121195885607108e-09
1914,2.0090231700464756e-09,0.0
1915,2.3561523843085297e-09,0.0
1916,5.493730803607377e-09,0.0
1917,6.57985488317081e-09,8.773139548168274e-09
1918,3.44591288836682e-09,0.0
1919,9.207848372660976e-10,9.207848372660976e-10
1920,4.543339038320937e-09,3.028892692213958e-09
1921,3.7863738810983705e-09,2.2718242842501013e-09
1922,9.591316185719734e-09,1.4755870969551665e-09
1923,1.0615948120573648e-09,2.1231896241147297e-09
1924,2.578324886925998e-09,0.0
1925,4.399271169575059e-09,1.0998177923937646e-09
1926,8.916910765321973e-09,0.0
1927,3.3447675740205796e-09,2.2298449753321847e-09
1928,2.2852082448565625e-09,3.4278122562625413e-09
1929,4.4561625500705304e-09,5.570202965543558e-09
1930,8.402882833991043e-09,3.1510811737689437e-09
1931,4.5621426636444085e-09,6.843213995466613e-09
1932,2.082311922890767e-08,4.383814644626227e-09
1933,8.02946331646126e-09,1.1470662197865522e-09
1934,7.188948103475923e-09,3.5944740517379614e-09
1935,0.0,0.0
1936,2.424942913137329e-09,1.2124714565686645e-09
1937,5.0364472592434595e-09,1.2591118148108649e-09
1938,7.779128452511941e-09,0.0
1939,4.588215141154706e-09,4.588215141154706e-09
1940,1.2678914806940611e-08,0.0
1941,8.854508237732261e-09,0.0
1942,0.0,3.034211770724937e-09
1943,5.806470415592457e-09,5.806470415592457e-09
1944,0.0,0.0
1945,2.178504043826024e-09,0.0
1946,6.960552134671616e-09,4.1763312808029696e-09
1947,7.152522574216391e-09,1.1920870957027319e-09
1948,9.784699273041042e-09,8.697510267552389e-09
1949,2.945102384188658e-09,5.890204768377316e-09
1950,3.190608444114673e-09,0.0
1951,7.462981344019681e-09,0.0
1952,2.1089607837865287e-09,0.0
1953,3.232148326759443e-09,0.0
1954,2.9317608341017376e-09,1.9545072227344917e-09
1955,4.6928039232341234e-09,1.8771215692936494e-09
1956,8.72114114258693e-09,0.0
1957,4.417518795207798e-09,8.835037701437898e-10
1958,1.6544486891589827e-09,0.0
1959,6.975672928177801e-09,7.750747821333448e-10
1960,4.844583401109048e-09,6.920833350854139e-10
1961,2.779263708063695e-09,2.779263708063695e-09
1962,8.8787386332001e-09,5.7077609305622445e-09
1963,1.2932106496776896e-09,6.466053248388448e-10
1964,4.867174663303331e-09,1.2167936658258327e-09
1965,3.2832261354087677e-09,1.6416130677043839e-09
1966,2.215629901769489e-09,5.539074754423723e-10
1967,2.465167847631733e-09,2.9582012395223956e-09
1968,6.737123747768692e-09,4.940557296606585e-09
1969,4.087581828571274e-09,7.2668124850849836e-09
1970,6.438214850135182e-09,1.8394900047624674e-09
1971,6.679916619845017e-09,2.0553589941130213e-09
1972,6.156176013405457e-09,4.6171320100540925e-09
1973,3.3079223804577396e-09,6.615844760915479e-09
1974,1.1251143350321513e-09,0.0
1975,5.711480177694739e-09,1.1422960355389478e-09
1976,2.856763492431469e-09,5.713526873840635e-10
1977,1.1753563677885381e-09,0.0
1978,2.970295565063452e-09,1.1881182704343018e-09
1979,3.5111840102075575e-09,2.3407893401383717e-09
1980,1.7055452605774235e-09,3.97960553399912e-09
1981,3.1627747087981106e-09,2.5302198114474095e-09
1982,4.966001831974154e-09,1.2415004579935385e-09
1983,3.157658134966823e-09,5.052252838311233e-09
1984,1.739702604197646e-09,2.3196033982486597e-09
1985,3.609334831011779e-09,6.015558051686298e-10
1986,5.395036861699509e-09,0.0
1987,6.110816852533674e-10,4.277571630240118e-09
1988,3.597932174415064e-09,5.996553809062277e-10
1989,6.036934507847036e-09,1.6464366536794728e-09
1990,5.448650863826288e-09,2.724325431913144e-09
1991,1.1722930404189924e-09,6.4476117778156095e-09
1992,1.65298330578878e-09,4.958949695321735e-09
1993,3.323524566667402e-09,1.661762283333701e-09
1994,2.1099706426497278e-09,2.637463358823311e-09
1995,2.7112254663563817e-09,1.626735190995987e-09
1996,4.270473752399084e-09,1.067618438099771e-09
1997,3.835915585170824e-09,9.58978896292706e-10
1998,2.3840645013706308e-09,5.2449422582867555e-09
1999,2.285100553223174e-09,4.113180906983871e-09
2000,4.859834756842929e-09,1.3254094488601709e-09
2001,2.190605918883648e-09,1.7524847129024579e-09
2002,7.009954394732176e-09,1.752488598683044e-09
2003,4.583615265119079e-09,1.2500769308587678e-09
2004,4.845270407116686e-09,8.809582507929292e-10
2005,1.3511248786457486e-09,1.3511248786457486e-09
2006,1.6471559671771274e-09,2.4707338397433887e-09
2007,7.988958938831558e-10,3.994479469415779e-10
2008,0.0,1.2772318758180745e-09
2009,5.245011536203492e-09,4.76819250749827e-10
2010,2.8342759250676863e-09,2.8342759250676863e-09
2011,2.6767803529281764e-09,3.059177577924288e-09
2012,4.085103366691101e-09,3.404252713057332e-10
2013,1.9523875849358774e-09,1.3945624655065103e-09
2014,2.815078836704288e-09,1.5158115873603606e-09
2015,8.866301581811342e-10,1.329945265027277e-09
2016,3.1070099826280284e-09,2.4856081637381067e-09
2017,1.509366853724714e-09,1.509366853724714e-09
2018,3.0977600484760615e-09,2.0651733656507076e-09
2019,2.806086474294034e-09,1.2754939326953263e-09
