year,bien_ADV eu_VERB,bien_ADV lu_VERB
1975,5.203158366384741e-07,2.1418050266674982e-07
1976,5.833510954289522e-07,2.074010296837514e-07
1977,5.347871478988964e-07,2.444741369345138e-07
1978,6.819798841206648e-07,2.1445535480779654e-07
1979,6.899476829858031e-07,2.5046446694432234e-07
1980,6.287776841418236e-07,2.478725775745261e-07
1981,7.242754236358451e-07,2.5998008368333103e-07
1982,7.163457667047624e-07,2.799583569412789e-07
1983,7.148937584133819e-07,2.6713786382970284e-07
1984,6.657261906184431e-07,2.3312014718612772e-07
1985,7.206638770185236e-07,2.8694211096080835e-07
1986,8.194461429411604e-07,2.6675459707803384e-07
1987,7.693518568885338e-07,2.51154574471002e-07
1988,7.201861080829985e-07,2.956301159429131e-07
1989,8.627328043075977e-07,2.8922403316755663e-07
1990,8.031311722334067e-07,2.8986823963350616e-07
1991,8.504986226398614e-07,2.9131481937838544e-07
1992,8.033498488657642e-07,2.633753410918871e-07
1993,8.934741799748736e-07,2.897005515478668e-07
1994,8.65615447764867e-07,2.70603720764484e-07
1995,9.397107305630925e-07,2.4021457534217916e-07
1996,9.52315645008639e-07,2.653031856425514e-07
1997,8.846580499266565e-07,2.478960539065156e-07
1998,9.693607125882409e-07,2.8990226041969436e-07
1999,8.802207389635441e-07,2.8335247748145775e-07
2000,9.189505476570048e-07,3.256089087244618e-07
2001,9.174257229460636e-07,3.088754283453454e-07
2002,9.572969474902493e-07,2.6506390327085683e-07
2003,9.3839105375082e-07,2.7751707420975436e-07
2004,9.576016282153432e-07,2.832280756592809e-07
2005,1.0349616559324204e-06,2.6031673883153417e-07
2006,1.061592001860845e-06,3.0637102099717595e-07
2007,1.1216498023713939e-06,2.800130118885136e-07
2008,1.1375879012121004e-06,3.1121882670959167e-07
2009,1.0675983048713533e-06,3.3281983746746846e-07
2010,1.2546394145829254e-06,3.764862981370243e-07
2011,1.1823721024484257e-06,3.93486715211111e-07
2012,1.288850057790114e-06,3.853614032323094e-07
2013,1.3226031114754733e-06,4.3231437985014054e-07
2014,1.3765735502602183e-06,5.038991162109596e-07
2015,1.3257337059258134e-06,4.331188279138587e-07
2016,1.266417257284047e-06,4.1136812001241196e-07
2017,1.3999376733409008e-06,4.611115684838296e-07
2018,1.4657567817266681e-06,4.535637003755255e-07
2019,1.4237062941901968e-06,5.173403110347863e-07
