year,non_ADV égales_ADJ,non_ADV légales_ADJ
1901,7.824234593556412e-09,2.235495566438317e-09
1902,5.4013122863239005e-09,6.38336894454028e-09
1903,7.020286574288548e-09,5.940242076007962e-09
1904,5.912087708281888e-09,0.0
1905,8.257214467732865e-09,5.160758931310738e-09
1906,1.0288369267641428e-08,6.173021205313489e-09
1907,9.771402353919711e-09,3.599990305858114e-09
1908,4.4202499438483756e-09,2.9468334439286537e-09
1909,3.850688656825696e-09,4.400786846048277e-09
1910,8.550641084070776e-09,1.6032452032632705e-09
1911,4.788336838146279e-09,5.320374141248863e-10
1912,6.251305251225858e-09,5.730363294986773e-09
1913,2.6514948014977335e-09,4.242391771214216e-09
1914,4.68772043404897e-09,2.0090231700464756e-09
1915,1.295883844676382e-08,0.0
1916,3.2962386153911893e-09,1.0987462051303964e-09
1917,8.773139548168274e-09,1.0966424435210342e-09
1918,6.89182577673364e-09,4.594550517822427e-09
1919,9.207848705727883e-09,5.524709134618888e-09
1920,3.786115865267448e-09,3.786115865267448e-09
1921,3.0290989716519334e-09,1.5145495524393482e-08
1922,2.2133805899215986e-09,4.426761179843197e-09
1923,8.492758496458919e-09,1.0615948120573648e-09
1924,2.578324886925998e-09,1.289162443462999e-09
1925,3.299453377181294e-09,9.898360353588487e-09
1926,3.343841648018042e-09,4.458455382660986e-09
1927,4.4596899506643695e-09,1.1149224654616319e-08
1928,5.713020723163709e-09,5.713020723163709e-09
1929,5.570202965543558e-09,0.0
1930,6.302162347537887e-09,9.453243521306831e-09
1931,1.2545892325022123e-08,9.124285327288817e-09
1932,3.287861094491973e-09,1.0959536611565568e-09
1933,9.176529758292418e-09,4.588264879146209e-09
1934,2.156684431042777e-08,4.7926320689839486e-09
1935,3.590485242455088e-09,5.98414207075848e-09
1936,1.2124714565686645e-08,3.6374143697059935e-09
1937,5.0364472592434595e-09,6.295559185076627e-09
1938,6.482607339819424e-09,3.8895642262559704e-09
1939,9.176430282309411e-09,0.0
1940,2.5357829169792012e-09,7.607348528892999e-09
1941,2.9515025978810172e-09,0.0
1942,2.730790527039062e-08,9.102635090130207e-09
1943,1.1612940831184915e-08,0.0
1944,1.927911696952833e-08,0.0
1945,6.535512131478072e-09,6.535512131478072e-09
1946,0.0,1.3921104269343232e-09
1947,7.152522574216391e-09,0.0
1948,5.435944139264848e-09,7.610321262063735e-09
1949,3.9268033269479474e-09,1.0798709482173763e-08
1950,8.508289184305795e-09,9.571825110299415e-09
1951,3.1984206394497505e-09,3.1984206394497505e-09
1952,1.2653764258629963e-08,7.381362632230548e-09
1953,2.1547654771580937e-09,2.1547654771580937e-09
1954,2.9317608341017376e-09,9.772536113672459e-10
1955,8.447047505910632e-09,1.8771215692936494e-09
1956,9.593255967388359e-09,6.104799332717903e-09
1957,2.6505113659425206e-09,2.6505113659425206e-09
1958,4.1361216673863055e-09,4.1361216673863055e-09
1959,6.975672928177801e-09,6.975672928177801e-09
1960,1.038124963770315e-08,5.536666680683311e-09
1961,5.55852741612739e-09,5.55852741612739e-09
1962,3.805173953708163e-09,9.512934440181198e-09
1963,3.879631726988464e-09,1.939815863494232e-09
1964,5.475571551727398e-09,8.517555549758526e-09
1965,3.830430195250756e-09,3.830430195250756e-09
1966,2.769537488234164e-09,8.308612464702492e-09
1967,4.930335695263466e-09,5.423369309198733e-09
1968,5.3896989093971115e-09,3.1439910674890825e-09
1969,4.087581828571274e-09,4.087581828571274e-09
1970,6.898087434592526e-09,7.3579600190498695e-09
1971,5.652237344833111e-09,3.083038491169532e-09
1972,3.5911027485013847e-09,5.643161493651405e-09
1973,7.1671650836435674e-09,1.0475087464101307e-08
1974,3.937900228123681e-09,7.875800456247362e-09
1975,6.282628195464213e-09,6.282628195464213e-09
1976,7.998937512354587e-09,4.570821499072508e-09
1977,1.3516598507123945e-08,9.402850942308305e-09
1978,9.504946163474415e-09,8.316828115084718e-09
1979,8.777959692451986e-09,6.437170796402825e-09
1980,9.664756106531058e-09,6.822181042309694e-09
1981,8.223214109648325e-09,8.855769451088236e-09
1982,5.586751949948621e-09,8.690503427999374e-09
1983,6.315316047889041e-10,5.68378455412244e-09
1984,1.1598016991243298e-09,4.639206796497319e-09
1985,2.4062232206745193e-09,7.218669662023558e-09
1986,3.5966913891627428e-09,1.1988970705090196e-08
1987,4.888653482026939e-09,7.944062296871834e-09
1988,7.195864348830128e-09,8.395175221664886e-09
1989,1.6464366536794728e-09,1.2073869015694072e-08
1990,3.2691906959314565e-09,9.262707045820662e-09
1991,5.861465202094962e-10,9.37834432335194e-09
1992,3.856960972825618e-09,1.2121876835635703e-08
1993,2.7696036575264316e-09,6.647049133334804e-09
1994,2.637463358823311e-09,6.857404422078162e-09
1995,5.4224509327127635e-09,8.675921314704738e-09
1996,3.736664311304594e-09,6.939520069693117e-09
1997,2.3974471297094624e-09,3.835915585170824e-09
1998,4.768129224785866e-10,1.8118891276230897e-08
1999,5.0272213059088244e-09,1.0511462811280126e-08
2000,1.7672125984802278e-09,1.502130686503733e-08
2001,5.695575122643959e-09,1.4019877703219663e-08
2002,2.1906108038649563e-09,9.200564754507923e-09
2003,3.7502307925763034e-09,9.58392298855415e-09
2004,3.523833003171717e-09,7.488145215006625e-09
2005,4.053374524914943e-09,9.457874483587148e-09
2006,4.529678854225949e-09,9.471146533712727e-09
2007,5.192823504529542e-09,7.589511241690161e-09
2008,4.257439734089985e-09,1.1495087548496485e-08
2009,8.105927484791664e-09,5.721831008997924e-09
2010,3.3066551718974324e-09,5.196172381261022e-09
2011,3.059177577924288e-09,7.647943611743813e-09
2012,4.425528388196653e-09,1.1574459612972987e-08
2013,5.020424964641279e-09,6.9728125495771565e-09
2014,4.114345752981308e-09,3.4647122948427977e-09
2015,1.5516027351836215e-09,8.201329393386914e-09
2016,2.278474076078396e-09,5.799752234025846e-09
2017,3.5218559180094644e-09,5.534344982294215e-09
2018,2.8396134332808742e-09,2.323319980845895e-09
2019,3.3162841361900064e-09,4.591778068885333e-09
