year,bien_ADV égale_ADJ,bien_ADV egale_ADJ,bien_ADV légale_ADJ
1994,2.1099706426497278e-09,0.0,5.274926606624319e-10
1995,7.591431483433553e-09,0.0,2.1689803286761844e-09
1996,5.3380921904988554e-09,1.067618438099771e-09,1.6014276571496566e-09
1997,2.3974471297094624e-09,0.0,1.438468344439059e-09
1998,1.9072516899143466e-09,0.0,1.43043876743576e-09
1999,5.941261704833778e-09,1.3710603763428253e-09,2.285100553223174e-09
2000,4.859834756842929e-09,1.7672125984802278e-09,3.97622823555821e-09
2001,5.257454027685071e-09,0.0,5.695575122643959e-09
2002,3.9430991805033955e-09,8.76244299341522e-10,5.257465574004527e-09
2003,1.6667691671301554e-09,0.0,4.583615265119079e-09
2004,5.285749615779878e-09,1.7619165015858584e-09,4.404791198453495e-09
2005,8.557123898356167e-09,0.0,9.007499190971657e-10
2006,8.64756888319107e-09,0.0,3.294311934354255e-09
2007,3.595031605740928e-09,7.988958938831558e-10,5.192823504529542e-09
2008,3.405951742863067e-09,3.405951742863067e-09,0.0
2009,6.198650481792356e-09,0.0,2.860915504498962e-09
2010,5.668551850135373e-09,0.0,6.613310343794865e-09
2011,9.55992973672437e-09,3.82397197240536e-10,1.529588788962144e-09
2012,8.510632198976964e-09,0.0,3.4042526575461807e-09
2013,9.761937924679387e-09,0.0,2.7891249310130206e-09
2014,1.4508482415465096e-08,0.0,3.031623174720721e-09
2015,1.1526192444932803e-08,0.0,4.654808538617772e-09
2016,1.1806638333666797e-08,0.0,4.142679976837371e-09
2017,8.553078245654433e-09,0.0,4.024978128569501e-09
2018,1.1874746519424662e-08,2.5814667070633845e-10,3.0977600484760615e-09
2019,1.1734544003161318e-08,0.0,4.591778068885333e-09
