year,on_PRON avait_VERB,on_PRON lavait_VERB
1858,4.196914505882887e-05,6.068158331373752e-08
1859,4.5316269279283006e-05,7.587338224368523e-08
1860,4.96061466037645e-05,6.408057551254842e-08
1861,4.478892151382752e-05,4.951761978233549e-08
1862,4.664549578592414e-05,8.313095101186718e-08
1863,4.367995734355645e-05,8.890425107210831e-08
1864,4.3056655158579815e-05,5.0824114694592026e-08
1865,4.4891056859341916e-05,5.6482131416402126e-08
1866,4.672788600146305e-05,6.130672147719451e-08
1867,4.700821500591701e-05,6.793936258020494e-08
1868,4.325403187976917e-05,8.694178443846567e-08
1869,4.284555598133011e-05,5.811387637777443e-08
1870,4.618719140125904e-05,9.80522365523484e-08
1871,5.022329878556775e-05,7.647247546316294e-08
1872,4.844039540330414e-05,8.22438162018102e-08
1873,4.5944979319756385e-05,7.003625235313393e-08
1874,4.710142729891231e-05,5.257656088275553e-08
1875,4.411869485920761e-05,6.179249112392426e-08
1876,4.1729595977813005e-05,7.799358670013135e-08
1877,4.09552339988295e-05,7.731019735501832e-08
1878,4.2923426917695906e-05,7.246906097435613e-08
1879,4.260154764779145e-05,4.88746012550223e-08
1880,4.097024520888226e-05,7.38052321480609e-08
1881,4.200168677925831e-05,6.27525671426099e-08
1882,4.309428550186567e-05,6.455723600140573e-08
1883,4.117049138585571e-05,4.423537092179686e-08
1884,4.2221814510412514e-05,9.044325022244948e-08
1885,4.16807042711298e-05,5.9299847698923713e-08
1886,4.0259936213260517e-05,5.549978965291302e-08
1887,3.858920990751358e-05,7.704131199659514e-08
1888,3.952612587454496e-05,6.530833207563091e-08
1889,3.989889682998182e-05,4.698852551499044e-08
1890,3.9397105865646154e-05,7.472000840280657e-08
1891,3.824468331004027e-05,6.501704330474922e-08
1892,3.740170632227091e-05,6.707308219944252e-08
1893,3.724856742337579e-05,4.0645550036799705e-08
1894,3.800332342507318e-05,6.364554838711456e-08
1895,3.880140502587892e-05,5.958428284102979e-08
1896,3.7272172448865604e-05,5.7790883190023123e-08
1897,3.6770057704416104e-05,7.45819326297692e-08
1898,3.697791544254869e-05,6.393941154314575e-08
1899,3.6543926398735493e-05,6.633094074004475e-08
1900,3.553068199835252e-05,5.0353216707321735e-08
1901,3.5874674722435884e-05,7.768346765857359e-08
1902,3.1133163702179445e-05,8.101968429485851e-08
1903,3.414775301280315e-05,7.128290668845239e-08
1904,3.517530967656057e-05,4.944655263017239e-08
1905,3.5399194985075155e-05,5.831657912125365e-08
1906,3.543159891705727e-05,6.018695763998494e-08
1907,3.409859391467762e-05,5.1942716794428634e-08
1908,3.45427820320765e-05,7.268855739539504e-08
1909,3.4345390758971917e-05,4.455796620561614e-08
1910,3.413041804378736e-05,6.359539383993251e-08
1911,3.329064520585234e-05,6.863282875357868e-08
1912,3.3715895369823556e-05,5.8345515974167483e-08
1913,3.275179551565088e-05,8.537813300790731e-08
1914,3.180953308401513e-05,4.018046340092951e-08
1915,3.471083709882805e-05,3.887651400802383e-08
1916,3.475993526080856e-05,3.625862365908006e-08
1917,3.3008937862177845e-05,6.579854794352968e-08
1918,3.283495425421279e-05,4.5945504290045847e-08
1919,3.2178668334381655e-05,5.893022958503025e-08
1920,3.095982583545265e-05,5.7548960263886784e-08
1921,3.0032759241294116e-05,4.392193542201994e-08
1922,3.0872970455675386e-05,4.721878843483296e-08
1923,2.802397966661374e-05,3.503262790971462e-08
1924,2.881922728192876e-05,2.9650736754760487e-08
1925,2.8846021450590342e-05,6.488925041736593e-08
1926,2.9570704555226257e-05,3.901148382112751e-08
1927,3.090007749051438e-05,3.9022288511603165e-08
1928,2.8499975087470375e-05,4.341895820658692e-08
1929,2.925804892583983e-05,4.901778782873123e-08
1930,2.9782968340441585e-05,5.7769820038799935e-08
1931,2.844838172677555e-05,5.474571285191132e-08
1932,2.914031256295857e-05,1.9727165900818022e-08
1933,2.8564243621076457e-05,3.211785370993425e-08
1934,2.8437081709853373e-05,4.912448048344231e-08
1935,2.6823317512025824e-05,6.821921871846826e-08
1936,2.6503413664613618e-05,4.486144389304059e-08
1937,2.820158715621801e-05,6.295558918623101e-08
1938,2.6560538117337273e-05,4.926781649317036e-08
1939,2.5638946226536063e-05,4.435274458813865e-08
1940,2.408486670901766e-05,2.5357828725702802e-08
1941,2.6156215426453855e-05,4.132103814669108e-08
1942,2.665858391992515e-05,3.337632992206352e-08
1943,2.846041525117471e-05,2.6129116648121453e-08
1944,2.8137872050137958e-05,6.105053884652989e-08
1945,2.995878867295687e-05,3.267756065739036e-08
1946,2.7842208510264754e-05,3.619487287664924e-08
1947,2.7087794478575233e-05,2.26496545963073e-08
1948,2.515428650440299e-05,3.261566305923225e-08
1949,2.3001249701337656e-05,3.534122994253153e-08
1950,2.2608651306654792e-05,4.785912821603233e-08
1951,2.5406120585103054e-05,3.1984203729962246e-08
1952,2.3501205305365147e-05,3.057993147592697e-08
1953,2.2884686586621683e-05,1.831550577868768e-08
1954,2.3767784568917705e-05,2.443134050622575e-08
1955,2.2501995772472583e-05,3.0972505893345215e-08
1956,2.225024900326389e-05,4.273359177631164e-08
1957,2.2520510356116574e-05,4.329168401540073e-08
1958,2.2838009499537293e-05,1.9853384269907792e-08
1959,2.176255065933219e-05,2.4802392584177824e-08
1960,2.14961078199849e-05,2.4222916117366822e-08
1961,2.1501774426724296e-05,3.474079601772928e-08
1962,2.2482235635834513e-05,3.7417542841922113e-08
1963,2.3346332454821095e-05,2.0044764958981887e-08
1964,2.2087239358370425e-05,3.224503286602953e-08
1965,2.1879418000025908e-05,2.9549034552545095e-08
1966,2.277722978760721e-05,4.375869089301432e-08
1967,2.246211533929454e-05,4.1907851411338015e-08
1968,2.3753302684781374e-05,3.1439910230801615e-08
1969,2.2928611087991158e-05,1.9983734445006007e-08
1970,2.0368672267068177e-05,2.5292987704261805e-08
1971,2.058185145870084e-05,2.1581269216142118e-08
1972,1.974490896827774e-05,1.846852892839479e-08
1973,1.9395451090531424e-05,2.9771300091852027e-08
1974,1.9621994397311937e-05,3.1503201824989446e-08
1975,1.8402388832328143e-05,1.770558855085369e-08
1976,1.8608957361720968e-05,2.742492943852426e-08
1977,1.8414895748719573e-05,3.2322300391740555e-08
1978,1.8939793335448485e-05,4.09900797748719e-08
1979,1.9617570615082514e-05,3.2185853093835703e-08
1980,1.901228097267449e-05,3.0699813802215203e-08
1981,1.8791309685184387e-05,3.795329739375575e-08
1982,1.9761583644140046e-05,3.5382762941793544e-08
1983,1.900847018987406e-05,3.220811262139023e-08
1984,1.8743555301625747e-05,2.5515636714601442e-08
1985,1.8468364487489453e-05,4.271046361026265e-08
1986,1.9398754375288263e-05,3.596691167118138e-08
1987,1.8191291019320488e-05,3.666490044906823e-08
1988,1.8881948562921025e-05,3.058242503684028e-08
1989,1.9644184703793144e-05,3.457517028238044e-08
1990,1.8184872715210076e-05,3.4871367127209396e-08
1991,1.8166439076594543e-05,3.6927231938932437e-08
1992,1.8673751583264675e-05,3.96715984507523e-08
1993,1.8517570879339473e-05,3.15734824951619e-08
1994,1.820324405343854e-05,4.008944198830022e-08
1995,1.7932044556800975e-05,4.5006342652698095e-08
1996,1.7096308056352427e-05,3.149474370189864e-08
1997,1.6960021639533807e-05,2.972834600711849e-08
1998,1.7097081126848934e-05,2.9562400527538557e-08
1999,1.6770810361776967e-05,3.793266944995821e-08
2000,1.6636097370792413e-05,2.9159007208789944e-08
2001,1.6478614043080597e-05,2.6725392121562663e-08
2002,1.7430690149922157e-05,4.2497847019262736e-08
2003,1.769233767845435e-05,3.2918691328376326e-08
2004,1.7224055227416102e-05,2.8190664469462945e-08
2005,1.6758902802394005e-05,4.2335246419611394e-08
2006,1.7944940736924764e-05,3.3354908168803377e-08
2007,1.7101165667554596e-05,3.395307590636776e-08
2008,1.829464372349321e-05,2.299017376472534e-08
2009,1.9521457033988554e-05,3.480780397246974e-08
2010,2.065903618131415e-05,3.68455861377015e-08
2011,2.1415007722680457e-05,3.4033349916029465e-08
2012,2.628117181302514e-05,3.710635620990388e-08
2013,2.767509431578219e-05,4.29525268685893e-08
2014,3.0232214157877024e-05,3.962764694165344e-08
2015,2.844021400960628e-05,3.7460126112165426e-08
2016,2.9520738280552905e-05,3.831979178414713e-08
2017,2.422030593152158e-05,3.823729155527644e-08
2018,2.8161735826870427e-05,3.665682690723315e-08
2019,2.704914368223399e-05,2.806086563111876e-08
