year,tant_ADV eu_VERB,tant_ADV tu_VERB
1890,4.3258950199742685e-08,7.865263829121005e-09
1891,4.52569608455633e-08,1.0836173736095134e-08
1892,5.2655504845233736e-08,8.14906586654729e-09
1893,4.187723234849727e-08,3.695050043717174e-09
1894,5.608369946230596e-08,6.301539290376468e-10
1895,4.634333095054899e-08,9.629783193076946e-09
1896,4.776593343081004e-08,1.3563166811891847e-08
1897,4.836172351474488e-08,1.6897469756749217e-08
1898,4.866185321361627e-08,1.3014216593276728e-08
1899,4.753717419703207e-08,4.4220627160029835e-09
1900,3.114631752509922e-08,9.34389543516545e-09
1901,4.191554126009578e-08,1.0618603774048552e-08
1902,3.780918689244572e-08,2.455141923096704e-09
1903,4.050165358648883e-08,6.480264325148255e-09
1904,2.6335662539622717e-08,1.5048950530172078e-08
1905,3.612531429553201e-08,9.289366165177171e-09
1906,5.452835694086389e-08,7.201858442940079e-09
1907,4.6285588695127444e-08,6.685696329888913e-09
1908,4.174680867663483e-08,1.1787334219803824e-08
1909,5.721022944271681e-08,1.320236009405562e-08
1910,3.954671612405036e-08,1.81701123036504e-08
1911,3.8838731342139e-08,6.38444919154324e-09
1912,3.334029585744247e-08,1.0939784800267915e-08
1913,3.8711824856818566e-08,9.545381485231985e-09
1914,2.678697441638178e-08,1.808120853041828e-08
1915,4.7123048574349014e-08,0.0
1916,3.625862632361532e-08,5.493731025651982e-09
1917,4.8252267959014716e-08,1.7546278430202733e-08
1918,5.743188324913717e-08,1.4932290071101306e-08
1919,2.8544329566670967e-08,1.6574127403856664e-08
1920,3.180337415642498e-08,1.514446301698058e-08
1921,3.4077363153528495e-08,1.7417319364554373e-08
1922,3.39385017866789e-08,1.1804696775641332e-08
1923,6.051090650771584e-08,1.3800732556745743e-08
1924,5.9301473953610184e-08,4.512068496609345e-08
1925,6.818870446068104e-08,2.3096173862313663e-08
1926,4.904300965336006e-08,1.4489980437737415e-08
1927,5.351628118432927e-08,1.6723837648058293e-08
1928,4.6846768242403414e-08,2.9707707849269127e-08
1929,5.124586976990031e-08,2.8965055687280028e-08
1930,3.571225093423891e-08,1.68057662230936e-08
1931,3.079446386777818e-08,9.124285327288817e-09
1932,4.822195975862087e-08,7.6716757391182e-09
1933,3.326492148403304e-08,1.1470662641954732e-08
1934,2.6359476379411717e-08,1.5576054224197833e-08
1935,3.590485420090772e-08,1.795242621227544e-08
1936,3.15242587589637e-08,6.0623572828433225e-09
1937,2.7700460591972842e-08,8.813782592653752e-09
1938,4.019216603978748e-08,1.685477846180561e-08
1939,3.058810094103137e-08,2.2941076593951948e-08
1940,3.550096039361961e-08,1.77504799747652e-08
1941,6.788455664263893e-08,2.9515025978810172e-09
1942,7.58552971547033e-08,3.034211770724937e-09
1943,4.645176332473966e-08,1.1612940831184915e-08
1944,4.4984606262232774e-08,6.4263723231761105e-09
1945,6.099811145077183e-08,1.5249527862692958e-08
1946,3.201854070766785e-08,6.960552134671616e-09
1947,3.5762614203349585e-08,3.099426493236024e-08
1948,3.370285384107774e-08,1.4133454406817236e-08
1949,2.1597418964347526e-08,1.3743811422273211e-08
1950,3.403315673722318e-08,2.1270723404853698e-08
1951,3.5182626589858046e-08,2.9851925376078725e-08
1952,2.6362009464264702e-08,7.381362521208246e-09
1953,4.417269394707546e-08,2.2625037399137682e-08
1954,3.518113089739927e-08,2.6385847728960243e-08
1955,2.1586897602787758e-08,5.631364707880948e-09
1956,2.9651880950609666e-08,1.9186511934776718e-08
1957,2.47381048978923e-08,1.325255621908994e-08
1958,2.4816730004317833e-08,1.8198935358704205e-08
1959,2.5577467255288866e-08,2.0927020116801032e-08
1960,3.391208380776334e-08,1.0381249859747754e-08
1961,3.543561177821175e-08,1.876002997391879e-08
1962,2.663621678777872e-08,6.976152100435229e-09
1963,2.133797494252576e-08,1.8104949428554562e-08
1964,3.224503331011874e-08,9.125952382671443e-09
1965,3.0643441562006046e-08,1.8057743744748223e-08
1966,3.323444985880997e-08,1.60633168988511e-08
1967,3.3526280418527676e-08,1.7749208325312793e-08
1968,2.784677910483424e-08,1.616909695023594e-08
1969,3.088395317263348e-08,1.2716921515831814e-08
1970,3.4030566808951335e-08,1.5175792622557083e-08
1971,3.0316545718278576e-08,2.1067429578636165e-08
1972,3.283293992240033e-08,1.1286322765258205e-08
1973,4.465695013777804e-08,1.9847532950478808e-08
1974,2.5877628928583363e-08,1.462648602235106e-08
1975,2.1703623787061588e-08,1.1994108373158952e-08
1976,2.856763359204706e-08,1.2569759011427095e-08
1977,1.9981058585472056e-08,9.402850942308305e-09
1978,2.1386128423728223e-08,8.316827670995508e-09
1979,3.5697038214266286e-08,8.192762690484301e-09
1980,3.240536017301565e-08,1.3644361418485573e-08
1981,3.0362638625547334e-08,1.2018543993352893e-08
1982,2.9175261317959666e-08,1.1173503788874939e-08
1983,2.2103606056589342e-08,1.4525227243211702e-08
1984,2.3775934110403796e-08,1.5077421977593986e-08
1985,3.549179083961462e-08,1.8648230404316735e-08
1986,1.7384007122700496e-08,1.918235392750489e-08
1987,2.4443266966045485e-08,9.777306797520424e-09
1988,2.5185526553173077e-08,1.6190695673046207e-08
1989,2.798942233539492e-08,1.6464367313950845e-08
1990,2.45189291092629e-08,6.538381003284854e-09
1991,2.4032006606944378e-08,1.4067516596050211e-08
1992,2.5345743281945943e-08,1.8182815697542765e-08
1993,2.2710750613441633e-08,1.4401939196773128e-08
1994,2.8484603120659813e-08,7.912389854425328e-09
1995,2.0063067651676647e-08,1.1387146670038817e-08
1996,1.7081895009596337e-08,1.4946657689307585e-08
1997,1.8220598363427598e-08,1.8220599251606018e-08
1998,2.43174582692518e-08,1.001307092796111e-08
1999,2.6050146928469076e-08,8.683382013430219e-09
2000,2.385736941334926e-08,1.0603275146792157e-08
2001,3.5487815353008045e-08,1.621048362210331e-08
2002,2.541108479192644e-08,1.7963007525878538e-08
2003,2.541822929913451e-08,1.4584230545455767e-08
2004,2.114299846311951e-08,9.250061522303454e-09
2005,2.2068373795036678e-08,9.908248888024218e-09
2006,3.211954080484247e-08,1.8118715749970704e-08
2007,2.5165221018141892e-08,1.6776813938079727e-08
2008,2.8950589481269162e-08,1.532678259308362e-08
2009,3.147006921722095e-08,1.6211854969583328e-08
2010,2.220182793166714e-08,2.5036103856734826e-08
2011,2.4855816960211996e-08,2.447342128952812e-08
2012,3.3702100665777834e-08,2.3148918448789857e-08
2013,2.7612337305527035e-08,2.5381037271898776e-08
2014,3.594638897652658e-08,3.334785647624017e-08
2015,3.3913604369217865e-08,3.036708218218109e-08
2016,3.728412067971476e-08,2.4441811685704806e-08
2017,2.440143020976393e-08,2.565923518105251e-08
2018,2.5556520455438658e-08,4.982230605854454e-08
2019,3.7244422657067844e-08,3.4183235575468984e-08
