year,est_VERB en_ADP,est_VERB tant_ADV
1855,7.070857100188732e-05,6.384245239132724e-07
1856,7.468302646884695e-05,5.736325761063199e-07
1857,7.280526915565133e-05,5.613735538645415e-07
1858,7.262948929565027e-05,5.608152946479095e-07
1859,7.346019992837682e-05,5.672681027135695e-07
1860,7.064288365654647e-05,5.245452712188126e-07
1861,7.668157195439562e-05,5.418642103904858e-07
1862,7.559178629890084e-05,5.44417332548619e-07
1863,7.34543937142007e-05,3.9607343182979093e-07
1864,7.658379036001861e-05,4.837880283048435e-07
1865,7.533445750596002e-05,4.979841605745605e-07
1866,7.533331518061459e-05,5.945778980276373e-07
1867,7.858982280595228e-05,4.983837129657331e-07
1868,7.891596760600805e-05,4.939873861076194e-07
1869,7.961357187014073e-05,4.69306201011932e-07
1870,7.77542736614123e-05,4.7133880798355676e-07
1871,7.665091106900945e-05,4.768908752339485e-07
1872,7.85428419476375e-05,4.922534344586893e-07
1873,8.031841571209952e-05,5.513110181709635e-07
1874,7.994863699423149e-05,4.415236105614895e-07
1875,7.934785389807075e-05,4.468512599942187e-07
1876,8.304261427838355e-05,4.957732357979694e-07
1877,7.875744631746784e-05,5.720954732169048e-07
1878,7.975100015755743e-05,5.537844458558538e-07
1879,7.856225420255214e-05,5.645016472044517e-07
1880,7.726765761617571e-05,5.557855047300109e-07
1881,7.937502959975973e-05,4.364789845112682e-07
1882,8.197504212148488e-05,4.5056958697387017e-07
1883,8.143289596773684e-05,4.08229283266337e-07
1884,8.204655023291707e-05,4.390128367504076e-07
1885,8.09307603049092e-05,5.298312544255168e-07
1886,8.093869837466627e-05,5.098236215417273e-07
1887,8.376675395993516e-05,5.308015715854708e-07
1888,8.219085430027917e-05,4.888614171250083e-07
1889,8.228129445342347e-05,5.024639904149808e-07
1890,8.287300443043932e-05,4.0112846022566373e-07
1891,8.539606642443687e-05,4.181488293397706e-07
1892,8.456662180833519e-05,4.40676416246788e-07
1893,8.509084000252187e-05,3.9229112758221163e-07
1894,8.487354352837428e-05,4.826978852179309e-07
1895,8.24935341370292e-05,4.574146998947981e-07
1896,8.389349386561662e-05,4.3048311226812075e-07
1897,8.555829845136032e-05,4.078699475940084e-07
1898,8.487928425893188e-05,3.9268982732210134e-07
1899,8.395009353989735e-05,4.455228292954416e-07
1900,8.512185013387352e-05,3.789468792092521e-07
1901,8.7084285041783e-05,4.308917596063111e-07
1902,9.747011790750548e-05,3.8987653283584223e-07
1903,8.615241677034646e-05,3.3049349212888046e-07
1904,8.601818990428001e-05,4.278201686247485e-07
1905,8.531766798114404e-05,3.8550871295228717e-07
1906,8.496803638990968e-05,3.647226947123272e-07
1907,8.617862476967275e-05,3.522847578096844e-07
1908,8.505592995788902e-05,4.081364295416279e-07
1909,8.642375178169459e-05,4.6593331148869765e-07
1910,8.443972183158621e-05,4.072242916208779e-07
1911,8.471152978017926e-05,4.607443884196982e-07
1912,8.516987145412713e-05,4.521777725585707e-07
1913,8.634381083538756e-05,3.78633473019363e-07
1914,8.524084114469588e-05,4.2323421212131507e-07
1915,8.251363760791719e-05,2.8038212462888623e-07
1916,8.474519563606009e-05,3.2632763691253786e-07
1917,8.327573596034199e-05,3.761483640118968e-07
1918,8.248366793850437e-05,3.9283406749746064e-07
1919,8.109720511129126e-05,3.5450216273602564e-07
1920,8.552229701308534e-05,4.058716172039567e-07
1921,8.535470988135785e-05,4.3467571231303737e-07
1922,8.582014561397955e-05,3.799636658641248e-07
1923,8.741384226595983e-05,5.212430664869316e-07
1924,8.554237138014287e-05,4.228452894494694e-07
1925,8.4549596067518e-05,5.631067097056075e-07
1926,8.397389319725335e-05,4.7259626967388613e-07
1927,8.411533053731546e-05,4.994852815798367e-07
1928,8.441787940682843e-05,4.833215712096717e-07
1929,8.29659475130029e-05,3.754316821868997e-07
1930,8.542685827706009e-05,3.8443189964709745e-07
1931,8.646172500448301e-05,3.6725248264701804e-07
1932,8.531998901162297e-05,3.989271419868601e-07
1933,8.574434468755499e-05,3.211785326584504e-07
1934,8.689641254022717e-05,3.390787242096849e-07
1935,8.718894969206303e-05,3.8777241684329056e-07
1936,8.598241402069107e-05,4.0860288663679967e-07
1937,8.578832785133272e-05,3.802517767326208e-07
1938,8.758909825701267e-05,3.78584275040339e-07
1939,8.711643749848008e-05,3.578807934445649e-07
1940,8.486504520988092e-05,5.857658607055782e-07
1941,8.533679647371173e-05,3.571318245576549e-07
1942,8.58257117215544e-05,5.522265382751357e-07
1943,8.794770110398531e-05,4.58711156170466e-07
1944,8.783244265941903e-05,3.438109104081377e-07
1945,8.592455560574308e-05,3.3984662195507553e-07
1946,8.765284292167053e-05,3.7726192658738e-07
1947,9.020880679599941e-05,4.0769378983895876e-07
1948,9.05900087673217e-05,3.511619866003457e-07
1949,9.494617552263662e-05,3.1414427326126315e-07
1950,9.22394247027114e-05,2.9672659707102866e-07
1951,9.208785922965035e-05,4.1792694105424744e-07
1952,9.389831393491477e-05,3.395426801944268e-07
1953,9.40091849770397e-05,3.641553689703869e-07
1954,9.494311962043867e-05,3.205391863048135e-07
1955,9.356418740935624e-05,2.731212020989915e-07
1956,9.661542571848258e-05,3.252985720791912e-07
1957,9.316370415035635e-05,3.3043039593394496e-07
1958,9.50240864767693e-05,3.292352914741059e-07
1959,9.491488162893802e-05,3.4800856951733294e-07
1960,9.438563574803993e-05,3.2389499438068015e-07
1961,9.725269046612084e-05,5.676645855601237e-07
1962,9.574705472914502e-05,3.3422111300751567e-07
1963,9.687893907539546e-05,3.265356838255684e-07
1964,9.499508450971916e-05,3.984999352724117e-07
1965,9.5841744041536e-05,4.1478088519397716e-07
1966,9.663137461757287e-05,3.91058676996181e-07
1967,9.561300976201892e-05,3.6435179140426044e-07
1968,9.440596477361396e-05,4.127611248350149e-07
1969,9.43100531003438e-05,3.5652797691909655e-07
1970,9.587284148437902e-05,4.1940373307625123e-07
1971,9.54334027483128e-05,3.776722223847173e-07
1972,9.565312939230353e-05,3.4936300608023885e-07
1973,9.501344902673736e-05,3.2252242476715764e-07
1974,9.471381054027006e-05,2.7002744218407315e-07
1975,9.556391160003841e-05,2.5815890580815903e-07
1976,9.5698720542714e-05,3.2509967695659725e-07
1977,9.738004155224189e-05,3.502561867207987e-07
1978,9.61514379014261e-05,3.540592388162622e-07
1979,9.701694216346368e-05,2.9903583254053956e-07
1980,0.00010041738278232515,3.1836844982535695e-07
1981,9.868996130535379e-05,2.682033084511204e-07
1982,0.00010168820153921843,3.1099585839911015e-07
1983,0.00010054741142084822,2.721901353197609e-07
1984,9.930918167810887e-05,2.951695421415934e-07
1985,9.959177259588614e-05,2.7130167268296645e-07
1986,9.993466665036976e-05,3.3629063977969054e-07
1987,0.00010122140520252287,3.9048120470397407e-07
1988,0.00010246011515846476,2.752418311047222e-07
1989,9.948483784683049e-05,2.6178344114669017e-07
1990,0.00010273267980664968,3.0512444482155843e-07
1991,0.0001026987301884219,3.32345081233143e-07
1992,0.00010220120020676404,2.9863898021176283e-07
1993,0.00010153699258808047,2.8305350951995933e-07
1994,0.00010313272650819272,3.3179287584061967e-07
1995,0.00010329280485166237,3.182978502991318e-07
1996,0.00010698711412260309,3.613888281961408e-07
1997,0.00010801554890349507,3.9366082660308166e-07
1998,0.0001077892811736092,3.3233860108339286e-07
1999,0.00010877490421989933,3.487063509055588e-07
2000,0.00011075784277636558,3.251671216730756e-07
2001,0.00010862688941415399,3.1062791094882414e-07
2002,0.00011084096331615001,2.992374277255294e-07
2003,0.00010988301073666662,2.921013049217436e-07
2004,0.00010992332681780681,3.581095313620608e-07
2005,0.00010958613711409271,3.305752329652023e-07
2006,0.00011077577073592693,3.3766696105885785e-07
2007,0.00010926699178526178,2.911975514052756e-07
2008,0.00010825094068422914,3.0866436873111525e-07
2009,0.00010738398850662634,3.0421068686337094e-07
2010,0.00010542797099333256,2.7161809157405514e-07
2011,0.00010403995111119002,2.30585513349979e-07
2012,9.920673619490117e-05,2.2638280938735988e-07
2013,9.566977678332478e-05,2.0500068842466135e-07
2014,9.239673090633005e-05,2.3819896455279377e-07
2015,9.152439452009276e-05,2.5623612032177334e-07
2016,9.094322012970224e-05,3.069725948989799e-07
2017,9.84562502708286e-05,2.1407852557331353e-07
2018,9.336906805401668e-05,2.0496845820616727e-07
2019,9.18758669286035e-05,2.3545617011677678e-07
